,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
69,2.0729609,2.1622264,"('lazy', 'industrious')",-0.62674695,-0.63752985,0.723107,0.7623483,-0.0392413
86,-2.016016,-1.9206381,"('uninfluential', 'influential')",-0.115567684,-0.11443113,-1.0657918,-1.0175346,-0.0482572
2,1.7984209,1.6037751,"('unlikable', 'likable')",0.71731466,0.8701927,1.2578678,1.2369839,0.0208839
10,-1.7784588,-1.8355588,"('unsympathetic', 'sympathetic')",-0.41226617,-0.47434813,-1.0953625,-1.1549535,0.059591
82,-1.719292,-1.8278012,"('poor', 'rich')",6.057446,6.093712,2.1690769,2.1329553,0.0361216
39,1.6436495,1.6248566,"('exploitative', 'cooperative')",0.14600846,0.1367057,0.894829,0.8807812,0.0140478
85,1.6099303,1.6519617,"('insignificant', 'prestigious')",1.017942,0.9621283,1.3139361,1.307045,0.0068911
46,-1.4658328,-1.416681,"('uncompetitive', 'competitive')",-0.9259958,-0.9297601,-1.1959143,-1.1732206,-0.0226937
57,-1.4175055,-1.2639816,"('unimaginative', 'imaginative')",-2.6008692,-2.617766,-2.0091872,-1.9408737,-0.0683135
53,-1.2823817,-1.0160601,"('uncreative', 'creative')",0.88561285,0.975029,-0.1983844,-0.0205156,-0.1778688
13,-1.2691561,-1.2208474,"('impolite', 'polite')",-0.70952725,-0.7771236,-0.9893417,-0.9989855,0.0096438
73,1.2676876,1.427059,"('helpless', 'self-reliant')",-3.0571315,-2.9143667,-0.894722,-0.7436538,-0.1510682
51,-1.2250392,-1.3072034,"('uneducated', 'educated')",0.832944,0.67549986,-0.1960476,-0.3158518,0.1198042
26,1.2169904,1.1946868,"('hardhearted', 'benevolent')",2.0325928,2.0240002,1.6247916,1.6093435,0.0154481
45,-1.2000494,-1.3221902,"('incompetent', 'competent')",-0.387129,-0.47109494,-0.7935892,-0.8966426,0.1030534
55,-1.1697199,-1.2527016,"('incompetent', 'clever')",0.021027118,0.0946825,-0.5743464,-0.5790096,0.0046632
68,-1.1602846,-0.92358464,"('dependent', 'independent')",-0.7931583,-0.68463975,-0.9767215,-0.8041122,-0.1726093
42,1.1533781,0.8332671,"('unreliable', 'reliable')",-2.6457872,-2.8354406,-0.7462046,-1.0010867,0.2548821
87,1.1407483,0.8292496,"('unsuccessful', 'successful')",0.87934655,0.7804005,1.0100474,0.8048251,0.2052223
23,-1.1339272,-1.3426285,"('insincere', 'sincere')",5.792156,5.550992,2.3291144,2.1041818,0.2249326
44,1.0890286,0.8713127,"('prejudiced', 'unprejudiced')",-1.3104037,-1.3920237,-0.1106876,-0.2603555,0.1496679
24,-1.0244727,-0.83591413,"('dishonest', 'honest')",0.49538717,0.63230246,-0.2645428,-0.1018058,-0.162737
66,1.0040511,1.1272287,"('inactive', 'active')",1.0108184,0.9616335,1.0074347,1.0444311,-0.0369964
28,-0.87949294,-0.8218246,"('disloyal', 'loyal')",0.7268969,0.88327855,-0.076298,0.030727,-0.107025
3,-0.8489334,-0.71280044,"('repellent', 'pleasant')",0.16311835,0.16113573,-0.3429075,-0.2758324,-0.0670751
38,-0.8220057,-0.7678068,"('untruthful', 'truthful')",-0.15834384,-0.13350365,-0.4901748,-0.4506552,-0.0395196
43,-0.77068555,-0.8033378,"('irresponsible', 'responsible')",0.399148,0.30579185,-0.1857688,-0.248773,0.0630042
67,0.76824385,0.91800696,"('doubtful', 'determined')",-0.5849561,-0.6134478,0.0916439,0.1522796,-0.0606357
35,0.76220423,0.9253827,"('corrupt', 'incorrupt')",-0.1072915,0.05878134,0.3274564,0.492082,-0.1646256
7,-0.76072454,-0.849701,"('insensitive', 'sensitive')",0.7727203,0.47749108,0.0059979,-0.186105,0.1921029
8,-0.75252473,-0.6559061,"('unaffectionate', 'affectionate')",0.6702424,0.81190395,-0.0411412,0.0779989,-0.1191401
25,0.74429816,0.73075044,"('egoistic', 'altruistic')",1.6992162,1.8680599,1.2217572,1.2994051,-0.0776479
48,-0.7430739,-0.88585335,"('unintelligent', 'intelligent')",0.4161242,0.53172356,-0.1634748,-0.1770649,0.0135901
83,0.7426419,0.87385696,"('powerless', 'powerful')",-0.720923,-0.6164435,0.0108595,0.1287067,-0.1178472
1,-0.71971136,-0.46820396,"('unfriendly', 'friendly')",1.7821509,1.8512416,0.5312197,0.6915188,-0.1602991
0,-0.7152452,-0.7064538,"('unsociable', 'sociable')",-0.40478516,-0.47174135,-0.5600152,-0.5890976,0.0290824
19,-0.69446796,-0.5903502,"('inhospitable', 'hospitable')",-0.13000794,-0.07521288,-0.4122379,-0.3327816,-0.0794563
17,0.68118036,0.49676552,"('nasty', 'nice')",-0.557376,-0.6632291,0.0619022,-0.0832318,0.145134
22,-0.6568216,-0.6253846,"('untrustworthy', 'trustworthy')",-1.0034286,-0.9153963,-0.8301251,-0.7703905,-0.0597346
72,-0.6567561,-0.53823465,"('unambitious', 'ambitious')",-0.7305499,-0.47445178,-0.693653,-0.5063432,-0.1873098
33,0.6158939,0.8756747,"('wrong', 'right')",-0.6231626,-0.51696616,-0.0036344,0.1793543,-0.1829887
59,0.6117481,0.6662005,"('foolish', 'wise')",0.35028884,0.37039718,0.4810185,0.5182989,-0.0372804
50,0.61072385,0.36349532,"('clumsy', 'skillful')",0.09681086,0.29231066,0.3537674,0.327903,0.0258644
21,-0.5979074,-0.6357561,"('immoral', 'moral')",-0.72253793,-0.7537714,-0.6602226,-0.6947638,0.0345412
11,-0.5931202,-0.7471959,"('unhelpful', 'helpful')",1.6777445,1.5280998,0.5423121,0.3904519,0.1518602
15,0.56827796,0.4117357,"('boring', 'funny')",0.53178996,0.26008368,0.5500339,0.3359097,0.2141242
20,0.5608753,0.60690004,"('rough', 'thoughtful')",1.2233771,1.3682885,0.8921262,0.9875942,-0.095468
76,0.5599796,0.18323642,"('anxious', 'daring')",0.30228326,0.16254202,0.4311314,0.1728892,0.2582422
65,-0.53740996,-0.73072696,"('insecure', 'secure')",-0.34090725,-0.31427518,-0.4391586,-0.5225011,0.0833425
49,-0.53370523,-0.7927293,"('unable', 'able')",-0.30075896,-0.39530554,-0.4172321,-0.5940174,0.1767853
56,-0.49427274,-0.672778,"('impractical', 'practical')",0.036545865,-0.13174371,-0.2288634,-0.4022609,0.1733975
78,-0.4917441,-0.4541819,"('nonresilient', 'resilient')",-0.057354916,0.047431394,-0.2745495,-0.2033753,-0.0711742
