,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
77,-0.49002844,-0.27611428,"('unmotivated', 'motivated')",-1.3001398,-1.1952014,-0.8950841,-0.7356578,-0.1594263
75,0.47672474,0.60358506,"('meek', 'impulsive')",-0.37537497,-0.33273864,0.0506749,0.1354232,-0.0847483
9,-0.45481223,-0.22806281,"('unaffectionate', 'caring')",1.0683599,1.1682291,0.3067738,0.4700831,-0.1633093
27,0.444388,0.5883624,"('hardhearted', 'softhearted')",1.3282719,1.3374888,0.8863299,0.9629256,-0.0765957
52,0.4299272,0.5475682,"('irrational', 'rational')",0.17070971,0.19463775,0.3003184,0.371103,-0.0707846
71,0.4242704,0.48380244,"('diffident', 'self-confident')",0.5851793,0.5321007,0.5047249,0.5079516,-0.0032267
60,-0.40069306,-0.38286605,"('inefficient', 'efficient')",-0.04368468,-0.053508207,-0.2221889,-0.2181871,-0.0040018
32,-0.38506004,-0.5704699,"('unkind', 'kind')",0.7210779,0.664394,0.1680089,0.0469621,0.1210468
84,0.37753212,0.5104074,"('inferior', 'superior')",0.86166954,0.88481534,0.6196008,0.6976113,-0.0780105
63,-0.375872,-0.38175607,"('unperceptive', 'insightful')",0.97735703,0.83567494,0.3007425,0.2269594,0.0737831
36,0.35078543,0.57353055,"('hostile', 'amicable')",0.6242197,0.5342347,0.4875026,0.5538826,-0.06638
61,-0.35052353,-0.2171521,"('illogical', 'logical')",0.18285164,0.22842586,-0.0838359,0.0056369,-0.0894728
54,0.33363038,0.16539472,"('incapable', 'capable')",1.2868828,1.2215899,0.8102566,0.6934923,0.1167643
37,-0.30860275,-0.24494505,"('fake', 'genuine')",0.25469142,0.31626737,-0.0269557,0.0356612,-0.0626169
62,0.30721286,0.04895794,"('incompetent', 'brilliant')",0.23024699,0.21361694,0.2687299,0.1312874,0.1374425
14,0.26681158,0.2966041,"('antisocial', 'social')",-0.4761412,-0.65317106,-0.1046648,-0.1782835,0.0736187
70,-0.25427222,-0.41255218,"('lethargic', 'energetic')",0.80418086,0.55060744,0.2749543,0.0690276,0.2059267
74,-0.23924601,-0.139363,"('undedicated', 'dedicated')",0.46509728,0.48725858,0.1129256,0.1739478,-0.0610222
80,0.2378495,-0.14487763,"('dominated', 'dominating')",-1.2006273,-1.3819914,-0.4813889,-0.7634345,0.2820456
58,0.23674685,0.27756125,"('undiscriminating', 'discriminating')",0.2983438,0.16259904,0.2675453,0.2200801,0.0474652
6,-0.230628,0.22543857,"('distant', 'open')",0.21695714,0.37269422,-0.0068354,0.2990664,-0.3059018
79,-0.19527078,-0.26443285,"('wavering', 'unwavering')",0.07131225,-0.029072588,-0.0619793,-0.1467527,0.0847734
18,-0.19270146,-0.14896286,"('disagreeable', 'welcoming')",-0.27660793,-0.25993833,-0.2346547,-0.2044506,-0.0302041
4,0.18817161,0.24355124,"('disliked', 'liked')",-6.3885794,-6.645571,-3.100204,-3.20101,0.100806
5,0.18566017,0.5465865,"('distant', 'outgoing')",-0.4151447,-0.31468126,-0.1147423,0.1159526,-0.2306949
34,-0.18421006,-0.12444554,"('mean', 'honorable')",6.2088575,6.176928,3.0123239,3.0262413,-0.0139174
16,0.16681457,0.1469827,"('unpopular', 'popular')",0.31456178,0.19647872,0.2406882,0.1717307,0.0689575
47,-0.15295577,-0.17094661,"('stupid', 'smart')",5.539952,5.6303854,2.6934981,2.7297194,-0.0362213
88,-0.14784332,-0.5514497,"('low', 'eminent')",0.49550167,0.2500823,0.1738292,-0.1506837,0.3245129
29,-0.1400897,0.006072755,"('unfair', 'fair')",-0.56307524,-0.49446765,-0.3515825,-0.2441974,-0.1073851
40,0.13549776,0.55681145,"('stingy', 'generous')",-1.5224996,-1.3529327,-0.6935009,-0.3980606,-0.2954403
64,0.12786832,0.24919991,"('shy', 'confident')",-6.7970324,-6.687221,-3.3345821,-3.2190106,-0.1155715
30,-0.078385815,-0.09345498,"('intolerant', 'tolerant')",1.2257916,1.044802,0.5737029,0.4756735,0.0980294
31,0.07219073,0.52804226,"('evil', 'good')",-0.899549,-0.8176242,-0.4136791,-0.144791,-0.2688881
12,-0.06758155,0.00028550997,"('unsupportive', 'supportive')",-1.6166548,-1.690557,-0.8421181,-0.8451357,0.0030176
41,-0.045267466,0.07520169,"('unforgiving', 'forgiving')",0.30384904,0.07401234,0.1292908,0.074607,0.0546838
81,0.033881452,-0.36932316,"('submissive', 'aggressive')",-0.4779479,-0.75101626,-0.2220332,-0.5601697,0.3381365
