,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,male-female
13,1.32548,1.3242655,"('impolite', 'polite')",-0.5362766,-0.4626779,0.3946017,0.4307938,-0.0361921
29,-1.2941263,-1.2347922,"('unfair', 'fair')",-0.28672,-0.4021078,-0.7904232,-0.81845,0.0280268
72,1.212162,1.2605582,"('unambitious', 'ambitious')",-0.9420049,-0.94766337,0.1350785,0.1564474,-0.0213689
5,-1.2022759,-1.1873592,"('distant', 'outgoing')",-0.65818787,-0.561903,-0.9302319,-0.8746311,-0.0556008
64,-1.1900043,-1.1002704,"('shy', 'confident')",-6.261951,-6.0795164,-3.7259777,-3.5898933,-0.1360844
19,-1.1709974,-1.1354077,"('inhospitable', 'hospitable')",0.13113703,0.11120243,-0.5199302,-0.5121026,-0.0078276
44,-1.1581973,-1.1445949,"('prejudiced', 'unprejudiced')",-1.2525138,-1.2267338,-1.2053555,-1.1856644,-0.0196911
55,1.1224074,1.1443499,"('incompetent', 'clever')",0.44776595,0.46851176,0.7850867,0.8064308,-0.0213441
86,1.1097407,1.1197771,"('uninfluential', 'influential')",0.20624691,0.2151362,0.6579938,0.6674566,-0.0094628
32,1.0722116,1.1895148,"('unkind', 'kind')",0.968804,0.96209645,1.0205078,1.0758057,-0.0552979
21,1.0079441,1.1630371,"('immoral', 'moral')",-0.07588197,-0.009017012,0.4660311,0.57701,-0.1109789
14,0.9994977,1.146966,"('antisocial', 'social')",-0.6365495,-0.6054366,0.1814741,0.2707647,-0.0892906
88,0.98463356,1.0085543,"('low', 'eminent')",0.3309084,0.3601937,0.657771,0.684374,-0.026603
50,-0.9750002,-0.84544295,"('clumsy', 'skillful')",0.1921986,0.22071621,-0.3914008,-0.3123634,-0.0790374
70,0.9576112,1.088517,"('lethargic', 'energetic')",0.7640066,0.8024355,0.8608089,0.9454762,-0.0846673
81,0.9549769,1.1539057,"('submissive', 'aggressive')",-0.3224382,-0.18394762,0.3162693,0.4849791,-0.1687098
63,0.9500028,1.0151867,"('unperceptive', 'insightful')",1.4332128,1.4727503,1.1916077,1.2439685,-0.0523608
65,0.94804233,1.0845706,"('insecure', 'secure')",0.09969185,0.07406725,0.5238671,0.5793189,-0.0554518
28,0.9457146,1.0077147,"('disloyal', 'loyal')",1.1791626,1.2262025,1.0624386,1.1169586,-0.05452
9,0.93633884,1.0156773,"('unaffectionate', 'caring')",0.8124542,0.8690599,0.8743966,0.9423686,-0.067972
71,0.8761348,0.8266466,"('diffident', 'self-confident')",0.75453186,0.69379276,0.8153334,0.7602197,0.0551137
12,0.8114219,0.9254304,"('unsupportive', 'supportive')",-1.4012009,-1.3175238,-0.2948895,-0.1960467,-0.0988428
34,0.80261856,0.90636706,"('mean', 'honorable')",5.720799,5.7762423,3.2617087,3.3413048,-0.0795961
0,0.77418447,0.71185535,"('unsociable', 'sociable')",0.084043056,0.002071377,0.4291137,0.3569634,0.0721503
61,0.75908554,0.8887625,"('illogical', 'logical')",0.43802047,0.38602334,0.598553,0.6373929,-0.0388399
76,0.75178015,0.85674673,"('anxious', 'daring')",0.41731462,0.52274376,0.5845474,0.6897452,-0.1051978
20,0.7453664,0.7240711,"('rough', 'thoughtful')",1.4547348,1.3498203,1.1000506,1.0369457,0.0631049
57,-0.73137814,-0.82087106,"('unimaginative', 'imaginative')",-2.3892345,-2.4111857,-1.5603063,-1.6160284,0.0557221
17,-0.6982094,-0.61049306,"('nasty', 'nice')",-0.49329472,-0.45792395,-0.5957521,-0.5342085,-0.0615436
78,0.6894889,0.76029354,"('nonresilient', 'resilient')",0.6909014,0.66161036,0.6901951,0.7109519,-0.0207568
79,-0.617147,-0.55182815,"('wavering', 'unwavering')",-0.256438,-0.21536008,-0.4367925,-0.3835941,-0.0531984
26,0.60611004,0.4544327,"('hardhearted', 'benevolent')",1.6116644,1.464082,1.1088872,0.9592574,0.1496298
80,0.56870025,0.5742783,"('dominated', 'dominating')",-0.99330616,-0.9700945,-0.212303,-0.1979081,-0.0143949
11,0.51871365,0.77782977,"('unhelpful', 'helpful')",2.2010846,2.3480606,1.3598992,1.5629451,-0.2030459
51,0.4897089,0.57684016,"('uneducated', 'educated')",0.7678494,0.75232744,0.6287792,0.6645838,-0.0358046
41,0.48947728,0.39287072,"('unforgiving', 'forgiving')",-0.012927841,-0.07933046,0.2382747,0.1567701,0.0815046
15,-0.45149422,-0.5050198,"('boring', 'funny')",0.042898178,0.03874901,-0.204298,-0.2331354,0.0288374
47,0.36038837,0.41099265,"('stupid', 'smart')",4.912855,5.070186,2.6366217,2.7405894,-0.1039677
68,0.34876108,0.38790816,"('dependent', 'independent')",0.16032746,0.096574776,0.2545443,0.2422415,0.0123028
83,-0.3338701,-0.29981807,"('powerless', 'powerful')",-0.895204,-0.8065217,-0.6145371,-0.5531699,-0.0613672
42,0.31987318,0.40756798,"('unreliable', 'reliable')",-2.7788908,-2.7429283,-1.2295089,-1.1676801,-0.0618288
3,0.29173267,0.41196862,"('repellent', 'pleasant')",0.080786645,0.021763232,0.1862597,0.2168659,-0.0306062
38,0.28363848,0.4813117,"('untruthful', 'truthful')",-0.23876297,-0.0009830892,0.0224378,0.2401643,-0.2177265
74,0.25063434,0.36868542,"('undedicated', 'dedicated')",0.31183067,0.36992204,0.2812325,0.3693037,-0.0880712
2,-0.23229876,-0.08147983,"('unlikable', 'likable')",0.170119,0.39180088,-0.0310899,0.1551605,-0.1862504
77,0.22982453,0.43990278,"('unmotivated', 'motivated')",-0.7760071,-0.6734756,-0.2730913,-0.1167864,-0.1563049
33,0.21994966,0.061048746,"('wrong', 'right')",-0.77035415,-0.7288408,-0.2752022,-0.333896,0.0586938
40,0.21782011,0.10543372,"('stingy', 'generous')",-1.5852134,-1.5967536,-0.6836966,-0.7456599,0.0619633
87,-0.20738637,-0.083583236,"('unsuccessful', 'successful')",0.8629458,0.93564075,0.3277797,0.4260288,-0.0982491
37,-0.18604785,-0.16329113,"('fake', 'genuine')",0.09446016,0.20909192,-0.0457938,0.0229004,-0.0686942
49,0.1830642,0.25545713,"('unable', 'able')",0.028559253,0.091830134,0.1058117,0.1736436,-0.0678319
82,-0.182267,0.0042348765,"('poor', 'rich')",5.4630275,5.577231,2.6403801,2.7907329,-0.1503528
53,-0.17623344,-0.1890118,"('uncreative', 'creative')",0.7135374,0.6615068,0.268652,0.2362475,0.0324045
67,-0.17431958,-0.13384394,"('doubtful', 'determined')",-0.6652085,-0.5214823,-0.419764,-0.3276631,-0.0921009
25,-0.16556856,-0.27794385,"('egoistic', 'altruistic')",1.2703105,1.3428729,0.552371,0.5324645,0.0199065
69,-0.15440515,-0.29065922,"('lazy', 'industrious')",-0.5857557,-0.5448858,-0.3700804,-0.4177725,0.0476921
84,0.139805,0.13960826,"('inferior', 'superior')",0.94593406,0.8929232,0.5428695,0.5162657,0.0266038
54,0.13418329,0.20632082,"('incapable', 'capable')",0.9261227,1.0140277,0.530153,0.6101743,-0.0800213
58,0.119236834,0.10784007,"('undiscriminating', 'discriminating')",0.25243354,0.25841522,0.1858352,0.1831276,0.0027076
18,-0.11711664,-0.15734214,"('disagreeable', 'welcoming')",-0.35792384,-0.3525687,-0.2375202,-0.2549554,0.0174352
22,-0.091740586,-0.030003972,"('untrustworthy', 'trustworthy')",-0.83346766,-0.7854467,-0.4626041,-0.4077253,-0.0548788
73,0.08012201,0.11827308,"('helpless', 'self-reliant')",-2.989617,-2.8927512,-1.4547476,-1.3872391,-0.0675085
1,-0.076002315,-0.14207067,"('unfriendly', 'friendly')",1.4950926,1.4874859,0.7095451,0.6727076,0.0368375
45,-0.070835724,0.06455941,"('incompetent', 'competent')",-0.23440829,-0.06195833,-0.152622,0.0013005,-0.1539225
46,-0.030737907,0.04950936,"('uncompetitive', 'competitive')",-0.14011206,-0.110931695,-0.085425,-0.0307112,-0.0547138
8,-0.029930033,-0.035544842,"('unaffectionate', 'affectionate')",0.47800973,0.49096373,0.2240399,0.2277094,-0.0036695
85,-0.029284593,-0.19009997,"('insignificant', 'prestigious')",0.23655498,0.19158463,0.1036352,0.0007423,0.1028929
