,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,male-female
52,-2.8047364,-2.8222117,"('irrational', 'rational')",-0.73217493,-0.75917494,-1.7684556,-1.7906933,0.0222377
60,2.6183026,2.8689196,"('inefficient', 'efficient')",0.79225177,0.9901602,1.7052772,1.9295399,-0.2242627
75,-2.1798484,-2.0217543,"('meek', 'impulsive')",-0.7866751,-0.66837454,-1.4832618,-1.3450644,-0.1381974
56,2.1584907,2.3794713,"('impractical', 'practical')",0.009190364,0.19111918,1.0838405,1.2852952,-0.2014547
31,-2.011638,-2.115159,"('evil', 'good')",-1.3915794,-1.4030225,-1.7016087,-1.7590908,0.0574821
23,1.973149,2.1602104,"('insincere', 'sincere')",5.7445273,5.83355,3.8588381,3.9968801,-0.138042
7,1.9309267,1.9681605,"('insensitive', 'sensitive')",1.0495087,1.0569148,1.4902177,1.5125377,-0.02232
4,-1.7622539,-1.7603503,"('disliked', 'liked')",-6.317057,-6.1370344,-4.0396557,-3.9486923,-0.0909634
16,-1.6727672,-1.6063852,"('unpopular', 'popular')",-0.05204077,0.045097284,-0.862404,-0.780644,-0.08176
66,-1.6448598,-1.6656045,"('inactive', 'active')",0.4375348,0.3983448,-0.6036625,-0.6336298,0.0299673
36,-1.5325685,-1.7427381,"('hostile', 'amicable')",-0.4142971,-0.50218296,-0.9734328,-1.1224606,0.1490278
48,1.4723599,1.5146759,"('unintelligent', 'intelligent')",1.1545348,1.1340599,1.3134474,1.3243679,-0.0109205
35,-1.4659791,-1.4911208,"('corrupt', 'incorrupt')",-0.7040833,-0.65761834,-1.0850313,-1.0743695,-0.0106618
43,1.4615711,1.5296913,"('irresponsible', 'responsible')",0.97541547,0.9292562,1.2184932,1.2294738,-0.0109806
39,1.4501057,1.4096894,"('exploitative', 'cooperative')",0.06876969,0.01396876,0.7594377,0.7118291,0.0476086
62,1.4231545,1.7479246,"('incompetent', 'brilliant')",0.18293905,0.49635023,0.8030468,1.1221374,-0.3190906
27,1.4087155,1.2120731,"('hardhearted', 'softhearted')",1.7421868,1.4754907,1.5754511,1.3437819,0.2316692
24,1.3897741,1.5185667,"('dishonest', 'honest')",0.62897754,0.7260154,1.0093758,1.1222911,-0.1129153
6,-1.3592668,-1.5030553,"('distant', 'open')",-0.4275583,-0.43473464,-0.8934125,-0.968895,0.0754825
59,-1.3548139,-1.4020482,"('foolish', 'wise')",0.22691752,0.26707327,-0.5639482,-0.5674875,0.0035393
30,1.3543519,1.4513797,"('intolerant', 'tolerant')",1.2029955,1.3032378,1.2786736,1.3773087,-0.0986351
10,1.3466423,1.5397215,"('unsympathetic', 'sympathetic')",-0.11849429,-0.14753747,0.614074,0.696092,-0.082018
