,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,male-female
70,-1.5018097,-1.0392356,"('lethargic', 'energetic')",-0.81720924,-0.21688676,0.20474108,0.5767099,-0.7047593,-0.2264708,-0.4782885
11,-1.473542,-1.3153187,"('unhelpful', 'helpful')",-1.6859646,-1.1773307,1.7216423,1.9679562,-0.4792881,-0.1748978,-0.3043903
25,1.4501312,1.1445997,"('egoistic', 'altruistic')",0.5814159,0.15418172,1.6445469,1.4724696,1.2253647,0.9237503,0.3016144
0,-1.4121878,-1.5282832,"('unsociable', 'sociable')",-1.3965704,-1.1771659,-0.4407689,-0.41327965,-1.0831757,-1.0395762,-0.0435995
51,-1.4011699,-1.5282532,"('uneducated', 'educated')",-0.52257556,-0.457366,0.5919827,0.4020356,-0.4439209,-0.5278612,0.0839403
64,-1.3631017,-1.1707065,"('shy', 'confident')",-1.2731043,-1.3527296,-6.742873,-6.841534,-3.1263599,-3.1216567,-0.0047032
6,1.3305786,1.3153137,"('distant', 'open')",-0.17773189,-0.45178568,-0.25524613,-0.34687555,0.2992002,0.1722175,0.1269827
86,-1.3122964,-1.3059525,"('uninfluential', 'influential')",-0.504617,-0.3478906,0.045813993,-0.13032344,-0.5903664,-0.5947222,0.0043558
76,-1.3020244,-0.938404,"('anxious', 'daring')",-0.36392146,0.30026937,-0.24468437,-0.00682172,-0.6368767,-0.2149855,-0.4218912
26,1.2735385,0.9657822,"('hardhearted', 'benevolent')",1.1225775,0.8011759,1.8079137,1.0745857,1.4013432,0.9471812,0.454162
79,1.255204,0.98373824,"('wavering', 'unwavering')",-0.122021735,-0.4320976,-0.3951318,-0.3856819,0.2460168,0.0553196,0.1906972
21,-1.2080629,-1.1656969,"('immoral', 'moral')",-0.48378688,0.03816265,-0.54409426,-0.36680204,-0.7453147,-0.498112,-0.2472027
43,-1.1898131,-0.6806208,"('irresponsible', 'responsible')",-2.2786117,-1.5947893,0.35489887,0.5106607,-1.037842,-0.5882498,-0.4495922
54,-1.1685294,-1.1807998,"('incapable', 'capable')",-0.11901665,0.04629317,0.98859704,1.0875124,-0.0996497,-0.0156648,-0.0839849
73,1.148894,1.4719305,"('helpless', 'self-reliant')",-0.2874023,-0.35598058,-3.4275978,-3.2821379,-0.8553687,-0.7220627,-0.133306
47,-1.1126406,-0.97899884,"('stupid', 'smart')",-0.57929987,-0.07819464,5.3582187,5.706794,1.2220927,1.5498667,-0.327774
14,-1.0955721,-0.838451,"('antisocial', 'social')",-0.35158813,0.16411752,-0.054132983,-0.18942769,-0.5004311,-0.2879204,-0.2125107
48,-1.0854574,-1.1817358,"('unintelligent', 'intelligent')",-0.5765969,-0.37939823,0.6163403,0.50230014,-0.3485713,-0.3529446,0.0043733
67,0.9678447,0.958975,"('doubtful', 'determined')",-0.80259675,-0.8094219,-0.7626594,-0.8700413,-0.1991371,-0.2401627,0.0410256
41,-0.96488434,-1.3443134,"('unforgiving', 'forgiving')",-0.017974239,-0.23871757,0.19748087,-0.3963274,-0.2617926,-0.6597861,0.3979935
56,-0.9400289,-0.39320663,"('impractical', 'practical')",-0.21245857,0.60906094,-0.7346609,-0.28916246,-0.6290495,-0.024436,-0.6046135
31,0.90479285,0.40975747,"('evil', 'good')",0.54673666,-0.11050511,-0.546648,-0.98195094,0.3016272,-0.2275662,0.5291934
59,0.85685426,0.75021654,"('foolish', 'wise')",-0.055606633,-0.31937256,0.06913849,0.17828915,0.2901287,0.2030444,0.0870843
87,-0.82899946,-0.80489403,"('unsuccessful', 'successful')",0.4759196,0.76388574,0.9470474,1.0542712,0.1979892,0.3377543,-0.1397651
68,-0.817295,-0.71593016,"('dependent', 'independent')",-1.0055983,-0.8282094,-0.9677612,-0.96967375,-0.9302182,-0.8379378,-0.0922804
61,-0.81227916,-0.91599643,"('illogical', 'logical')",-0.778684,-0.63484013,0.41222078,0.28549936,-0.3929141,-0.4217791,0.028865
40,0.79650885,0.92570096,"('stingy', 'generous')",0.4808269,0.51817477,-1.5911752,-1.9505672,-0.1046131,-0.1688972,0.0642841
9,0.7923278,0.7736749,"('unaffectionate', 'caring')",-0.77436715,-0.8353597,1.5417857,1.5197389,0.5199155,0.486018,0.0338975
27,0.78647447,1.0454587,"('hardhearted', 'softhearted')",-0.48385754,-0.5133586,1.4723486,1.2443029,0.5916552,0.5921343,-0.0004791
36,0.6903446,0.014907993,"('hostile', 'amicable')",-0.09212422,-0.993529,-0.3376795,-0.7684579,0.0868469,-0.5823596,0.6692065
28,-0.6877025,-0.92906225,"('disloyal', 'loyal')",-1.1938134,-1.2487054,1.097588,1.0450599,-0.2613093,-0.3775693,0.11626
53,-0.6683966,-0.82723904,"('uncreative', 'creative')",-0.18328291,-0.20122355,0.50808775,0.35148007,-0.1145306,-0.2256609,0.1111303
32,-0.66146684,-0.59725887,"('unkind', 'kind')",-0.59399176,-0.33216923,0.99942803,0.91789794,-0.0853435,-0.0038434,-0.0815001
23,-0.6346276,-0.5663129,"('insincere', 'sincere')",-0.78032553,-0.16865739,6.314767,6.717042,1.6332712,1.994024,-0.3607528
20,-0.634577,-0.62992126,"('rough', 'thoughtful')",0.31546602,0.40235507,0.8147344,0.5539744,0.1652078,0.1088027,0.0564051
17,0.622985,0.4770101,"('nasty', 'nice')",-0.8032088,-1.1659023,-0.5792327,-0.6479996,-0.2531522,-0.4456306,0.1924784
18,-0.61486816,-0.56988144,"('disagreeable', 'welcoming')",-0.3918505,-0.38075688,-0.5078625,-0.6683472,-0.5048604,-0.5396618,0.0348014
83,-0.6139997,-0.53087646,"('powerless', 'powerful')",-0.41640288,-0.2825471,-0.9677408,-0.74492985,-0.6660478,-0.5194511,-0.1465967
29,-0.59417135,-0.6890222,"('unfair', 'fair')",0.071595825,-0.019992048,-0.20500046,-0.43602693,-0.2425253,-0.3816804,0.1391551
7,-0.57949686,-0.5289195,"('insensitive', 'sensitive')",-0.71027786,-0.2507866,0.7536873,0.7808927,-0.1786958,0.0003955,-0.1790913
38,-0.5742745,-0.5595447,"('untruthful', 'truthful')",-0.49224722,-0.35849565,-0.17605326,-0.100289725,-0.4141916,-0.3394434,-0.0747482
63,-0.5546018,-0.5586706,"('unperceptive', 'insightful')",-0.43625528,-0.0626674,0.6583233,0.6809428,-0.1108446,0.0198683,-0.1307129
5,0.543156,0.6623058,"('distant', 'outgoing')",-0.7757395,-0.9765337,-0.46473023,-0.57210976,-0.2324379,-0.2954459,0.063008
1,0.5213771,0.11134708,"('unfriendly', 'friendly')",0.5145072,0.13240941,1.8845441,1.4401591,0.9734761,0.5613052,0.4121709
71,0.5201676,0.56814486,"('diffident', 'self-confident')",-0.55800825,-0.58833635,0.29338056,0.30089292,0.08518,0.0935671,-0.0083871
34,-0.5125395,-0.37145296,"('mean', 'honorable')",-0.6258622,-0.36521727,5.404537,5.7729464,1.4220451,1.6787586,-0.2567135
3,-0.501784,-0.3955305,"('repellent', 'pleasant')",0.26567635,0.4979876,1.0422305,1.2015895,0.2687076,0.4346822,-0.1659746
33,0.44888246,0.2501428,"('wrong', 'right')",0.88949716,0.65508264,-0.39081812,-0.50018275,0.3158538,0.1350142,0.1808396
50,-0.42301607,-0.8820317,"('clumsy', 'skillful')",0.20253895,-0.20269111,0.10129485,0.061177686,-0.0397274,-0.3411817,0.3014543
75,-0.37112415,-0.394879,"('meek', 'impulsive')",-0.08236666,-0.33102143,-0.60657305,-0.669926,-0.3533546,-0.4652754,0.1119208
78,-0.36985853,-0.5225221,"('nonresilient', 'resilient')",0.10849321,0.08339752,0.2204071,0.18342568,-0.0136527,-0.085233,0.0715803
44,-0.35809338,-0.0038728735,"('prejudiced', 'unprejudiced')",-0.7913764,-0.53898007,-1.6764802,-1.3876265,-0.9419834,-0.6434932,-0.2984902
39,-0.32937923,0.055557806,"('exploitative', 'cooperative')",0.18633476,0.8224156,0.13528892,0.3321426,-0.0025852,0.403372,-0.4059572
24,-0.32665205,-0.19737132,"('dishonest', 'honest')",-1.6772435,-1.3069525,0.6871766,0.7804595,-0.4389063,-0.2412881,-0.1976182
74,0.3233819,0.52546394,"('undedicated', 'dedicated')",-0.010250729,0.42316115,-0.1921258,-0.31868485,0.0403351,0.2099801,-0.169645
80,-0.31667125,-0.09378445,"('dominated', 'dominating')",0.393769,0.8099679,-0.39311895,-0.11159398,-0.1053404,0.2015298,-0.3068702
88,-0.28629318,-0.63724667,"('low', 'eminent')",-0.8212255,-0.99799585,-0.1886404,-0.28971496,-0.432053,-0.6416525,0.2095995
66,0.24656565,0.20868981,"('inactive', 'active')",0.16524255,0.10252908,0.45686594,0.25319594,0.2895581,0.1881383,0.1014198
12,-0.23314103,-0.14716965,"('unsupportive', 'supportive')",-0.5641155,-0.40929565,-1.6794096,-1.7998339,-0.8255554,-0.7854331,-0.0401223
35,0.18697263,-0.10617243,"('corrupt', 'incorrupt')",-0.6998388,-1.2588336,-0.76930195,-0.87781477,-0.4273894,-0.7476069,0.3202175
19,-0.17123964,-0.34844244,"('inhospitable', 'hospitable')",-0.3304239,-0.45112142,-0.34775457,-0.34552866,-0.2831394,-0.3816975,0.0985581
37,0.14242764,0.050118234,"('fake', 'genuine')",-0.29747126,-0.2943891,0.4348308,0.45234656,0.0932624,0.0693586,0.0239038
15,0.06897506,-0.13236168,"('boring', 'funny')",0.27824408,0.24092299,0.24670203,0.1671252,0.1979737,0.0918955,0.1060782
72,-0.06321475,0.14546749,"('unambitious', 'ambitious')",-0.18969317,-0.094754696,-0.02234729,0.19558191,-0.0917517,0.0820982,-0.1738499
84,-0.06308785,-0.08095713,"('inferior', 'superior')",-0.07971233,-0.1432082,0.46281517,0.3697975,0.1066717,0.0485441,0.0581276
42,-0.06300442,-0.045071743,"('unreliable', 'reliable')",-0.14506833,-0.06867798,-3.1134489,-2.9723105,-1.1071738,-1.0286868,-0.078487
58,0.041027237,-0.18477239,"('undiscriminating', 'discriminating')",0.9647467,0.8828413,0.35424945,-0.024931017,0.4533411,0.2243793,0.2289618
4,0.04097007,-0.086209916,"('disliked', 'liked')",0.294473,-0.24622813,-7.2795906,-7.808561,-2.3147159,-2.7136663,0.3989504
8,-0.030426614,-0.29102916,"('unaffectionate', 'affectionate')",-0.72219896,-1.1363871,1.0465494,0.76109457,0.0979746,-0.2221073,0.3200819
2,-0.022013197,-0.106780015,"('unlikable', 'likable')",0.27627334,0.36444935,0.6639448,0.52497905,0.3060683,0.2608828,0.0451855
16,-0.01659549,-0.45720416,"('unpopular', 'popular')",-0.06524916,-0.55961657,0.03953053,-0.017535366,-0.0141047,-0.3447853,0.3306806
