,convergys_male,convergys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.502707,-2.0788043,"('unfriendly', 'friendly')",1.2914228,1.6133809,-0.6056421,-0.2327117,-0.3729304
86,-2.416448,-1.9842293,"('uninfluential', 'influential')",-0.96710986,-0.3935438,-1.691779,-1.1888865,-0.5028925
9,-2.1461089,-1.8463076,"('unaffectionate', 'caring')",1.4105915,1.3555466,-0.3677587,-0.2453805,-0.1223782
8,-2.0734255,-1.7972469,"('unaffectionate', 'affectionate')",0.56761086,0.802048,-0.7529073,-0.4975995,-0.2553078
10,-1.8360628,-1.5496316,"('unsympathetic', 'sympathetic')",-0.67979825,-0.18187825,-1.2579305,-0.8657549,-0.3921756
0,-1.7251844,-1.2463043,"('unsociable', 'sociable')",-0.88036513,-0.12002252,-1.3027748,-0.6831634,-0.6196114
53,-1.7222409,-1.5732298,"('uncreative', 'creative')",0.34026477,0.58401585,-0.6909881,-0.494607,-0.1963811
57,-1.5355663,-0.97420675,"('unimaginative', 'imaginative')",-3.6759925,-3.2048562,-2.6057794,-2.0895314,-0.516248
46,-1.3847004,-0.83804065,"('uncompetitive', 'competitive')",-1.2522781,-0.80500114,-1.3184893,-0.8215209,-0.4969684
24,-1.3226444,-0.9266385,"('dishonest', 'honest')",0.9487497,0.8581991,-0.1869473,-0.0342197,-0.1527276
44,1.3177801,1.4726981,"('prejudiced', 'unprejudiced')",-1.480185,-1.302942,-0.0812024,0.084878,-0.1660804
6,-1.3120044,-0.9245255,"('distant', 'open')",-0.2854149,-0.53045905,-0.7987097,-0.7274923,-0.0712174
66,-1.2268801,-0.9657687,"('inactive', 'active')",-0.011191577,-0.06782808,-0.6190358,-0.5167984,-0.1022374
31,-1.1776379,-1.2297351,"('evil', 'good')",-0.85812485,-1.0180063,-1.0178814,-1.1238707,0.1059893
43,-1.1194499,-0.80454236,"('irresponsible', 'responsible')",-0.11094099,0.26345786,-0.6151954,-0.2705423,-0.3446531
28,-1.1157829,-1.1136972,"('disloyal', 'loyal')",1.1229118,1.2884275,0.0035645,0.0873652,-0.0838007
45,-1.1112651,-0.65564287,"('incompetent', 'competent')",-0.6344899,0.224734,-0.8728775,-0.2154544,-0.6574231
19,-1.0888567,-0.9123013,"('inhospitable', 'hospitable')",-0.40514368,-0.57395977,-0.7470002,-0.7431306,-0.0038696
13,-1.0415076,-0.40656656,"('impolite', 'polite')",-1.0691198,-0.5212448,-1.0553137,-0.4639057,-0.591408
36,-1.0379906,-1.1284935,"('hostile', 'amicable')",0.06674005,-0.29462755,-0.4856253,-0.7115605,0.2259352
26,-1.0344106,-0.5155707,"('hardhearted', 'benevolent')",1.1835647,1.7235485,0.074577,0.6039889,-0.5294119
58,-0.95710605,-0.56874436,"('undiscriminating', 'discriminating')",-0.26667866,-0.27072462,-0.6118923,-0.4197345,-0.1921578
79,-0.9506804,-0.87819326,"('wavering', 'unwavering')",-0.22027273,-0.59938,-0.5854766,-0.7387866,0.15331
49,0.9403371,0.29718372,"('unable', 'able')",0.13339072,0.12541796,0.5368639,0.2113008,0.3255631
50,0.87873,0.33011466,"('clumsy', 'skillful')",0.36915937,0.18275331,0.6239447,0.256434,0.3675107
74,-0.8243523,-0.56672204,"('undedicated', 'dedicated')",-0.8705357,-0.6116021,-0.847444,-0.5891621,-0.2582819
84,0.82101107,0.8108181,"('inferior', 'superior')",0.75474405,1.0402617,0.7878776,0.9255399,-0.1376623
12,-0.81628215,-0.75854504,"('unsupportive', 'supportive')",-2.3254344,-2.3344853,-1.5708582,-1.5465152,-0.024343
80,0.81245625,0.65240544,"('dominated', 'dominating')",-1.1349349,-1.2747128,-0.1612393,-0.3111537,0.1499144
23,-0.8040933,-0.6083343,"('insincere', 'sincere')",5.973884,6.126916,2.5848954,2.7592907,-0.1743953
5,-0.7896268,-0.40433624,"('distant', 'outgoing')",-0.23893408,-0.5124426,-0.5142804,-0.4583894,-0.055891
81,0.77462345,0.89457947,"('submissive', 'aggressive')",-0.4045599,-0.3414353,0.1850318,0.2765721,-0.0915403
69,0.7423916,1.1877425,"('lazy', 'industrious')",-0.7079705,-0.7582621,0.0172105,0.2147402,-0.1975297
54,-0.7390252,-0.9348176,"('incapable', 'capable')",1.0822029,0.88812405,0.1715889,-0.0233468,0.1949357
42,0.7380012,0.61112785,"('unreliable', 'reliable')",-3.554661,-3.4579177,-1.40833,-1.4233949,0.0150649
67,0.73150647,0.9020478,"('doubtful', 'determined')",-0.8462489,-0.4373701,-0.0573712,0.2323389,-0.2897101
85,-0.7286869,-0.21497548,"('insignificant', 'prestigious')",-0.14839086,-0.030097209,-0.4385389,-0.1225363,-0.3160026
38,-0.7178575,-0.5867638,"('untruthful', 'truthful')",0.30796006,-0.026028335,-0.2049487,-0.3063961,0.1014474
27,-0.7106789,-0.931829,"('hardhearted', 'softhearted')",0.9563194,0.9777704,0.1228203,0.0229707,0.0998496
32,-0.6894174,-0.41809887,"('unkind', 'kind')",0.45274636,0.9018326,-0.1183355,0.2418669,-0.3602024
63,-0.6452023,-0.34150103,"('unperceptive', 'insightful')",0.5766666,0.6427109,-0.0342678,0.1506049,-0.1848727
73,0.64063925,0.77839494,"('helpless', 'self-reliant')",-3.195816,-3.653967,-1.2775884,-1.437786,0.1601976
7,-0.6113714,-0.4734743,"('insensitive', 'sensitive')",-0.01168103,0.27599695,-0.3115262,-0.0987387,-0.2127875
20,0.609831,0.6675296,"('rough', 'thoughtful')",0.79530275,0.8606345,0.7025669,0.7640821,-0.0615152
61,-0.6048996,-0.21381272,"('illogical', 'logical')",0.122828975,0.54935557,-0.2410353,0.1677714,-0.4088067
22,-0.5856527,-0.28867972,"('untrustworthy', 'trustworthy')",-1.2679899,-1.1796123,-0.9268213,-0.734146,-0.1926753
37,-0.55529857,-0.70070857,"('fake', 'genuine')",0.07612559,-0.10938316,-0.2395865,-0.4050459,0.1654594
70,-0.5499952,-0.06365423,"('lethargic', 'energetic')",-0.01701531,0.24298154,-0.2835053,0.0896637,-0.373169
59,0.5453286,0.0078519285,"('foolish', 'wise')",0.62567014,0.11381594,0.5854994,0.0608339,0.5246655
55,-0.52839166,-0.44976297,"('incompetent', 'clever')",-0.19582777,0.50490814,-0.3621097,0.0275726,-0.3896823
