,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,male-female
1,-2.1792994,-2.3193252,"('unfriendly', 'friendly')",-1.4399738,-1.4951739,-0.41990182,-0.27576968,-1.2850465,-1.4630083,1.2841787,1.2496221,-0.8080086,-0.8607309,0.0527223
52,-1.3818156,-2.028531,"('irrational', 'rational')",-1.3025764,-1.5127648,-0.43702793,-0.6186538,-1.1119058,-1.1854466,-0.46501228,-0.5776305,-0.9396676,-1.1846054,0.2449378
6,-1.3381435,-1.7549299,"('distant', 'open')",-0.2522079,-0.42219263,0.026147142,0.07520096,-1.254692,-1.181501,-0.58339584,-0.49231917,-0.6804585,-0.7551483,0.0746898
87,1.3245517,1.5516146,"('unsuccessful', 'successful')",0.3828309,0.55710113,1.8645074,1.968992,1.4252743,1.4368908,0.5728983,0.60671586,1.1140125,1.2242629,-0.1102504
53,-1.1977537,-0.91939783,"('uncreative', 'creative')",-0.7018535,-0.63762665,0.35633022,0.3347961,-1.1714131,-1.3928016,0.8698152,0.8608109,-0.368975,-0.3508438,-0.0181312
28,-1.1710714,-1.092635,"('disloyal', 'loyal')",-0.40553492,-0.42807236,-0.49233043,-0.44734368,-0.28375468,-0.5123878,1.0271055,0.9348816,-0.2651172,-0.3091115,0.0439943
75,1.1189729,1.2846401,"('meek', 'impulsive')",-0.79474455,-0.5164927,0.48207545,0.6857046,-0.6325241,-0.29696342,-0.3778556,-0.2708844,-0.0408152,0.1772008,-0.218016
88,-1.1118319,-1.1391279,"('low', 'eminent')",-1.3890613,-1.3536781,-0.08177321,0.0039169174,-0.78307766,-0.8577843,-0.33112824,-0.48008144,-0.7393744,-0.7653509,0.0259765
18,-1.0918238,-1.5279665,"('disagreeable', 'welcoming')",-1.4856672,-1.8101733,0.12008481,-0.21891174,-0.43082756,-0.65602255,-1.2410592,-1.4217119,-0.8258586,-1.1269571,0.3010985
25,-1.0684077,-1.3210425,"('egoistic', 'altruistic')",-1.0059941,-1.2898114,0.22142832,0.008929536,-0.09923942,-0.21397212,1.1509157,1.1189078,-0.1602595,-0.3393977,0.1791382
50,1.0548182,0.75926715,"('clumsy', 'skillful')",-0.24774072,-0.5011556,1.5318445,1.1863295,0.029709876,-0.4085156,0.08504118,-0.282961,0.4907346,0.1505929,0.3401417
31,-1.0419543,-1.4750838,"('evil', 'good')",-0.44241074,-0.4883907,-0.26699495,-0.2341439,-1.0349972,-0.94838774,-1.3698232,-1.2954493,-0.8312361,-0.8882911,0.057055
36,-1.0217868,-1.3803327,"('hostile', 'amicable')",-1.6657403,-1.7797823,-0.24270475,-0.2522123,-1.3792102,-1.3913455,-0.3022769,-0.36920157,-0.9223439,-1.0345749,0.112231
27,-0.9957837,-0.90773636,"('hardhearted', 'softhearted')",-0.011055721,-0.118288785,-1.1510549,-1.1393628,-0.4391049,-0.58999175,0.6377313,0.5314118,-0.3918536,-0.4447936,0.05294
80,0.99565107,1.7358667,"('dominated', 'dominating')",0.5604384,0.7621811,0.11091017,0.25188932,0.08516118,0.24673568,-0.7706518,-0.619058,0.1963018,0.4755229,-0.2792211
57,-0.8915775,-0.32890925,"('unimaginative', 'imaginative')",-0.5467114,-0.21160343,-0.39082354,-0.17806968,-0.77867156,-0.8848474,-3.0454366,-2.7836244,-1.1306441,-0.8774109,-0.2532332
69,0.8896002,0.64367884,"('lazy', 'industrious')",0.655455,0.4458841,0.82946706,0.6670976,0.18768501,0.33219075,-1.2664009,-1.2304854,0.2591613,0.1716732,0.0874881
24,-0.87830824,-0.8528075,"('dishonest', 'honest')",-0.14579836,-0.16105397,-0.7388184,-0.50932527,-0.29657453,-0.32431588,0.53220034,0.60198003,-0.3054598,-0.2491045,-0.0563553
49,-0.8675536,-0.49840152,"('unable', 'able')",-0.8276644,-0.7312357,-0.84668326,-0.67581403,-1.4671187,-1.4794008,-0.77145237,-0.6653022,-0.9560945,-0.8100308,-0.1460637
73,0.85002536,0.69002753,"('helpless', 'self-reliant')",0.7135529,0.65522546,0.020962067,0.16272318,-0.058438912,0.02280979,-3.5954225,-3.6184497,-0.4138642,-0.4175327,0.0036685
85,-0.83061343,-1.3300691,"('insignificant', 'prestigious')",-0.9984848,-1.0225043,1.1301122,1.1328285,-0.58341706,-0.5308623,-0.5098188,-0.5561102,-0.3584444,-0.4613435,0.1028991
23,-0.82876265,-0.77997166,"('insincere', 'sincere')",0.19888344,0.12737267,-0.89729756,-0.8240639,0.27622536,-0.08484273,5.915122,5.676219,0.9328341,0.8229427,0.1098914
47,-0.81622463,-0.4513022,"('stupid', 'smart')",-0.065961316,-0.0815836,0.4226756,0.45960882,0.85259575,0.613577,5.39468,5.209341,1.1575531,1.1499282,0.0076249
3,-0.8015287,-0.6594101,"('repellent', 'pleasant')",-0.381458,-0.44010583,-0.6157416,-0.8280393,0.29625928,-0.031800225,0.5069309,0.4399984,-0.1991076,-0.3038714,0.1047638
34,-0.7519039,-0.6246364,"('mean', 'honorable')",-0.44089693,-0.5898038,-0.12809674,-0.11771137,0.4289316,0.24554726,5.6386943,5.4038467,0.9493457,0.8634485,0.0858972
29,-0.72893393,-0.7760818,"('unfair', 'fair')",0.3001287,0.26213765,-0.03738174,0.03283924,-1.7413807,-1.6492369,-0.96229905,-0.84802824,-0.6339734,-0.595674,-0.0382994
68,-0.70876753,-0.60965073,"('dependent', 'independent')",-1.6994797,-1.8671702,-1.4413137,-1.5526603,-1.0056252,-1.0120562,-1.8932774,-1.8579402,-1.3496927,-1.3798956,0.0302029
81,0.68768555,1.183864,"('submissive', 'aggressive')",0.25557458,0.30106845,0.3605274,0.3178204,0.51791,0.3574179,-0.520586,-0.6293971,0.2602223,0.3061547,-0.0459324
32,-0.676398,-0.68682575,"('unkind', 'kind')",0.13466315,0.004695393,0.016823404,-0.061983544,0.16477895,-0.1626434,1.2346429,1.0499346,0.1749021,0.0286355,0.1462666
42,0.6671032,0.77333945,"('unreliable', 'reliable')",0.57905656,0.47483736,1.2343024,1.0974011,0.27242935,0.15624344,-2.7157505,-2.7646542,0.0074282,-0.0525665,0.0599947
48,-0.6558799,-0.6381183,"('unintelligent', 'intelligent')",-0.9109661,-1.0384332,-0.9806985,-1.0296445,-1.3137115,-1.5772786,-0.31236622,-0.46446586,-0.8347244,-0.9495882,0.1148638
5,-0.65501934,-0.8538967,"('distant', 'outgoing')",0.19688779,0.13748947,0.14758882,0.3473599,-0.8087296,-0.6863242,-0.8674593,-0.69352555,-0.3973463,-0.3497794,-0.0475669
86,-0.6486184,-0.46956533,"('uninfluential', 'influential')",0.008680509,-0.035906464,-0.15705293,-0.28193736,-0.07979192,-0.4334673,-0.5731555,-0.49951044,-0.2899877,-0.3440774,0.0540897
26,-0.64059895,-0.72145087,"('hardhearted', 'benevolent')",0.81918544,0.88179785,1.5391905,1.5939983,0.2622992,0.12896328,1.2184643,1.307498,0.6397081,0.6381613,0.0015468
39,-0.63425833,-0.53484434,"('exploitative', 'cooperative')",-0.572983,-0.5202509,-0.24018079,-0.09589962,0.19545253,0.33101705,0.2631737,0.3468586,-0.1977592,-0.0946238,-0.1031354
64,0.6170682,0.7958742,"('shy', 'confident')",0.8761694,0.9275902,0.59071857,0.6602853,0.90402496,0.9564791,-5.7802505,-5.5199976,-0.5584539,-0.4359538,-0.1225001
15,-0.59553725,-0.3715035,"('boring', 'funny')",0.30745062,0.45536166,0.30617976,0.48169568,-0.5887687,-0.25176603,0.15798229,0.280452,-0.0825387,0.118848,-0.2013867
20,-0.58243334,-0.19350584,"('rough', 'thoughtful')",-0.7444862,-0.656456,0.16458075,0.17936853,-0.58983505,-0.65373015,0.42504027,0.3468421,-0.2654267,-0.1954963,-0.0699304
41,-0.5637292,-0.6418337,"('unforgiving', 'forgiving')",-1.3260597,-1.2968019,-0.26345897,-0.26021305,-0.21211195,-0.46561393,0.16825004,0.16654465,-0.4394219,-0.4995836,0.0601617
9,-0.5566097,-0.80096257,"('unaffectionate', 'caring')",0.15613768,0.06071639,-0.15810983,-0.022049317,-0.16615313,-0.370219,1.1059538,1.0739609,0.0762438,-0.0117107,0.0879545
19,-0.51281774,-0.7238558,"('inhospitable', 'hospitable')",0.040066693,-0.06722635,-0.33868647,-0.40044513,-0.99584883,-0.99869555,-0.71249545,-0.71878356,-0.5039563,-0.5818013,0.077845
61,-0.505402,-0.32583004,"('illogical', 'logical')",-0.5434977,-0.4611208,0.012712076,0.048625186,0.040910527,-0.051328223,0.018039985,0.10164653,-0.1954474,-0.1376015,-0.0578459
