,schlumberger_male,schlumberger_female,tuple,ltd_male,ltd_female,average_male,average_female,male-female
86,-2.8516977,-2.9284098,"('uninfluential', 'influential')",-0.081908226,-0.250415,-1.466803,-1.5894125,0.1226095
10,-2.751381,-3.0041616,"('unsympathetic', 'sympathetic')",-0.10572461,-0.19332239,-1.4285527,-1.598742,0.1701893
11,-2.319259,-2.2450147,"('unhelpful', 'helpful')",1.192827,1.1352336,-0.563216,-0.5548905,-0.0083255
12,-2.2929487,-2.308138,"('unsupportive', 'supportive')",-1.3766999,-1.6217257,-1.8348243,-1.9649317,0.1301074
0,-1.956664,-2.1548538,"('unsociable', 'sociable')",-0.15435226,-0.34936643,-1.0555081,-1.2521101,0.196602
35,1.9067916,1.9197226,"('corrupt', 'incorrupt')",-0.37171978,-0.21582091,0.7675359,0.8519508,-0.0844149
48,-1.781287,-1.9012082,"('unintelligent', 'intelligent')",0.6403024,0.5566216,-0.5704923,-0.6722933,0.101801
57,-1.7654212,-1.9035754,"('unimaginative', 'imaginative')",-0.5899062,-1.0231113,-1.1776637,-1.4633434,0.2856797
21,-1.628062,-1.6193922,"('immoral', 'moral')",-1.3577458,-1.3370231,-1.4929039,-1.4782076,-0.0146963
23,-1.5717019,-1.6601422,"('insincere', 'sincere')",4.155559,4.3690844,1.2919285,1.3544711,-0.0625426
28,-1.568885,-1.5365978,"('disloyal', 'loyal')",1.0284472,1.1046227,-0.2702189,-0.2159876,-0.0542313
13,-1.5348804,-1.5346489,"('impolite', 'polite')",-0.89289826,-0.88367707,-1.2138894,-1.209163,-0.0047264
46,-1.5346379,-1.699201,"('uncompetitive', 'competitive')",0.03517998,-0.16274047,-0.749729,-0.9309707,0.1812417
55,-1.5284302,-1.7541149,"('incompetent', 'clever')",0.60727143,0.46972433,-0.4605794,-0.6421953,0.1816159
60,-1.471021,-1.5378972,"('inefficient', 'efficient')",0.15659402,0.034733027,-0.6572135,-0.7515821,0.0943686
69,1.4584517,1.591294,"('lazy', 'industrious')",-0.19521202,-0.12870817,0.6316199,0.731293,-0.0996731
24,-1.4272279,-1.3620933,"('dishonest', 'honest')",-0.15812767,-0.014983069,-0.7926778,-0.6885382,-0.1041396
63,-1.4014949,-1.4868337,"('unperceptive', 'insightful')",1.0485537,0.80614316,-0.1764706,-0.3403453,0.1638747
1,-1.3732066,-1.1980537,"('unfriendly', 'friendly')",1.782592,1.9079632,0.2046927,0.3549547,-0.150262
62,-1.3581771,-1.3666809,"('incompetent', 'brilliant')",0.46539178,0.35408324,-0.4463927,-0.5062988,0.0599061
88,-1.3222902,-1.0769845,"('low', 'eminent')",-0.16307448,-0.00977044,-0.7426823,-0.5433775,-0.1993048
38,-1.2882257,-1.2665079,"('untruthful', 'truthful')",0.07529029,-0.045580097,-0.6064677,-0.656044,0.0495763
61,-1.2539321,-1.2478493,"('illogical', 'logical')",-0.09401038,-0.15480636,-0.6739712,-0.7013279,0.0273567
53,-1.2359114,-1.2356342,"('uncreative', 'creative')",0.5266825,0.5943467,-0.3546144,-0.3206438,-0.0339706
73,1.230277,1.3732266,"('helpless', 'self-reliant')",-2.091344,-2.1959453,-0.4305336,-0.4113593,-0.0191743
72,-1.2287664,-1.2432462,"('unambitious', 'ambitious')",0.11584097,0.061799332,-0.5564628,-0.5907235,0.0342607
81,-1.2191709,-1.2943913,"('submissive', 'aggressive')",-0.8005621,-0.8993811,-1.0098665,-1.0968862,0.0870197
43,-1.215825,-1.3559159,"('irresponsible', 'responsible')",1.0835452,0.97994846,-0.0661399,-0.1879837,0.1218438
34,-1.2137854,-1.13514,"('mean', 'honorable')",4.013063,4.4096403,1.3996388,1.6372502,-0.2376114
78,-1.2036546,-1.413313,"('nonresilient', 'resilient')",0.4170475,0.243159,-0.3933036,-0.585077,0.1917734
32,-1.1913017,-1.2291954,"('unkind', 'kind')",0.33288836,0.38054487,-0.4292067,-0.4243252,-0.0048815
9,-1.1820204,-1.1041772,"('unaffectionate', 'caring')",0.8925865,1.0204408,-0.1447169,-0.0418682,-0.1028487
44,1.1304002,1.1915174,"('prejudiced', 'unprejudiced')",-1.6553541,-1.531123,-0.262477,-0.1698028,-0.0926742
51,-1.1209909,-1.1047806,"('uneducated', 'educated')",-0.002263615,-0.05407607,-0.5616273,-0.5794283,0.017801
75,1.1083323,1.0804118,"('meek', 'impulsive')",-0.25394055,-0.27375367,0.4271958,0.4033291,0.0238667
3,-1.0984938,-1.0963846,"('repellent', 'pleasant')",0.22621807,0.28403258,-0.4361379,-0.406176,-0.0299619
7,-1.0922952,-1.3203214,"('insensitive', 'sensitive')",0.49276865,0.39258164,-0.2997633,-0.4638699,0.1641066
49,-1.0729239,-1.0387214,"('unable', 'able')",-0.47885215,-0.24521077,-0.775888,-0.6419661,-0.1339219
17,-1.0288012,-0.94950193,"('nasty', 'nice')",-0.7293009,-0.72734594,-0.8790511,-0.838424,-0.0406271
41,-0.9870694,-0.88257277,"('unforgiving', 'forgiving')",0.037500575,-0.11460349,-0.4747844,-0.4985881,0.0238037
70,-0.98613316,-1.216139,"('lethargic', 'energetic')",0.7950356,0.6452037,-0.0955488,-0.2854676,0.1899188
65,-0.8915485,-1.000673,"('insecure', 'secure')",0.06145122,-0.059292078,-0.4150487,-0.5299826,0.1149339
45,-0.88012093,-1.2308657,"('incompetent', 'competent')",1.024677,0.6762622,0.0722781,-0.2773018,0.3495799
30,-0.8557575,-0.7820642,"('intolerant', 'tolerant')",0.7610271,0.78044194,-0.0473652,-0.0008111,-0.0465541
85,0.8556002,1.1611849,"('insignificant', 'prestigious')",0.023427378,0.34299353,0.4395138,0.7520892,-0.3125754
18,-0.8484535,-0.51048326,"('disagreeable', 'welcoming')",-1.3134303,-0.9724118,-1.0809419,-0.7414476,-0.3394943
76,-0.8419757,-0.9243562,"('anxious', 'daring')",-0.008068677,0.08037341,-0.4250222,-0.4219914,-0.0030308
54,-0.83135927,-0.8313673,"('incapable', 'capable')",0.5526823,0.8114673,-0.1393385,-0.00995,-0.1293885
14,-0.77468336,-0.85943604,"('antisocial', 'social')",0.1135238,0.010143446,-0.3305798,-0.4246463,0.0940665
59,0.75018334,0.81075865,"('foolish', 'wise')",0.38392177,0.4435338,0.5670525,0.6271462,-0.0600937
22,-0.742271,-0.97623277,"('untrustworthy', 'trustworthy')",-0.59798074,-0.8243117,-0.6701258,-0.9002723,0.2301465
67,0.65743166,0.5589187,"('doubtful', 'determined')",-0.57030463,-0.5521141,0.0435635,0.0034023,0.0401612
77,-0.6452719,-0.77465373,"('unmotivated', 'motivated')",-0.59577125,-0.7174421,-0.6205215,-0.7460479,0.1255264
8,-0.64281046,-0.4809661,"('unaffectionate', 'affectionate')",1.0521663,1.2460513,0.2046779,0.3825426,-0.1778647
56,-0.570495,-0.75368345,"('impractical', 'practical')",0.49183935,0.28480804,-0.0393278,-0.2344377,0.1951099
27,-0.56885946,-0.6472817,"('hardhearted', 'softhearted')",0.053722642,0.19522029,-0.2575684,-0.2260307,-0.0315377
19,-0.5614754,-0.44326422,"('inhospitable', 'hospitable')",-0.66488445,-0.52384645,-0.6131799,-0.4835553,-0.1296246
47,-0.5304826,-0.64765424,"('stupid', 'smart')",4.2997384,4.691177,1.8846279,2.0217614,-0.1371335
15,0.5050898,0.4761892,"('boring', 'funny')",0.40064642,0.33587363,0.4528681,0.4060314,0.0468367
84,0.50063294,0.47761256,"('inferior', 'superior')",0.7657736,0.8288182,0.6332033,0.6532154,-0.0200121
82,-0.49645448,-0.59035325,"('poor', 'rich')",4.7493315,5.0482764,2.1264386,2.2289615,-0.1025229
4,0.49607643,0.5162117,"('disliked', 'liked')",-3.8806014,-4.391101,-1.6922625,-1.9374446,0.2451821
71,-0.4654052,-0.46896544,"('diffident', 'self-confident')",0.52401924,0.44728184,0.029307,-0.0108418,0.0401488
68,-0.46491665,-0.49119222,"('dependent', 'independent')",-0.7908601,-0.7161098,-0.6278884,-0.603651,-0.0242374
83,-0.44664413,-0.28810877,"('powerless', 'powerful')",-1.0994716,-1.0669858,-0.7730578,-0.6775473,-0.0955105
31,0.3243444,0.45872283,"('evil', 'good')",-0.4066241,-0.42178863,-0.0411399,0.0184671,-0.059607
74,-0.28996512,-0.32511133,"('undedicated', 'dedicated')",0.6764943,0.5779113,0.1932646,0.1264,0.0668646
26,-0.2833498,-0.09349384,"('hardhearted', 'benevolent')",2.4577823,2.545629,1.0872163,1.2260675,-0.1388512
39,-0.28133127,-0.01739059,"('exploitative', 'cooperative')",-0.04628798,0.11747283,-0.1638096,0.0500411,-0.2138507
33,0.27414584,0.31264693,"('wrong', 'right')",-0.4009255,-0.4648463,-0.0633898,-0.0760997,0.0127099
66,-0.23903129,-0.30451068,"('inactive', 'active')",0.6396477,0.6679058,0.2003082,0.1816976,0.0186106
37,-0.22912827,-0.326798,"('fake', 'genuine')",0.17645353,0.2050611,-0.0263374,-0.0608684,0.034531
50,0.21292585,0.14824256,"('clumsy', 'skillful')",-0.29036736,-0.28789186,-0.0387208,-0.0698247,0.0311039
5,0.20606877,0.3436844,"('distant', 'outgoing')",-0.4029688,-0.33229303,-0.09845,0.0056957,-0.1041457
2,0.19107367,0.3296883,"('unlikable', 'likable')",-0.0016885102,0.22059768,0.0946926,0.275143,-0.1804504
64,-0.17738508,-0.25539628,"('shy', 'confident')",-5.064187,-5.5083137,-2.620786,-2.881855,0.261069
40,0.17008457,0.17937441,"('stingy', 'generous')",-1.1807208,-1.2343309,-0.5053181,-0.5274782,0.0221601
87,-0.15176207,-0.112729095,"('unsuccessful', 'successful')",1.3548113,1.3356392,0.6015246,0.6114551,-0.0099305
58,-0.13600342,-0.2345122,"('undiscriminating', 'discriminating')",0.6866653,0.450497,0.2753309,0.1079924,0.1673385
25,0.10471511,0.28380477,"('egoistic', 'altruistic')",0.54116565,0.76567036,0.3229404,0.5247376,-0.2017972
42,0.098773584,0.040494192,"('unreliable', 'reliable')",-2.1870327,-2.5904815,-1.0441296,-1.2749937,0.2308641
79,0.08780635,0.03752537,"('wavering', 'unwavering')",-0.104600266,-0.14655101,-0.008397,-0.0545128,0.0461158
52,-0.058233276,0.21393391,"('irrational', 'rational')",-0.5636813,-0.35221332,-0.3109573,-0.0691397,-0.2418176
36,-0.05101654,0.18403146,"('hostile', 'amicable')",0.086954534,0.34328783,0.017969,0.2636597,-0.2456907
16,0.04191868,0.074846536,"('unpopular', 'popular')",0.030810595,0.09246369,0.0363646,0.0836551,-0.0472905
20,0.03481359,-0.078270584,"('rough', 'thoughtful')",1.3555683,1.4436259,0.695191,0.6826777,0.0125133
29,-0.02044332,-0.223943,"('unfair', 'fair')",-0.6100779,-0.6825664,-0.3152606,-0.4532547,0.1379941
80,-0.018205196,-0.14591977,"('dominated', 'dominating')",-0.7205941,-0.9393954,-0.3693997,-0.5426576,0.1732579
6,0.012444854,0.17547083,"('distant', 'open')",0.05146119,0.17958257,0.031953,0.1775267,-0.1455737
