,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,male-female
71,1.9737102,1.8334197,"('diffident', 'self-confident')",0.15139392,-0.10590378,0.6052133,0.2866568,0.89047813,0.573703,2.141275,1.8653346,0.27673495,0.253498,1.0064676,0.7844514,0.2220162
83,1.8646234,1.7248116,"('powerless', 'powerful')",0.5790727,0.63172096,-0.27043727,-0.36716387,0.28207302,0.09872411,0.9031024,0.85567576,-0.54817235,-0.59025085,0.468377,0.3922529,0.0761241
34,1.835894,1.6325343,"('mean', 'honorable')",0.74229324,0.65128875,-0.5961491,-0.86023057,0.41600633,0.036844652,0.74930876,0.54456806,5.5061693,5.1973763,1.4422537,1.2003969,0.2418568
2,1.7581651,1.5929,"('unlikable', 'likable')",1.0831516,0.9966295,0.9078908,0.55150986,2.1510766,1.6569892,1.9128803,1.7467594,0.6257616,0.6436235,1.4064876,1.1980685,0.2084191
56,1.6230366,1.520555,"('impractical', 'practical')",-0.04102329,-0.2737422,-1.0505633,-1.0626053,-0.4743122,-0.6154467,-1.2818794,-1.4565374,-0.15440224,-0.01822304,-0.2298573,-0.3176666,0.0878093
62,1.6053046,1.403228,"('incompetent', 'brilliant')",-0.30218238,-0.5142536,-0.92038435,-0.885524,-0.031413984,-0.13542944,-0.68620074,-0.75975573,0.7441572,0.6954534,0.0682134,-0.0327136,0.100927
9,1.4651287,1.3854153,"('unaffectionate', 'caring')",-0.9355252,-1.1826847,-0.2202281,-0.30088383,0.063456155,-0.09939577,3.5886166,3.4526541,1.4363644,1.5400743,0.8996355,0.7991966,0.1004389
38,1.4603369,1.404669,"('untruthful', 'truthful')",0.20244856,-0.07283447,-0.15712771,-0.2670911,0.57830226,0.3107154,0.9839811,0.90296185,0.36158672,0.3687134,0.571588,0.4411891,0.1303989
63,1.3847764,1.3270073,"('unperceptive', 'insightful')",0.6302347,0.4961033,-1.3995163,-1.2621549,0.36987862,0.30240405,0.10114659,0.08267456,0.8336626,0.91053784,0.3200304,0.3094287,0.0106017
87,1.3067551,1.1053131,"('unsuccessful', 'successful')",-0.13008109,-0.21845356,-0.1619683,-0.3083736,0.100492924,-0.10892484,0.16578776,-0.025782727,0.3253871,0.17881003,0.2677289,0.1037647,0.1639642
23,1.2703438,1.0699651,"('insincere', 'sincere')",-0.45122007,-0.7894077,-1.2144529,-1.4725491,-0.21002914,-0.6408682,0.36817288,0.14203013,6.4217014,6.2416506,1.0307527,0.7584701,0.2722826
68,-1.2658862,-1.56631,"('dependent', 'independent')",0.56803584,0.3046636,-0.554518,-0.90263045,-0.228319,-0.64808154,-1.7526907,-1.9013966,-1.0043089,-1.2027724,-0.7062812,-0.986088,0.2798068
15,1.2324507,1.1716981,"('boring', 'funny')",0.30699417,0.8254627,0.31819037,0.9622432,-0.31190053,0.3661609,1.1226016,1.278929,-0.014458877,0.051533893,0.4423129,0.7760046,-0.3336917
32,1.1261247,1.0979218,"('unkind', 'kind')",0.87841314,0.73697364,-0.9364555,-1.1023147,-0.15204717,-0.45817885,0.5546988,0.38006055,1.1874908,1.4801595,0.4430375,0.3557703,0.0872672
37,-1.1084124,-1.0615679,"('fake', 'genuine')",-0.012177885,0.06746219,-1.7239093,-1.706532,-0.7064234,-0.82638514,-0.1081301,-0.13112758,0.41204545,0.6445249,-0.5411679,-0.5022709,-0.038897
