,teradyne_male,teradyne_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.141332,-1.9449743,"('unsympathetic', 'sympathetic')",0.041456304,0.40567982,-1.0499378,-0.7696472,-0.2802906
86,-1.7879808,-1.5188262,"('uninfluential', 'influential')",-0.11430637,0.049302407,-0.9511436,-0.7347619,-0.2163817
28,-1.7196769,-1.8598598,"('disloyal', 'loyal')",0.77578896,0.88335156,-0.4719439,-0.4882541,0.0163102
23,-1.6052169,-1.5429031,"('insincere', 'sincere')",5.509088,6.3202977,1.9519355,2.3886974,-0.4367619
7,-1.4655774,-1.4315284,"('insensitive', 'sensitive')",0.7269201,0.9089572,-0.3693286,-0.2612856,-0.108043
13,-1.4553175,-1.391597,"('impolite', 'polite')",-0.34877044,-0.074604824,-0.9020439,-0.733101,-0.1689429
45,-1.3696,-1.3566791,"('incompetent', 'competent')",0.0031465255,0.051596697,-0.6832268,-0.6525412,-0.0306856
21,-1.291949,-0.8971578,"('immoral', 'moral')",-0.735041,-0.45910645,-1.013495,-0.6781321,-0.3353629
24,-1.2918575,-1.6137679,"('dishonest', 'honest')",0.8967798,1.1803296,-0.1975389,-0.2167192,0.0191803
1,-1.2807187,-1.6104231,"('unfriendly', 'friendly')",1.3248916,1.2150182,0.0220864,-0.1977025,0.2197889
0,-1.2318131,-1.1322427,"('unsociable', 'sociable')",-0.649313,-0.57770085,-0.940563,-0.8549718,-0.0855912
70,-1.2113053,-0.79957867,"('lethargic', 'energetic')",0.9339278,1.3672748,-0.1386887,0.283848,-0.4225367
53,-1.1767292,-1.1871086,"('uncreative', 'creative')",1.0124682,0.9048313,-0.0821305,-0.1411387,0.0590082
38,-1.1761796,-1.1530746,"('untruthful', 'truthful')",-0.068901956,0.30248615,-0.6225408,-0.4252942,-0.1972466
61,-1.1742941,-1.2558773,"('illogical', 'logical')",0.17184043,0.058839392,-0.5012268,-0.5985189,0.0972921
43,-1.032535,-1.0173721,"('irresponsible', 'responsible')",0.8740332,1.1376739,-0.0792509,0.0601509,-0.1394018
3,-1.0178789,-0.7773986,"('repellent', 'pleasant')",0.104053706,0.21345317,-0.4569126,-0.2819727,-0.1749399
69,1.009206,0.5953508,"('lazy', 'industrious')",-0.5071573,-0.88644016,0.2510244,-0.1455447,0.3965691
