,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,male-female
48,1.686486,1.6730942,"('unintelligent', 'intelligent')",2.2882543,1.9742273,0.50133675,0.30638012,-1.0419124,-1.1100392,0.8585411,0.7109156,0.1476255
4,-1.6615154,-1.5546688,"('disliked', 'liked')",-2.1304543,-1.9015472,-0.87002987,-0.74491453,-2.4337313,-2.3832057,-1.7739327,-1.6460841,-0.1278486
19,-1.6579581,-1.6691732,"('inhospitable', 'hospitable')",-2.5580928,-2.421095,-0.7574611,-0.5331167,-0.52256763,-0.47893173,-1.37402,-1.2755792,-0.0984408
46,1.5851741,1.4924378,"('uncompetitive', 'competitive')",2.6624064,2.3600097,0.8302593,0.6443134,-0.26867852,-0.55931413,1.2022903,0.9843616,0.2179287
81,1.5477805,1.4414066,"('submissive', 'aggressive')",3.1634698,2.770549,1.9123987,1.5342216,0.14913122,0.011749202,1.6931951,1.4394816,0.2537135
21,1.5181034,1.4606763,"('immoral', 'moral')",3.2686603,3.0381792,0.8446424,0.69843245,-0.21376479,-0.25224286,1.3544103,1.2362612,0.1181491
22,1.3544877,1.4593687,"('untrustworthy', 'trustworthy')",1.8942754,1.8292165,0.70342416,0.80963004,0.16641083,0.2004833,1.0296495,1.0746746,-0.0450251
50,-1.327365,-1.2532274,"('clumsy', 'skillful')",-1.344855,-1.3936973,-0.48869428,-0.35723338,0.85769343,0.8683136,-0.5758052,-0.5339611,-0.0418441
26,1.322423,1.6377579,"('hardhearted', 'benevolent')",0.8570309,0.964967,0.8957676,1.1124792,0.094321236,0.43832964,0.7923857,1.0383835,-0.2459978
52,-1.3181609,-1.1599518,"('irrational', 'rational')",-2.7556,-2.52323,-0.97764313,-0.8889923,-0.6984163,-0.54934293,-1.4374551,-1.2803793,-0.1570758
59,-1.2565833,-0.9725788,"('foolish', 'wise')",-2.3975408,-2.1347558,-0.7605868,-0.6257986,0.37910113,0.5204234,-1.0089024,-0.8031775,-0.2057249
72,1.1771468,1.1330866,"('unambitious', 'ambitious')",1.4778502,1.1962969,1.361289,1.1735042,0.48076895,0.33447737,1.1242638,0.9593413,0.1649225
57,1.1618401,1.2116386,"('unimaginative', 'imaginative')",1.1898706,1.0528244,-0.33268148,-0.20542404,-2.2644203,-2.122904,-0.0613477,-0.0159663,-0.0453814
37,-1.1579194,-0.97667295,"('fake', 'genuine')",0.13166666,0.10564186,-0.6155517,-0.3987009,-0.49351433,-0.36899108,-0.5338297,-0.4096808,-0.1241489
78,1.105057,0.9514265,"('nonresilient', 'resilient')",1.1191163,1.0279485,-0.038235698,-0.16044147,-0.87914747,-0.95239943,0.3266975,0.2166335,0.110064
73,-1.0859534,-1.0598412,"('helpless', 'self-reliant')",0.19368926,0.20923129,-0.9108831,-0.8422716,-1.5568968,-1.5538869,-0.840011,-0.8116921,-0.0283189
61,1.0450424,1.0968535,"('illogical', 'logical')",1.0283058,1.0720874,0.32249445,0.19400842,-0.16847187,-0.24733211,0.5568427,0.5289043,0.0279384
82,1.0160391,0.9209053,"('poor', 'rich')",0.60031164,0.33393103,0.9034162,0.74349934,2.4117987,2.0853617,1.2328914,1.0209243,0.2119671
51,1.0118074,0.9396902,"('uneducated', 'educated')",1.6843162,1.6535482,2.070057,1.9439551,0.76269436,0.59301794,1.3822187,1.2825528,0.0996659
80,0.9650544,0.8517256,"('dominated', 'dominating')",2.5194495,2.4408917,0.5898991,0.51880586,0.493215,0.42762345,1.1419045,1.0597616,0.0821429
13,0.9607527,0.8982306,"('impolite', 'polite')",1.2965899,1.1331818,1.1407866,0.84280074,-0.21444562,-0.32928854,0.7959209,0.6362312,0.1596897
39,0.8218208,0.8647769,"('exploitative', 'cooperative')",1.5879583,1.6742864,1.0682521,1.2122523,0.58306354,0.57645226,1.0152737,1.081942,-0.0666683
7,0.81240606,0.9584089,"('insensitive', 'sensitive')",2.30701,2.3026967,0.43994215,0.5817255,-0.37311456,-0.16405414,0.7965609,0.9196942,-0.1231333
71,-0.7640293,-0.77737755,"('diffident', 'self-confident')",-0.16682453,-0.16681296,0.34932935,0.39195737,-0.7132162,-0.59005535,-0.3236852,-0.2855721,-0.0381131
58,0.75664026,0.858225,"('undiscriminating', 'discriminating')",0.8021528,0.81377125,-0.15332419,0.1191261,-0.8781018,-0.7670646,0.1318418,0.2560144,-0.1241726
84,0.7423303,0.6624335,"('inferior', 'superior')",0.1724148,0.08728076,-0.31818128,-0.4480051,0.20122,0.22589412,0.199446,0.1319008,0.0675452
27,-0.73629,-0.63991946,"('hardhearted', 'softhearted')",-0.8442491,-0.736683,0.30159858,0.49696207,-0.068232924,0.091031134,-0.3367934,-0.1971523,-0.1396411
86,0.7072482,0.802751,"('uninfluential', 'influential')",1.3752176,1.276291,0.6591967,0.5964914,-1.2333698,-1.1338168,0.3770731,0.3854291,-0.008356
10,0.6854936,0.6333311,"('unsympathetic', 'sympathetic')",1.4818913,1.2075695,0.19746052,0.06303631,-0.94259334,-0.9417532,0.355563,0.2405459,0.1150171
65,0.6761552,0.602853,"('insecure', 'secure')",1.9690833,1.819376,1.246758,0.991665,0.3147545,0.021593831,1.0516877,0.858872,0.1928157
16,-0.6591841,-0.65981495,"('unpopular', 'popular')",-2.0413077,-1.9724352,-1.1010163,-1.0540767,-0.42608857,-0.43304715,-1.0568992,-1.0298436,-0.0270556
0,0.6468693,0.58924025,"('unsociable', 'sociable')",2.35944,2.2336905,0.11487183,-0.132451,-0.93653095,-1.1003702,0.5461626,0.3975274,0.1486352
69,-0.6428946,-0.48464018,"('lazy', 'industrious')",-2.3935823,-1.8353683,-0.4631764,-0.20366381,-0.8324015,-0.4899005,-1.0830138,-0.7533932,-0.3296206
11,0.6331643,0.54626566,"('unhelpful', 'helpful')",1.1399533,0.8168204,0.871196,0.6973783,0.4484756,0.34859136,0.7731973,0.6022639,0.1709334
77,0.6263606,0.37209406,"('unmotivated', 'motivated')",0.9190545,0.60645324,-0.71363676,-0.91245013,-1.255048,-1.4370594,-0.1058174,-0.3427405,0.2369231
68,-0.5900039,-0.5259964,"('dependent', 'independent')",0.57237077,0.53360575,0.3621233,0.30704466,-1.1580628,-1.2573962,-0.2033932,-0.2356856,0.0322924
76,0.57962155,0.3897663,"('anxious', 'daring')",2.1564968,1.7160928,0.6260331,0.36703226,0.24631314,-0.13944688,0.9021161,0.5833611,0.318755
75,-0.56185997,-0.53653806,"('meek', 'impulsive')",-2.5416598,-2.4153697,-0.3090989,-0.14051788,0.039747775,0.16761363,-0.8432178,-0.7312031,-0.1120147
32,0.5456386,0.63502127,"('unkind', 'kind')",2.2480667,2.1371574,0.94838375,0.923675,0.88853097,0.8239459,1.157655,1.1299499,0.0277051
41,0.5452016,0.74764925,"('unforgiving', 'forgiving')",0.6343923,0.6930095,-0.33037683,-0.121014796,-0.30583265,-0.035546258,0.1358461,0.3210244,-0.1851783
67,-0.54308003,-0.6502345,"('doubtful', 'determined')",0.30605286,0.2716685,0.37418848,0.21271062,0.9695579,0.8906294,0.2766798,0.1811935,0.0954863
70,0.53332007,0.6539242,"('lethargic', 'energetic')",1.1237291,1.0935735,0.7213739,0.80675703,0.2944697,0.39834458,0.6682233,0.7381498,-0.0699265
43,0.5261273,0.58863294,"('irresponsible', 'responsible')",1.5532193,1.3559809,0.26443538,0.107596554,-0.19697653,-0.43348855,0.5367014,0.4046804,0.132021
45,0.4984058,0.5510478,"('incompetent', 'competent')",0.836635,0.6956321,-0.36641508,-0.35542643,-0.5298858,-0.50877064,0.109685,0.0956207,0.0140643
12,0.4977218,0.63524234,"('unsupportive', 'supportive')",1.4350927,1.3803242,0.6447234,0.65184736,-0.88697064,-0.7975513,0.4226418,0.4674657,-0.0448239
44,-0.4745467,-0.48276648,"('prejudiced', 'unprejudiced')",-1.3747101,-1.3990837,-1.2442023,-1.1497633,-0.56620085,-0.4916092,-0.914915,-0.8808057,-0.0341093
23,0.4647735,0.49422908,"('insincere', 'sincere')",1.140097,0.89911187,0.57400274,0.42083445,2.0539143,1.908411,1.0581969,0.9306466,0.1275503
49,-0.45802614,-0.4037853,"('unable', 'able')",-0.5908935,-0.8313778,-0.6751892,-0.86179024,-0.50221574,-0.7480403,-0.5565811,-0.7112484,0.1546673
87,-0.4553632,-0.53698146,"('unsuccessful', 'successful')",1.2488545,1.339653,0.66341877,0.58170295,0.7691132,0.6429424,0.5565058,0.5068293,0.0496765
17,-0.44398484,-0.3370686,"('nasty', 'nice')",-0.14217542,0.124485165,-0.770259,-0.6075709,-0.24696176,-0.086002804,-0.4008453,-0.2265393,-0.174306
54,-0.43127,-0.2945984,"('incapable', 'capable')",-0.9913278,-0.99889565,-0.29198098,-0.29507142,-0.36324275,-0.42526445,-0.5194554,-0.5034574,-0.015998
47,0.41030896,0.41687328,"('stupid', 'smart')",0.49945384,0.4286481,-0.051398244,-0.12493524,2.2156405,2.244286,0.7685013,0.7412181,0.0272832
63,0.40194938,0.38664517,"('unperceptive', 'insightful')",1.6401293,1.6000949,1.7596208,1.7468818,0.48454317,0.525507,1.0715607,1.0647823,0.0067784
28,0.38851035,0.40032205,"('disloyal', 'loyal')",0.49570355,0.25408208,0.05070493,-0.16768956,-0.67968947,-0.7580254,0.0638074,-0.0678277,0.1316351
8,-0.3306011,-0.09698334,"('unaffectionate', 'affectionate')",-2.3591492,-2.3082623,0.08061257,0.14852886,-1.302168,-1.1753172,-0.9778264,-0.8580085,-0.1198179
30,0.32985735,0.46899423,"('intolerant', 'tolerant')",2.0471373,1.8962854,0.8941721,0.76456517,-0.8897245,-0.9013966,0.5953606,0.5571121,0.0382485
1,-0.28464407,-0.13147299,"('unfriendly', 'friendly')",-1.4040639,-1.3249214,-0.5081136,-0.49439296,-1.1549648,-1.1005359,-0.8379467,-0.7628308,-0.0751159
40,0.27926895,0.34337914,"('stingy', 'generous')",-0.09373875,0.05382782,0.6525222,0.71539664,-0.6502218,-0.6219345,0.0469576,0.1226673,-0.0757097
18,-0.26370013,-0.026838843,"('disagreeable', 'welcoming')",-0.5031729,-0.4765888,0.72057736,0.821031,-0.5476471,-0.37287277,-0.1484857,-0.0138174,-0.1346683
64,-0.23335353,-0.21498704,"('shy', 'confident')",1.0464832,1.1695278,0.8302676,0.69499785,-1.6967325,-1.7287624,-0.0133338,-0.019806,0.0064722
74,0.22176905,0.2952733,"('undedicated', 'dedicated')",1.4212698,1.385922,0.1945194,0.24910602,-0.10140763,-0.0649205,0.4340377,0.4663452,-0.0323075
38,0.21959053,0.2762651,"('untruthful', 'truthful')",-1.5294545,-1.5058429,0.045054376,-0.052302632,-1.3037298,-1.3256321,-0.6421348,-0.6518781,0.0097433
9,-0.21666908,-0.08796279,"('unaffectionate', 'caring')",-0.5904695,-0.6212419,0.3884764,0.38582304,-0.9523291,-0.7547115,-0.3427478,-0.2695233,-0.0732245
15,0.20025405,0.33286494,"('boring', 'funny')",-0.6787687,-0.70079076,-0.002692177,0.066402234,-0.08383485,-0.07609889,-0.1412604,-0.0944056,-0.0468548
83,0.19757256,0.007614769,"('powerless', 'powerful')",0.78458714,0.54142755,-0.40298334,-0.62221366,-0.20935676,-0.45613232,0.0924549,-0.1323259,0.2247808
33,-0.19418277,-0.029994369,"('wrong', 'right')",-0.37156898,-0.20948598,0.113851905,0.27746046,-0.24472919,-0.030199122,-0.1741573,0.0019452,-0.1761025
29,0.18066785,0.18462285,"('unfair', 'fair')",-1.0205748,-0.8738437,-1.0704591,-1.0266286,-0.16509667,-0.2731358,-0.5188657,-0.4972463,-0.0216194
53,0.16068374,0.16353728,"('uncreative', 'creative')",-0.012563027,-0.11896284,0.26654962,0.15402941,-0.39255476,-0.48913106,0.0055289,-0.0726318,0.0781607
3,0.15177606,0.11523601,"('repellent', 'pleasant')",1.1709216,1.3909879,0.34915105,0.3313388,0.3767008,0.4090182,0.5121374,0.5616452,-0.0495078
2,0.12618712,0.24518786,"('unlikable', 'likable')",0.82526,0.90025353,0.89544386,0.9111218,0.2722605,0.18835786,0.5297878,0.5612302,-0.0314424
88,-0.11824697,0.005514061,"('low', 'eminent')",0.13869752,-0.00031099562,0.439169,0.56834686,-0.3932807,-0.21506836,0.0165847,0.0896204,-0.0730357
34,-0.11120346,-0.17441154,"('mean', 'honorable')",-0.28383166,-0.26036096,0.09767994,0.0017409101,1.6072786,1.5891715,0.3274809,0.289035,0.0384459
24,-0.037542086,0.089280486,"('dishonest', 'honest')",0.14331803,0.05038698,1.0175248,0.98569065,-0.09275952,-0.046736907,0.2576353,0.2696553,-0.01202
42,-0.028255656,0.0030755103,"('unreliable', 'reliable')",1.5612601,1.3566189,0.7140813,0.6687073,-0.2531988,-0.3589016,0.4984717,0.417375,0.0810967
25,-0.026212662,0.10745507,"('egoistic', 'altruistic')",-1.4842622,-1.3068612,0.71840906,0.76734334,-0.37254554,-0.25752154,-0.2911528,-0.1723961,-0.1187567
