,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,male-female
55,2.8601928,2.8284082,"('incompetent', 'clever')",3.6464226,3.3729405,1.137856,0.97500443,-0.41618645,-0.6038672,1.8070713,1.6431216,0.1639497
36,-2.6405478,-2.4473479,"('hostile', 'amicable')",-4.7537293,-4.4231696,-0.9402755,-0.6807937,-1.5673153,-1.1843488,-2.475467,-2.1839151,-0.2915519
62,2.1642292,2.1080773,"('incompetent', 'brilliant')",2.8274512,2.4701293,0.96756154,0.69398457,0.25133583,-0.054085165,1.5526444,1.3045264,0.248118
79,-2.0406766,-1.9261472,"('wavering', 'unwavering')",-3.7406116,-3.5880818,-0.79162526,-0.67728555,-0.75802076,-0.6559525,-1.8327335,-1.7118667,-0.1208668
31,-1.9845401,-1.7370044,"('evil', 'good')",-3.5052557,-3.2573607,-1.4482437,-1.137522,-1.3641466,-1.1370339,-2.0755465,-1.8172303,-0.2583162
60,1.9583943,1.7882506,"('inefficient', 'efficient')",2.976995,2.5373092,1.4617906,1.0091205,0.16198978,-0.17953536,1.6397924,1.2887862,0.3510062
14,1.9347304,1.9643947,"('antisocial', 'social')",2.615071,2.617691,1.0077175,0.8627826,0.085134275,0.08262041,1.4106634,1.3818722,0.0287912
5,-1.917075,-1.9251617,"('distant', 'outgoing')",-2.3906543,-2.4243467,-1.1991247,-1.2417152,-1.2492647,-1.3004967,-1.6890297,-1.7229301,0.0339004
56,1.8932369,1.8191108,"('impractical', 'practical')",2.3213701,2.0262465,0.61526954,0.29418373,0.086721055,-0.2056818,1.2291495,0.9834648,0.2456847
20,1.7996875,1.8007988,"('rough', 'thoughtful')",0.34781617,0.3724538,-0.31856143,-0.24025524,-0.47353783,-0.45122775,0.3388511,0.3704424,-0.0315913
85,-1.7437377,-1.5054725,"('insignificant', 'prestigious')",-4.5225034,-4.309131,-1.9379686,-1.6179001,-0.49072155,-0.2106203,-2.1737328,-1.910781,-0.2629518
6,-1.7387162,-1.727359,"('distant', 'open')",-3.4272184,-3.3144302,-1.0929067,-1.0353279,-1.1723204,-1.1431206,-1.8577905,-1.8050594,-0.0527311
66,-1.7134455,-1.7405702,"('inactive', 'active')",-1.5836079,-1.3623478,0.4617111,0.49259874,-0.20820987,-0.06817559,-0.760888,-0.6696237,-0.0912643
35,-1.7098415,-1.5649554,"('corrupt', 'incorrupt')",-3.731113,-3.366763,-0.98081857,-0.76904875,-0.6897484,-0.44742227,-1.7778803,-1.5370474,-0.2408329
