,equity_male,equity_female,tuple,residential_male,residential_female,average_male,average_female,male-female
31,-0.7114305,-1.0585108,"('evil', 'good')",-1.1587827,-1.4895738,-0.9351066,-1.2740424,0.3389358
87,0.68956494,0.58460593,"('unsuccessful', 'successful')",0.6847946,0.637434,0.6871798,0.61102,0.0761598
58,0.66818833,0.27210435,"('undiscriminating', 'discriminating')",0.36543947,0.11212667,0.5168139,0.1921155,0.3246984
24,0.6322843,0.65878445,"('dishonest', 'honest')",1.3273906,1.2761611,0.9798374,0.9674728,0.0123646
18,0.5649389,0.6823094,"('disagreeable', 'welcoming')",0.219562,0.103990756,0.3922504,0.3931501,-0.0008997
78,0.5536956,0.6928313,"('nonresilient', 'resilient')",0.073142126,0.19602445,0.3134189,0.4444278,-0.1310089
37,-0.52246165,-0.5820258,"('fake', 'genuine')",0.87673897,0.81223834,0.1771387,0.1151063,0.0620324
55,-0.5079863,-0.19446938,"('incompetent', 'clever')",0.023299716,0.5088218,-0.2423433,0.1571762,-0.3995195
63,0.47597128,0.64109457,"('unperceptive', 'insightful')",0.8273535,1.1199257,0.6516623,0.8805102,-0.2288479
25,0.39690787,0.3746566,"('egoistic', 'altruistic')",0.7924926,0.737335,0.5947002,0.5559958,0.0387044
75,-0.38620082,-0.5627291,"('meek', 'impulsive')",-1.2245132,-1.2322593,-0.805357,-0.8974942,0.0921372
20,0.38195857,0.41796434,"('rough', 'thoughtful')",0.2053533,0.10933042,0.2936559,0.2636474,0.0300085
74,0.37147307,0.41510713,"('undedicated', 'dedicated')",0.13990489,0.12866722,0.255689,0.2718872,-0.0161982
88,0.3649281,0.05593112,"('low', 'eminent')",-0.05670087,-0.07040923,0.1541136,-0.0072391,0.1613527
19,0.35917813,0.28577667,"('inhospitable', 'hospitable')",-0.013588214,-0.17242147,0.172795,0.0566776,0.1161174
50,0.35766238,0.4044581,"('clumsy', 'skillful')",0.16094378,0.17746067,0.2593031,0.2909594,-0.0316563
0,-0.34934574,-0.3012672,"('unsociable', 'sociable')",0.20758691,0.37446535,-0.0708794,0.0365991,-0.1074785
84,0.34622037,0.43111917,"('inferior', 'superior')",0.04641314,-0.011485783,0.1963167,0.2098167,-0.0135
46,-0.33098692,-0.11001302,"('uncompetitive', 'competitive')",-0.9766446,-0.5350883,-0.6538157,-0.3225507,-0.331265
70,0.29684505,0.55196726,"('lethargic', 'energetic')",0.6419579,0.9636289,0.4694015,0.7577981,-0.2883966
67,-0.28104618,-0.15086184,"('doubtful', 'determined')",-0.19352543,-0.316189,-0.2372858,-0.2335254,-0.0037604
7,0.25915974,0.4848072,"('insensitive', 'sensitive')",1.2729068,1.4593453,0.7660333,0.9720763,-0.206043
41,0.23998731,0.010083137,"('unforgiving', 'forgiving')",0.5359586,0.2812349,0.387973,0.145659,0.242314
11,0.22944036,0.5749152,"('unhelpful', 'helpful')",2.3031566,2.5665724,1.2662985,1.5707438,-0.3044453
32,0.22380927,0.3862285,"('unkind', 'kind')",1.1829796,1.2988385,0.7033944,0.8425335,-0.1391391
62,0.195034,0.7433026,"('incompetent', 'brilliant')",0.4364031,1.0935749,0.3157185,0.9184387,-0.6027202
57,-0.17173317,-0.6280436,"('unimaginative', 'imaginative')",-2.864275,-2.8575659,-1.5180041,-1.7428048,0.2248007
14,0.16654383,0.42857328,"('antisocial', 'social')",0.11181733,0.29298553,0.1391806,0.3607794,-0.2215988
21,-0.16482663,0.1941194,"('immoral', 'moral')",-0.47651735,-0.0309979,-0.320672,0.0815607,-0.4022327
38,0.1319015,0.2592716,"('untruthful', 'truthful')",0.47054783,0.5736242,0.3012246,0.4164479,-0.1152233
35,0.12808353,-0.2845679,"('corrupt', 'incorrupt')",-0.9495285,-1.3262082,-0.4107225,-0.8053881,0.3946656
56,-0.12766775,0.1348094,"('impractical', 'practical')",0.10291486,0.47156087,-0.0123764,0.3031851,-0.3155615
4,0.10480887,-0.07251127,"('disliked', 'liked')",-7.615135,-7.8954816,-3.7551632,-3.9839964,0.2288332
47,-0.07928768,-0.037621222,"('stupid', 'smart')",5.5638885,5.7257133,2.7423005,2.8440461,-0.1017456
42,0.07067956,0.17568359,"('unreliable', 'reliable')",-3.1900709,-2.8981898,-1.5596956,-1.3612531,-0.1984425
10,-0.05308132,0.044368632,"('unsympathetic', 'sympathetic')",0.47681448,0.77359337,0.2118666,0.408981,-0.1971144
49,0.04884585,0.2195906,"('unable', 'able')",-0.5781838,-0.25243235,-0.264669,-0.0164209,-0.2482481
48,0.039801925,0.11282436,"('unintelligent', 'intelligent')",0.18922383,0.34490192,0.1145129,0.2288631,-0.1143502
28,-0.03916254,-0.091246426,"('disloyal', 'loyal')",1.193996,1.1912874,0.5774167,0.5500205,0.0273962
65,0.037002362,0.2526982,"('insecure', 'secure')",-0.29569268,0.27694452,-0.1293452,0.2648214,-0.3941666
53,-0.03617198,-0.09116909,"('uncreative', 'creative')",0.021249734,0.06865227,-0.0074611,-0.0112584,0.0037973
77,0.03044365,0.3212021,"('unmotivated', 'motivated')",-1.3324927,-1.0533624,-0.6510245,-0.3660801,-0.2849444
3,0.019597225,0.20364462,"('repellent', 'pleasant')",0.14570506,0.52071595,0.0826511,0.3621803,-0.2795292
60,0.007016171,0.63070107,"('inefficient', 'efficient')",0.5669175,1.2558081,0.2869668,0.9432546,-0.6562878
76,0.006624937,0.27724448,"('anxious', 'daring')",-0.04665781,0.26405588,-0.0200164,0.2706502,-0.2906666
