,equity_male,equity_female,tuple,residential_male,residential_female,average_male,average_female,male-female
85,2.6073346,1.8704641,"('insignificant', 'prestigious')",-0.12094736,-0.89429325,1.2431936,0.4880854,0.7551082
26,2.4455166,1.9533082,"('hardhearted', 'benevolent')",1.7184378,1.1013695,2.0819771,1.5273389,0.5546382
9,2.0499213,1.9421467,"('unaffectionate', 'caring')",2.0541077,1.8873091,2.0520144,1.9147279,0.1372865
71,1.8485063,1.7781717,"('diffident', 'self-confident')",1.1163076,0.99714184,1.482407,1.3876567,0.0947503
27,1.7376066,1.6491045,"('hardhearted', 'softhearted')",1.4825529,1.3175902,1.6100798,1.4833474,0.1267324
2,1.5690118,1.4952995,"('unlikable', 'likable')",0.32546416,0.36027998,0.947238,0.9277897,0.0194483
12,1.5423164,1.606807,"('unsupportive', 'supportive')",-0.9520607,-0.8447191,0.2951279,0.3810439,-0.085916
22,-1.5067451,-1.4283096,"('untrustworthy', 'trustworthy')",-0.8771426,-0.61443186,-1.1919439,-1.0213706,-0.1705733
34,1.4332827,1.7060112,"('mean', 'honorable')",5.1546435,5.3618813,3.2939632,3.5339463,-0.2399831
15,1.4267657,1.1838926,"('boring', 'funny')",0.14595821,0.05691555,0.7863619,0.6204041,0.1659578
82,-1.3945098,-1.0983291,"('poor', 'rich')",6.414126,6.8790603,2.5098081,2.8903656,-0.3805575
44,-1.3813816,-1.2257158,"('prejudiced', 'unprejudiced')",-1.3795843,-1.3640965,-1.3804829,-1.2949061,-0.0855768
36,1.3666751,0.7154578,"('hostile', 'amicable')",-0.540543,-1.1001506,0.4130661,-0.1923464,0.6054125
39,1.2661012,1.3040097,"('exploitative', 'cooperative')",0.65292186,0.6159558,0.9595115,0.9599828,-0.0004713
16,-1.2510163,-1.1257058,"('unpopular', 'popular')",-0.26523578,-0.17081547,-0.758126,-0.6482607,-0.1098653
33,1.2222899,0.99725246,"('wrong', 'right')",0.278843,0.046513043,0.7505665,0.5218828,0.2286837
73,1.1830232,1.1613326,"('helpless', 'self-reliant')",-3.3682225,-3.3304565,-1.0925996,-1.0845619,-0.0080377
68,-1.1774161,-1.1201644,"('dependent', 'independent')",-1.4438459,-1.1646135,-1.310631,-1.1423889,-0.1682421
6,1.1728283,0.8067262,"('distant', 'open')",0.16312964,-0.19613373,0.667979,0.3052962,0.3626828
45,-1.1366489,-0.9437872,"('incompetent', 'competent')",0.3963316,0.5556036,-0.3701586,-0.1940918,-0.1760668
5,1.1226021,0.8655405,"('distant', 'outgoing')",-0.20740414,-0.43872017,0.457599,0.2134102,0.2441888
83,1.0290587,1.0171608,"('powerless', 'powerful')",-0.28640407,-0.17604044,0.3713273,0.4205602,-0.0492329
66,1.0288874,0.56404185,"('inactive', 'active')",0.7959626,0.10140995,0.912425,0.3327259,0.5796991
40,1.0256727,0.7942544,"('stingy', 'generous')",-1.9821559,-2.189405,-0.4782416,-0.6975753,0.2193337
8,1.0098366,0.7199432,"('unaffectionate', 'affectionate')",1.0804104,0.78742594,1.0451235,0.7536846,0.2914389
1,0.99130625,0.50617176,"('unfriendly', 'friendly')",1.4999726,1.1480846,1.2456394,0.8271282,0.4185112
23,0.9892738,1.2969121,"('insincere', 'sincere')",7.167558,7.425725,4.0784159,4.3613186,-0.2829027
61,0.97508043,1.0922413,"('illogical', 'logical')",0.3283131,0.39150906,0.6516968,0.7418752,-0.0901784
64,-0.96724313,-0.94543076,"('shy', 'confident')",-6.829652,-6.644729,-3.8984475,-3.7950799,-0.1033676
51,-0.9130565,-0.8797309,"('uneducated', 'educated')",0.40327248,0.61776876,-0.254892,-0.1309811,-0.1239109
59,0.9084117,0.5534467,"('foolish', 'wise')",0.33932412,0.11934103,0.6238679,0.3363939,0.287474
29,-0.88212025,-1.0295662,"('unfair', 'fair')",-0.8191159,-0.9680534,-0.8506181,-0.9988098,0.1481917
54,0.8577977,0.6705936,"('incapable', 'capable')",1.4178097,1.3468974,1.1378037,1.0087454,0.1290583
72,0.83138233,0.7291635,"('unambitious', 'ambitious')",0.5218969,0.61134964,0.6766396,0.6702566,0.006383
79,0.8101019,0.34086704,"('wavering', 'unwavering')",0.012873322,-0.35331643,0.4114876,-0.0062247,0.4177123
30,0.8079649,1.1340469,"('intolerant', 'tolerant')",0.98922306,1.235986,0.898594,1.1850164,-0.2864224
43,0.79606056,0.90331066,"('irresponsible', 'responsible')",1.6564227,1.8089607,1.2262416,1.3561356,-0.129894
86,-0.7807716,-0.96987396,"('uninfluential', 'influential')",0.40169695,0.42924395,-0.1895373,-0.270315,0.0807777
13,-0.7754259,-0.38588881,"('impolite', 'polite')",0.017361462,0.4910868,-0.3790322,0.052599,-0.4316312
69,0.75927186,0.4449916,"('lazy', 'industrious')",-1.199811,-1.5841882,-0.2202696,-0.5695983,0.3493287
81,-0.7560337,-0.46947655,"('submissive', 'aggressive')",-0.5829532,-0.18093775,-0.6694934,-0.3252071,-0.3442863
52,0.74360055,0.3768882,"('irrational', 'rational')",-0.01980683,-0.37307274,0.3618969,0.0019077,0.3599892
17,0.7433027,0.79437727,"('nasty', 'nice')",0.017693978,-0.1073538,0.3804983,0.3435117,0.0369866
80,-0.72709984,-0.70440245,"('dominated', 'dominating')",-0.47242278,-0.24102882,-0.5997613,-0.4727156,-0.1270457
