,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,male-female
3,-0.37647736,-0.5063417,"('repellent', 'pleasant')",-1.2450955,-1.3212364,-0.77270937,-0.8316293,0.40683866,0.29282874,-0.4968609,-0.5915946,0.0947337
26,-0.36953744,-0.39323118,"('hardhearted', 'benevolent')",0.76159525,0.78415495,0.7812293,0.7362879,1.0957377,1.1502053,0.5672562,0.5693542,-0.002098
61,0.34449506,0.0895878,"('illogical', 'logical')",-0.301552,-0.4517121,-0.13375755,-0.33101994,-0.06013427,-0.23136142,-0.0377372,-0.2311264,0.1933892
35,-0.33707988,-0.26672524,"('corrupt', 'incorrupt')",0.6245025,0.7921895,0.38734493,0.48122793,-0.5152872,-0.50954497,0.0398701,0.1242868,-0.0844167
17,-0.32958275,-0.27756414,"('nasty', 'nice')",1.2899804,1.2779094,-0.13463965,-0.08934213,-0.47669986,-0.34022006,0.0872645,0.1426958,-0.0554313
10,0.3295582,0.12215262,"('unsympathetic', 'sympathetic')",-2.0331826,-2.1632311,-1.2477818,-1.3741465,-0.186177,-0.26254413,-0.7843958,-0.9194423,0.1350465
23,-0.31988388,-0.28174564,"('insincere', 'sincere')",-0.95233727,-0.96098274,-1.3260291,-1.2327914,5.347224,5.2589445,0.6872435,0.6958562,-0.0086127
76,0.31910336,0.3234674,"('anxious', 'daring')",-0.76690483,-0.84618133,-0.69637007,-0.7109249,0.40118748,0.36261347,-0.185746,-0.2177563,0.0320103
78,0.31472242,0.22004913,"('nonresilient', 'resilient')",0.33973935,0.26368433,0.63811,0.5767658,0.44005015,0.26705134,0.4331555,0.3318876,0.1012679
47,-0.3053779,-0.3399521,"('stupid', 'smart')",-0.28275976,-0.26058295,0.5491838,0.5703279,5.7043796,5.625384,1.4163564,1.3987942,0.0175622
54,-0.301774,-0.32717752,"('incapable', 'capable')",0.06581491,0.25776458,-1.3474762,-1.094541,0.92165726,0.99440634,-0.1654445,-0.0423869,-0.1230576
22,-0.27011186,-0.3357271,"('untrustworthy', 'trustworthy')",-0.4698026,-0.58351266,-1.088516,-1.1710452,-0.8988038,-1.0018827,-0.6818085,-0.7730418,0.0912333
58,-0.24929394,-0.43948635,"('undiscriminating', 'discriminating')",-0.41955274,-0.59253526,0.49889928,0.2267423,-0.15569729,-0.21621251,-0.0814112,-0.255373,0.1739618
8,0.23964857,0.20741308,"('unaffectionate', 'affectionate')",0.63755596,0.71422446,-0.06292832,-0.013477448,0.05042862,0.07801012,0.2161762,0.2465426,-0.0303664
71,0.20968914,0.2793291,"('diffident', 'self-confident')",0.8649231,1.0101179,0.8202992,1.008145,0.36104697,0.44481227,0.5639896,0.6856011,-0.1216115
0,-0.20857196,-0.47101912,"('unsociable', 'sociable')",-0.77843046,-1.0074066,-0.87763673,-1.1056237,-0.5195038,-0.56398284,-0.5960357,-0.787008,0.1909723
57,0.20838372,0.12757924,"('unimaginative', 'imaginative')",0.14771803,0.10021755,-0.111798495,-0.13045098,-2.3251467,-2.2991705,-0.5202109,-0.5504562,0.0302453
50,0.2009867,0.26478234,"('clumsy', 'skillful')",0.34576994,0.44394788,0.07812173,0.18773481,0.32235023,0.19080548,0.2368071,0.2718176,-0.0350105
43,-0.19571304,-0.06987833,"('irresponsible', 'responsible')",-0.85130394,-0.7335862,-1.4706511,-1.297907,0.12900826,0.28936678,-0.597165,-0.4530012,-0.1441638
9,0.17661804,0.07925827,"('unaffectionate', 'caring')",0.49106953,0.5364662,-0.4611102,-0.4626709,0.8778604,0.89518535,0.2711094,0.2620597,0.0090497
65,0.1709028,-0.051073566,"('insecure', 'secure')",-0.9190425,-1.141157,-0.49878207,-0.64760464,-0.060388334,-0.19946837,-0.3268275,-0.5098259,0.1829984
45,-0.16057838,-0.21420161,"('incompetent', 'competent')",-1.0125928,-1.0770885,-1.0063514,-1.1002076,-0.2015732,-0.3593006,-0.5952739,-0.6876996,0.0924257
56,0.16056019,0.19026965,"('impractical', 'practical')",-0.28458232,-0.22612035,-0.12368514,-0.0941158,-0.13569547,0.011417404,-0.0958507,-0.0296373,-0.0662134
28,0.16049683,-0.023231175,"('disloyal', 'loyal')",0.116428986,0.11200111,-0.586227,-0.5830724,1.0286995,0.9450963,0.1798496,0.1126985,0.0671511
14,0.15805775,0.13269478,"('antisocial', 'social')",0.105742574,-0.015022378,0.21610934,-0.055314653,-0.7589207,-0.70615625,-0.0697528,-0.1609496,0.0911968
25,-0.15183002,-0.38407212,"('egoistic', 'altruistic')",0.7168571,0.61401737,0.17079324,0.14071631,1.1334101,1.0145227,0.4673076,0.3462961,0.1210115
64,0.13507716,0.2354507,"('shy', 'confident')",-0.60146594,-0.5613185,-0.68203646,-0.6503346,-5.9856806,-5.7537656,-1.7835264,-1.682492,-0.1010344
13,-0.1264427,-0.2734181,"('impolite', 'polite')",-0.09635763,-0.25984305,-0.590037,-0.6999629,0.019304067,-0.0074689314,-0.1983833,-0.3101733,0.11179
33,-0.124323756,-0.2322218,"('wrong', 'right')",0.5872879,0.5036319,0.47686052,0.40245023,-0.8481316,-0.8483163,0.0229233,-0.043614,0.0665373
44,-0.10868978,-0.08785477,"('prejudiced', 'unprejudiced')",-0.08408954,0.0038770363,-0.45471883,-0.35289544,-1.1403998,-1.0763001,-0.4469745,-0.3782933,-0.0686812
63,0.08800307,0.07845746,"('unperceptive', 'insightful')",-1.1040633,-1.1669792,-0.75177294,-0.796092,0.84232223,0.7410366,-0.2313778,-0.2858943,0.0545165
24,0.07814025,-0.010263331,"('dishonest', 'honest')",-1.4910914,-1.4794339,-2.684826,-2.7079952,0.50612,0.5575224,-0.8979142,-0.9100425,0.0121283
15,-0.06841225,-0.037048582,"('boring', 'funny')",0.57613564,0.62955993,0.23150675,0.27661917,0.39126158,0.33394277,0.2826229,0.3007683,-0.0181454
52,-0.06392866,-0.30524725,"('irrational', 'rational')",0.77803034,0.6547202,-0.34837055,-0.46709415,-0.47191653,-0.68037456,-0.0265464,-0.199499,0.1729526
75,-0.04852975,0.10166106,"('meek', 'impulsive')",0.572549,0.6977912,0.057270586,0.16513205,-0.08178578,-0.10751677,0.124876,0.2142669,-0.0893909
21,-0.040648017,-0.12843385,"('immoral', 'moral')",-1.4543772,-1.5461,-0.78637296,-0.97138345,-0.7456919,-0.78242034,-0.7567725,-0.8570845,0.100312
30,0.021329302,0.058115594,"('intolerant', 'tolerant')",0.092342034,0.11118674,0.6070645,0.57001483,0.764099,0.932176,0.3712087,0.4178733,-0.0466646
27,-0.021162735,-0.064297386,"('hardhearted', 'softhearted')",-0.021773301,0.1401018,0.17219912,0.35902783,1.2231455,1.1727657,0.3381021,0.4018995,-0.0637974
51,0.013258204,-0.07357253,"('uneducated', 'educated')",-0.8945465,-1.0216898,-0.4467593,-0.5638451,0.063190155,0.16509214,-0.3162144,-0.3735038,0.0572894
