,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
29,-0.42275584,-0.37499452,"('unfair', 'fair')",-0.15876064,0.07709148,-0.83394885,-0.7642242,-0.61802936,-0.53973144,-0.5083737,-0.4004647,-0.107909
73,0.38257825,0.49671322,"('helpless', 'self-reliant')",0.07305623,0.123141184,1.0382879,1.0652391,-3.4559746,-3.502559,-0.4905131,-0.4543664,-0.0361467
87,0.3568892,0.21780947,"('unsuccessful', 'successful')",1.26814,1.4049226,0.9343976,1.1813912,0.97419953,1.1717769,0.8834066,0.993975,-0.1105684
20,-0.31607875,-0.2091863,"('rough', 'thoughtful')",0.5610836,0.657892,-0.32762992,-0.1750957,0.7183247,0.5475795,0.1589249,0.2052974,-0.0463725
32,-0.3160429,-0.25695634,"('unkind', 'kind')",-0.11795371,-0.11488513,-1.308684,-1.2759103,0.945071,0.99625516,-0.1994024,-0.1628741,-0.0365283
68,0.31364724,0.3450113,"('dependent', 'independent')",-0.8343725,-0.82373023,-1.5924996,-1.5348476,-0.45253652,-0.35966012,-0.6414404,-0.5933067,-0.0481337
46,-0.30197328,-0.43700773,"('uncompetitive', 'competitive')",-0.5442805,-0.529573,-0.6404933,-0.5672641,-0.66235614,-0.66835564,-0.5372758,-0.5505501,0.0132743
14,-0.28041232,-0.43671492,"('antisocial', 'social')",0.3915838,0.25084418,-0.27034962,-0.2538793,-1.2505616,-1.1572683,-0.3524349,-0.3992546,0.0468197
34,0.2759282,0.3429036,"('mean', 'honorable')",0.13846307,0.48708573,0.12350607,0.4558249,6.42026,6.664947,1.7395394,1.9876903,-0.2481509
2,0.258483,0.4197574,"('unlikable', 'likable')",0.9070431,1.16618,0.6222015,0.82814646,0.6556555,0.8411417,0.6108458,0.8138064,-0.2029606
64,0.25213766,0.14135478,"('shy', 'confident')",-0.21035764,-0.32865304,0.008106358,-0.08472699,-6.6904383,-6.8251815,-1.660138,-1.7743016,0.1141636
54,0.24117616,0.37643114,"('incapable', 'capable')",0.46648926,0.9234812,-0.67339575,-0.32042494,1.3445407,1.5924369,0.3447026,0.6429811,-0.2982785
17,0.23809978,0.18014675,"('nasty', 'nice')",0.30300456,0.22695118,0.07146211,0.044597246,-0.8790889,-0.89136565,-0.0666306,-0.1099176,0.043287
50,0.22427112,0.27711537,"('clumsy', 'skillful')",1.5712655,1.682579,0.44861135,0.6087895,0.6661706,0.68201864,0.7275796,0.8126256,-0.085046
80,-0.19913328,-0.35255307,"('dominated', 'dominating')",-0.41930953,-0.643915,-0.1200138,-0.0936331,-1.3289375,-1.2710161,-0.5168486,-0.5902793,0.0734307
51,0.19636077,0.052316077,"('uneducated', 'educated')",0.300516,0.14056957,-0.8688829,-1.0535291,0.89837444,0.8710164,0.1315921,0.0025932,0.1289989
83,-0.14702722,-0.13821281,"('powerless', 'powerful')",0.048676033,0.06318529,-0.75183797,-0.68596214,-0.81120616,-0.6034984,-0.4153488,-0.341122,-0.0742268
13,0.12839192,0.16246422,"('impolite', 'polite')",-0.9704342,-1.0116148,-0.6348283,-0.8863455,-0.27051717,-0.2906411,-0.4368469,-0.5065343,0.0696874
41,0.12108423,0.095885284,"('unforgiving', 'forgiving')",-0.4670248,-0.4755765,-0.56423056,-0.6673587,0.0101509765,-0.1415436,-0.225005,-0.2971484,0.0721434
21,-0.118789375,-0.12769637,"('immoral', 'moral')",-0.5606405,-0.4156517,-1.9147283,-1.7343715,-1.2425742,-1.0370601,-0.9591831,-0.8286949,-0.1304882
77,0.10053272,-0.049978383,"('unmotivated', 'motivated')",-0.4685704,-0.42941773,0.047256928,0.21114011,-0.87338805,-0.7820106,-0.2985422,-0.2625667,-0.0359755
67,-0.0979388,-0.049695518,"('doubtful', 'determined')",0.11371842,-0.014877757,0.011008342,-0.0032838173,-0.3473726,-0.28187132,-0.0801462,-0.0874321,0.0072859
27,0.09789147,0.08631535,"('hardhearted', 'softhearted')",-0.6002462,-0.57440376,-0.89014083,-0.9141061,1.6385928,1.4520116,0.0615243,0.0124543,0.04907
60,0.07449615,0.10220392,"('inefficient', 'efficient')",-0.6609755,-0.62975526,-0.9755454,-0.9290845,0.05939978,0.28496802,-0.3756563,-0.292917,-0.0827393
42,0.066099696,0.07192281,"('unreliable', 'reliable')",0.6850987,0.7887647,-0.0979205,-0.09302741,-2.5975885,-2.5768297,-0.4860777,-0.4522924,-0.0337853
24,-0.043358043,-0.13998313,"('dishonest', 'honest')",-0.41359708,-0.5674062,-1.4068086,-1.6001372,1.0229288,0.9637841,-0.2102087,-0.3359356,0.1257269
43,-0.020256728,0.10574381,"('irresponsible', 'responsible')",-0.731682,-0.3780468,-0.99758637,-0.91919696,0.6095522,0.7134762,-0.2849932,-0.1195059,-0.1654873
15,0.0059474185,0.0885287,"('boring', 'funny')",0.23804383,0.27071467,-0.429658,-0.5308087,0.48080096,0.5261759,0.0737836,0.0886526,-0.014869
