,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
74,2.4094353,2.3315878,"('undedicated', 'dedicated')",0.6718523,0.89830804,-0.09844169,0.014442865,0.69611526,0.6793008,0.9197403,0.9809099,-0.0611696
44,-2.018429,-1.861155,"('prejudiced', 'unprejudiced')",-1.653568,-1.3207734,-0.9657744,-0.7768021,-1.7895244,-1.581077,-1.606824,-1.3849518,-0.2218722
71,1.9544085,2.1471007,"('diffident', 'self-confident')",0.111878484,0.20746031,-0.3911091,-0.24018133,0.80712265,0.87862754,0.6205751,0.7482519,-0.1276768
12,1.908376,1.9663241,"('unsupportive', 'supportive')",0.49747398,0.71281767,-0.7904405,-0.8253198,-1.230079,-1.411834,0.0963326,0.110497,-0.0141644
69,1.8668365,2.0242338,"('lazy', 'industrious')",1.5238637,1.7129959,2.8017645,2.9552033,-0.24960113,-0.19494127,1.4857159,1.6243731,-0.1386572
5,1.8313589,1.8239937,"('distant', 'outgoing')",0.8615954,1.1920284,0.9681271,1.0370251,0.23625067,0.30262035,0.974333,1.0889169,-0.1145839
6,1.7896911,1.7630836,"('distant', 'open')",1.072797,1.3798097,0.51457196,0.570857,0.9893892,1.0163668,1.0916123,1.1825293,-0.090917
85,1.7708182,1.8064005,"('insignificant', 'prestigious')",2.181447,2.5542016,1.2387662,1.4863056,0.8959295,0.93668467,1.5217402,1.6958982,-0.174158
9,1.7657053,1.7964752,"('unaffectionate', 'caring')",0.5040877,0.43928817,0.020784307,-0.037562795,2.0253873,1.9294504,1.0789912,1.0319127,0.0470785
19,1.70708,1.6145184,"('inhospitable', 'hospitable')",-0.15574577,-0.014058232,-0.4135979,-0.3303996,0.17774752,0.22585624,0.328871,0.3739792,-0.0451082
47,-1.5751202,-1.4944412,"('stupid', 'smart')",-0.123088755,0.047262248,-1.0170392,-0.86537915,5.276235,5.660478,0.6402467,0.83698,-0.1967333
25,1.4027097,1.4571579,"('egoistic', 'altruistic')",1.0695819,1.1099997,1.0957301,1.1767664,1.479212,1.4644139,1.2618084,1.3020844,-0.040276
30,-1.3919703,-1.3585151,"('intolerant', 'tolerant')",-0.38855672,-0.48224032,-0.87308604,-0.95915014,0.89595604,0.8698699,-0.4394143,-0.4825089,0.0430946
3,-1.3806856,-1.5046911,"('repellent', 'pleasant')",-0.97880155,-1.2597216,0.38901412,0.33049825,-0.22081886,-0.17924407,-0.547823,-0.6532897,0.1054667
84,1.3633932,1.2294493,"('inferior', 'superior')",0.90387374,0.96852005,0.40821967,0.46367186,0.7919601,0.7772672,0.8668617,0.8597271,0.0071346
82,-1.3564041,-1.2724464,"('poor', 'rich')",-0.51061666,-0.20279673,-0.9328552,-0.545965,6.0534954,6.4544396,0.8134049,1.1083078,-0.2949029
79,1.3300841,1.3524079,"('wavering', 'unwavering')",0.7249656,0.7946525,-0.07008829,-0.06115718,0.886126,0.8703386,0.7177718,0.7390605,-0.0212887
8,1.3285477,1.3684804,"('unaffectionate', 'affectionate')",0.6903974,0.8458673,-0.19720224,-0.19039868,1.2664448,1.1901746,0.7720469,0.8035309,-0.031484
66,1.2524427,1.2043887,"('inactive', 'active')",1.4700172,1.6310303,1.2876155,1.3570427,1.5598329,1.5731711,1.3924772,1.4414083,-0.0489311
56,1.2119915,1.4198773,"('impractical', 'practical')",-0.672212,-0.6220147,-0.6062948,-0.48743933,0.06956203,0.084713385,0.0007617,0.0987842,-0.0980225
65,-1.2109568,-1.1917529,"('insecure', 'secure')",-0.5029485,-0.6288943,-1.5077709,-1.5577977,-0.91277885,-0.80960166,-1.0336138,-1.0470116,0.0133978
39,1.2021286,1.158542,"('exploitative', 'cooperative')",-0.3873596,-0.22539964,0.55740684,0.46323,-0.25273082,-0.18867028,0.2798613,0.3019255,-0.0220642
86,1.1606725,1.0068899,"('uninfluential', 'influential')",0.19420372,-0.19327939,-0.5430649,-0.73006415,0.4730655,0.5316113,0.3212192,0.1537894,0.1674298
33,1.0912906,1.1680608,"('wrong', 'right')",0.58766973,0.5735099,0.22151312,0.10619377,-0.22875121,-0.3547277,0.4179306,0.3732592,0.0446714
40,1.0843054,1.230799,"('stingy', 'generous')",0.24238536,0.20102638,0.27953255,0.09984279,-1.3645034,-1.6963764,0.06043,-0.0411771,0.1016071
38,1.0351247,1.3030802,"('untruthful', 'truthful')",-0.8066227,-0.43781778,-0.560838,-0.4056367,0.57136506,0.5949925,0.0597573,0.2636546,-0.2038973
35,1.032682,1.0638554,"('corrupt', 'incorrupt')",0.5993429,0.49289602,1.0260496,1.0539166,0.26153088,0.18528037,0.7299013,0.6989871,0.0309142
70,0.9777571,0.9829106,"('lethargic', 'energetic')",-0.055824213,0.10662188,-1.0763875,-1.0071242,0.60120726,0.75717664,0.1116882,0.2098962,-0.098208
1,0.9700381,1.10556,"('unfriendly', 'friendly')",0.46930617,0.6403143,-0.5954435,-0.48410687,2.4433422,2.3115423,0.8218107,0.8933274,-0.0715167
57,-0.94642645,-0.9605244,"('unimaginative', 'imaginative')",-1.0623032,-1.1293142,-1.2988493,-1.340642,-2.5452838,-2.802586,-1.4632157,-1.5582666,0.0950509
75,-0.92169744,-0.95443493,"('meek', 'impulsive')",-0.26829106,-0.12422322,0.45455992,0.61965895,-0.39399877,-0.3442497,-0.2823568,-0.2008122,-0.0815446
23,-0.8928528,-0.8091637,"('insincere', 'sincere')",-0.8869139,-0.73000246,-1.7201217,-1.5579661,6.04545,6.1772223,0.6363904,0.7700225,-0.1336321
11,-0.87316036,-0.8489738,"('unhelpful', 'helpful')",-1.6216182,-1.5011892,-1.2646347,-1.1623858,2.3314157,2.2837193,-0.3569994,-0.3072074,-0.049792
28,0.8611077,0.6993158,"('disloyal', 'loyal')",-0.21203864,-0.51596284,-0.90677303,-1.0472434,1.2844452,1.1856674,0.2566853,0.0804442,0.1762411
22,-0.8211262,-0.88730973,"('untrustworthy', 'trustworthy')",-0.9033705,-0.78158706,-1.1946216,-1.1372916,-1.3966857,-1.3888183,-1.078951,-1.0487516,-0.0301994
81,-0.80145216,-0.975433,"('submissive', 'aggressive')",-0.23584692,-0.41892397,-0.81055224,-0.7417853,-1.134909,-1.0242921,-0.7456901,-0.7901086,0.0444185
36,0.7677986,0.8286685,"('hostile', 'amicable')",0.1326239,0.06144403,0.47602418,0.3528764,0.75550663,0.6881363,0.5329883,0.4827813,0.050207
78,0.76011395,0.76709163,"('nonresilient', 'resilient')",0.40989974,0.45656645,0.88476086,1.0428946,0.89183295,0.99529696,0.7366519,0.8154624,-0.0788105
63,0.7598457,0.849656,"('unperceptive', 'insightful')",0.58045244,0.9413465,-1.0829412,-0.7900602,1.5395851,1.5807283,0.4492355,0.6454176,-0.1961821
72,0.7566818,0.7713088,"('unambitious', 'ambitious')",-0.85643846,-0.83790815,-0.7048212,-0.69731456,-0.7766177,-0.7897513,-0.3952989,-0.3884163,-0.0068826
61,0.712949,0.6654676,"('illogical', 'logical')",-0.18282297,-0.24069768,-0.6383817,-0.6050997,0.19431177,0.24539156,0.021514,0.0162655,0.0052485
37,0.7012669,0.6405528,"('fake', 'genuine')",0.17539039,0.19710088,-0.14536235,-0.23411626,0.71021664,0.5935123,0.3603779,0.2992624,0.0611155
52,0.6776142,0.48189962,"('irrational', 'rational')",0.60985786,0.5639089,-0.3018751,-0.5555966,0.58170736,0.40631384,0.3918261,0.2241315,0.1676946
48,-0.65202993,-0.46591434,"('unintelligent', 'intelligent')",-0.65740937,-0.61775744,-2.375983,-2.3322337,0.39892274,0.28518662,-0.8216249,-0.7826797,-0.0389452
49,-0.62822926,-0.55227786,"('unable', 'able')",-0.49939945,-0.16110855,-1.4193878,-1.0561526,-0.5225727,-0.22807942,-0.7673973,-0.4994046,-0.2679927
16,-0.622501,-0.5939812,"('unpopular', 'popular')",0.6830665,0.9286146,0.4213272,0.5766208,0.6953129,0.86969876,0.2943014,0.4452382,-0.1509368
4,0.60269064,0.59215826,"('disliked', 'liked')",0.25523764,0.31501898,-0.33588386,-0.42863512,-6.151226,-6.3497887,-1.4072955,-1.4678116,0.0605161
88,-0.5988071,-0.5162929,"('low', 'eminent')",-0.027558759,-0.0064647533,-1.644804,-1.4844351,0.49901286,0.51561105,-0.4430393,-0.3728954,-0.0701439
31,0.59226924,0.626004,"('evil', 'good')",0.6515107,0.65453035,1.1055841,0.97469735,-0.89035136,-1.017365,0.3647532,0.3094667,0.0552865
18,0.55454403,0.63227487,"('disagreeable', 'welcoming')",0.8550813,1.1533945,-0.6452305,-0.5774834,-0.31395614,-0.25989747,0.1126097,0.2370721,-0.1244624
45,-0.55253935,-0.7569436,"('incompetent', 'competent')",-0.5599063,-0.5669447,-1.6332772,-1.7032393,-0.38732958,-0.47272733,-0.7832631,-0.8749638,0.0917007
7,0.5474849,0.41742584,"('insensitive', 'sensitive')",-0.5048362,-0.46727517,-1.1473682,-1.0885041,0.77395225,0.7223956,-0.0826918,-0.1039894,0.0212976
59,0.54714763,0.47553656,"('foolish', 'wise')",1.4000217,1.5294399,-0.21893553,-0.26237643,0.73641855,0.7624703,0.6161631,0.6262676,-0.0101045
62,-0.51635826,-0.53698075,"('incompetent', 'brilliant')",-1.2141275,-0.9272325,-1.2227578,-1.022585,0.30031258,0.42509767,-0.6632328,-0.5154251,-0.1478077
26,0.5009191,0.4056227,"('hardhearted', 'benevolent')",2.9210818,2.7556858,1.4586477,1.2746861,1.5498842,1.3034046,1.6076332,1.4348497,0.1727835
10,-0.4990119,-0.7269185,"('unsympathetic', 'sympathetic')",-0.68914807,-0.99778515,-1.2843734,-1.3654349,-0.17201659,-0.28069785,-0.6611375,-0.8427091,0.1815716
58,0.49746504,0.4984889,"('undiscriminating', 'discriminating')",0.06535716,0.11597898,0.37854597,0.44796348,0.14431913,0.1946978,0.2714218,0.3142823,-0.0428605
0,0.4719247,0.3432852,"('unsociable', 'sociable')",-0.10294177,-0.1540148,-0.54971683,-0.55170953,-0.62685716,-0.6061792,-0.2018978,-0.2421546,0.0402568
76,-0.4513269,-0.4962089,"('anxious', 'daring')",0.48796684,0.7249976,-0.22374712,-0.10034196,-0.23937556,-0.050619006,-0.1066207,0.0194569,-0.1260776
55,-0.43526587,-0.5201201,"('incompetent', 'clever')",-0.5584208,-0.5952293,-1.4394779,-1.4232253,-0.49651235,-0.46132898,-0.7324193,-0.7499759,0.0175566
53,0.42533523,0.3807879,"('uncreative', 'creative')",0.24587967,0.49147362,-0.20921302,-0.16084884,1.574675,1.6144423,0.5091692,0.5814638,-0.0722946
