,best_male,best_female,tuple,buy_male,buy_female,company_male,company_female,inc_male,inc_female,average_male,average_female,male-female
2,-0.062050592,0.14694157,"('unlikable', 'likable')",0.4197241,0.6878589,0.5942594,0.76042736,0.56157875,0.6567989,0.3783779,0.5630067,-0.1846288
4,0.05977243,0.14962538,"('disliked', 'liked')",1.0719968,1.0487698,-0.9415672,-0.86780983,-6.9703326,-6.786989,-1.6950326,-1.6141009,-0.0809317
0,-0.04043884,-0.040922984,"('unsociable', 'sociable')",0.40685126,0.2527992,0.84371686,0.8859196,-0.58501834,-0.6008549,0.1562777,0.1242352,0.0320425
41,-0.031198993,0.33798155,"('unforgiving', 'forgiving')",0.27852535,0.7200146,0.37563604,0.67762107,-0.009149428,0.18304695,0.1534532,0.479666,-0.3262128
64,-0.030943565,0.0047529973,"('shy', 'confident')",0.79878056,0.6499986,0.5614229,0.51939917,-7.282095,-6.9996715,-1.4882088,-1.4563801,-0.0318287
66,0.027089978,0.01203226,"('inactive', 'active')",-0.5659492,-0.52281064,-0.89258415,-0.8507626,0.5070163,0.5091188,-0.2311068,-0.2131056,-0.0180012
75,-0.02339897,0.15265343,"('meek', 'impulsive')",-0.6058447,-0.26029152,-1.0685776,-0.8823284,-0.6907007,-0.6078538,-0.5971305,-0.3994551,-0.1976754
44,0.014265433,0.068607286,"('prejudiced', 'unprejudiced')",0.2934801,0.34448522,-0.32894415,-0.3597535,-2.0253968,-1.7766366,-0.5116489,-0.4308244,-0.0808245
59,-0.0057560033,0.09467969,"('foolish', 'wise')",-0.25571224,-0.0411131,-1.6761881,-1.5642749,0.5714743,0.5728739,-0.3415455,-0.2344586,-0.1070869
58,-0.0030837357,0.028910808,"('undiscriminating', 'discriminating')",0.45248216,0.5508188,0.6775665,0.65196836,0.3267712,0.3834436,0.363434,0.4037854,-0.0403514
