,aes_male,aes_female,tuple,corp_male,corp_female,average_male,average_female,male-female
83,-0.8579486,-0.9442379,"('powerless', 'powerful')",-1.0337529,-0.99652797,-0.9458507,-0.9703829,0.0245322
75,-0.8481963,-0.76411736,"('meek', 'impulsive')",-0.6931067,-0.7192866,-0.7706515,-0.741702,-0.0289495
16,-0.83069277,-0.6487916,"('unpopular', 'popular')",0.40619418,0.5318701,-0.2122493,-0.0584607,-0.1537886
42,-0.78682536,-0.5563772,"('unreliable', 'reliable')",-3.676022,-3.830039,-2.2314236,-2.1932082,-0.0382154
88,-0.78023994,-0.6300709,"('low', 'eminent')",-0.2020809,-0.30337167,-0.4911604,-0.4667213,-0.0244391
59,-0.7718579,-0.25793433,"('foolish', 'wise')",-0.18487231,0.1186113,-0.4783651,-0.0696615,-0.4087036
20,0.7545917,0.7078349,"('rough', 'thoughtful')",0.7678938,0.73324823,0.7612427,0.7205416,0.0407011
85,-0.70533663,-0.61069435,"('insignificant', 'prestigious')",-0.15198824,-0.41175684,-0.4286624,-0.5112256,0.0825632
80,0.68714297,0.094803765,"('dominated', 'dominating')",-0.51684433,-0.4976491,0.0851493,-0.2014227,0.286572
65,0.6798315,0.61205244,"('insecure', 'secure')",-0.24253292,0.047885112,0.2186493,0.3299688,-0.1113195
39,0.6401147,0.4181989,"('exploitative', 'cooperative')",-0.04128333,0.15417172,0.2994157,0.2861853,0.0132304
22,-0.6218122,-0.6825682,"('untrustworthy', 'trustworthy')",-0.70515066,-0.7428073,-0.6634815,-0.7126877,0.0492062
4,-0.6171444,-0.38403928,"('disliked', 'liked')",-6.5697184,-6.538985,-3.5934315,-3.4615121,-0.1319194
71,-0.5990773,-0.9677793,"('diffident', 'self-confident')",0.4591018,0.4101328,-0.0699877,-0.2788233,0.2088356
24,-0.5769825,-0.89149535,"('dishonest', 'honest')",0.7597276,0.63925964,0.0913725,-0.1261179,0.2174904
73,0.55232793,0.58097583,"('helpless', 'self-reliant')",-3.1791146,-2.9700155,-1.3133934,-1.1945199,-0.1188735
32,-0.5433562,-0.593123,"('unkind', 'kind')",1.0424799,0.55697966,0.2495618,-0.0180717,0.2676335
14,0.5054861,0.24793822,"('antisocial', 'social')",0.22411293,0.06873176,0.3647995,0.158335,0.2064645
44,-0.48019153,-0.46387908,"('prejudiced', 'unprejudiced')",-1.7359205,-1.6721376,-1.1080561,-1.0680083,-0.0400478
35,-0.47839007,0.025571357,"('corrupt', 'incorrupt')",-0.75532,-0.6533955,-0.616855,-0.3139121,-0.3029429
43,-0.47571614,-0.8772359,"('irresponsible', 'responsible')",0.31045833,0.023426998,-0.0826289,-0.4269044,0.3442755
27,-0.46653923,-0.6852147,"('hardhearted', 'softhearted')",1.2565404,0.86499804,0.3950006,0.0898917,0.3051089
81,0.44795737,0.18864128,"('submissive', 'aggressive')",-0.616246,-0.60744244,-0.0841443,-0.2094006,0.1252563
2,0.42271832,0.22211726,"('unlikable', 'likable')",0.4392243,0.1985763,0.4309713,0.2103468,0.2206245
62,0.4204043,0.39385134,"('incompetent', 'brilliant')",0.6101668,0.80964047,0.5152856,0.6017459,-0.0864603
41,-0.39966053,-0.45275405,"('unforgiving', 'forgiving')",0.21526197,-0.22313637,-0.0921993,-0.3379452,0.2457459
34,0.3848608,0.18296596,"('mean', 'honorable')",5.851297,5.895024,3.1180789,3.0389948,0.0790841
45,-0.37420672,-0.7526184,"('incompetent', 'competent')",0.10750282,-0.21559888,-0.133352,-0.4841086,0.3507566
17,-0.3714535,-0.25950527,"('nasty', 'nice')",-0.77499354,-0.5852963,-0.5732235,-0.4224008,-0.1508227
84,0.34239164,0.68833447,"('inferior', 'superior')",0.7487983,0.891968,0.545595,0.7901512,-0.2445562
3,0.34234157,0.07248004,"('repellent', 'pleasant')",1.2236109,1.1961733,0.7829762,0.6343267,0.1486495
69,0.3380643,0.17351437,"('lazy', 'industrious')",-1.0287434,-0.86499965,-0.3453395,-0.3457426,0.0004031
48,0.32419032,0.49739295,"('unintelligent', 'intelligent')",1.0534886,1.1621408,0.6888394,0.8297669,-0.1409275
33,-0.3099038,-0.5162754,"('wrong', 'right')",-0.8080317,-0.8501287,-0.5589677,-0.683202,0.1242343
13,-0.3084029,-0.65382695,"('impolite', 'polite')",-0.67309386,-0.7338395,-0.4907484,-0.6938332,0.2030848
61,0.30148768,0.06164733,"('illogical', 'logical')",0.57135236,0.4023831,0.43642,0.2320152,0.2044048
87,0.2903541,-0.2989093,"('unsuccessful', 'successful')",1.3247002,1.2877948,0.8075272,0.4944428,0.3130844
37,0.28963804,0.1096912,"('fake', 'genuine')",0.23885378,0.014986262,0.2642459,0.0623387,0.2019072
15,-0.27707082,-0.35290945,"('boring', 'funny')",-0.21200868,-0.10798163,-0.2445398,-0.2304455,-0.0140943
21,0.25780874,-0.049397714,"('immoral', 'moral')",-0.35599536,-0.44413778,-0.0490933,-0.2467677,0.1976744
30,0.2450825,0.14731997,"('intolerant', 'tolerant')",0.63641715,0.87600404,0.4407498,0.511662,-0.0709122
12,-0.2395156,-0.4821479,"('unsupportive', 'supportive')",-1.670816,-1.9597839,-0.9551657,-1.2209659,0.2658002
70,-0.21131197,-0.5967416,"('lethargic', 'energetic')",0.29509997,0.07608369,0.041894,-0.2603289,0.3022229
49,-0.19969898,0.38646337,"('unable', 'able')",-0.1253403,0.21707629,-0.1625196,0.3017698,-0.4642894
11,-0.17681107,-0.32749265,"('unhelpful', 'helpful')",1.8931941,1.8093708,0.8581915,0.740939,0.1172525
26,0.17547531,-0.02769547,"('hardhearted', 'benevolent')",1.7548261,1.1860703,0.9651507,0.5791875,0.3859632
40,-0.17026278,-0.20413418,"('stingy', 'generous')",-1.1622833,-1.490373,-0.6662731,-0.8472536,0.1809805
68,0.16280235,0.12036966,"('dependent', 'independent')",-0.122287735,0.07636112,0.0202573,0.0983654,-0.0781081
72,-0.15064773,0.03449975,"('unambitious', 'ambitious')",-0.3057993,-0.43530777,-0.2282235,-0.200404,-0.0278195
50,-0.1456204,0.25024417,"('clumsy', 'skillful')",0.11573231,-0.037551258,-0.014944,0.1063465,-0.1212905
56,0.11747597,0.031164534,"('impractical', 'practical')",-0.69134796,-0.6734711,-0.286936,-0.3211533,0.0342173
7,0.11432623,0.11101852,"('insensitive', 'sensitive')",0.87468845,0.8002435,0.4945073,0.455631,0.0388763
74,-0.104884505,-0.35239917,"('undedicated', 'dedicated')",-0.096466154,-0.6114545,-0.1006753,-0.4819268,0.3812515
55,0.10375564,-0.18625891,"('incompetent', 'clever')",0.7406293,0.42134053,0.4221925,0.1175408,0.3046517
63,-0.094478056,-0.37471747,"('unperceptive', 'insightful')",1.1875063,0.921547,0.5465142,0.2734148,0.2730994
82,-0.08430253,0.16820946,"('poor', 'rich')",6.760824,6.710609,3.3382609,3.4394093,-0.1011484
78,0.06506848,0.11151098,"('nonresilient', 'resilient')",0.37195402,0.41607198,0.2185113,0.2637915,-0.0452802
47,-0.062502384,-0.23755956,"('stupid', 'smart')",5.295397,5.3080425,2.6164472,2.5352416,0.0812056
25,-0.059287213,0.03154,"('egoistic', 'altruistic')",1.0911865,1.0282301,0.5159497,0.5298851,-0.0139354
23,0.05526452,-0.055761013,"('insincere', 'sincere')",6.295808,6.2747393,3.1755362,3.1094892,0.066047
46,-0.05405658,-0.53830314,"('uncompetitive', 'competitive')",-0.60272425,-0.8029111,-0.3283904,-0.6706071,0.3422167
51,-0.04167226,-0.23383966,"('uneducated', 'educated')",1.1339974,0.76063997,0.5461626,0.2634001,0.2827625
58,0.03474142,-0.40571985,"('undiscriminating', 'discriminating')",0.5060881,0.11199197,0.2704147,-0.1468639,0.4172786
64,-0.029683677,-0.31405994,"('shy', 'confident')",-6.5789347,-6.4108386,-3.3043091,-3.3624492,0.0581401
76,-0.020888688,0.056704454,"('anxious', 'daring')",-0.41324842,-0.5022948,-0.2170686,-0.2227952,0.0057266
67,0.017095916,-0.12060665,"('doubtful', 'determined')",-1.0047597,-1.1071022,-0.4938319,-0.6138544,0.1200225
77,0.00731905,-0.22272895,"('unmotivated', 'motivated')",-1.1905828,-1.0575597,-0.5916318,-0.6401443,0.0485125
