,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
64,0.49802375,0.76411015,"('shy', 'confident')",-0.021198198,0.22696675,-0.54888123,-0.17837575,-6.3921027,-6.2556605,-1.6160396,-1.3607398,-0.2552998
11,-0.4952829,-0.8687426,"('unhelpful', 'helpful')",0.751512,0.5169436,-0.9405563,-0.7909897,1.686923,1.8131042,0.250649,0.1675789,0.0830701
50,0.48901463,0.5589343,"('clumsy', 'skillful')",-0.21126136,-0.20275351,1.4618012,1.6355441,0.57269025,0.58368456,0.5780612,0.6438524,-0.0657912
74,-0.46732482,-0.50602406,"('undedicated', 'dedicated')",0.91211784,0.83992743,0.7878275,0.96115124,-0.32599068,-0.23675832,0.2266575,0.2645741,-0.0379166
22,0.46199223,0.299221,"('untrustworthy', 'trustworthy')",0.8707044,0.7048775,-0.119828805,-0.21672744,-1.3546957,-1.4254245,-0.035457,-0.1595133,0.1240563
24,-0.44168594,-0.5821026,"('dishonest', 'honest')",0.070503175,0.23984613,-0.5026598,-0.35027236,-0.02594534,0.22575131,-0.224947,-0.1166944,-0.1082526
17,-0.43348664,-0.37447903,"('nasty', 'nice')",-0.7888267,-0.7811332,-0.08900656,-0.07048333,-0.61369807,-0.62769413,-0.4812545,-0.4634474,-0.0178071
70,0.40713432,-0.27846292,"('lethargic', 'energetic')",0.6527639,0.381719,0.365256,0.21694681,-0.31385326,-0.42635673,0.2778252,-0.0265385,0.3043637
62,-0.40642458,-0.8423359,"('incompetent', 'brilliant')",1.1265496,0.9767152,-0.43729642,-0.30335498,-0.733466,-0.68871355,-0.1126594,-0.2144223,0.1017629
79,0.40511042,0.3966186,"('wavering', 'unwavering')",-1.4401299,-1.5340127,0.6707532,0.37380475,0.4420477,0.18587859,0.0194454,-0.1444277,0.1638731
43,-0.40393704,-0.7626443,"('irresponsible', 'responsible')",1.2256054,1.1764221,-0.36404604,-0.1478698,-0.0073758103,0.17575689,0.1125616,0.1104162,0.0021454
68,0.3718493,0.5268911,"('dependent', 'independent')",-0.7973206,-0.7059088,-0.94901145,-0.763468,-1.6766165,-1.6368998,-0.7627748,-0.6448464,-0.1179284
19,0.35646978,0.36509138,"('inhospitable', 'hospitable')",0.2355461,0.077016816,-0.5759113,-0.55210435,0.5058872,0.44232658,0.1304979,0.0830826,0.0474153
49,-0.35446644,-0.334303,"('unable', 'able')",-1.1256001,-0.92937934,-0.08599818,0.03648606,-0.583643,-0.47249714,-0.5374269,-0.4249234,-0.1125035
54,-0.33934674,-0.32645682,"('incapable', 'capable')",-0.77044487,-0.74235356,0.62403405,0.7637856,1.121601,1.2720804,0.1589608,0.2417639,-0.0828031
78,-0.33353698,-0.7826369,"('nonresilient', 'resilient')",0.010643665,-0.258613,0.7529957,0.7983022,0.9397815,0.6876617,0.342471,0.1111785,0.2312925
37,0.29242164,0.16693884,"('fake', 'genuine')",-0.0786256,-0.055287983,-0.36343738,-0.3189924,0.15675306,0.25083977,0.0017779,0.0108746,-0.0090967
29,-0.27499574,-0.36891368,"('unfair', 'fair')",-0.4934769,-0.7610992,-0.41735268,-0.4878745,-0.93246853,-1.0060208,-0.5295734,-0.655977,0.1264036
82,-0.24426565,-0.58307594,"('poor', 'rich')",-0.0074329674,0.003152892,0.020970479,-0.10001543,5.107122,5.1878767,1.2190984,1.1269846,0.0921138
33,-0.22874492,-0.039489795,"('wrong', 'right')",0.345486,0.4055943,0.49239954,0.669399,-0.54534465,-0.45241934,0.015949,0.145771,-0.129822
39,-0.22678524,0.16013257,"('exploitative', 'cooperative')",0.34716782,0.5472148,-0.34505165,-0.032370497,-0.013918675,0.34894583,-0.0596469,0.2559807,-0.3156276
63,-0.2260599,-0.7920333,"('unperceptive', 'insightful')",1.2152885,0.6588774,1.3887225,1.3979526,0.44942147,0.21628173,0.7068431,0.3702696,0.3365735
27,-0.20359986,-0.10319361,"('hardhearted', 'softhearted')",-0.51964396,-0.52714455,-0.37957144,-0.39271173,0.58526826,0.6240436,-0.1293868,-0.0997516,-0.0296352
58,-0.19418618,-0.5172796,"('undiscriminating', 'discriminating')",-0.08505225,-0.24728501,0.24220502,0.12682714,0.47756025,0.31892642,0.1101317,-0.0797028,0.1898345
36,-0.19106548,0.070665106,"('hostile', 'amicable')",-1.2184117,-1.3659967,0.19247353,-0.1678271,0.8116481,0.66300094,-0.1013389,-0.2000394,0.0987005
35,0.19029431,0.5866402,"('corrupt', 'incorrupt')",-1.750106,-1.6528462,-0.21559003,-0.48470578,0.05820857,-0.057162847,-0.4292983,-0.4020187,-0.0272796
56,-0.17792526,-0.5608452,"('impractical', 'practical')",1.6927828,1.7370389,-0.42933512,-0.18242353,-1.3036586,-1.063122,-0.054534,-0.017338,-0.037196
2,-0.17166497,9.82061e-05,"('unlikable', 'likable')",-0.28669593,-0.12421998,0.911883,1.053821,0.6571746,0.8946212,0.2776742,0.4560801,-0.1784059
3,0.16915207,-0.056143936,"('repellent', 'pleasant')",-0.80509514,-0.8908495,-0.75377244,-0.7622143,0.31838095,0.27602786,-0.2678336,-0.358295,0.0904614
21,-0.1456917,-0.2649056,"('immoral', 'moral')",-0.11151566,-0.111687094,-0.4793632,-0.062852964,-1.6325945,-1.386744,-0.5922912,-0.4565474,-0.1357438
14,0.12045108,-0.34806487,"('antisocial', 'social')",1.1125114,0.84836566,1.0976644,1.2137214,-0.74681973,-0.565716,0.3959518,0.2870765,0.1088753
65,-0.11998728,-0.16354682,"('insecure', 'secure')",1.0490444,1.0581098,-0.12518676,0.092375845,-1.0052876,-0.7561979,-0.0503543,0.0576852,-0.1080395
84,-0.1198683,-0.15440962,"('inferior', 'superior')",0.9467621,0.9886262,0.81736314,0.9962929,0.39107472,0.64376616,0.5088329,0.6185689,-0.109736
66,-0.11915161,-0.18529727,"('inactive', 'active')",-1.4608977,-1.3998904,1.2923275,1.301349,1.8086902,1.673403,0.3802421,0.3473911,0.032851
45,0.118474044,-0.6019318,"('incompetent', 'competent')",1.2772429,0.85664546,0.8715099,0.5743773,-0.40707743,-0.6711006,0.4650373,0.0394976,0.4255397
47,-0.1139408,-0.39406237,"('stupid', 'smart')",0.55184805,0.515018,0.67285055,0.61270267,4.0368304,4.246639,1.2868971,1.2450743,0.0418228
51,0.10960955,-0.1474584,"('uneducated', 'educated')",0.65631354,0.51605666,0.19884703,0.47198465,-0.52925044,-0.41363832,0.1088799,0.1067361,0.0021438
81,0.08093343,-0.26270583,"('submissive', 'aggressive')",0.25935438,0.18837589,-0.22254954,0.10889409,-1.6721009,-1.489776,-0.3885907,-0.363803,-0.0247877
4,0.07497199,0.08509607,"('disliked', 'liked')",-1.268079,-1.4467872,0.06866054,-0.15634114,-6.5959587,-6.835241,-1.9301013,-2.0883183,0.158217
34,0.064584,-0.020590406,"('mean', 'honorable')",-0.7120756,-0.7354721,0.42165017,0.29221678,5.550505,5.6846924,1.3311659,1.3052117,0.0259542
5,-0.062254116,0.19377682,"('distant', 'outgoing')",-0.8667761,-0.8200711,0.5129838,0.28312403,0.41037455,0.27382815,-0.001418,-0.0173355,0.0159175
15,-0.06133367,-0.0035386123,"('boring', 'funny')",0.26661354,0.28857332,0.33000392,0.2541775,0.12452559,0.2591311,0.1649524,0.1995858,-0.0346334
59,0.05762742,0.5032255,"('foolish', 'wise')",-0.5064323,-0.40076855,1.3021612,1.3881159,0.0018542707,0.070040256,0.2138027,0.3901533,-0.1763506
31,-0.033556905,0.26151252,"('evil', 'good')",-1.9758813,-2.0515213,0.020396933,-0.36753443,-0.25285456,-0.6252164,-0.560474,-0.6956899,0.1352159
71,-0.019272823,0.033140693,"('diffident', 'self-confident')",0.09365339,0.10063543,0.504053,0.48492828,0.1604568,0.16061656,0.1847226,0.1948303,-0.0101077
