,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
8,-2.1552775,-1.7968591,"('unaffectionate', 'affectionate')",0.6590161,0.663763,0.82967573,0.9128649,1.4147384,1.5018423,0.1870382,0.3204027,-0.1333645
53,-2.104218,-1.8383023,"('uncreative', 'creative')",0.10032019,0.3222132,0.64139456,0.7628655,1.0986973,1.0510737,-0.0659515,0.0744625,-0.140414
1,-2.0760853,-2.057004,"('unfriendly', 'friendly')",-0.44438827,-0.58037436,0.65462244,0.6664605,1.7737172,1.7212833,-0.0230335,-0.0624086,0.0393751
9,-2.070406,-1.8198447,"('unaffectionate', 'caring')",0.70683783,0.6897105,0.6805178,0.84956473,1.5175474,1.5995944,0.2086243,0.3297562,-0.1211319
48,-1.7276225,-1.9242471,"('unintelligent', 'intelligent')",0.42549637,0.22435388,-0.78766686,-0.39995533,-1.4251258,-1.2743868,-0.8787297,-0.8435588,-0.0351709
28,-1.7166054,-1.8366153,"('disloyal', 'loyal')",-0.16479078,-0.16370791,-0.18536964,-0.06675021,0.29561424,0.50199956,-0.4427879,-0.3912685,-0.0515194
57,-1.5770522,-1.9083325,"('unimaginative', 'imaginative')",0.337897,0.25670063,0.039768815,0.037800536,-2.6894488,-2.93965,-0.9722089,-1.1383703,0.1661614
44,1.5667993,1.8401873,"('prejudiced', 'unprejudiced')",-2.3315077,-2.047956,-1.7803075,-1.722384,-1.795641,-1.5843117,-1.0851642,-0.8786161,-0.2065481
86,-1.3478214,-1.7182637,"('uninfluential', 'influential')",1.6464359,1.5854174,0.3805779,0.50903153,-0.6991199,-0.82848984,-0.0049819,-0.1130762,0.1080943
77,-1.3453088,-1.5475351,"('unmotivated', 'motivated')",0.15766205,0.038320497,-0.37166864,-0.10078175,-0.6262511,-0.65396315,-0.5463916,-0.5659899,0.0195983
32,-1.3426166,-1.433639,"('unkind', 'kind')",-0.33996755,-0.4057792,0.15634948,0.4251775,0.38591453,0.7629138,-0.28508,-0.1628318,-0.1222482
73,1.2739755,1.7733313,"('helpless', 'self-reliant')",1.089556,1.2710665,-0.36433616,-0.27398312,-3.2112203,-3.140644,-0.3030062,-0.0925573,-0.2104489
0,-1.2309308,-1.7611507,"('unsociable', 'sociable')",1.0082746,0.57351774,0.4887315,0.7031169,-0.27776325,-0.18942726,-0.002922,-0.1684859,0.1655639
25,-1.2238331,-0.8036892,"('egoistic', 'altruistic')",-0.27510032,-0.15781899,0.49235392,0.6235542,1.1986009,1.4262904,0.0480053,0.2720841,-0.2240788
72,-1.1706208,-1.0181037,"('unambitious', 'ambitious')",0.59461397,0.72163326,-0.8365912,-0.689171,-1.1296952,-0.9900075,-0.6355733,-0.4939122,-0.1416611
23,-1.1157082,-1.587462,"('insincere', 'sincere')",0.87460536,0.5804509,-0.22771752,-0.13145223,4.9203234,5.1448784,1.1128757,1.0016038,0.1112719
10,-1.0881206,-1.5592103,"('unsympathetic', 'sympathetic')",0.22630255,0.19278389,-0.23356189,-0.0039619505,0.006435998,0.07433046,-0.272236,-0.3240145,0.0517785
85,-1.0459725,-0.5946327,"('insignificant', 'prestigious')",-1.3834574,-1.3507618,1.1635367,1.1342294,0.59504515,0.66927767,-0.167712,-0.0354719,-0.1322401
18,-1.0323169,-0.5278597,"('disagreeable', 'welcoming')",-0.27069068,-0.32602474,0.5378047,0.7175698,-0.768626,-0.6445212,-0.3834572,-0.195209,-0.1882482
61,-0.9445944,-1.2211529,"('illogical', 'logical')",0.1518269,-0.10490358,0.6135626,0.5308201,-0.15806904,-0.31018338,-0.0843185,-0.2763549,0.1920364
16,-0.88073415,-0.8126108,"('unpopular', 'popular')",-2.3722968,-2.3131907,-0.019268095,-0.068463795,0.34497702,0.20984891,-0.7318305,-0.7461041,0.0142736
60,-0.87485987,-1.2714806,"('inefficient', 'efficient')",1.3322281,1.3064935,-0.6442365,-0.24441785,-1.0552608,-0.72367996,-0.3105323,-0.2332712,-0.0772611
40,-0.8507543,-0.7650555,"('stingy', 'generous')",0.47551584,0.3210656,-0.40284723,-0.34285113,-2.3683033,-2.4811199,-0.7865973,-0.8169903,0.030393
52,-0.8453535,-0.40373582,"('irrational', 'rational')",-0.9719141,-0.96496093,0.43805704,0.3732534,0.0073058372,0.030069198,-0.3429762,-0.2413435,-0.1016327
88,-0.80058384,-0.88307035,"('low', 'eminent')",-0.63594455,-0.5988735,-0.16755629,0.026444584,-0.978428,-0.7606197,-0.6456282,-0.5540298,-0.0915984
41,-0.7921742,-0.97111475,"('unforgiving', 'forgiving')",0.30976322,-0.08383436,0.08291367,-0.09886448,-0.041805208,-0.29958722,-0.1103256,-0.3633502,0.2530246
67,0.7445445,0.7990189,"('doubtful', 'determined')",-0.06858691,0.077501655,0.3050227,0.45223853,-0.7454108,-0.51598656,0.0588924,0.2031931,-0.1443007
83,-0.7361984,-0.73727584,"('powerless', 'powerful')",-0.6821979,-0.5178075,-0.30295286,-0.034987725,-1.5327368,-1.366996,-0.8135215,-0.6642668,-0.1492547
7,-0.7359055,-0.9784051,"('insensitive', 'sensitive')",1.9166507,1.7797683,0.09170165,0.1024034,0.004706001,0.07443599,0.3192882,0.2445507,0.0747375
87,0.6794592,0.33463117,"('unsuccessful', 'successful')",0.012029607,-0.1776115,2.4106698,2.4863708,0.9253923,0.83416647,1.0068877,0.8693892,0.1374985
46,-0.67440176,-1.3244615,"('uncompetitive', 'competitive')",0.5836255,0.4081727,0.23994404,0.33838236,-0.39326212,-0.5547326,-0.0610236,-0.2831597,0.2221361
13,0.65350944,0.41777816,"('impolite', 'polite')",0.7955746,0.564802,-0.31850088,-0.09676401,-0.25383973,-0.20472778,0.2191859,0.1702721,0.0489138
55,-0.5971326,-0.94682914,"('incompetent', 'clever')",1.8880608,1.8901312,-0.0027510673,0.2928179,-0.9932579,-0.8371336,0.0737298,0.0997466,-0.0260168
80,0.5970744,0.12694038,"('dominated', 'dominating')",0.95202535,0.8081439,0.011404157,0.043403044,-1.3803871,-1.3581336,0.0450292,-0.0949116,0.1399408
69,0.5850382,1.1447436,"('lazy', 'industrious')",-0.21105157,0.09457936,0.8064664,0.675761,-0.040572427,0.002816312,0.2849702,0.4794751,-0.1945049
42,0.57157516,0.7350271,"('unreliable', 'reliable')",-0.078444645,0.09180797,0.25654957,0.4901245,-3.527305,-3.4389415,-0.6944062,-0.5304955,-0.1639107
38,-0.5660827,-0.7013844,"('untruthful', 'truthful')",-0.5573444,-0.7672722,-0.7438201,-0.76291543,0.19165291,0.2215331,-0.4188986,-0.5025097,0.0836111
6,-0.56520015,-0.3856422,"('distant', 'open')",-0.6793089,-0.7052445,0.6689535,0.3552827,0.5790182,0.39932257,0.0008657,-0.0840704,0.0849361
12,-0.5628466,-0.65299416,"('unsupportive', 'supportive')",1.5798756,1.2395779,0.9145729,1.1783383,-1.8408991,-1.9197508,0.0226757,-0.0387072,0.0613829
76,-0.55345047,-0.69895995,"('anxious', 'daring')",0.17293698,0.35374916,0.58272403,0.7752427,-0.5871027,-0.38907844,-0.096223,0.0102384,-0.1064614
30,0.549539,0.43153888,"('intolerant', 'tolerant')",1.8275113,1.8981478,0.15212452,0.3266055,-0.39058423,-0.05825997,0.5346476,0.6495081,-0.1148605
75,0.53369427,0.6663517,"('meek', 'impulsive')",-0.88070136,-0.89062977,-0.24107328,-0.5812705,0.23794217,-0.07303603,-0.0875346,-0.2196462,0.1321116
26,-0.52421,-0.69312066,"('hardhearted', 'benevolent')",0.6282702,0.60978717,3.1409762,3.1475024,2.0254357,2.1413665,1.317618,1.3013839,0.0162341
20,-0.50438094,-0.6690312,"('rough', 'thoughtful')",0.5680211,0.4586365,0.1348381,0.31259844,-0.49094605,-0.38752428,-0.0731169,-0.0713301,-0.0017868
