,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
53,-0.18208969,-0.40101656,"('uncreative', 'creative')",0.86680603,0.9476113,1.016437,1.0082842,0.5670511,0.518293,0.0487581
20,0.18152921,0.08282754,"('rough', 'thoughtful')",-0.31080824,-0.38040906,1.0979432,1.2107223,0.3228881,0.3043803,0.0185078
77,-0.13237098,-0.25244644,"('unmotivated', 'motivated')",0.8060012,0.80313885,-1.0173007,-1.0828212,-0.1145568,-0.1773763,0.0628195
64,0.10738681,0.3093133,"('shy', 'confident')",0.5055473,0.56078726,-6.5778904,-6.4867663,-1.9883188,-1.8722219,-0.1160969
59,0.09749595,0.2860117,"('foolish', 'wise')",0.43543443,0.5064673,0.50438476,0.77926785,0.3457717,0.5239156,-0.1781439
82,0.07459436,0.06474588,"('poor', 'rich')",0.45697922,0.2879889,6.05596,5.845239,2.1958447,2.0659912,0.1298535
26,0.065888956,0.45011914,"('hardhearted', 'benevolent')",0.6876397,0.9303234,1.1768607,1.4518878,0.6434631,0.9441102,-0.3006471
5,0.058440242,-0.35203242,"('distant', 'outgoing')",0.09288377,0.033802696,0.20079356,0.14663666,0.1173725,-0.0571977,0.1745702
37,-0.0488457,0.12778892,"('fake', 'genuine')",0.07182399,0.19569442,0.5727352,0.6747273,0.1985712,0.3327369,-0.1341657
83,-0.043042425,0.16485469,"('powerless', 'powerful')",1.3086725,1.3763126,-0.6808421,-0.66707456,0.1949293,0.2913642,-0.0964349
27,0.04088587,-0.18916997,"('hardhearted', 'softhearted')",0.21785277,0.36004543,1.4916065,1.4735465,0.5834484,0.5481406,0.0353078
85,0.039858475,-0.20102814,"('insignificant', 'prestigious')",0.9461984,1.0649014,0.38295943,0.6550282,0.4563388,0.5063005,-0.0499617
79,-0.019661086,-0.12564957,"('wavering', 'unwavering')",-0.3947284,-0.23630819,0.15799904,0.22844271,-0.0854635,-0.044505,-0.0409585
41,0.019180356,0.25333846,"('unforgiving', 'forgiving')",-0.10884421,0.018293759,-0.22588183,-0.16341336,-0.1051819,0.036073,-0.1412549
3,0.017040739,0.06892984,"('repellent', 'pleasant')",0.021943972,0.03448957,0.15431264,0.21380079,0.0644325,0.1057401,-0.0413076
