,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
39,2.564879,2.9492962,"('exploitative', 'cooperative')",0.4965541,0.65789217,0.05553911,0.2763856,1.0389907,1.2945247,-0.255534
24,2.1101115,2.1540086,"('dishonest', 'honest')",-0.13611093,-0.04335144,0.94613266,0.8675158,0.9733777,0.9927243,-0.0193466
71,1.8289691,1.7882217,"('diffident', 'self-confident')",2.1582355,2.2516668,0.82240844,0.8822434,1.6032044,1.6407105,-0.0375061
73,1.6428676,1.4259204,"('helpless', 'self-reliant')",0.6892909,0.5783601,-2.958681,-3.0229113,-0.2088408,-0.3395436,0.1307028
74,1.5280011,1.6335427,"('undedicated', 'dedicated')",-0.5783991,-0.5150289,-0.1551794,-0.15606797,0.2648075,0.3208153,-0.0560078
42,1.4996734,1.3949636,"('unreliable', 'reliable')",1.062367,1.0862968,-2.3604982,-2.3274112,0.0671807,0.051283,0.0158977
13,1.4318424,1.892141,"('impolite', 'polite')",-0.07537429,0.16369905,-0.16062868,-0.097753145,0.3986132,0.6526956,-0.2540824
76,1.3962983,1.5250343,"('anxious', 'daring')",1.4115607,1.4182367,0.691511,0.66484034,1.1664566,1.2027038,-0.0362472
70,1.3887789,1.2356641,"('lethargic', 'energetic')",0.8015053,0.8812829,0.92058206,0.7811794,1.0369554,0.9660422,0.0709132
61,1.3409492,1.2800865,"('illogical', 'logical')",-0.14966369,-0.1322729,0.24389313,0.26811832,0.4783929,0.4719773,0.0064156
12,1.2904131,1.3785945,"('unsupportive', 'supportive')",1.841499,2.0416822,-1.2300348,-1.2381532,0.6339591,0.7273745,-0.0934154
60,1.2641951,1.679843,"('inefficient', 'efficient')",0.8902768,0.84307754,0.2412503,0.14675832,0.7985741,0.889893,-0.0913189
56,1.1780192,1.4319817,"('impractical', 'practical')",1.2735502,1.2940001,0.032443933,-0.03740304,0.8280044,0.8961929,-0.0681885
38,1.1742662,1.2167847,"('untruthful', 'truthful')",0.41726124,0.45792276,0.40055424,0.36179098,0.6640272,0.6788328,-0.0148056
62,1.1656041,1.2357231,"('incompetent', 'brilliant')",0.88356364,0.7575834,0.66695285,0.37627667,0.9053735,0.789861,0.1155125
63,1.1644479,1.2806759,"('unperceptive', 'insightful')",1.7057495,1.81606,1.5641205,1.4901217,1.4781059,1.5289526,-0.0508467
9,1.1311166,0.98565215,"('unaffectionate', 'caring')",1.2102671,1.3650293,1.4191803,1.4017296,1.2535213,1.2508037,0.0027176
31,-1.0721015,-1.4432814,"('evil', 'good')",-1.3778973,-1.3868003,-1.1983017,-1.0374418,-1.2161002,-1.2891746,0.0730744
72,1.0415337,1.0634471,"('unambitious', 'ambitious')",1.2415681,1.2453308,-0.6313225,-0.792214,0.5505931,0.5055213,0.0450718
23,1.0248535,1.2285444,"('insincere', 'sincere')",1.2171952,1.319686,6.070054,5.9419756,2.7707011,2.8300686,-0.0593675
22,0.90290177,0.7752013,"('untrustworthy', 'trustworthy')",-0.56956315,-0.55169386,-0.9586438,-0.98725766,-0.2084351,-0.2545834,0.0461483
10,0.8817725,1.0277658,"('unsympathetic', 'sympathetic')",-0.033311766,0.18521214,-0.10433332,-0.11137505,0.2480425,0.3672009,-0.1191584
16,-0.8540837,-0.9306046,"('unpopular', 'popular')",-0.7153928,-0.7554139,0.2523285,0.41815773,-0.4390494,-0.4226203,-0.0164291
36,-0.83958143,-1.0159247,"('hostile', 'amicable')",-1.0462782,-0.89179546,-0.08500276,0.15619859,-0.6569542,-0.5838405,-0.0731137
40,0.8384957,0.5753394,"('stingy', 'generous')",0.4745959,0.43826386,-1.5006012,-1.5641634,-0.0625032,-0.1835201,0.1210169
4,-0.8352809,-0.8313542,"('disliked', 'liked')",-0.117723145,-0.11126426,-6.4039807,-6.3512006,-2.4523282,-2.431273,-0.0210552
81,0.8168782,1.0803355,"('submissive', 'aggressive')",0.71383244,0.69273084,-0.53028125,-0.68505764,0.3334765,0.3626695,-0.029193
78,-0.802218,-0.66273105,"('nonresilient', 'resilient')",1.2851074,1.3058628,0.5016331,0.40697235,0.3281742,0.3500347,-0.0218605
43,0.7911396,1.0952176,"('irresponsible', 'responsible')",0.69959855,0.82905877,0.51756227,0.54306364,0.6694334,0.8224467,-0.1530133
49,-0.75889766,-0.7106302,"('unable', 'able')",-0.64227366,-0.5962326,-0.06779395,0.026276987,-0.4896551,-0.426862,-0.0627931
30,0.75590384,1.0051795,"('intolerant', 'tolerant')",1.5198052,1.6756169,0.91216964,1.0571767,1.0626263,1.2459911,-0.1833648
66,0.74765056,0.45491558,"('inactive', 'active')",0.22679809,0.2909315,1.0851207,1.3052019,0.6865231,0.683683,0.0028401
32,0.73622054,1.1546122,"('unkind', 'kind')",0.30275503,0.4496554,1.0213759,1.067785,0.6867838,0.8906842,-0.2039004
44,-0.7332626,-0.9743142,"('prejudiced', 'unprejudiced')",-0.6141523,-0.72523445,-1.2850513,-1.2627788,-0.8774888,-0.9874425,0.1099537
87,0.7099473,0.9086648,"('unsuccessful', 'successful')",1.1347618,1.1179054,0.7898497,0.87332374,0.8781863,0.9666313,-0.088445
11,0.69875795,0.7986145,"('unhelpful', 'helpful')",0.96972567,0.95259184,2.7301857,2.5312076,1.4662231,1.4274713,0.0387518
58,0.69110984,0.52344036,"('undiscriminating', 'discriminating')",0.5750255,0.6023021,0.19310378,0.13691136,0.486413,0.4208846,0.0655284
57,-0.67290264,-0.6482173,"('unimaginative', 'imaginative')",0.32844883,0.5234498,-2.440217,-2.4001348,-0.9282236,-0.8416341,-0.0865895
52,-0.64558744,-0.54234153,"('irrational', 'rational')",-0.21140864,-0.093275,-0.3394765,-0.16621748,-0.3988242,-0.267278,-0.1315462
15,-0.5987281,-0.93580806,"('boring', 'funny')",-0.10500103,-0.09836193,0.27850658,0.2327021,-0.1417409,-0.267156,0.1254151
69,-0.59481716,-0.83863366,"('lazy', 'industrious')",0.4087873,0.4157167,-0.62749976,-0.3663689,-0.2711765,-0.2630953,-0.0080812
51,0.5655607,0.6374757,"('uneducated', 'educated')",-0.0019174516,-0.12935883,0.18493447,0.06406882,0.2495259,0.1907286,0.0587973
54,0.55295306,0.40041822,"('incapable', 'capable')",0.473176,0.45921132,1.2929454,1.3240732,0.7730248,0.7279009,0.0451239
0,-0.54293966,-0.24747695,"('unsociable', 'sociable')",0.052840784,0.14568014,-0.5970577,-0.6073199,-0.3623855,-0.2363722,-0.1260133
2,0.507653,0.4346651,"('unlikable', 'likable')",1.1327182,1.1381927,0.86083657,0.8827081,0.8337359,0.818522,0.0152139
18,0.5067062,0.6382975,"('disagreeable', 'welcoming')",-0.55734354,-0.38570458,-0.4266484,-0.27996182,-0.1590953,-0.009123,-0.1499723
65,0.5013354,0.7935229,"('insecure', 'secure')",-0.21663553,-0.22416307,-0.21483858,-0.25046486,0.0232871,0.1062983,-0.0830112
33,0.4883615,0.26777917,"('wrong', 'right')",0.27692324,0.29541123,-0.47447166,-0.45061386,0.0969377,0.0375255,0.0594122
50,0.48250043,0.44452593,"('clumsy', 'skillful')",-0.02027313,0.01412059,0.55165815,0.583782,0.3379618,0.3474762,-0.0095144
84,0.48078218,0.27754468,"('inferior', 'superior')",-0.86903685,-1.0319325,0.73492527,0.6176214,0.1155569,-0.0455888,0.1611457
7,0.4736102,0.69876516,"('insensitive', 'sensitive')",1.0872109,1.3712296,0.820384,0.9568438,0.793735,1.0089463,-0.2152113
17,0.43481192,0.34325108,"('nasty', 'nice')",0.13936287,0.28025755,-0.42081144,-0.28628266,0.0511211,0.1124087,-0.0612876
29,-0.39455068,-0.6544064,"('unfair', 'fair')",-0.114763014,-0.22023952,-0.48627546,-0.47817588,-0.331863,-0.4509406,0.1190776
35,0.39364475,0.19638586,"('corrupt', 'incorrupt')",-1.6216878,-1.7304999,-0.5111107,-0.46376646,-0.579718,-0.6659602,0.0862422
80,0.39083928,0.6053761,"('dominated', 'dominating')",-0.33067074,-0.4642876,-1.1664087,-1.2609173,-0.3687467,-0.3732763,0.0045296
75,-0.38949803,-0.8629088,"('meek', 'impulsive')",-0.090630665,-0.24861133,-0.18333219,-0.33675155,-0.2211536,-0.4827572,0.2616036
28,0.37440658,0.72037977,"('disloyal', 'loyal')",0.29109964,0.39121103,0.841822,0.85504997,0.5024428,0.6555469,-0.1531041
48,-0.36306852,-0.41925406,"('unintelligent', 'intelligent')",-0.114266,-0.098659694,0.4829843,0.40207475,0.0018833,-0.038613,0.0404963
21,0.3504235,0.798682,"('immoral', 'moral')",0.9314323,1.1559029,-0.7259236,-0.6278177,0.1853107,0.4422557,-0.256945
46,0.3434795,0.4792483,"('uncompetitive', 'competitive')",0.5327748,0.61417735,-0.5641599,-0.6372925,0.1040315,0.1520444,-0.0480129
88,-0.33267364,-0.059795383,"('low', 'eminent')",-0.8876672,-0.88606286,0.1636521,0.04171841,-0.3522296,-0.3013799,-0.0508497
45,0.3255821,0.24996528,"('incompetent', 'competent')",-0.20343086,-0.17898902,-0.3782216,-0.36431187,-0.0853568,-0.0977785,0.0124217
68,0.32347664,0.38025355,"('dependent', 'independent')",-1.5203362,-1.6156713,-0.3782141,-0.38096023,-0.5250245,-0.5387926,0.0137681
25,0.30657786,0.11811986,"('egoistic', 'altruistic')",0.16983862,0.14126894,1.2656451,1.400808,0.5806872,0.5533989,0.0272883
1,0.30321878,0.22207175,"('unfriendly', 'friendly')",0.29503447,0.44758117,1.785145,1.8387526,0.7944661,0.8361352,-0.0416691
14,-0.30314314,0.39256063,"('antisocial', 'social')",1.0327106,1.2234781,-1.234544,-0.95545256,-0.1683255,0.2201954,-0.3885209
8,-0.2896423,-0.6327995,"('unaffectionate', 'affectionate')",-0.15973252,-0.05279873,0.6146309,0.7009341,0.0550854,0.005112,0.0499734
67,-0.27879173,-0.2056597,"('doubtful', 'determined')",0.35872304,0.46750143,-0.47409502,-0.30256355,-0.1313879,-0.0135739,-0.117814
34,-0.27020347,-0.15063746,"('mean', 'honorable')",0.8432529,0.91650987,6.3201585,6.271441,2.297736,2.3457712,-0.0480352
86,0.26419544,0.5704349,"('uninfluential', 'influential')",-0.5377089,-0.33323961,-0.39721534,-0.30295908,-0.2235763,-0.0219213,-0.201655
55,0.21415362,0.32789314,"('incompetent', 'clever')",-0.1719363,-0.17425096,-0.07982791,-0.075292155,-0.0125369,0.0261167,-0.0386536
47,-0.21189708,0.006162375,"('stupid', 'smart')",0.6555656,0.8078294,5.680024,5.706705,2.0412308,2.1735655,-0.1323347
6,0.20400763,-0.15201901,"('distant', 'open')",-0.4162907,-0.4123052,0.64272094,0.7117393,0.1434793,0.0491384,0.0943409
19,0.19530489,-0.10035298,"('inhospitable', 'hospitable')",-0.7494033,-0.62298447,-0.15370125,-0.061583117,-0.2359332,-0.2616402,0.025707
