,schlumberger_male,schlumberger_female,tuple,ltd_male,ltd_female,average_male,average_female,male-female
13,-1.3944199,-1.379187,"('impolite', 'polite')",-0.24836615,-0.777117,-0.821393,-1.0781519,0.2567589
70,-1.3944099,-1.1771238,"('lethargic', 'energetic')",0.3823021,0.3787633,-0.5060539,-0.3991802,-0.1068737
21,-1.3774339,-1.2484399,"('immoral', 'moral')",-1.0799661,-1.0791434,-1.2286999,-1.1637917,-0.0649082
63,-1.375178,-1.4467721,"('unperceptive', 'insightful')",0.8066263,0.5084657,-0.2842758,-0.4691532,0.1848774
28,-1.2822,-1.6000075,"('disloyal', 'loyal')",1.0868136,0.74435234,-0.0976932,-0.4278276,0.3301344
45,-1.2690866,-1.3514072,"('incompetent', 'competent')",0.38815975,-0.029330581,-0.4404634,-0.6903689,0.2499055
1,-1.2677974,-1.4906865,"('unfriendly', 'friendly')",1.378118,1.1674471,0.0551603,-0.1616197,0.21678
53,-1.2394598,-1.2742757,"('uncreative', 'creative')",0.19254705,0.21158567,-0.5234563,-0.531345,0.0078887
62,-1.1877587,-1.2105837,"('incompetent', 'brilliant')",0.5592184,0.3161315,-0.3142701,-0.4472261,0.132956
72,-1.1592692,-1.2717342,"('unambitious', 'ambitious')",-0.25328568,-0.18930393,-0.7062774,-0.7305191,0.0242417
61,-1.159,-1.2101249,"('illogical', 'logical')",-0.18452813,-0.30951968,-0.6717641,-0.7598222,0.0880581
22,-1.1488701,-0.8900067,"('untrustworthy', 'trustworthy')",-1.0646863,-1.0975088,-1.1067781,-0.9937577,-0.1130204
38,-1.1362958,-1.1479989,"('untruthful', 'truthful')",0.2878429,0.35037738,-0.4242265,-0.3988108,-0.0254157
78,-1.1154665,-1.16533,"('nonresilient', 'resilient')",0.09615101,-0.018307125,-0.5096577,-0.5918186,0.0821609
85,1.1006194,0.9945535,"('insignificant', 'prestigious')",-0.33756104,0.0065442435,0.3815292,0.5005489,-0.1190197
32,-1.0990386,-1.1812048,"('unkind', 'kind')",0.6285354,0.32042423,-0.2352516,-0.4303903,0.1951387
75,1.07416,1.0705948,"('meek', 'impulsive')",-0.47590867,-0.2911896,0.2991257,0.3897026,-0.0905769
3,-1.0601523,-0.9323778,"('repellent', 'pleasant')",0.33443886,0.27449784,-0.3628567,-0.32894,-0.0339167
73,1.042928,1.192696,"('helpless', 'self-reliant')",-2.5760715,-2.306251,-0.7665718,-0.5567775,-0.2097943
17,-1.0224757,-0.96333736,"('nasty', 'nice')",-0.64323795,-0.79572135,-0.8328568,-0.8795294,0.0466726
76,-1.0219227,-0.76093495,"('anxious', 'daring')",0.16667753,0.23058254,-0.4276226,-0.2651762,-0.1624464
65,-0.9958118,-1.0377632,"('insecure', 'secure')",0.06923258,-0.07488505,-0.4632896,-0.5563241,0.0930345
88,-0.9939364,-1.2778937,"('low', 'eminent')",0.082168356,-0.06246865,-0.455884,-0.6701812,0.2142972
34,-0.99136937,-0.8185372,"('mean', 'honorable')",4.6835575,4.8253436,1.8460941,2.0034032,-0.1573091
81,-0.93084043,-1.1324894,"('submissive', 'aggressive')",-0.48478523,-0.6418562,-0.7078128,-0.8871728,0.17936
49,-0.893727,-0.7746265,"('unable', 'able')",-0.2011241,-0.07835023,-0.5474256,-0.4264884,-0.1209372
44,0.8669171,1.3318081,"('prejudiced', 'unprejudiced')",-1.6395537,-1.1090105,-0.3863183,0.1113988,-0.4977171
9,-0.86539334,-1.1663349,"('unaffectionate', 'caring')",0.7628184,0.5823956,-0.0512875,-0.2919696,0.2406821
54,-0.8040608,-0.6394366,"('incapable', 'capable')",0.67098397,0.80252737,-0.0665384,0.0815454,-0.1480838
67,0.76249194,0.97300506,"('doubtful', 'determined')",-0.18808554,-0.21763065,0.2872032,0.3776872,-0.090484
14,-0.7578197,-0.77462506,"('antisocial', 'social')",0.031507544,-0.38897064,-0.3631561,-0.5817978,0.2186417
27,-0.7418106,-0.7317843,"('hardhearted', 'softhearted')",-0.22072534,-0.16273874,-0.481268,-0.4472615,-0.0340065
41,-0.73889285,-0.83760583,"('unforgiving', 'forgiving')",-0.07518312,-0.38021624,-0.407038,-0.608911,0.201873
59,0.70026296,0.63026476,"('foolish', 'wise')",0.51908004,0.5649956,0.6096715,0.5976301,0.0120414
51,-0.7000219,-0.8828422,"('uneducated', 'educated')",0.70327914,0.08146136,0.0016286,-0.4006904,0.402319
4,0.60587496,0.3448053,"('disliked', 'liked')",-4.4539084,-4.7626543,-1.9240167,-2.2089245,0.2849078
47,-0.5759308,-0.306618,"('stupid', 'smart')",5.0035143,5.0580726,2.2137918,2.3757272,-0.1619354
30,-0.5662467,-0.5228038,"('intolerant', 'tolerant')",1.085645,0.8862767,0.2596991,0.1817365,0.0779626
37,-0.56261384,-0.4686024,"('fake', 'genuine')",0.012806173,0.02425126,-0.2749038,-0.2221756,-0.0527282
18,-0.5066401,-0.40541825,"('disagreeable', 'welcoming')",-1.3903899,-1.0242275,-0.948515,-0.7148229,-0.2336921
19,-0.49173388,-0.56460327,"('inhospitable', 'hospitable')",-0.59146327,-0.88550955,-0.5415986,-0.7250564,0.1834578
56,-0.48817104,-0.27315742,"('impractical', 'practical')",0.721506,0.5233213,0.1166675,0.1250819,-0.0084144
77,-0.45977557,-0.46477485,"('unmotivated', 'motivated')",-0.7907741,-1.0498701,-0.6252748,-0.7573225,0.1320477
84,0.45113313,0.47214633,"('inferior', 'superior')",0.62566704,0.7081518,0.5384001,0.590149,-0.0517489
74,-0.43480125,-0.39651588,"('undedicated', 'dedicated')",0.21152812,0.18060547,-0.1116366,-0.1079552,-0.0036814
8,-0.42175493,-0.7961081,"('unaffectionate', 'affectionate')",0.7477407,0.6442229,0.1629929,-0.0759426,0.2389355
15,0.40562522,0.22849217,"('boring', 'funny')",0.48788115,0.25616202,0.4467532,0.2423271,0.2044261
68,-0.3827954,-0.21676296,"('dependent', 'independent')",-0.7025531,-0.5359452,-0.5426742,-0.3763541,-0.1663201
82,-0.35608125,-0.22720301,"('poor', 'rich')",5.374124,5.3831525,2.5090213,2.5779748,-0.0689535
39,-0.35604924,-0.052313596,"('exploitative', 'cooperative')",-0.13025822,-0.064015895,-0.2431537,-0.0581647,-0.184989
33,0.35511753,0.20116784,"('wrong', 'right')",-0.4867878,-0.44977513,-0.0658351,-0.1243036,0.0584685
26,-0.3460295,-0.7652,"('hardhearted', 'benevolent')",1.766482,1.4765639,0.7102262,0.355682,0.3545442
5,0.34421107,0.4525995,"('distant', 'outgoing')",-0.27155358,-0.173863,0.0363287,0.1393683,-0.1030396
2,0.34207025,0.45342186,"('unlikable', 'likable')",-0.040776767,0.21937312,0.1506467,0.3363975,-0.1857508
52,0.3212994,-0.013786387,"('irrational', 'rational')",-0.28880605,-0.04923583,0.0162467,-0.0315111,0.0477578
25,0.3113706,0.3260612,"('egoistic', 'altruistic')",0.35631317,0.762379,0.3338419,0.5442201,-0.2103782
71,-0.3013084,-0.41364813,"('diffident', 'self-confident')",0.11310467,-0.3313857,-0.0941019,-0.3725169,0.278415
16,0.27276573,0.38712856,"('unpopular', 'popular')",0.08757247,0.43241858,0.1801691,0.4097736,-0.2296045
64,-0.26313373,-0.32048652,"('shy', 'confident')",-5.679454,-5.811601,-2.9712937,-3.0660439,0.0947502
40,0.24616316,0.03058181,"('stingy', 'generous')",-1.6933559,-1.7495946,-0.7235964,-0.8595064,0.13591
66,-0.21562481,-0.30104506,"('inactive', 'active')",0.5063799,0.46791232,0.1453775,0.0834336,0.0619439
29,-0.19539122,-0.087866716,"('unfair', 'fair')",-0.54164445,-0.5994384,-0.3685178,-0.3436526,-0.0248652
50,-0.13744262,-0.13947695,"('clumsy', 'skillful')",-0.3898379,-0.3343205,-0.2636403,-0.2368987,-0.0267416
58,-0.124487855,-0.1978832,"('undiscriminating', 'discriminating')",0.18737742,-0.0017192364,0.0314448,-0.0998012,0.131246
83,0.096148945,-0.32078424,"('powerless', 'powerful')",-0.94358397,-1.3352871,-0.4237175,-0.8280357,0.4043182
31,0.07739355,0.008764647,"('evil', 'good')",-1.1323681,-0.980229,-0.5274873,-0.4857322,-0.0417551
79,-0.076037996,-0.32241234,"('wavering', 'unwavering')",-0.21411085,-0.17101416,-0.1450744,-0.2467133,0.1016389
36,0.07437448,-0.11984041,"('hostile', 'amicable')",0.2694701,0.23396431,0.1719223,0.0570619,0.1148604
6,0.064150006,0.21256818,"('distant', 'open')",0.02612423,0.23570515,0.0451371,0.2241367,-0.1789996
87,-0.061291665,-0.18718214,"('unsuccessful', 'successful')",1.3007686,0.78028125,0.6197385,0.2965496,0.3231889
20,-0.043238327,-0.01935292,"('rough', 'thoughtful')",1.434811,1.4000123,0.6957864,0.6903297,0.0054567
80,0.02459174,-0.042507734,"('dominated', 'dominating')",-0.5139559,-0.9717867,-0.2446821,-0.5071472,0.2624651
42,-0.0024693906,0.11668769,"('unreliable', 'reliable')",-2.7806356,-2.7461395,-1.3915524,-1.3147259,-0.0768265
