,schlumberger_male,schlumberger_female,tuple,ltd_male,ltd_female,average_male,average_female,male-female
10,-2.8208852,-2.6795316,"('unsympathetic', 'sympathetic')",-0.32942563,-0.46187073,-1.5751554,-1.5707011,-0.0044543
86,-2.498131,-2.840766,"('uninfluential', 'influential')",-0.44962454,-0.75310695,-1.4738778,-1.7969365,0.3230587
12,-2.2119079,-2.2255242,"('unsupportive', 'supportive')",-2.0323691,-1.9652497,-2.1221385,-2.095387,-0.0267515
11,-2.0273755,-2.0312018,"('unhelpful', 'helpful')",1.4467368,1.4458541,-0.2903193,-0.2926739,0.0023546
57,-1.9160519,-2.0431576,"('unimaginative', 'imaginative')",-1.324333,-1.4438342,-1.6201924,-1.7434959,0.1233035
0,-1.7250818,-1.7829481,"('unsociable', 'sociable')",-0.13460788,-0.5028827,-0.9298449,-1.1429155,0.2130706
46,-1.6730771,-1.7037673,"('uncompetitive', 'competitive')",-0.39674178,-0.6593634,-1.0349095,-1.1815653,0.1466558
55,-1.6070389,-1.5129776,"('incompetent', 'clever')",0.38946217,0.18288007,-0.6087884,-0.6650488,0.0562604
35,1.5801156,1.688976,"('corrupt', 'incorrupt')",-0.45078874,-0.34748554,0.5646634,0.6707453,-0.1060819
48,-1.53675,-1.8652953,"('unintelligent', 'intelligent')",0.55649024,0.35050023,-0.4901299,-0.7573975,0.2672676
23,-1.4650868,-1.5500611,"('insincere', 'sincere')",4.703847,4.2842493,1.61938,1.367094,0.252286
24,-1.428309,-1.4381042,"('dishonest', 'honest')",-0.045256883,-0.064798035,-0.7367829,-0.7514511,0.0146682
43,-1.421961,-1.2303736,"('irresponsible', 'responsible')",0.9227156,0.7572276,-0.2496227,-0.236573,-0.0130497
7,-1.4128026,-1.4110112,"('insensitive', 'sensitive')",-0.063033774,-0.47387475,-0.7379182,-0.942443,0.2045248
60,-1.4031668,-1.1225073,"('inefficient', 'efficient')",0.28942436,0.1949252,-0.5568712,-0.4637911,-0.0930801
69,1.3978797,1.4043041,"('lazy', 'industrious')",-0.35946155,0.08246682,0.5192091,0.7433855,-0.2241764
