,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.088584,-2.2365916,"('unfriendly', 'friendly')",1.2003591,1.265953,-0.4441124,-0.4853193,0.0412069
86,-1.9680954,-1.9916683,"('uninfluential', 'influential')",-0.59601414,-0.34685448,-1.2820548,-1.1692615,-0.1127933
53,-1.5935509,-1.6835344,"('uncreative', 'creative')",0.3498657,0.43778697,-0.6218426,-0.6228737,0.0010311
9,-1.582217,-1.5209199,"('unaffectionate', 'caring')",0.75553024,1.0824472,-0.4133434,-0.2192364,-0.194107
8,-1.337377,-1.544513,"('unaffectionate', 'affectionate')",0.5941397,0.67778265,-0.3716186,-0.4333652,0.0617466
77,-1.2778496,-1.0403684,"('unmotivated', 'motivated')",-1.300307,-1.1120406,-1.2890782,-1.0762045,-0.2128737
10,-1.2326995,-1.0750976,"('unsympathetic', 'sympathetic')",-0.5689188,-0.28465092,-0.9008092,-0.6798742,-0.220935
6,-1.1717551,-1.2183425,"('distant', 'open')",-0.44807786,-0.4308027,-0.8099165,-0.8245726,0.0146561
0,-1.164988,-1.1469452,"('unsociable', 'sociable')",-0.081618436,-0.08238915,-0.6233032,-0.6146672,-0.008636
57,-1.1014571,-1.0291885,"('unimaginative', 'imaginative')",-2.738197,-2.7932327,-1.9198271,-1.9112105,-0.0086166
78,-1.0858927,-0.76271313,"('nonresilient', 'resilient')",-0.09636967,0.10661132,-0.5911312,-0.3280509,-0.2630803
44,1.0846642,1.4096141,"('prejudiced', 'unprejudiced')",-1.3866764,-1.2513069,-0.1510061,0.0791536,-0.2301597
46,-1.0525814,-1.0426842,"('uncompetitive', 'competitive')",-0.83568823,-0.923028,-0.9441348,-0.9828561,0.0387213
28,-1.0185491,-1.2106093,"('disloyal', 'loyal')",0.9475161,0.811437,-0.0355165,-0.1995862,0.1640697
23,-0.94355345,-0.91266674,"('insincere', 'sincere')",4.825865,5.206913,1.9411557,2.1471231,-0.2059674
12,-0.91350573,-0.5018706,"('unsupportive', 'supportive')",-2.0607615,-1.9358022,-1.4871336,-1.2188364,-0.2682972
19,-0.9055431,-0.94227046,"('inhospitable', 'hospitable')",-0.6462808,-0.5504068,-0.7759119,-0.7463386,-0.0295733
54,-0.9023041,-0.9066301,"('incapable', 'capable')",0.64399517,0.72255725,-0.1291545,-0.0920364,-0.0371181
2,0.90185285,0.68939656,"('unlikable', 'likable')",0.84799325,0.6496312,0.8749231,0.6695139,0.2054092
48,-0.87046945,-0.75405866,"('unintelligent', 'intelligent')",0.53973466,0.66644967,-0.1653674,-0.0438045,-0.1215629
51,-0.8608085,-0.7688484,"('uneducated', 'educated')",-0.3995322,-0.18186912,-0.6301703,-0.4753588,-0.1548115
63,-0.8572469,-0.69450897,"('unperceptive', 'insightful')",0.30894795,0.5285431,-0.2741495,-0.0829829,-0.1911666
67,0.82724166,0.9263147,"('doubtful', 'determined')",-0.39840478,-0.4529426,0.2144184,0.2366861,-0.0222677
38,-0.8139546,-0.7777095,"('untruthful', 'truthful')",-0.52771777,-0.71763754,-0.6708362,-0.7476735,0.0768373
71,-0.79381,-0.5302067,"('diffident', 'self-confident')",0.31735265,0.5300027,-0.2382287,-0.000102,-0.2381267
73,0.7801844,0.8568928,"('helpless', 'self-reliant')",-2.8297033,-2.9376605,-1.0247595,-1.0403838,0.0156243
5,-0.7328703,-0.76680315,"('distant', 'outgoing')",-0.5606935,-0.695751,-0.6467819,-0.7312771,0.0844952
7,-0.7200352,-0.4720204,"('insensitive', 'sensitive')",0.16748486,0.51670694,-0.2762752,0.0223433,-0.2986185
24,-0.69356984,-0.66080284,"('dishonest', 'honest')",0.16219692,0.34796882,-0.2656865,-0.156417,-0.1092695
69,0.67981094,0.9885243,"('lazy', 'industrious')",-0.36578035,-0.45150274,0.1570153,0.2685108,-0.1114955
45,-0.64428693,-0.7631757,"('incompetent', 'competent')",0.020431004,0.036184616,-0.311928,-0.3634956,0.0515676
66,-0.6336191,-0.29992303,"('inactive', 'active')",-0.011601917,0.2885136,-0.3226105,-0.0057047,-0.3169058
27,-0.62926984,-0.00096802413,"('hardhearted', 'softhearted')",0.8978286,1.5489974,0.1342794,0.7740147,-0.6397353
36,-0.6242203,-1.0151737,"('hostile', 'amicable')",0.12647396,-0.06920494,-0.2488732,-0.5421893,0.2933161
61,-0.623254,-0.78225416,"('illogical', 'logical')",0.5213152,0.48963615,-0.0509694,-0.146309,0.0953396
39,0.5792646,0.5030982,"('exploitative', 'cooperative')",0.28412312,0.30253947,0.4316939,0.4028188,0.0288751
58,-0.56164545,-0.58596617,"('undiscriminating', 'discriminating')",0.18781483,0.039207753,-0.1869153,-0.2733792,0.0864639
81,0.5494067,0.2774212,"('submissive', 'aggressive')",-0.62961864,-0.8372895,-0.040106,-0.2799342,0.2398282
76,0.5329684,0.6525352,"('anxious', 'daring')",-0.29853636,-0.2637646,0.117216,0.1943853,-0.0771693
72,-0.5321858,-0.7126827,"('unambitious', 'ambitious')",-0.5975056,-0.6240875,-0.5648457,-0.6683851,0.1035394
31,-0.5144349,-0.67828476,"('evil', 'good')",-0.6931125,-0.8157077,-0.6037737,-0.7469962,0.1432225
84,0.50225174,0.5614919,"('inferior', 'superior')",0.8648264,0.76085824,0.683539,0.6611751,0.0223639
42,0.48481146,0.7660885,"('unreliable', 'reliable')",-2.9508722,-2.8705103,-1.2330303,-1.0522109,-0.1808194
79,-0.47552356,-0.5734401,"('wavering', 'unwavering')",-0.63160133,-0.61534446,-0.5535625,-0.5943923,0.0408298
26,-0.4653086,-0.6967895,"('hardhearted', 'benevolent')",1.7163994,1.7321428,0.6255454,0.5176767,0.1078687
68,-0.4650386,-0.2660452,"('dependent', 'independent')",-0.93024635,-0.8188836,-0.6976424,-0.5424644,-0.155178
43,-0.43691558,-0.24152774,"('irresponsible', 'responsible')",0.28340602,0.46400052,-0.0767548,0.1112364,-0.1879912
13,-0.43196607,-0.49961782,"('impolite', 'polite')",-1.0698706,-1.0774509,-0.7509183,-0.7885343,0.037616
83,-0.43182397,-0.49183127,"('powerless', 'powerful')",-0.9589378,-1.0599928,-0.6953809,-0.775912,0.0805311
30,0.40423873,0.14193743,"('intolerant', 'tolerant')",0.8794076,0.74840575,0.6418232,0.4451716,0.1966516
18,-0.40050578,-0.549636,"('disagreeable', 'welcoming')",-0.47944093,-0.45806286,-0.4399734,-0.5038494,0.063876
32,-0.36328214,-0.4919392,"('unkind', 'kind')",0.44023535,0.48630798,0.0384766,-0.0028156,0.0412922
82,-0.35136235,-0.6243855,"('poor', 'rich')",5.869495,5.9313097,2.7590663,2.6534622,0.1056041
50,0.3099208,0.52405304,"('clumsy', 'skillful')",-0.032398522,0.111328706,0.1387611,0.3176909,-0.1789298
29,-0.30371252,-0.14315072,"('unfair', 'fair')",-0.5430549,-0.31425762,-0.4233837,-0.2287042,-0.1946795
85,-0.30284148,-0.6586037,"('insignificant', 'prestigious')",0.097214654,-0.1579786,-0.1028134,-0.4082912,0.3054778
41,-0.29016957,-0.53390557,"('unforgiving', 'forgiving')",0.015850816,-0.08048287,-0.1371594,-0.3071942,0.1700348
88,-0.2876766,-0.3098906,"('low', 'eminent')",-0.49558896,-0.51718354,-0.3916328,-0.4135371,0.0219043
3,-0.28732067,-0.31389117,"('repellent', 'pleasant')",0.95719594,0.9418662,0.3349376,0.3139875,0.0209501
22,-0.28495628,-0.30931327,"('untrustworthy', 'trustworthy')",-1.1057152,-0.99146885,-0.6953357,-0.650391,-0.0449447
55,-0.28335586,-0.36822423,"('incompetent', 'clever')",0.35551912,0.320929,0.0360816,-0.0236476,0.0597292
49,-0.2610042,-0.40934485,"('unable', 'able')",-0.12784916,-0.31530508,-0.1944267,-0.362325,0.1678983
35,0.25788718,0.15629506,"('corrupt', 'incorrupt')",-0.35919505,-0.6170063,-0.0506539,-0.2303556,0.1797017
75,0.23315993,-0.041018993,"('meek', 'impulsive')",-0.6463069,-0.9578439,-0.2065735,-0.4994314,0.2928579
25,-0.23007974,-0.4779701,"('egoistic', 'altruistic')",1.3683751,1.2893949,0.5691476,0.4057124,0.1634352
52,-0.22176309,-0.49206933,"('irrational', 'rational')",0.2228317,0.09420926,0.0005343,-0.19893,0.1994643
4,-0.20680708,-0.40656143,"('disliked', 'liked')",-6.3913083,-7.0440507,-3.2990577,-3.725306,0.4262483
21,-0.20007189,-0.3573322,"('immoral', 'moral')",-0.28482738,-0.3115829,-0.2424496,-0.3344575,0.0920079
11,-0.16069911,-0.06441142,"('unhelpful', 'helpful')",1.249544,1.3799355,0.5444224,0.6577621,-0.1133397
74,-0.15885788,-0.18907493,"('undedicated', 'dedicated')",-0.06888172,-0.22256035,-0.1138698,-0.2058176,0.0919478
17,-0.15452835,-0.40550762,"('nasty', 'nice')",-0.6007207,-0.8506211,-0.3776245,-0.6280644,0.2504399
80,-0.14803667,-0.06280318,"('dominated', 'dominating')",-1.0203525,-0.9184624,-0.5841946,-0.4906328,-0.0935618
14,0.13720068,-0.12409471,"('antisocial', 'social')",0.11687651,-0.085182026,0.1270386,-0.1046384,0.231677
40,-0.13059668,0.055969544,"('stingy', 'generous')",-2.0230262,-1.9613341,-1.0768114,-0.9526823,-0.1241291
15,0.1044439,-0.08883945,"('boring', 'funny')",-0.11208823,-0.2957429,-0.0038222,-0.1922912,0.188469
65,-0.09301737,-0.2800439,"('insecure', 'secure')",-0.43216252,-0.42847764,-0.2625899,-0.3542608,0.0916709
34,0.09246501,0.120081216,"('mean', 'honorable')",5.0655956,5.249387,2.5790303,2.6847341,-0.1057038
16,0.08680951,-0.22292136,"('unpopular', 'popular')",0.48166004,0.26647666,0.2842348,0.0217777,0.2624571
64,-0.07363347,0.24034853,"('shy', 'confident')",-5.948946,-6.153386,-3.0112898,-2.9565189,-0.0547709
47,-0.061083734,-0.081669584,"('stupid', 'smart')",5.0478544,5.424026,2.4933853,2.6711781,-0.1777928
60,-0.05558988,0.045328002,"('inefficient', 'efficient')",-0.2285723,-0.10689004,-0.1420811,-0.030781,-0.1113001
87,0.05367852,0.048168726,"('unsuccessful', 'successful')",0.8749268,0.7767624,0.4643027,0.4124656,0.0518371
62,-0.0522053,-0.062904194,"('incompetent', 'brilliant')",0.21041544,0.22712588,0.0791051,0.0821108,-0.0030057
56,-0.051001742,-0.22548479,"('impractical', 'practical')",-0.29077914,-0.5453428,-0.1708905,-0.3854138,0.2145233
37,-0.040709987,0.4526791,"('fake', 'genuine')",-0.09695193,0.24006355,-0.068831,0.3463713,-0.4152023
33,0.038395822,0.23139006,"('wrong', 'right')",-0.6801547,-0.6090463,-0.3208794,-0.1888281,-0.1320513
20,-0.018362138,0.017738022,"('rough', 'thoughtful')",1.0022807,0.9691282,0.4919593,0.4934331,-0.0014738
70,-0.0056299698,0.46544296,"('lethargic', 'energetic')",-0.09831682,0.31928876,-0.0519734,0.3923659,-0.4443393
59,0.001103505,0.0601917,"('foolish', 'wise')",0.13478288,0.22103074,0.0679432,0.1406112,-0.072668
