,apartment_male,apartment_female,tuple,investment_male,investment_female,&_male,&_female,mgmt_male,mgmt_female,co_male,co_female,average_male,average_female,male-female
31,-2.5834522,-2.6207712,"('evil', 'good')",-2.0210104,-2.0394013,-2.0915568,-2.048194,-1.6063131,-1.5650079,-2.1620352,-1.9984798,-2.0928734,-2.0543709,-0.0385025
60,2.1905599,2.3093593,"('inefficient', 'efficient')",1.4759122,1.5214292,2.3099437,2.3080301,0.51649857,0.5863597,0.82379997,0.80622166,1.4633429,1.5062799,-0.042937
43,1.9971766,1.8613498,"('irresponsible', 'responsible')",1.3023431,1.2560132,1.9461712,1.8603282,0.60726506,0.51077455,1.6294609,1.5741192,1.4964833,1.412517,0.0839663
52,-1.9065664,-2.0611207,"('irrational', 'rational')",-1.6166989,-1.6964142,-1.4645525,-1.569445,-0.5862796,-0.69517714,-0.85681343,-0.86695,-1.2861821,-1.3778214,0.0916393
30,1.8813404,1.9040184,"('intolerant', 'tolerant')",1.8534425,1.7964895,1.1609627,1.1443166,0.7482617,0.7044748,0.5317504,0.38673466,1.2351516,1.1872067,0.0479449
16,-1.8600562,-1.8883364,"('unpopular', 'popular')",-0.6407238,-0.7530174,-0.32170656,-0.56995296,-0.46308038,-0.614035,-0.16102415,-0.25769588,-0.6893182,-0.8166075,0.1272893
56,1.8147355,1.9246416,"('impractical', 'practical')",0.84469086,1.0046116,0.8373182,1.0043752,0.5962816,0.7852428,0.11806243,0.051370457,0.8422177,0.9540483,-0.1118306
39,1.6670294,1.6449922,"('exploitative', 'cooperative')",-0.092521705,-0.12894462,0.58966064,0.54913807,-0.43894568,-0.5766393,0.5748422,0.4524073,0.460013,0.3881907,0.0718223
29,-1.6099933,-1.6833377,"('unfair', 'fair')",-1.4249887,-1.3213084,-0.5239274,-0.37582582,-1.1121781,-0.9311882,-1.0753298,-1.044186,-1.1492835,-1.0711693,-0.0781142
14,1.5772649,1.5551871,"('antisocial', 'social')",2.0789573,2.0589154,1.1365411,1.1924767,0.6627473,0.6931104,-0.13717923,-0.44841135,1.0636663,1.0102556,0.0534107
23,1.5280598,1.6053373,"('insincere', 'sincere')",1.4841988,1.5147468,2.214143,2.0759778,0.40046796,0.30822814,5.8960204,6.0326667,2.304578,2.3073914,-0.0028134
25,-1.4863803,-1.7078546,"('egoistic', 'altruistic')",-0.21153699,-0.26845974,-0.6370987,-0.81740886,-0.45853052,-0.6381059,0.9730902,0.92052954,-0.3640913,-0.5022599,0.1381686
1,-1.4691801,-1.6048928,"('unfriendly', 'friendly')",0.24691066,0.18248546,0.083389446,0.027808294,-0.6765978,-0.79447937,1.1134758,1.212237,-0.1404004,-0.1953683,0.0549679
84,-1.4610635,-1.6224604,"('inferior', 'superior')",-1.0533284,-1.0384957,0.11215808,0.059362028,0.021568503,-0.009406986,0.3110745,0.2930581,-0.4139182,-0.4635886,0.0496704
12,1.4522487,1.3744059,"('unsupportive', 'supportive')",1.9381049,1.8593135,1.2353138,0.96868056,0.7668465,0.5571406,-1.464755,-1.55983,0.7855518,0.6399421,0.1456097
75,-1.3549548,-1.3097348,"('meek', 'impulsive')",0.34386432,0.40118036,-0.35004577,-0.35458127,0.44606382,0.46859467,-0.41111934,-0.22449243,-0.2652384,-0.2038067,-0.0614317
34,1.3519056,1.39203,"('mean', 'honorable')",0.67645615,0.6525793,0.39862818,0.3530976,0.32915536,0.24596584,4.9561515,5.0691648,1.5424594,1.5425675,-0.0001081
59,-1.3418921,-1.4452039,"('foolish', 'wise')",-0.2875647,-0.31035542,0.13086268,0.019081,-0.11751761,-0.18913533,-0.51883197,-0.51745635,-0.4269887,-0.488614,0.0616253
71,1.2889932,1.0586175,"('diffident', 'self-confident')",1.2006255,1.07525,-0.5724738,-0.84930086,0.06881499,-0.19711423,0.25210232,0.13384178,0.4476125,0.2442588,0.2033537
88,-1.2607492,-1.1662893,"('low', 'eminent')",-0.6547274,-0.5552104,0.37270105,0.57059324,-0.769019,-0.68302995,-0.27718377,-0.18330109,-0.5177957,-0.4034475,-0.1143482
11,1.2593782,1.3743488,"('unhelpful', 'helpful')",1.2619988,1.2969875,2.1678364,2.036724,0.13059796,0.09015955,2.9758835,3.0818956,1.5591391,1.5760231,-0.016884
35,-1.249894,-1.3622621,"('corrupt', 'incorrupt')",-2.0566049,-2.0357163,-2.4214714,-2.199131,-1.1323863,-1.1072171,-1.7896091,-1.6887589,-1.7299931,-1.6786171,-0.051376
67,1.2407906,1.3391454,"('doubtful', 'determined')",0.39882293,0.5141057,-0.005241573,0.006885551,0.6777624,0.77545905,-0.07590129,-0.013010504,0.4472466,0.5245171,-0.0772705
85,-1.237429,-1.3809297,"('insignificant', 'prestigious')",0.61200726,0.41844505,-1.3757712,-1.6217501,0.25612774,0.084286235,-1.1929338,-1.1101623,-0.5875998,-0.7220222,0.1344224
4,-1.2342556,-1.2075627,"('disliked', 'liked')",0.08650807,0.12812161,-0.32308844,-0.20925522,-0.020796083,0.026441365,-6.3488045,-6.485436,-1.5680873,-1.5495382,-0.0185491
72,1.2291911,1.2922589,"('unambitious', 'ambitious')",1.2041211,1.2605678,0.45950615,0.5292921,0.7482145,0.7045887,0.108900785,0.20272443,0.7499867,0.7978864,-0.0478997
70,1.1793649,1.3186276,"('lethargic', 'energetic')",1.6379737,1.6442099,2.085977,2.1962316,1.1011972,1.2476203,0.9250629,0.8998227,1.3859152,1.4613025,-0.0753873
49,-1.1432567,-1.0378367,"('unable', 'able')",-0.07116632,-0.053552106,-0.25355706,-0.25525603,-1.0124441,-0.95146745,-0.85733205,-0.95486695,-0.6675512,-0.6505959,-0.0169553
68,-1.1213522,-1.0861245,"('dependent', 'independent')",-1.4087158,-1.4151186,0.068222985,0.111824505,-1.5030676,-1.4677991,-1.7814974,-1.7500688,-1.149282,-1.1214573,-0.0278247
76,1.0916971,1.1557633,"('anxious', 'daring')",0.23291108,0.1660943,1.9887507,1.9945476,1.5088208,1.5021919,0.66086376,0.6482865,1.0966087,1.0933767,0.003232
13,1.0643221,1.0720059,"('impolite', 'polite')",0.68295395,0.71498084,0.80599654,0.86663795,0.32896435,0.37166077,0.043114997,-0.07484309,0.5850704,0.5900884,-0.005018
19,-1.0639787,-1.0151553,"('inhospitable', 'hospitable')",-0.99472743,-0.9386014,-0.93714446,-0.73777956,-0.8239012,-0.62918484,-0.41866487,-0.24130172,-0.8476833,-0.7124046,-0.1352787
50,-1.0513737,-1.0912826,"('clumsy', 'skillful')",0.5597544,0.4394089,1.4357662,1.1184667,0.43217295,0.31738785,0.42219964,0.41119382,0.3597039,0.2390349,0.120669
74,1.0303851,1.1053307,"('undedicated', 'dedicated')",0.048722714,-0.00703007,1.54782,1.5620127,-0.20865081,-0.14219013,0.26389855,0.23523687,0.5364351,0.550672,-0.0142369
