,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
30,-0.4380208,-0.3468572,"('intolerant', 'tolerant')",0.081164144,-0.00017881393,-0.06787148,-0.01689707,-0.141576,-0.121311,-0.020265
78,-0.43154362,-0.76548505,"('nonresilient', 'resilient')",1.1656842,1.014759,0.6163041,0.67610556,0.4501483,0.3084598,0.1416885
7,0.4044507,0.29335028,"('insensitive', 'sensitive')",1.1997305,1.0385027,0.57841337,0.5904626,0.7275316,0.6407719,0.0867597
63,0.40132752,0.3110888,"('unperceptive', 'insightful')",1.2093601,1.1908929,0.40264446,0.44226652,0.6711107,0.6480827,0.023028
77,0.35863796,-0.121344246,"('unmotivated', 'motivated')",0.94728583,0.79355025,-0.84740895,-0.6973711,0.1528383,-0.0083884,0.1612267
75,-0.3523864,0.16010067,"('meek', 'impulsive')",-0.79707074,-0.4302172,-0.7149379,-0.5329707,-0.621465,-0.2676957,-0.3537693
37,-0.34769705,-0.35537273,"('fake', 'genuine')",-0.5072303,-0.5571199,-0.387241,-0.20988783,-0.4140561,-0.3741268,-0.0399293
31,-0.33467105,-0.3704606,"('evil', 'good')",-1.0753369,-1.1391565,-1.5497975,-1.8130057,-0.9866018,-1.1075409,0.1209391
29,-0.32042336,-0.37459174,"('unfair', 'fair')",-0.33363122,-0.39823288,-0.42538768,-0.41770056,-0.3598141,-0.3968417,0.0370276
6,0.2971689,0.08266686,"('distant', 'open')",-0.32556015,-0.64243674,-0.8228303,-1.1188666,-0.2837405,-0.5595455,0.275805
87,-0.29632044,-0.3404932,"('unsuccessful', 'successful')",1.1769978,1.3223904,1.1111165,1.0762889,0.6639313,0.686062,-0.0221307
62,0.28799036,0.51776505,"('incompetent', 'brilliant')",1.1178622,1.4807465,0.26275218,0.8685208,0.5562016,0.9556774,-0.3994758
4,0.25360572,0.2951104,"('disliked', 'liked')",-0.2940505,-0.19762446,-7.038937,-7.536752,-2.359794,-2.4797554,0.1199614
41,0.2530672,0.048658725,"('unforgiving', 'forgiving')",-0.074814044,-0.18358399,-0.56166726,-0.84683347,-0.1278047,-0.3272529,0.1994482
52,0.23885629,0.11667496,"('irrational', 'rational')",-0.77177453,-1.1888996,-0.23416191,-0.68622327,-0.2556934,-0.5861493,0.3304559
68,-0.23257802,-0.3172843,"('dependent', 'independent')",-1.1049318,-1.1016146,-0.9313065,-0.90421396,-0.7562722,-0.7743709,0.0180987
69,0.2145893,0.117318824,"('lazy', 'industrious')",0.7915848,0.81766874,-0.9045428,-1.3143796,0.0338771,-0.126464,0.1603411
35,-0.1978555,-0.3169236,"('corrupt', 'incorrupt')",-1.6686399,-1.7356292,-1.2007166,-1.6081475,-1.022404,-1.2202334,0.1978294
83,0.16750851,0.43584755,"('powerless', 'powerful')",0.7613146,0.83408266,-1.0850618,-0.74233055,-0.0520796,0.1758666,-0.2279462
10,-0.16704726,-0.45216018,"('unsympathetic', 'sympathetic')",-0.08778786,-0.23784448,-0.20421073,0.030770443,-0.1530153,-0.2197447,0.0667294
80,-0.14514521,0.14286822,"('dominated', 'dominating')",0.49542934,0.7842121,-0.13152277,0.19153811,0.0729205,0.3728728,-0.2999523
79,0.14434505,-0.012547529,"('wavering', 'unwavering')",-1.1029097,-1.322617,-0.62102866,-0.743365,-0.5265311,-0.6928432,0.1663121
23,0.13838343,-0.17066363,"('insincere', 'sincere')",0.36257714,0.24983901,5.4778857,5.7567935,1.9929488,1.945323,0.0476258
67,0.12912245,0.32223788,"('doubtful', 'determined')",-0.24217683,-0.059789617,-0.7743356,-0.59647924,-0.2957967,-0.1113437,-0.184453
21,-0.12824374,-0.31597084,"('immoral', 'moral')",1.1843035,1.0130113,0.082025945,0.31752384,0.3793619,0.3381881,0.0411738
5,0.12371493,-0.027839396,"('distant', 'outgoing')",-0.49192035,-0.7482819,-1.0080756,-1.2569569,-0.4587603,-0.6776927,0.2189324
3,-0.106096916,-0.14597508,"('repellent', 'pleasant')",-0.034212433,-0.030035015,1.3815904,1.3317109,0.4137603,0.3852336,0.0285267
48,0.098240316,-0.10739809,"('unintelligent', 'intelligent')",1.1630503,1.1434652,0.45035535,0.67426413,0.5705486,0.5701104,0.0004382
86,0.096170165,-0.27975243,"('uninfluential', 'influential')",1.0606725,0.81951576,-0.14756313,-0.118040204,0.3364265,0.1405744,0.1958521
64,0.08669686,0.07413316,"('shy', 'confident')",0.7963905,0.6578789,-5.8135967,-5.962272,-1.6435032,-1.74342,0.0999168
36,-0.08188439,-0.31924987,"('hostile', 'amicable')",-1.0309947,-1.4550879,-0.40133953,-1.0896322,-0.5047395,-0.9546566,0.4499171
38,-0.071964726,-0.033865858,"('untruthful', 'truthful')",0.13092405,0.17773098,-0.75696045,-0.852054,-0.232667,-0.236063,0.003396
43,0.056758203,-0.16784279,"('irresponsible', 'responsible')",0.28225994,0.18102294,0.084596224,0.25710985,0.1412048,0.0900967,0.0511081
66,-0.04319582,0.084188305,"('inactive', 'active')",-0.41479248,-0.31857285,0.88318866,0.552683,0.1417335,0.1060995,0.035634
15,-0.018029042,-0.059425343,"('boring', 'funny')",0.37307614,0.29680246,-0.6568622,-0.4957255,-0.100605,-0.0861161,-0.0144889
