,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
7,2.1944149,2.0227911,"('insensitive', 'sensitive')",-0.46938366,-0.59612733,0.87321204,0.83015084,0.8660811,0.7522716,0.1138095
31,-1.9523983,-1.6242135,"('evil', 'good')",-0.1823227,-0.045168154,-1.1599072,-0.8969563,-1.0982094,-0.855446,-0.2427634
23,1.8669254,1.5810254,"('insincere', 'sincere')",-1.6201339,-1.7529736,5.3586774,5.6355147,1.8684896,1.8211889,0.0473007
10,1.8402375,1.5683929,"('unsympathetic', 'sympathetic')",-1.3749593,-1.6654487,0.3110278,0.10274848,0.2587686,0.0018976,0.256871
35,-1.8101506,-1.4830052,"('corrupt', 'incorrupt')",0.42676792,0.6321914,-0.6386705,-0.33950463,-0.6740177,-0.3967728,-0.2772449
60,1.7976749,1.3432996,"('inefficient', 'efficient')",0.024857273,-0.14213233,0.43519974,0.26242045,0.7525773,0.4878626,0.2647147
44,-1.7739036,-1.7898442,"('prejudiced', 'unprejudiced')",0.35191908,0.5018156,-1.7336754,-1.6555184,-1.0518866,-0.9811823,-0.0707043
4,-1.689501,-1.2815672,"('disliked', 'liked')",0.40780222,0.40152067,-5.947136,-6.349319,-2.4096115,-2.4097884,0.0001769
12,1.6253902,1.4392556,"('unsupportive', 'supportive')",-0.7191565,-0.8976727,-1.3460467,-1.5105596,-0.1466043,-0.3229922,0.1763879
39,1.6147472,1.5660679,"('exploitative', 'cooperative')",1.1870081,1.1623126,0.21502574,0.16252027,1.0055937,0.9636336,0.0419601
6,-1.5678335,-1.0358791,"('distant', 'open')",-0.6328988,-0.49192214,0.27388078,0.47931468,-0.6422838,-0.3494955,-0.2927883
69,-1.5557992,-1.418494,"('lazy', 'industrious')",1.8727629,2.08937,-0.55726343,-0.48041236,-0.0800999,0.0634879,-0.1435878
79,-1.5139054,-1.4245942,"('wavering', 'unwavering')",-0.871018,-0.8086913,-0.33721507,-0.16967604,-0.9073795,-0.8009872,-0.1063923
5,-1.5126451,-1.0510743,"('distant', 'outgoing')",-0.8912991,-0.7348058,-0.40802318,-0.14546843,-0.9373225,-0.6437829,-0.2935396
70,1.4585462,1.222626,"('lethargic', 'energetic')",-0.7601083,-1.0303333,0.81103885,0.48273036,0.5031589,0.2250077,0.2781512
27,1.4505447,1.5093797,"('hardhearted', 'softhearted')",-0.8049078,-0.83386993,1.5607811,1.7725317,0.7354727,0.8160138,-0.0805411
36,-1.4296745,-1.0442939,"('hostile', 'amicable')",-0.11340606,0.0002362635,-0.29599476,-0.056038085,-0.6130251,-0.3666986,-0.2463265
74,1.347968,1.1822325,"('undedicated', 'dedicated')",0.16613847,-0.020612128,0.3645918,0.12314886,0.6262328,0.4282564,0.1979764
46,1.3279208,0.89077514,"('uncompetitive', 'competitive')",-0.22286284,-0.44428992,-0.24389395,-0.5968903,0.2870547,-0.050135,0.3371897
81,1.2614282,0.87587416,"('submissive', 'aggressive')",0.10546102,-0.10783422,-0.49787003,-0.6629738,0.2896731,0.035022,0.2546511
55,1.2592127,0.6543996,"('incompetent', 'clever')",-0.68087,-0.90240747,0.67257684,0.4030788,0.4169732,0.0516903,0.3652829
40,1.2335949,1.4898574,"('stingy', 'generous')",-0.37530673,-0.3864071,-1.1024449,-1.2326345,-0.0813856,-0.0430614,-0.0383242
24,1.2139577,1.1522868,"('dishonest', 'honest')",-0.60022867,-0.67678684,0.9033333,1.0200325,0.5056874,0.4985108,0.0071766
9,1.1265901,1.3248416,"('unaffectionate', 'caring')",-1.5726353,-1.5798092,1.1211035,1.4276633,0.2250195,0.3908986,-0.1658791
16,-1.0937179,-0.91346663,"('unpopular', 'popular')",-0.24437208,-0.2421002,0.500211,0.41330865,-0.279293,-0.2474194,-0.0318736
71,1.0917214,1.0736772,"('diffident', 'self-confident')",0.3141668,0.39937097,0.5346694,0.5498382,0.6468525,0.6742954,-0.0274429
30,1.0522474,0.86554766,"('intolerant', 'tolerant')",-0.5371517,-0.65718704,1.0336314,1.0078623,0.5162424,0.4054077,0.1108347
72,1.0246601,1.0916754,"('unambitious', 'ambitious')",-1.1057531,-1.1161679,-0.96918046,-0.6829713,-0.3500911,-0.2358213,-0.1142698
14,1.0018549,0.5179849,"('antisocial', 'social')",0.33400875,0.1433542,-0.6156629,-0.8113783,0.2400669,-0.050013,0.2900799
26,0.9886956,1.0785408,"('hardhearted', 'benevolent')",0.16335973,0.020913241,1.6972437,1.6918045,0.9497663,0.9304195,0.0193468
20,0.9582432,0.8685619,"('rough', 'thoughtful')",-0.060670324,-0.03594434,1.4390985,1.5928506,0.7788905,0.8084894,-0.0295989
21,0.95785946,0.3471468,"('immoral', 'moral')",0.42344016,0.16591184,-0.5760727,-0.79646206,0.268409,-0.0944678,0.3628768
0,0.8889726,0.44965693,"('unsociable', 'sociable')",-0.2125074,-0.43023178,0.11378311,-0.17931294,0.2634161,-0.0532959,0.316712
65,0.88764423,0.47847596,"('insecure', 'secure')",0.16499946,0.030230593,0.12659648,-0.036442444,0.39308,0.1574214,0.2356586
37,0.8726565,0.8498111,"('fake', 'genuine')",-0.3256324,-0.4102318,0.40974608,0.49275467,0.3189234,0.310778,0.0081454
66,-0.84870553,-0.583466,"('inactive', 'active')",0.07671353,0.058875754,0.71282834,0.751818,-0.0197212,0.0757426,-0.0954638
50,-0.82325566,-1.0273157,"('clumsy', 'skillful')",0.38633075,0.37701678,0.2320432,0.2974933,-0.0682939,-0.1176019,0.049308
15,-0.8173457,-0.7455782,"('boring', 'funny')",-0.029150732,0.05754752,0.23595901,0.25357765,-0.2035125,-0.1448177,-0.0586948
59,-0.8129956,-0.7662056,"('foolish', 'wise')",0.48913175,0.5727474,0.26633868,0.44767362,-0.0191751,0.0847385,-0.1039136
43,0.8096089,0.6209054,"('irresponsible', 'responsible')",-0.8613392,-0.99315107,0.74440265,0.6207617,0.2308908,0.0828387,0.1480521
48,0.79975516,0.601545,"('unintelligent', 'intelligent')",-1.6272908,-1.7443188,1.0683974,1.1213125,0.0802872,-0.0071538,0.087441
3,0.79672086,0.8865004,"('repellent', 'pleasant')",-0.09251485,-0.20176455,0.2153487,0.0906052,0.3065182,0.258447,0.0480712
86,0.7608824,0.3976548,"('uninfluential', 'influential')",-1.5340471,-1.8736637,0.18258645,-0.14421093,-0.1968594,-0.5400733,0.3432139
52,-0.6922109,-0.3517425,"('irrational', 'rational')",-0.4155842,-0.39489922,-0.33309224,-0.25860596,-0.4802958,-0.3350826,-0.1452132
56,0.6723544,0.3260428,"('impractical', 'practical')",0.33024204,0.1573457,-0.02674293,-0.21625784,0.3252845,0.0890435,0.236241
18,0.6548344,0.59882563,"('disagreeable', 'welcoming')",-0.8614212,-0.9213453,-0.3449365,-0.32375607,-0.1838411,-0.2154253,0.0315842
63,0.64408386,0.4636803,"('unperceptive', 'insightful')",0.08151421,-0.17732094,1.6447785,1.4811982,0.7901255,0.5891859,0.2009396
87,0.6227149,0.42913952,"('unsuccessful', 'successful')",0.8751182,0.73456246,0.70584345,0.68818045,0.7345588,0.6172942,0.1172646
41,0.62216836,0.61848736,"('unforgiving', 'forgiving')",-0.04720158,-0.17551924,0.42916384,0.2969735,0.3347102,0.2466472,0.088063
61,0.5853462,0.5221983,"('illogical', 'logical')",-0.41574347,-0.54731154,0.4107487,0.370336,0.1934505,0.1150743,0.0783762
75,-0.5458956,-0.092976905,"('meek', 'impulsive')",-0.14812326,-0.007032672,-0.50193244,-0.25036168,-0.3986504,-0.1167904,-0.28186
62,0.5451577,0.34701574,"('incompetent', 'brilliant')",-0.9551901,-1.100905,0.09219247,0.10257899,-0.1059467,-0.2171034,0.1111567
76,0.53883094,0.47682694,"('anxious', 'daring')",-0.11007481,-0.21449085,0.5277842,0.4109551,0.3188468,0.2244304,0.0944164
64,-0.5355166,-0.80636954,"('shy', 'confident')",0.6648379,0.5611099,-6.120064,-6.739188,-1.9969142,-2.3281493,0.3312351
78,-0.53230125,-0.7837758,"('nonresilient', 'resilient')",-0.8530253,-0.83537185,0.47091907,0.3529428,-0.3048025,-0.4220683,0.1172658
22,0.50945574,0.3069378,"('untrustworthy', 'trustworthy')",0.033057474,-0.16735318,-0.7167446,-0.80867535,-0.0580771,-0.2230302,0.1649531
29,-0.488957,-0.2797233,"('unfair', 'fair')",-0.1723327,-0.08273922,-0.44457495,-0.31025267,-0.3686215,-0.2242384,-0.1443831
32,0.4858563,0.27120805,"('unkind', 'kind')",0.092575654,-0.08729629,1.3306601,1.2035017,0.636364,0.4624712,0.1738928
68,0.45090842,0.3486398,"('dependent', 'independent')",-0.13667712,-0.14933123,-0.28442514,-0.23756957,0.0099354,-0.0127537,0.0226891
67,0.44131327,0.2976259,"('doubtful', 'determined')",1.1260337,1.1427325,-0.60619676,-0.60718876,0.3203834,0.2777232,0.0426602
2,0.43542588,0.48629105,"('unlikable', 'likable')",0.7923769,0.78935856,0.64627475,0.7171196,0.6246925,0.6642564,-0.0395639
8,0.42421144,0.6049603,"('unaffectionate', 'affectionate')",-1.6967762,-1.6587994,0.5770815,0.93253475,-0.2318277,-0.0404348,-0.1913929
13,0.41763058,0.14487404,"('impolite', 'polite')",0.23810482,0.08766038,-0.062315613,-0.15288004,0.1978066,0.0265515,0.1712551
57,0.41252154,0.32913503,"('unimaginative', 'imaginative')",-0.9972658,-1.2488812,-1.8592552,-2.2946806,-0.8146665,-1.0714756,0.2568091
53,0.38612354,0.74518406,"('uncreative', 'creative')",-0.93568116,-0.9441813,1.140684,1.1548167,0.1970421,0.3186065,-0.1215644
17,0.3597387,0.37940475,"('nasty', 'nice')",-0.59154576,-0.6007315,-0.59490424,-0.54618204,-0.2755704,-0.2558362,-0.0197342
11,0.3587431,-0.021952216,"('unhelpful', 'helpful')",-1.0255048,-1.2278335,2.2042654,2.1265416,0.5125012,0.2922519,0.2202493
19,-0.31716073,-0.16438544,"('inhospitable', 'hospitable')",-1.0344996,-0.99623,-0.32976475,-0.13519675,-0.560475,-0.4319374,-0.1285376
88,-0.2787857,-0.36158466,"('low', 'eminent')",-0.3776383,-0.48331994,0.1881795,0.30659994,-0.1560815,-0.1794349,0.0233534
45,0.2779214,-0.023481905,"('incompetent', 'competent')",-0.17456731,-0.37116495,0.31209448,0.15646106,0.1384829,-0.0793953,0.2178782
33,-0.26083133,-0.078308284,"('wrong', 'right')",0.45037723,0.46807778,-0.90688574,-0.74897915,-0.2391133,-0.1197366,-0.1193767
85,-0.24832264,0.09883166,"('insignificant', 'prestigious')",0.19139111,0.2677027,0.4683533,0.7341491,0.1371406,0.3668945,-0.2297539
49,-0.24762513,-0.2988141,"('unable', 'able')",-0.549905,-0.4199193,-0.1621531,0.07260777,-0.3198944,-0.2153752,-0.1045192
77,0.24563928,-0.047103234,"('unmotivated', 'motivated')",-0.0671953,-0.10312973,-1.0006404,-1.1314813,-0.2740655,-0.4272381,0.1531726
42,-0.23866424,-0.2130639,"('unreliable', 'reliable')",0.41746753,0.22777125,-2.7945187,-3.0602548,-0.8719052,-1.0151825,0.1432773
1,-0.21038616,0.16486804,"('unfriendly', 'friendly')",-1.5060997,-1.4776,1.676141,1.909366,-0.0134483,0.198878,-0.2123263
51,-0.183731,-0.63789105,"('uneducated', 'educated')",-0.6033925,-0.80797875,0.43088552,0.23051837,-0.118746,-0.4051172,0.2863712
25,-0.18113202,0.049871884,"('egoistic', 'altruistic')",0.08759811,0.2845408,1.3730348,1.5372006,0.4265003,0.6238711,-0.1973708
