,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,male-female
82,-1.6926302,-1.3856786,"('poor', 'rich')",-1.3462046,-0.8740434,6.711628,6.476492,1.2242644,1.4055901,-0.1813257
6,-1.3871844,-1.8179712,"('distant', 'open')",-0.33476955,-0.5459817,-0.7837638,-0.88558686,-0.8352393,-1.08318,0.2479407
1,-1.3839585,-1.75427,"('unfriendly', 'friendly')",0.34377205,0.20923877,1.1482613,0.995786,0.036025,-0.1830817,0.2191067
16,-1.297464,-0.93849677,"('unpopular', 'popular')",-1.2624849,-1.0295804,-0.24721658,0.0060139596,-0.9357219,-0.6540211,-0.2817008
18,-1.2859625,-1.0061594,"('disagreeable', 'welcoming')",-0.82446,-0.6401434,-0.74378985,-0.49411786,-0.9514042,-0.7134736,-0.2379306
8,-1.2509375,-1.3526024,"('unaffectionate', 'affectionate')",-0.21733916,-0.17813206,0.12994294,0.01693444,-0.4461112,-0.5046,0.0584888
53,-1.1562519,-1.1750556,"('uncreative', 'creative')",-0.4112586,-0.33593664,0.30960536,0.3962166,-0.4193017,-0.3715919,-0.0477098
2,1.1003264,1.2800366,"('unlikable', 'likable')",0.51234126,0.94551885,0.7194844,1.1792182,0.777384,1.1349246,-0.3575406
5,-1.0356606,-1.4006697,"('distant', 'outgoing')",-0.72176415,-0.83212763,-0.9615884,-0.8689894,-0.9063377,-1.033929,0.1275913
88,-1.0234231,-0.95927346,"('low', 'eminent')",-1.2223747,-1.0595133,-0.5411055,-0.48590764,-0.9289677,-0.8348982,-0.0940695
19,-1.0166124,-1.2434437,"('inhospitable', 'hospitable')",-0.45801595,-0.41513976,-0.82020503,-0.70566386,-0.7649445,-0.7880824,0.0231379
73,0.9860148,0.8847676,"('helpless', 'self-reliant')",-0.44866958,-0.39313164,-3.8686259,-3.6980612,-1.1104269,-1.0688084,-0.0416185
86,-0.97775275,-1.0565109,"('uninfluential', 'influential')",0.3187306,0.09632902,0.26244056,-0.106033616,-0.1321939,-0.3554052,0.2232113
68,-0.9750057,-1.1522397,"('dependent', 'independent')",-1.6643836,-1.6350558,-1.0060792,-1.0955906,-1.2151562,-1.2942953,0.0791391
67,0.91982144,0.7550777,"('doubtful', 'determined')",1.4047618,1.447243,-0.09299976,-0.029396966,0.7438612,0.7243079,0.0195533
80,0.8999569,0.87772506,"('dominated', 'dominating')",1.3091208,1.01325,0.06352003,-0.28404137,0.7575325,0.5356445,0.221888
85,-0.8750597,-1.1021074,"('insignificant', 'prestigious')",-0.79091316,-0.89522415,-1.2623341,-0.9362861,-0.9761024,-0.9778725,0.0017701
31,-0.86800236,-1.008886,"('evil', 'good')",-1.526485,-1.6155972,-1.756383,-1.495087,-1.3836234,-1.3731901,-0.0104333
23,-0.83025306,-0.6853916,"('insincere', 'sincere')",1.0612988,1.3085504,6.5850573,6.0598254,2.2720343,2.2276615,0.0443728
