,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
85,3.5043793,3.590982,"('insignificant', 'prestigious')",2.8303115,3.0177517,2.2286568,2.5567114,2.1434593,2.39227,1.5098327,1.797133,2.4433279,2.6709698,-0.2276419
26,2.6245494,2.4792566,"('hardhearted', 'benevolent')",1.8952981,1.9262305,2.4830618,2.442574,1.5571212,1.4051539,1.7524755,1.9359096,2.0625011,2.0378248,0.0246763
2,2.603079,2.7734556,"('unlikable', 'likable')",1.9950176,2.1393795,1.8295757,1.9726967,1.6828885,1.7216958,0.77210146,0.95370567,1.7765326,1.9121866,-0.135654
66,2.5705433,2.637244,"('inactive', 'active')",2.2582552,2.287025,2.439682,2.4521706,3.0623178,3.1290987,1.8534867,2.0189347,2.436857,2.5048946,-0.0680376
83,2.425512,2.533034,"('powerless', 'powerful')",1.3564733,1.4144297,0.9078376,0.97317535,0.6052385,0.68759036,-0.4085288,-0.32814425,0.9773066,1.0560171,-0.0787105
33,2.2071216,2.1649482,"('wrong', 'right')",1.1762912,1.1472676,0.3314349,0.43263018,0.35870522,0.42293936,-0.18191618,-0.16329995,0.7783274,0.800897,-0.0225696
5,1.9377072,2.173449,"('distant', 'outgoing')",1.0067885,1.3766885,0.33764696,0.6676363,0.61583894,0.863217,0.024554722,0.34325287,0.7845073,1.0848487,-0.3003414
1,1.9133083,1.8961052,"('unfriendly', 'friendly')",0.5554114,0.7280717,0.21183969,0.16161889,-0.48699278,-0.6945586,2.4328635,2.5399823,0.925286,0.926244,-0.000958
45,-1.9036832,-1.8982508,"('incompetent', 'competent')",-1.0198178,-1.2273778,-0.1030473,-0.5868805,-2.5194523,-2.7983577,-0.41476095,-0.70136106,-1.1921523,-1.4424456,0.2502933
9,1.8945107,1.874214,"('unaffectionate', 'caring')",1.1616251,1.305825,0.13057607,0.06847383,-0.2764528,-0.31621897,2.048248,2.202454,0.9917015,1.0269496,-0.0352481
53,1.8695271,1.9593838,"('uncreative', 'creative')",0.41321343,0.5318191,1.1806319,1.2173388,0.49294475,0.47108805,1.505088,1.5677137,1.0922811,1.1494687,-0.0571876
61,1.8340372,1.8037251,"('illogical', 'logical')",0.818569,0.72519726,0.7438444,0.55647117,-0.48332217,-0.57849765,0.4299147,0.37185302,0.6686086,0.5757498,0.0928588
58,1.7642272,1.8663149,"('undiscriminating', 'discriminating')",0.70637274,0.7072044,0.7148116,0.6469201,0.9236672,0.8095246,0.18129298,0.14282279,0.8580743,0.8345573,0.023517
10,-1.754315,-1.7423486,"('unsympathetic', 'sympathetic')",-1.3761624,-1.6027179,-0.03538941,-0.41333714,-1.8184428,-1.9823551,-0.2603121,-0.5021132,-1.0489244,-1.2485744,0.19965
81,-1.6924825,-1.5299798,"('submissive', 'aggressive')",-1.1098434,-1.2351683,0.72836417,0.48429117,-1.2471793,-1.2645391,-1.4994458,-1.6801269,-0.9641173,-1.0451046,0.0809873
20,1.5981162,1.6360198,"('rough', 'thoughtful')",0.07749826,0.013566058,1.1802428,1.0454578,0.08352669,0.030674174,0.91766894,0.7288188,0.7714106,0.6909073,0.0805033
52,1.5782975,1.5094824,"('irrational', 'rational')",0.18094304,0.3606141,-0.85908836,-0.73137116,-0.6075405,-0.566136,0.3838297,0.45801395,0.1352883,0.2061206,-0.0708323
73,1.5562918,1.6423002,"('helpless', 'self-reliant')",1.3148252,1.4200925,-0.359705,-0.14433089,1.3729286,1.4366467,-3.5656207,-3.6113243,0.063744,0.1486769,-0.0849329
84,1.5472589,1.5533631,"('inferior', 'superior')",0.87417805,0.85670483,1.2009706,1.2175928,0.79596525,0.8104974,0.72033274,0.8418732,1.0277411,1.0560062,-0.0282651
87,1.5078326,1.3954717,"('unsuccessful', 'successful')",1.1947284,0.9168916,2.1072476,1.864041,1.437823,1.2940446,1.1777403,1.1135508,1.4850744,1.3167998,0.1682746
6,1.5071315,1.6877688,"('distant', 'open')",1.0545878,1.4218793,0.51357216,0.744403,0.39986613,0.63080275,0.9597968,1.2627288,0.8869909,1.1495165,-0.2625256
78,1.4638534,1.5184045,"('nonresilient', 'resilient')",0.90725315,0.73979676,1.4918025,1.3300719,1.4790794,1.3390944,1.0787786,0.9362584,1.2841535,1.1727251,0.1114284
12,1.3734396,1.3438534,"('unsupportive', 'supportive')",1.5651267,1.6260581,1.1990666,1.1032585,-0.6028159,-0.59574443,-1.32674,-1.3190609,0.4416154,0.431673,0.0099424
25,1.3650789,1.3279285,"('egoistic', 'altruistic')",0.7030862,0.84512347,0.67818725,0.6967216,1.488024,1.4610173,1.7050319,1.8290037,1.1878816,1.231959,-0.0440774
54,1.2766062,1.451552,"('incapable', 'capable')",0.8605298,1.0129422,1.2268754,1.381744,0.33976436,0.54134107,1.4165612,1.573117,1.0240674,1.1921392,-0.1680718
69,1.260169,1.3329312,"('lazy', 'industrious')",1.940986,2.050715,-0.012682602,0.062381715,2.3985357,2.5263343,-0.5164529,-0.39196616,1.0141111,1.1160791,-0.101968
39,1.2450101,1.3054926,"('exploitative', 'cooperative')",1.1405562,1.1198636,0.20620477,0.26326543,0.80104923,0.8895374,-0.051610097,-0.017346065,0.6682421,0.7121626,-0.0439205
79,1.240179,1.314172,"('wavering', 'unwavering')",1.5374159,1.6930614,0.8502816,0.9884783,0.64416224,0.78246474,0.49349812,0.67554134,0.9531074,1.0907435,-0.1376361
77,1.2089132,1.3231835,"('unmotivated', 'motivated')",-0.45862812,-0.5413624,0.40704316,0.37157604,0.37699914,0.33263233,-0.89808476,-1.0872352,0.1272485,0.0797589,0.0474896
22,-1.2051327,-1.1361225,"('untrustworthy', 'trustworthy')",-0.87195826,-0.8999983,-0.20901993,-0.29901505,-1.8249073,-1.8628707,-1.1865337,-1.3944048,-1.0595104,-1.1184823,0.0589719
29,1.188916,1.1741478,"('unfair', 'fair')",0.24954408,0.3361759,-0.16110574,-0.15126066,-0.6098976,-0.57105523,-0.48112237,-0.4467269,0.0372669,0.0682562,-0.0309893
36,1.1864744,1.2975377,"('hostile', 'amicable')",0.8452219,1.2825302,-0.29820126,-0.09249064,1.3829179,1.4534415,0.7704288,1.0306567,0.7773684,0.9943351,-0.2169667
42,1.1705383,1.3403187,"('unreliable', 'reliable')",1.9443686,2.08349,1.5302513,1.6922913,0.1438344,0.24837652,-2.6155303,-2.637184,0.4346924,0.5454585,-0.1107661
71,1.1059382,1.2429746,"('diffident', 'self-confident')",1.7306511,1.8756397,0.1708285,0.15578794,-0.028156083,-0.023601908,1.1439269,1.2246385,0.8246378,0.8950877,-0.0704499
40,1.101194,1.0294088,"('stingy', 'generous')",0.93152785,0.8643227,0.13207531,-0.07263354,-0.043941386,-0.1421832,-1.3782108,-1.5551928,0.148529,0.0247444,0.1237846
3,-1.0835408,-1.0256724,"('repellent', 'pleasant')",-1.0780184,-1.1882482,-0.41510695,-0.63893163,0.9616576,0.7469342,0.21188107,-0.0496826,-0.2806255,-0.4311202,0.1504947
0,-1.0374454,-1.1778115,"('unsociable', 'sociable')",-1.176412,-1.3877019,0.06480851,-0.26683617,-1.3188429,-1.5683208,-0.5462737,-0.75310594,-0.8028331,-1.0307552,0.2279221
44,-1.0248339,-0.9154451,"('prejudiced', 'unprejudiced')",-0.66539145,-0.6094751,-1.1132627,-0.68065685,-0.38766834,-0.14111713,-1.8904849,-1.7779515,-1.0163282,-0.8249291,-0.1913991
55,-0.99755627,-0.95365536,"('incompetent', 'clever')",-1.5299706,-1.6720483,0.4824502,0.18410437,-1.8514001,-1.9299791,-0.16468325,-0.31350908,-0.812232,-0.9370174,0.1247854
70,-0.9776377,-0.8663414,"('lethargic', 'energetic')",0.044133782,-0.05965229,1.1688126,0.99566823,-1.3507177,-1.3311548,0.6087965,0.44815552,-0.1013225,-0.162665,0.0613425
72,0.9257043,0.85716194,"('unambitious', 'ambitious')",-0.02941896,-0.1161017,-0.66516507,-0.771962,-0.506289,-0.6102234,-0.6314108,-0.7613143,-0.1813159,-0.2804879,0.099172
49,-0.91049623,-0.8500151,"('unable', 'able')",-0.5549791,-0.5905069,0.074548915,0.08356044,-0.9991799,-0.9866405,-0.19387391,-0.3299065,-0.516796,-0.5347017,0.0179057
27,-0.7895946,-0.87766135,"('hardhearted', 'softhearted')",-0.2872346,-0.4065738,-0.30088812,-0.5291363,-0.3152402,-0.49938962,1.65412,1.552592,-0.0077675,-0.1520338,0.1442663
68,-0.7457262,-0.80145633,"('dependent', 'independent')",0.23564896,0.25831956,-0.63385624,-0.68368447,-1.3244244,-1.2688556,-0.39741546,-0.55074716,-0.5731547,-0.6092848,0.0361301
59,0.7353996,0.7553499,"('foolish', 'wise')",0.48702705,0.6740256,0.7498416,0.8641347,-0.14493829,-0.08766058,0.8226086,0.88040984,0.5299877,0.6172519,-0.0872642
75,0.7258053,0.9340524,"('meek', 'impulsive')",0.87528205,1.0197989,0.26591623,0.5165353,1.5955627,1.7660463,-0.21355352,-0.13577005,0.6498026,0.8201326,-0.17033
34,0.71488106,0.6953458,"('mean', 'honorable')",0.7726747,0.6765338,0.50614023,0.4565284,0.63081586,0.52584165,6.4963975,6.4340663,1.8241817,1.7576632,0.0665185
48,-0.69021744,-0.80742854,"('unintelligent', 'intelligent')",-1.5212177,-1.6531844,-0.111971766,-0.33645296,-2.558113,-2.798297,0.4539076,0.26819634,-0.8855226,-1.0654333,0.1799107
28,-0.67588955,-0.7253065,"('disloyal', 'loyal')",-1.081819,-1.0945804,-0.37039742,-0.5767035,-1.585367,-1.6880143,1.1937188,1.2053902,-0.5039508,-0.5758429,0.0718921
16,0.67528844,0.72443825,"('unpopular', 'popular')",-0.0690184,0.009715758,0.67195153,0.71628815,0.44575638,0.50836635,1.2651378,1.2629519,0.5978231,0.6443521,-0.046529
74,0.67057645,0.70142436,"('undedicated', 'dedicated')",0.952718,1.0002394,0.93637216,0.8061544,-0.10181543,-0.043376315,0.4475945,0.5647964,0.5810891,0.6058477,-0.0247586
37,-0.62848336,-0.60841656,"('fake', 'genuine')",-0.31399438,-0.30432266,-0.25842857,-0.26037014,-0.78168243,-0.7699111,0.3328581,0.2337187,-0.3299461,-0.3418603,0.0119142
13,-0.6211389,-0.6970408,"('impolite', 'polite')",-1.0867406,-1.388423,-0.16593938,-0.45673442,-0.8082767,-1.0720931,-0.40645343,-0.70177364,-0.6177098,-0.863213,0.2455032
