,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
88,-1.0525194,-1.2321304,"('low', 'eminent')",-0.9727968,-1.0221338,-0.477658,-0.5083096,-0.8343248,-0.920858,0.0865332
80,1.0515335,0.8675897,"('dominated', 'dominating')",0.4296575,0.32251522,-0.79126674,-0.86042446,0.2299747,0.1098935,0.1200812
42,1.0334668,0.864524,"('unreliable', 'reliable')",1.1593846,1.1617283,-3.261599,-3.3152409,-0.3562492,-0.4296629,0.0734137
58,-1.0320556,-0.9973693,"('undiscriminating', 'discriminating')",-1.0894068,-0.870168,0.14400983,0.1669946,-0.6591508,-0.5668476,-0.0923032
30,1.0250609,0.7806831,"('intolerant', 'tolerant')",-0.41752794,-0.34716156,0.7040565,0.7079146,0.4371965,0.3804787,0.0567178
71,1.0243105,1.0713046,"('diffident', 'self-confident')",0.94405633,1.0493801,0.36230433,0.3606409,0.7768904,0.8271085,-0.0502181
35,-1.0210975,-0.60755515,"('corrupt', 'incorrupt')",0.4623417,0.6068261,-0.589766,-0.57065123,-0.3828406,-0.1904601,-0.1923805
6,-1.0009086,-0.4778207,"('distant', 'open')",-0.6534732,-0.29366,-0.8114817,-0.6751691,-0.8219545,-0.4822166,-0.3397379
81,0.9506686,0.7348563,"('submissive', 'aggressive')",0.25375134,0.13232799,-0.570963,-0.60450375,0.2111523,0.0875602,0.1235921
79,-0.9087019,-0.8612278,"('wavering', 'unwavering')",-0.10717192,-0.056107905,-0.55854243,-0.5767143,-0.5248054,-0.4980167,-0.0267887
62,0.8905857,0.8432355,"('incompetent', 'brilliant')",-0.37341318,-0.26206076,0.2982518,0.3240267,0.2718081,0.3017338,-0.0299257
1,-0.8691548,-0.6182152,"('unfriendly', 'friendly')",-1.7141718,-1.3512493,1.1524322,1.2782527,-0.4769648,-0.2304039,-0.2465609
7,0.8570773,0.62389535,"('insensitive', 'sensitive')",-0.38817838,-0.40256032,0.5898719,0.5921256,0.3529236,0.2711535,0.0817701
8,-0.77064466,-0.3808404,"('unaffectionate', 'affectionate')",-0.9696609,-0.57189316,0.67710114,0.82643443,-0.3544015,-0.0420997,-0.3123018
24,0.76179,0.7065824,"('dishonest', 'honest')",-1.0138463,-0.81810427,0.5264123,0.60722077,0.091452,0.165233,-0.073781
32,0.7611954,0.59880346,"('unkind', 'kind')",-0.4398567,-0.3861238,0.59263414,0.6673109,0.3046576,0.2933302,0.0113274
48,0.7535572,0.52764887,"('unintelligent', 'intelligent')",-0.7700337,-0.7857189,0.71954525,0.7389841,0.2343562,0.1603047,0.0740515
70,0.74072266,0.48681262,"('lethargic', 'energetic')",-0.11327887,-0.09812323,0.23954207,0.19984901,0.2889953,0.1961795,0.0928158
64,0.7226945,0.60928196,"('shy', 'confident')",0.31313238,0.2682678,-6.4579325,-6.3986588,-1.8073686,-1.8403697,0.0330011
84,0.7059747,0.6231097,"('inferior', 'superior')",0.19094634,0.13250366,0.9895971,0.97841525,0.6288394,0.5780095,0.0508299
74,0.666119,0.6107348,"('undedicated', 'dedicated')",-0.042085744,0.03319268,-0.27544022,-0.2611575,0.1161977,0.12759,-0.0113923
46,0.6573294,0.30298954,"('uncompetitive', 'competitive')",-0.96770704,-0.93981624,-0.72932637,-0.745318,-0.346568,-0.4607149,0.1141469
26,-0.6272233,-0.36756864,"('hardhearted', 'benevolent')",0.3851627,0.5230183,1.8238851,1.6935631,0.5272748,0.6163376,-0.0890628
49,-0.5998026,-0.59500444,"('unable', 'able')",-0.22334336,-0.15744188,-0.36170757,-0.243477,-0.3949512,-0.3319744,-0.0629768
18,-0.58036315,-0.48602808,"('disagreeable', 'welcoming')",-0.4416168,-0.34088522,-0.67125595,-0.57543504,-0.564412,-0.4674494,-0.0969626
73,0.5212749,0.45308256,"('helpless', 'self-reliant')",0.98507506,1.0369405,-3.1595905,-3.1647308,-0.5510801,-0.5582359,0.0071558
51,0.49408755,0.114770934,"('uneducated', 'educated')",-0.4732818,-0.5928852,0.035652786,0.022662766,0.0188195,-0.1518172,0.1706367
45,0.45894024,0.44861138,"('incompetent', 'competent')",-0.060952038,0.07014968,0.12660682,0.0824019,0.174865,0.2003876,-0.0255226
41,0.44565243,0.682688,"('unforgiving', 'forgiving')",-0.09932719,0.08996756,0.05101432,0.05501341,0.1324465,0.2758897,-0.1434432
9,0.43193197,0.6915938,"('unaffectionate', 'caring')",-1.3800579,-1.0024428,1.2833412,1.3917513,0.1117384,0.3603008,-0.2485624
63,0.4208259,0.22194955,"('unperceptive', 'insightful')",-0.22800834,-0.24643263,0.58470744,0.43878287,0.259175,0.1380999,0.1210751
72,-0.41239548,-0.48820552,"('unambitious', 'ambitious')",-1.1906132,-1.1170801,-0.56515175,-0.4836107,-0.7227201,-0.6962988,-0.0264213
61,0.3821215,0.47038284,"('illogical', 'logical')",-0.3225431,-0.1687621,0.5305924,0.55377436,0.1967236,0.2851317,-0.0884081
76,0.3687157,0.13844149,"('anxious', 'daring')",-0.8144163,-0.86653733,-0.32516915,-0.3598311,-0.2569566,-0.3626423,0.1056857
2,0.36610085,0.55610454,"('unlikable', 'likable')",0.275831,0.46055245,0.26501074,0.33423725,0.3023142,0.4502981,-0.1479839
19,-0.36479127,-0.2518649,"('inhospitable', 'hospitable')",-0.40301046,-0.31751367,-0.77004427,-0.78737783,-0.5126154,-0.4522521,-0.0603633
23,0.35765353,0.23105964,"('insincere', 'sincere')",-0.9519216,-0.844376,5.8556685,5.944979,1.7538001,1.7772209,-0.0234208
69,-0.3367512,-0.12815955,"('lazy', 'industrious')",1.8995395,1.8517482,-0.6701625,-0.7068629,0.2975419,0.3389086,-0.0413667
29,-0.32138935,-0.32795402,"('unfair', 'fair')",0.07786293,0.022186585,-0.5470434,-0.54263395,-0.2635233,-0.2828005,0.0192772
50,-0.30983576,-0.53990215,"('clumsy', 'skillful')",0.41477942,0.31652564,0.09945333,0.11521416,0.0681323,-0.0360541,0.1041864
3,0.28214872,-0.065923214,"('repellent', 'pleasant')",-0.7751468,-0.893124,0.7443338,0.785467,0.0837786,-0.0578601,0.1416387
87,0.26371542,0.27660185,"('unsuccessful', 'successful')",0.25943553,0.2887412,0.7496625,0.636414,0.4242711,0.4005857,0.0236854
40,-0.22618161,-0.113975585,"('stingy', 'generous')",0.15375066,0.368526,-1.925343,-1.7931714,-0.6659247,-0.5128736,-0.1530511
25,0.22603413,0.22145423,"('egoistic', 'altruistic')",0.42832005,0.4327924,1.2951164,1.2116435,0.6498235,0.6219633,0.0278602
86,0.21496433,-0.0065525174,"('uninfluential', 'influential')",-1.7370272,-1.6326576,-0.3998577,-0.50529426,-0.6406402,-0.7148348,0.0741946
77,0.21261713,-0.069682345,"('unmotivated', 'motivated')",-0.83666396,-1.0244161,-0.9573866,-1.1275764,-0.5271445,-0.7405583,0.2134138
33,0.20068307,0.3642751,"('wrong', 'right')",0.769053,0.84255975,-0.7994071,-0.8909912,0.0567763,0.1052812,-0.0485049
27,-0.19284092,-0.17962295,"('hardhearted', 'softhearted')",-0.69350284,-0.6002442,1.4557514,1.4019039,0.1898025,0.2073456,-0.0175431
22,-0.16737416,-0.135649,"('untrustworthy', 'trustworthy')",0.13693915,0.21207881,-1.0380367,-0.972178,-0.3561572,-0.2985827,-0.0575745
57,-0.16005948,-0.14835961,"('unimaginative', 'imaginative')",-1.1326885,-0.93093616,-3.0651448,-3.0972989,-1.452631,-1.3921982,-0.0604328
15,-0.1390568,0.2523024,"('boring', 'funny')",-0.23748899,-0.12829313,-0.351766,-0.3040339,-0.2427706,-0.0600082,-0.1827624
28,-0.1293641,-0.02790738,"('disloyal', 'loyal')",-0.7490584,-0.46971846,1.0309572,1.2092118,0.0508449,0.2371953,-0.1863504
68,-0.1272957,-0.55379003,"('dependent', 'independent')",-0.005653196,-0.22612277,-0.7926043,-0.8756969,-0.3085177,-0.5518699,0.2433522
44,-0.12424041,-0.121897966,"('prejudiced', 'unprejudiced')",0.6498551,0.56117386,-1.4308093,-1.4113032,-0.3017315,-0.3240091,0.0222776
17,0.07513827,0.08099121,"('nasty', 'nice')",-0.37448618,-0.4339506,-0.7126541,-0.7680567,-0.337334,-0.373672,0.036338
59,-0.07497051,0.072289325,"('foolish', 'wise')",0.5788893,0.64219326,0.08137454,0.09652537,0.1950978,0.270336,-0.0752382
20,0.0718648,-0.12874916,"('rough', 'thoughtful')",-0.14857768,-0.20210636,1.0234151,1.021705,0.3155674,0.2302832,0.0852842
11,0.052818336,0.051812395,"('unhelpful', 'helpful')",-0.94006443,-0.8291558,1.6456614,1.7488521,0.2528051,0.3238362,-0.0710311
38,0.048048887,0.12965855,"('untruthful', 'truthful')",-0.4480769,-0.27705342,-0.38083392,-0.27605045,-0.2602873,-0.1411484,-0.1191389
83,0.031966977,0.058074065,"('powerless', 'powerful')",-0.50327826,-0.39254928,-1.0203083,-1.0274631,-0.4972065,-0.4539794,-0.0432271
47,-0.007765826,0.06681782,"('stupid', 'smart')",0.1693413,0.29412428,5.2708306,5.327553,1.810802,1.8961649,-0.0853629
78,-0.0067520887,-0.08006488,"('nonresilient', 'resilient')",-0.32370076,-0.27410218,0.41131145,0.45899147,0.0269529,0.0349415,-0.0079886
