,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
5,0.7102605,0.7350918,"('distant', 'outgoing')",1.171307,1.2693805,-0.85784286,-0.9419497,-0.46879375,-0.48261327,0.1387327,0.1449773,-0.0062446
21,-0.7096056,-0.63295585,"('immoral', 'moral')",-1.8590231,-1.9250085,-0.8043528,-0.8219964,-0.8412765,-1.1562996,-1.0535645,-1.1340652,0.0805007
11,-0.6978291,-0.6935796,"('unhelpful', 'helpful')",-1.404168,-1.4973086,-0.014958871,-0.0035576932,2.5320823,2.431113,0.1037816,0.0591668,0.0446148
23,-0.6680407,-0.6324149,"('insincere', 'sincere')",-1.9662924,-2.0299685,-0.7423179,-0.6203288,5.414555,5.207957,0.509476,0.4813112,0.0281648
28,-0.6677693,-0.67096484,"('disloyal', 'loyal')",-1.494612,-1.5676434,-0.9834292,-0.85982984,0.84427,0.7808913,-0.5753851,-0.5793867,0.0040016
40,0.66573143,0.6060269,"('stingy', 'generous')",-0.09919742,-0.024164507,-0.636339,-0.68111014,-0.82962805,-0.8085503,-0.2248583,-0.2269495,0.0020912
61,-0.6630302,-0.49493465,"('illogical', 'logical')",-0.9443768,-0.8809721,-0.723417,-0.7021954,0.113029,0.009197881,-0.5544488,-0.517226,-0.0372228
4,0.63453376,0.71074075,"('disliked', 'liked')",0.9079193,1.1150229,-0.69017893,-0.60196805,-5.50031,-5.298625,-1.162009,-1.0187073,-0.1433017
58,0.63258266,0.7808026,"('undiscriminating', 'discriminating')",-0.60681623,-0.4246473,-0.26254395,-0.028498698,0.019358028,0.16719967,-0.0543549,0.1237141,-0.178069
29,-0.60324866,-0.551569,"('unfair', 'fair')",-0.83979094,-0.75004697,-1.435739,-1.4279141,-0.83915097,-0.8265281,-0.9294824,-0.8890145,-0.0404679
20,0.5999942,0.70247626,"('rough', 'thoughtful')",-0.26328716,-0.25796103,-0.12560293,-0.14295298,0.838337,0.8178713,0.2623603,0.2798584,-0.0174981
79,0.5939814,0.6592138,"('wavering', 'unwavering')",1.5398065,1.6764123,-0.43207294,-0.40353817,-0.03444849,0.08903784,0.4168166,0.5052814,-0.0884648
75,0.5832963,0.5499698,"('meek', 'impulsive')",0.987257,0.99989456,-0.5328067,-0.6237709,-0.2158725,-0.20833635,0.2054685,0.1794393,0.0260292
88,-0.562808,-0.41671917,"('low', 'eminent')",-0.5842996,-0.45301357,-0.71699333,-0.5938054,0.3500179,0.36519763,-0.3785208,-0.2745851,-0.1039357
53,-0.5383607,-0.46252564,"('uncreative', 'creative')",-0.9866911,-0.87948906,-0.1107097,-0.018600639,0.9563734,1.1071751,-0.169847,-0.06336,-0.106487
66,0.53740853,0.6348739,"('inactive', 'active')",0.69844514,0.8159,0.03237716,0.11859902,0.565469,0.864933,0.458425,0.6085765,-0.1501515
67,0.51764584,0.5697526,"('doubtful', 'determined')",0.22762728,0.1932001,0.49762467,0.49551934,-0.64869386,-0.65736276,0.148551,0.1502773,-0.0017263
34,0.4990915,0.5233136,"('mean', 'honorable')",0.20771314,0.17830077,0.12336293,0.14230159,5.5299573,5.29845,1.5900311,1.5355915,0.0544396
38,-0.4836755,-0.54193306,"('untruthful', 'truthful')",-0.59586346,-0.65185404,-0.8084569,-0.9021079,0.32261872,0.19790336,-0.3913443,-0.4744979,0.0831536
1,-0.46455407,-0.34381324,"('unfriendly', 'friendly')",-0.27637094,-0.12537958,-1.0049725,-0.87779224,1.3717242,1.512738,-0.0935433,0.0414382,-0.1349815
70,-0.46325406,-0.37836203,"('lethargic', 'energetic')",-1.7456706,-1.7150117,-0.3304189,-0.18767133,1.3050394,1.3157992,-0.308576,-0.2413115,-0.0672645
41,-0.44974467,-0.39187878,"('unforgiving', 'forgiving')",-0.8834807,-0.76200324,-0.07330738,0.07563818,0.06647579,0.057070203,-0.3350143,-0.2552934,-0.0797209
9,-0.44845474,-0.3898967,"('unaffectionate', 'caring')",-0.5683916,-0.5079377,-1.0528529,-0.8832151,1.331855,1.3707036,-0.1844611,-0.1025865,-0.0818746
2,0.4478785,0.5154957,"('unlikable', 'likable')",0.48867735,0.5169825,1.0018276,0.9851668,0.65867764,0.6504813,0.6492653,0.6670315,-0.0177662
47,-0.43337643,-0.3813463,"('stupid', 'smart')",-0.43943173,-0.3516881,0.16541247,0.22312112,4.197832,4.092296,0.8726091,0.8955957,-0.0229866
13,-0.3879318,-0.3253669,"('impolite', 'polite')",-0.7331624,-0.7616655,0.6897285,0.64630723,-0.028376196,-0.11685592,-0.1149355,-0.1393953,0.0244598
83,0.37857622,0.4656707,"('powerless', 'powerful')",0.3513515,0.30282247,-0.98546654,-0.96593636,-0.47309035,-0.5215619,-0.1821573,-0.1797513,-0.002406
80,0.35715997,0.3947815,"('dominated', 'dominating')",-0.8273716,-0.7539594,0.7314352,0.81381536,-0.65000004,-0.56283104,-0.0971941,-0.0270484,-0.0701457
63,-0.34842867,-0.2734091,"('unperceptive', 'insightful')",-0.76821923,-0.73044175,-0.17221618,-0.100061476,1.4423742,1.40523,0.0383775,0.0753294,-0.0369519
6,0.3370874,0.3123871,"('distant', 'open')",1.6139119,1.7272955,-0.8880606,-0.92184836,0.034184866,0.11594987,0.2742809,0.308446,-0.0341651
56,-0.31854278,-0.41955477,"('impractical', 'practical')",-0.8946078,-1.1936647,0.37174094,0.29422593,0.25848415,0.013283059,-0.1457314,-0.3264276,0.1806962
54,0.31121072,0.4144228,"('incapable', 'capable')",0.2355227,0.26403257,-0.39363167,-0.4243493,1.245292,1.2935784,0.3495984,0.3869211,-0.0373227
68,-0.30093014,-0.33483082,"('dependent', 'independent')",-0.8146245,-0.8728174,-1.1149583,-1.2280782,-0.31427276,-0.38374695,-0.6361964,-0.7048684,0.068672
16,-0.2779406,-0.33310133,"('unpopular', 'popular')",0.2262741,0.25275463,-0.5967616,-0.59619486,0.16947205,0.1993561,-0.119739,-0.1192964,-0.0004426
71,0.27361104,0.3540801,"('diffident', 'self-confident')",0.46467495,0.558539,-0.14627755,-0.02537202,0.22773579,0.42357928,0.2049361,0.3277066,-0.1227705
18,-0.255298,-0.16557762,"('disagreeable', 'welcoming')",-0.05776631,0.021479651,-1.6935722,-1.7095773,-0.5550964,-0.54870886,-0.6404332,-0.600596,-0.0398372
12,0.24853607,0.34781542,"('unsupportive', 'supportive')",-0.5813957,-0.48409072,-0.7593454,-0.71281034,-0.9364357,-0.88753885,-0.5071602,-0.4341561,-0.0730041
27,-0.2120075,-0.14833009,"('hardhearted', 'softhearted')",-0.6894589,-0.61942524,-0.18164316,-0.09460476,1.353101,1.5006297,0.0674979,0.1595674,-0.0920695
87,0.18482417,0.15938264,"('unsuccessful', 'successful')",0.0797635,0.027676139,0.7401398,0.81344163,0.7492767,0.8242799,0.4385011,0.4561951,-0.017694
74,0.18170154,0.22515477,"('undedicated', 'dedicated')",-0.58730525,-0.5459442,0.0914408,0.21269761,0.41263047,0.5927229,0.0246169,0.1211578,-0.0965409
31,0.1813729,0.39431703,"('evil', 'good')",1.2959039,1.571848,-0.39522845,-0.3007826,-1.5926712,-1.3242831,-0.1276557,0.0852748,-0.2129305
78,0.16907266,0.20863573,"('nonresilient', 'resilient')",0.375247,0.38263726,0.60775757,0.56589943,0.95427144,0.9089059,0.5265871,0.5165196,0.0100675
62,-0.1643724,-0.1570095,"('incompetent', 'brilliant')",-1.6735119,-1.7441978,-0.5011708,-0.5427841,0.9046626,0.65972334,-0.3585981,-0.446067,0.0874689
39,0.16399463,0.121950835,"('exploitative', 'cooperative')",0.10721743,-0.062553585,1.18273,1.1447784,0.34690475,0.24061282,0.4502117,0.3611971,0.0890146
7,-0.14605805,-0.037594583,"('insensitive', 'sensitive')",-1.2795086,-1.2203225,-0.7673353,-0.65931404,0.9762605,0.97669005,-0.3041604,-0.2351353,-0.0690251
26,0.13928643,0.45772934,"('hardhearted', 'benevolent')",1.0716431,1.3868278,0.78131646,1.1787976,1.2148362,1.6041007,0.8017706,1.1568639,-0.3550933
51,-0.1391586,0.018205237,"('uneducated', 'educated')",-0.8812536,-0.7664494,0.041286606,0.09632522,0.95538795,0.92630905,-0.0059344,0.0685975,-0.0745319
77,0.116340935,0.062944844,"('unmotivated', 'motivated')",-1.0830798,-1.1669136,-0.048095837,-0.13064367,-0.7996556,-0.9844596,-0.4536226,-0.554768,0.1011454
52,-0.08998625,-0.05386705,"('irrational', 'rational')",0.43157274,0.4523653,-1.3095514,-1.2554667,-0.43722904,-0.29749557,-0.3512985,-0.288616,-0.0626825
49,0.080447376,0.27439296,"('unable', 'able')",0.0064194594,0.122618854,-0.9462951,-0.79825073,-0.13611852,-0.1024768,-0.2488867,-0.1259289,-0.1229578
15,0.05851487,0.28691366,"('boring', 'funny')",0.9880751,1.12442,0.49353418,0.6816972,0.04234905,0.19686857,0.3956183,0.5724749,-0.1768566
8,0.020320661,0.11172796,"('unaffectionate', 'affectionate')",0.025577083,0.14306903,-1.5423433,-1.3841764,0.60286295,0.7146548,-0.2233956,-0.1036811,-0.1197145
42,0.018483307,0.08263984,"('unreliable', 'reliable')",-0.62169826,-0.6433172,-0.33396262,-0.25320625,-2.414102,-2.2666028,-0.8378199,-0.7701216,-0.0676983
