,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
18,-1.0296626,-1.1608706,"('disagreeable', 'welcoming')",-0.19471355,-0.2182988,-0.43537033,-0.45347977,-0.5532488,-0.610883,0.0576342
9,-1.0193101,-1.0549638,"('unaffectionate', 'caring')",1.5382893,1.6213789,1.5864162,1.5517381,0.7017984,0.706051,-0.0042526
8,-0.9955094,-1.0800253,"('unaffectionate', 'affectionate')",0.27516466,0.36822265,0.740886,0.6453004,0.0068471,-0.0221674,0.0290145
46,-0.990524,-0.89497155,"('uncompetitive', 'competitive')",0.46603054,0.48479256,-0.31991938,-0.32500798,-0.2814709,-0.2450623,-0.0364086
48,-0.9474372,-1.0034314,"('unintelligent', 'intelligent')",-0.6546536,-0.644229,0.6471297,0.60757244,-0.3183204,-0.346696,0.0283756
72,-0.87336063,-0.7999704,"('unambitious', 'ambitious')",-0.16207364,-0.080646224,-0.30648634,-0.24755882,-0.4473069,-0.3760585,-0.0712484
32,-0.86922836,-0.8785323,"('unkind', 'kind')",0.059856992,0.07152291,0.95872223,0.95473915,0.0497836,0.0492433,0.0005403
17,-0.84694993,-0.71139765,"('nasty', 'nice')",-0.6445478,-0.6426507,-0.995856,-0.9079213,-0.8291179,-0.7539899,-0.075128
43,-0.8269429,-0.6304028,"('irresponsible', 'responsible')",0.4421541,0.6415907,0.42166412,0.5344744,0.0122918,0.1818874,-0.1695956
26,-0.7775987,-0.72331923,"('hardhearted', 'benevolent')",1.7352655,1.7295457,1.1362345,1.1175898,0.6979671,0.7079388,-0.0099717
78,-0.7648818,-0.87841713,"('nonresilient', 'resilient')",0.8515574,0.8802188,0.32408258,0.37088743,0.1369194,0.1242297,0.0126897
24,-0.763908,-0.61935586,"('dishonest', 'honest')",0.31802037,0.4386207,0.8436179,0.88632447,0.1325768,0.2351964,-0.1026196
45,-0.7367064,-0.5301086,"('incompetent', 'competent')",-0.46115693,-0.3103981,0.07424449,0.14487264,-0.3745396,-0.231878,-0.1426616
54,-0.72782004,-0.7636486,"('incapable', 'capable')",0.6655005,0.72268325,0.9034249,0.89921784,0.2803685,0.2860842,-0.0057157
84,0.71139675,0.5871872,"('inferior', 'superior')",0.47540945,0.4200906,0.8263985,0.7947282,0.6710682,0.6006687,0.0703995
74,-0.6834192,-0.3665113,"('undedicated', 'dedicated')",0.46370593,0.6833048,-0.41664174,-0.26004106,-0.2121183,0.0189175,-0.2310358
44,0.6813967,0.78088516,"('prejudiced', 'unprejudiced')",-0.5840546,-0.43522838,-1.6915525,-1.5990219,-0.5314035,-0.4177884,-0.1136151
16,-0.6480701,-0.8576553,"('unpopular', 'popular')",-0.36108255,-0.38715577,0.17442644,0.1430257,-0.2782421,-0.3672618,0.0890197
69,0.61880994,0.5806536,"('lazy', 'industrious')",0.7597321,0.7479696,-1.5799494,-1.5782897,-0.0671358,-0.0832222,0.0160864
82,-0.59782976,-0.6394791,"('poor', 'rich')",0.24016424,0.19949026,6.9093747,6.9134398,2.1839031,2.1578169,0.0260862
29,0.5720221,0.39938676,"('unfair', 'fair')",-0.12861367,-0.16036412,-0.6252936,-0.7007386,-0.0606284,-0.1539053,0.0932769
51,-0.56754357,-0.5753745,"('uneducated', 'educated')",-0.03159419,-0.11289524,0.9229355,0.91280705,0.1079326,0.0748458,0.0330868
12,-0.53486776,-0.43962198,"('unsupportive', 'supportive')",0.9263344,1.1302137,-1.7825614,-1.6344783,-0.4636983,-0.3146289,-0.1490694
38,-0.52981687,-0.32991338,"('untruthful', 'truthful')",0.41259614,0.59007293,0.09729139,0.28528622,-0.0066431,0.1818153,-0.1884584
59,0.5277127,0.2749524,"('foolish', 'wise')",0.61933476,0.5440412,-0.1354917,-0.22191678,0.3371853,0.1990256,0.1381597
5,-0.50810933,-0.33759445,"('distant', 'outgoing')",0.5554441,0.68112206,-0.87711185,-0.72554934,-0.2765924,-0.1273406,-0.1492518
70,-0.48426569,-0.2989846,"('lethargic', 'energetic')",-0.118543394,0.037617244,0.81619954,0.908455,0.0711302,0.2156959,-0.1445657
39,0.47431496,0.69777614,"('exploitative', 'cooperative')",0.80336285,0.8733034,0.14470473,0.24440889,0.4741275,0.6051628,-0.1310353
31,-0.45771608,-0.49532792,"('evil', 'good')",-0.5930052,-0.5655014,-1.6064538,-1.6378238,-0.885725,-0.8995511,0.0138261
68,0.44162685,0.38948354,"('dependent', 'independent')",-1.3811274,-1.4539857,-0.59286386,-0.5873231,-0.5107881,-0.5506084,0.0398203
23,-0.4377484,-0.42097914,"('insincere', 'sincere')",1.0588061,1.065237,6.7104545,6.7096457,2.4438373,2.4513013,-0.007464
77,-0.42367435,-0.42296836,"('unmotivated', 'motivated')",0.90544677,0.9150678,-1.2773808,-1.1464405,-0.2652028,-0.2181137,-0.0470891
58,-0.4233588,-0.3333436,"('undiscriminating', 'discriminating')",1.1771871,1.2207348,0.1744594,0.12506875,0.3094292,0.3374867,-0.0280575
55,-0.4142506,-0.33379808,"('incompetent', 'clever')",-0.4798558,-0.4342628,0.7275644,0.7464505,-0.055514,-0.0072035,-0.0483105
27,-0.4026472,-0.3601398,"('hardhearted', 'softhearted')",-0.3440841,-0.26835364,1.0343988,0.91350293,0.0958892,0.0950032,0.000886
40,-0.39155975,-0.5759454,"('stingy', 'generous')",1.1853547,1.1522999,-1.8257678,-1.9498192,-0.3439909,-0.4578216,0.1138307
85,-0.38725466,-0.44309843,"('insignificant', 'prestigious')",1.2127709,1.245571,-0.7621486,-0.77860403,0.0211226,0.0079562,0.0131664
42,0.38004148,0.39199615,"('unreliable', 'reliable')",0.30816877,0.40100545,-2.7700484,-2.7135468,-0.693946,-0.6401817,-0.0537643
63,-0.35567012,-0.2029639,"('unperceptive', 'insightful')",1.0697093,1.1721659,1.0721033,1.2379652,0.5953808,0.7357224,-0.1403416
2,0.34758383,0.35998034,"('unlikable', 'likable')",2.031018,2.0775206,0.63994765,0.65706027,1.0061831,1.0315204,-0.0253373
13,-0.3468047,-0.10392234,"('impolite', 'polite')",0.014852336,0.012938793,-0.36746126,-0.3766361,-0.2331379,-0.1558732,-0.0772647
67,0.3451472,0.45417517,"('doubtful', 'determined')",-0.20220633,-0.19262737,-1.0696613,-0.97129375,-0.3089068,-0.236582,-0.0723248
50,0.33723882,0.07559335,"('clumsy', 'skillful')",0.3190694,0.388428,0.51658505,0.42798862,0.3909644,0.2973367,0.0936277
35,0.32431605,0.1832503,"('corrupt', 'incorrupt')",-1.0482358,-1.0744462,-1.0153264,-1.1243124,-0.5797487,-0.6718361,0.0920874
61,-0.32084665,-0.032301545,"('illogical', 'logical')",1.1445403,1.3005642,0.460246,0.5577994,0.4279799,0.6086873,-0.1807074
11,-0.3016767,-0.21731311,"('unhelpful', 'helpful')",0.10488728,0.22970392,2.2668688,2.3729992,0.6900264,0.79513,-0.1051036
64,0.2539355,0.35383216,"('shy', 'confident')",0.000113200396,0.02216485,-6.400485,-6.2781124,-2.0488121,-1.9673718,-0.0814403
87,-0.23902929,-0.06531407,"('unsuccessful', 'successful')",0.93620706,0.90021163,1.1972268,1.2920501,0.6314682,0.7089825,-0.0775143
71,-0.23860328,-0.23448262,"('diffident', 'self-confident')",1.5829098,1.5554708,0.2292893,0.3274552,0.524532,0.5494811,-0.0249491
3,-0.2261139,-0.33603543,"('repellent', 'pleasant')",-0.0078652855,-0.03043704,1.418301,1.2960556,0.3947739,0.309861,0.0849129
83,-0.22531149,-0.07147746,"('powerless', 'powerful')",0.30556077,0.37974814,-0.9055732,-0.9288718,-0.275108,-0.206867,-0.068241
41,-0.22059679,-0.19958283,"('unforgiving', 'forgiving')",0.90717584,0.9504082,-0.30242506,-0.33246654,0.1280513,0.139453,-0.0114017
49,-0.21952651,-0.20994142,"('unable', 'able')",-0.86336166,-0.72213733,0.13762504,0.2585905,-0.3150877,-0.2244961,-0.0905916
47,-0.21612206,-0.10008317,"('stupid', 'smart')",1.0117147,1.016917,5.430625,5.421142,2.0754059,2.1126587,-0.0372528
25,-0.21147326,-0.312413,"('egoistic', 'altruistic')",0.52126837,0.47883743,1.2108847,1.1921301,0.5068933,0.4528515,0.0540418
30,0.2063336,0.3790135,"('intolerant', 'tolerant')",0.55185926,0.5615463,0.559252,0.5613904,0.4391483,0.5006501,-0.0615018
75,0.20155682,0.1928437,"('meek', 'impulsive')",-0.53097147,-0.4175804,-0.8673809,-0.83709407,-0.3989319,-0.3539436,-0.0449883
80,0.18752469,0.37021396,"('dominated', 'dominating')",-0.44668388,-0.37156507,-0.10612202,0.018059123,-0.1217604,0.0055693,-0.1273297
22,0.18694413,0.23208025,"('untrustworthy', 'trustworthy')",-0.2558266,-0.2517872,-0.355765,-0.40799242,-0.1415492,-0.1425665,0.0010173
62,0.18012844,0.36108425,"('incompetent', 'brilliant')",0.63588077,0.865114,0.8574446,1.0431138,0.5578179,0.7564373,-0.1986194
7,-0.16104999,-0.12629122,"('insensitive', 'sensitive')",0.46224773,0.52795166,0.88253987,0.8734997,0.3945792,0.4250534,-0.0304742
81,-0.15208682,-0.107433945,"('submissive', 'aggressive')",0.25080425,0.10146105,-0.64242077,-0.64125276,-0.1812344,-0.2157419,0.0345075
52,0.14918546,0.020496253,"('irrational', 'rational')",0.23612455,0.20048079,-0.14679766,-0.22917011,0.0795041,-0.002731,0.0822351
65,0.12757795,-0.009695109,"('insecure', 'secure')",-0.3424067,-0.580633,0.28732827,0.21240442,0.0241665,-0.1259746,0.1501411
56,-0.12411113,0.2531724,"('impractical', 'practical')",0.25997695,0.4576397,-0.6622109,-0.43974146,-0.1754484,0.0903569,-0.2658053
76,-0.121284485,-0.18201753,"('anxious', 'daring')",-0.47346303,-0.5270243,-0.18747374,-0.22263983,-0.2607404,-0.3105605,0.0498201
36,-0.1149426,-0.31934428,"('hostile', 'amicable')",0.06499562,-0.055761702,-0.6503739,-0.8424766,-0.2334403,-0.4058609,0.1724206
4,0.11053118,0.15578383,"('disliked', 'liked')",-0.037838932,0.055364124,-6.9663033,-6.838947,-2.2978703,-2.2092663,-0.088604
34,0.085437626,0.3046163,"('mean', 'honorable')",0.81821007,0.86244303,5.8085957,5.8640184,2.2374144,2.3436926,-0.1062782
14,-0.073894605,0.07918369,"('antisocial', 'social')",1.7069452,1.7185465,-0.2331347,-0.23537232,0.4666386,0.520786,-0.0541474
21,0.05413812,0.19982675,"('immoral', 'moral')",0.550496,0.60281086,-0.34429953,-0.31524396,0.0867782,0.1624645,-0.0756863
37,0.05306546,-0.03130362,"('fake', 'genuine')",-0.7852994,-0.7665943,0.5122395,0.42896092,-0.0733315,-0.122979,0.0496475
33,-0.033347204,-0.067049734,"('wrong', 'right')",0.9804157,1.0249506,-0.90970916,-0.9261872,0.0124531,0.0105712,0.0018819
15,-0.020769335,0.10478266,"('boring', 'funny')",0.10318739,0.06527443,-0.4205228,-0.37299788,-0.1127016,-0.0676469,-0.0450547
20,-0.0088035315,0.019828288,"('rough', 'thoughtful')",0.16469578,0.23456153,0.43491262,0.39536265,0.196935,0.2165842,-0.0196492
60,-0.0011449065,0.22389051,"('inefficient', 'efficient')",0.28048122,0.37937808,0.15115193,0.30512628,0.1434961,0.3027983,-0.1593022
