,dover_male,dover_female,tuple,corp_male,corp_female,average_male,average_female,male-female
16,-2.3077714,-1.9265409,"('unpopular', 'popular')",0.206684,0.28747186,-1.0505438,-0.8195345,-0.2310093
75,-2.1390688,-2.0262895,"('meek', 'impulsive')",-0.76329756,-0.77654463,-1.4511832,-1.401417,-0.0497662
50,-1.8469065,-1.6973644,"('clumsy', 'skillful')",-0.22185266,-0.19294974,-1.0343796,-0.9451571,-0.0892225
25,1.6364646,1.7665842,"('egoistic', 'altruistic')",1.6659405,1.4467294,1.6512026,1.6066568,0.0445458
24,1.3931017,1.3030264,"('dishonest', 'honest')",0.785342,0.75825554,1.0892218,1.030641,0.0585808
61,1.2640356,1.4380631,"('illogical', 'logical')",0.65831774,0.6677233,0.9611766,1.0528932,-0.0917166
44,-1.2629362,-1.3229917,"('prejudiced', 'unprejudiced')",-2.014219,-1.9255623,-1.6385777,-1.624277,-0.0143007
39,1.2483169,1.4185967,"('exploitative', 'cooperative')",0.0024583284,0.0020844247,0.6253876,0.7103406,-0.084953
1,1.1861637,1.1453832,"('unfriendly', 'friendly')",1.9464098,1.6016669,1.5662868,1.3735251,0.1927617
67,-1.1277907,-0.87342024,"('doubtful', 'determined')",-0.8774337,-0.7930201,-1.0026122,-0.8332202,-0.169392
9,1.1160098,1.05923,"('unaffectionate', 'caring')",1.6181375,1.3412886,1.3670737,1.2002592,0.1668145
4,-1.0721259,-0.7236828,"('disliked', 'liked')",-6.7871666,-6.6765985,-3.9296463,-3.7001407,-0.2295056
14,1.0541669,0.66406804,"('antisocial', 'social')",-0.48176956,-0.50891775,0.2861987,0.0775751,0.2086236
77,-0.99461985,-0.90282696,"('unmotivated', 'motivated')",-1.3898547,-1.1178541,-1.1922373,-1.0103406,-0.1818967
64,-0.9823386,-0.9837634,"('shy', 'confident')",-6.682386,-6.3091035,-3.8323622,-3.6464334,-0.1859288
23,0.9819528,0.6275925,"('insincere', 'sincere')",5.8684974,5.8050857,3.425225,3.2163391,0.2088859
59,-0.9502017,-0.83054763,"('foolish', 'wise')",0.31740984,0.23394017,-0.3163959,-0.2983037,-0.0180922
70,-0.91507477,-1.1517727,"('lethargic', 'energetic')",-0.4710496,-0.2580613,-0.6930622,-0.704917,0.0118548
29,-0.907357,-0.9404563,"('unfair', 'fair')",0.15364894,-0.04955712,-0.376854,-0.4950067,0.1181527
71,0.8628958,1.078114,"('diffident', 'self-confident')",0.4811043,0.4526795,0.6720001,0.7653968,-0.0933967
60,0.84407586,0.50344354,"('inefficient', 'efficient')",-0.6694005,-0.27009317,0.0873377,0.1166752,-0.0293375
19,-0.82910204,-0.37771422,"('inhospitable', 'hospitable')",0.017987061,-0.016048782,-0.4055575,-0.1968815,-0.208676
42,-0.8259928,-1.0155163,"('unreliable', 'reliable')",-3.8482673,-3.7635214,-2.3371301,-2.3895187,0.0523886
48,0.8028546,0.38736457,"('unintelligent', 'intelligent')",0.7617242,0.74728703,0.7822894,0.5673258,0.2149636
62,0.7904373,0.6055682,"('incompetent', 'brilliant')",0.12390658,0.48305544,0.4571719,0.5443118,-0.0871399
84,0.7846368,0.94275194,"('inferior', 'superior')",1.0963776,1.1603712,0.9405072,1.0515616,-0.1110544
43,-0.77716726,-0.98152864,"('irresponsible', 'responsible')",-0.1914581,-0.12875298,-0.4843127,-0.5551408,0.0708281
26,0.7702556,0.78736156,"('hardhearted', 'benevolent')",1.6160499,1.4485059,1.1931528,1.1179338,0.075219
79,-0.7613799,-0.2652088,"('wavering', 'unwavering')",-0.20209624,-0.157064,-0.4817381,-0.2111364,-0.2706017
30,0.7573273,0.59413505,"('intolerant', 'tolerant')",0.36603826,0.42284292,0.5616828,0.508489,0.0531938
33,0.7455377,0.6790671,"('wrong', 'right')",-0.15815371,-0.3496219,0.293692,0.1647226,0.1289694
52,-0.7335428,-0.4540887,"('irrational', 'rational')",0.60899323,0.2314802,-0.0622748,-0.1113042,0.0490294
6,0.7240897,1.1077069,"('distant', 'open')",-0.032422613,-0.26314288,0.3458335,0.422282,-0.0764485
51,-0.69372374,-0.7080303,"('uneducated', 'educated')",0.18338253,0.33783507,-0.2551706,-0.1850976,-0.070073
40,0.6823561,0.56446844,"('stingy', 'generous')",-1.4558421,-1.5537215,-0.386743,-0.4946266,0.1078836
72,0.64361376,0.47553432,"('unambitious', 'ambitious')",-0.7224994,-0.6915774,-0.0394428,-0.1080215,0.0685787
22,0.63457614,0.27723622,"('untrustworthy', 'trustworthy')",-0.8877929,-0.97440636,-0.1266084,-0.3485851,0.2219767
8,0.6313696,0.69038796,"('unaffectionate', 'affectionate')",1.2566961,0.84161776,0.9440328,0.7660029,0.1780299
68,-0.58625793,-0.6866314,"('dependent', 'independent')",-0.5116593,-0.42632556,-0.5489587,-0.5564785,0.0075198
21,0.5760041,0.31160527,"('immoral', 'moral')",-0.7214232,-0.63864106,-0.0727096,-0.1635179,0.0908083
31,-0.5732015,-0.2643086,"('evil', 'good')",-0.23442756,-0.49776024,-0.4038145,-0.3810344,-0.0227801
46,-0.57142323,-0.64838654,"('uncompetitive', 'competitive')",-1.2007589,-0.9191364,-0.8860911,-0.7837615,-0.1023296
66,-0.5658585,-0.41831875,"('inactive', 'active')",0.21038365,0.32514808,-0.1777374,-0.0465853,-0.1311521
34,0.5309991,0.6403916,"('mean', 'honorable')",5.5815883,5.6377244,3.0562937,3.1390581,-0.0827644
69,-0.52364266,-0.20265336,"('lazy', 'industrious')",-0.5827911,-0.47832438,-0.5532169,-0.3404889,-0.212728
81,-0.5098773,-0.90219754,"('submissive', 'aggressive')",-1.3309253,-1.016755,-0.9204013,-0.9594762,0.0390749
53,0.4903579,0.5084146,"('uncreative', 'creative')",0.35324934,0.17980911,0.4218036,0.3441119,0.0776917
38,-0.43784684,-0.24511465,"('untruthful', 'truthful')",-0.016898457,0.11600071,-0.2273726,-0.064557,-0.1628156
11,-0.4118399,-0.5112743,"('unhelpful', 'helpful')",1.4769754,1.6684003,0.5325677,0.578563,-0.0459953
13,0.409756,0.2175064,"('impolite', 'polite')",-1.1704749,-0.85673904,-0.3803594,-0.3196163,-0.0607431
20,-0.3955384,-0.46237153,"('rough', 'thoughtful')",0.84358597,0.7954907,0.2240238,0.1665596,0.0574642
86,0.39469492,0.38148996,"('uninfluential', 'influential')",-0.36982608,-0.25042525,0.0124344,0.0655324,-0.053098
63,-0.3795552,-0.2804821,"('unperceptive', 'insightful')",0.43483013,0.6724143,0.0276375,0.1959661,-0.1683286
78,-0.32943943,-0.17018078,"('nonresilient', 'resilient')",0.3533692,0.63597876,0.0119649,0.232899,-0.2209341
2,0.3268474,0.2297268,"('unlikable', 'likable')",0.19910483,0.19319378,0.2629761,0.2114603,0.0515158
57,-0.31651747,-0.694811,"('unimaginative', 'imaginative')",-3.3664112,-3.555448,-1.8414643,-2.1251295,0.2836652
56,0.31106514,0.35804325,"('impractical', 'practical')",-1.1487254,-0.7936373,-0.4188301,-0.217797,-0.2010331
10,0.29869482,-0.11828606,"('unsympathetic', 'sympathetic')",-0.9229594,-0.82154804,-0.3121323,-0.4699171,0.1577848
83,-0.29459035,-0.032654777,"('powerless', 'powerful')",-0.8586773,-0.7084245,-0.5766338,-0.3705396,-0.2060942
36,0.29167983,0.64708674,"('hostile', 'amicable')",0.41590565,-0.06420403,0.3537927,0.2914414,0.0623513
55,0.2824317,-0.30380926,"('incompetent', 'clever')",-0.010897223,0.030588552,0.1357672,-0.1366104,0.2723776
32,-0.2788356,-0.299313,"('unkind', 'kind')",0.33464712,0.34144866,0.0279058,0.0210678,0.006838
65,0.27788544,-0.14480075,"('insecure', 'secure')",-0.7909567,-0.6259443,-0.2565356,-0.3853725,0.1288369
76,0.26545617,-0.07436301,"('anxious', 'daring')",-0.8160735,-0.68419135,-0.2753087,-0.3792772,0.1039685
27,0.25456214,0.062178466,"('hardhearted', 'softhearted')",1.2522118,1.0396429,0.753387,0.5509107,0.2024763
35,-0.25246003,0.1654177,"('corrupt', 'incorrupt')",-0.17384377,-0.24745482,-0.2131519,-0.0410186,-0.1721333
12,0.2448332,0.21063145,"('unsupportive', 'supportive')",-1.783077,-1.6533871,-0.7691219,-0.7213778,-0.0477441
45,-0.24055111,-0.40720245,"('incompetent', 'competent')",-0.44329157,-0.2921164,-0.3419213,-0.3496594,0.0077381
17,-0.23474169,-0.18979481,"('nasty', 'nice')",-0.4058831,-0.46684086,-0.3203124,-0.3283178,0.0080054
15,-0.23236498,-0.38124937,"('boring', 'funny')",-0.102916524,-0.27081895,-0.1676407,-0.3260342,0.1583935
0,0.22680975,0.0867056,"('unsociable', 'sociable')",-0.4693066,-0.48030946,-0.1212484,-0.1968019,0.0755535
3,-0.21335836,-0.47427306,"('repellent', 'pleasant')",0.9473321,0.7809771,0.3669869,0.153352,0.2136349
18,-0.20436442,-0.5608082,"('disagreeable', 'welcoming')",-0.2894987,-0.4518019,-0.2469316,-0.506305,0.2593734
49,-0.18750988,-0.26682398,"('unable', 'able')",-0.06642932,-0.07101519,-0.1269696,-0.1689196,0.04195
47,0.17907783,0.15830393,"('stupid', 'smart')",4.8730426,4.909665,2.5260601,2.5339844,-0.0079243
28,0.17528653,-0.010591492,"('disloyal', 'loyal')",1.1789832,0.9229192,0.6771349,0.4561639,0.220971
41,0.17049167,-0.0044675358,"('unforgiving', 'forgiving')",0.14124762,-0.09223881,0.1558696,-0.0483532,0.2042228
74,-0.16811812,-0.17216404,"('undedicated', 'dedicated')",-0.65238,-0.60582304,-0.4102491,-0.3889935,-0.0212556
87,-0.15661831,0.013703944,"('unsuccessful', 'successful')",0.79931873,1.061755,0.3213502,0.5377294,-0.2163792
82,0.12790596,0.15274364,"('poor', 'rich')",5.779245,5.933202,2.9535754,3.0429728,-0.0893974
73,-0.12682,0.03531953,"('helpless', 'self-reliant')",-2.7468097,-2.7337852,-1.4368149,-1.3492328,-0.0875821
37,0.12424151,0.022467375,"('fake', 'genuine')",0.16236228,0.10326481,0.1433019,0.0628661,0.0804358
54,0.08623764,0.11869003,"('incapable', 'capable')",0.9718048,0.944725,0.5290212,0.5317075,-0.0026863
5,0.059314713,0.54398,"('distant', 'outgoing')",0.10850936,0.068118125,0.083912,0.306049,-0.222137
7,0.041639518,-0.30128264,"('insensitive', 'sensitive')",0.24498706,0.2659526,0.1433133,-0.017665,0.1609783
85,-0.0386721,0.17794609,"('insignificant', 'prestigious')",0.17994225,-0.03485938,0.0706351,0.0715434,-0.0009083
80,-0.025622942,-0.29534653,"('dominated', 'dominating')",-0.9849421,-0.75127184,-0.5052825,-0.5233092,0.0180267
88,-0.022580637,-0.15190451,"('low', 'eminent')",-0.5072248,-0.45153373,-0.2649027,-0.3017191,0.0368164
58,-0.018916197,-0.06913976,"('undiscriminating', 'discriminating')",0.5312881,0.28535503,0.2561859,0.1081076,0.1480783
