,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
31,0.17854905,0.20903589,"('evil', 'good')",-1.12602,-1.0693381,-0.4737355,-0.4301511,-0.0435844
29,-0.17436402,-0.32111883,"('unfair', 'fair')",-0.2467283,-0.28529567,-0.2105462,-0.3032072,0.092661
65,-0.1669012,-0.13225344,"('insecure', 'secure')",-0.076069236,-0.14753097,-0.1214852,-0.1398922,0.018407
52,0.16615051,0.19632843,"('irrational', 'rational')",-0.22710794,-0.014641339,-0.0304787,0.0908435,-0.1213222
50,-0.16007769,-0.18703625,"('clumsy', 'skillful')",-0.09716283,-0.042830326,-0.1286203,-0.1149333,-0.013687
68,-0.15665652,-0.48490837,"('dependent', 'independent')",-0.14951533,-0.12417904,-0.1530859,-0.3045437,0.1514578
71,0.15454654,0.20270479,"('diffident', 'self-confident')",0.7690443,0.6705872,0.4617954,0.436646,0.0251494
79,-0.14481625,-0.2872774,"('wavering', 'unwavering')",-0.107553825,-0.030003268,-0.126185,-0.1586403,0.0324553
34,0.13591143,0.14400652,"('mean', 'honorable')",5.868885,5.688053,3.0023983,2.9160299,0.0863684
22,-0.1273416,0.12275642,"('untrustworthy', 'trustworthy')",-0.6912937,-0.7037117,-0.4093177,-0.2904776,-0.1188401
77,-0.12276211,-0.20847628,"('unmotivated', 'motivated')",-1.1016045,-1.1173509,-0.6121833,-0.6629136,0.0507303
76,-0.11266046,0.04926699,"('anxious', 'daring')",0.33495048,0.30685872,0.111145,0.1780629,-0.0669179
88,0.09579277,-0.025151528,"('low', 'eminent')",0.45624262,0.34910348,0.2760177,0.161976,0.1140417
75,-0.07787369,-0.3797682,"('meek', 'impulsive')",-0.5907905,-0.5983277,-0.3343321,-0.4890479,0.1547158
60,0.06583151,0.24618933,"('inefficient', 'efficient')",0.24095027,0.024301216,0.1533909,0.1352453,0.0181456
78,-0.061506502,0.0018493161,"('nonresilient', 'resilient')",0.37718973,0.36564052,0.1578416,0.1837449,-0.0259033
62,-0.056627832,-0.030489922,"('incompetent', 'brilliant')",0.08017049,-0.049922485,0.0117713,-0.0402062,0.0519775
35,-0.04005729,-0.31236726,"('corrupt', 'incorrupt')",-0.3538995,-0.26778308,-0.1969784,-0.2900752,0.0930968
40,-0.027619474,0.3999095,"('stingy', 'generous')",-1.1638263,-1.067142,-0.5957229,-0.3336163,-0.2621066
