,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
77,1.1466893,0.79044443,"('unmotivated', 'motivated')",-0.13252552,-0.2658557,0.49520567,0.38195103,-0.80763626,-0.8507223,0.1754333,0.0139544,0.1614789
7,1.0911484,1.0844437,"('insensitive', 'sensitive')",0.12392397,0.09309626,-0.19480222,-0.089980274,0.923505,0.916954,0.4859438,0.5011284,-0.0151846
23,1.039242,1.2912241,"('insincere', 'sincere')",-0.21885721,-0.09424219,-0.1725711,0.04414706,6.110415,5.9488645,1.6895572,1.7974983,-0.1079411
5,-1.0321516,-0.6491212,"('distant', 'outgoing')",0.32556772,0.5909268,-1.6488712,-1.3440953,-0.42946985,-0.5039929,-0.6962312,-0.4765707,-0.2196605
30,1.0195972,1.2192256,"('intolerant', 'tolerant')",0.72453433,0.73066705,-0.13230814,0.033441976,0.9197401,1.0523345,0.6328909,0.7589173,-0.1260264
10,0.9638062,1.0338413,"('unsympathetic', 'sympathetic')",-0.9964844,-1.0452615,-0.23102617,-0.09632885,0.031335842,0.25121608,-0.0580921,0.0358667,-0.0939588
80,0.9621293,0.43979865,"('dominated', 'dominating')",-0.13434295,-0.37809837,1.9310415,1.6246877,-0.9651581,-1.0212731,0.4484174,0.1662787,0.2821387
84,0.9134597,1.1712525,"('inferior', 'superior')",1.3788114,1.4273496,0.312858,0.4726426,0.65985996,0.8433994,0.8162473,0.9786611,-0.1624138
55,0.88219225,0.5086163,"('incompetent', 'clever')",-0.50889176,-0.76462483,1.0695822,0.8987628,0.09666993,0.119508654,0.3848882,0.1905657,0.1943225
35,-0.82803065,-0.49136224,"('corrupt', 'incorrupt')",0.013340276,0.22920054,-1.3024542,-1.1417538,-0.5439132,-0.4958211,-0.6652644,-0.4749342,-0.1903302
44,-0.81831247,-1.0905598,"('prejudiced', 'unprejudiced')",-0.020979699,-0.08232656,-0.37652582,-0.4536209,-1.7332824,-1.7564415,-0.7372751,-0.8457372,0.1084621
19,-0.81067616,-0.47300142,"('inhospitable', 'hospitable')",-0.20018952,0.05817976,-1.4673198,-1.207968,-0.13093728,-0.13554707,-0.6522807,-0.4395842,-0.2126965
70,0.7917304,0.79701555,"('lethargic', 'energetic')",0.018363893,0.07069335,0.2985333,0.49905592,0.8580488,1.0561534,0.4916691,0.6057296,-0.1140605
45,-0.7873423,-0.5620094,"('incompetent', 'competent')",-0.37436837,-0.16881448,-0.054648317,0.09303978,-0.6534341,-0.39529213,-0.4674483,-0.2582691,-0.2091792
62,0.78261745,0.6347966,"('incompetent', 'brilliant')",0.07497056,0.18388261,0.30856076,0.44101608,0.0824072,0.33977973,0.312139,0.3998688,-0.0877298
36,-0.7537284,-1.0284661,"('hostile', 'amicable')",-0.35020563,-0.31723192,-1.2815837,-1.4384685,0.09510956,-0.22207212,-0.572602,-0.7515596,0.1789576
9,0.72570074,0.73379064,"('unaffectionate', 'caring')",0.40143433,0.47456968,-0.21787143,-0.058698177,1.2518561,1.1496993,0.5402799,0.5748404,-0.0345605
76,0.721007,0.77337295,"('anxious', 'daring')",-0.2561659,-0.15801202,0.7556245,0.8776378,0.28142276,0.5987391,0.3754721,0.5229344,-0.1474623
20,0.6743766,0.4192473,"('rough', 'thoughtful')",0.10237429,0.06515927,1.195904,1.0436261,1.1393095,1.0684463,0.7779911,0.6491197,0.1288714
2,0.66910005,0.43539155,"('unlikable', 'likable')",0.4463345,0.5841984,1.1763781,1.3240557,0.5398635,0.6634937,0.7079191,0.7517848,-0.0438657
50,-0.66849375,-0.32456017,"('clumsy', 'skillful')",0.006518217,0.28674078,-0.25781265,0.02042709,0.028425813,0.16436672,-0.2228406,0.0367436,-0.2595842
67,0.60572004,1.021046,"('doubtful', 'determined')",0.79736406,0.94492024,0.7251456,0.88797444,-0.5987281,-0.3823191,0.3823754,0.6179054,-0.23553
68,0.5752661,0.47306025,"('dependent', 'independent')",-0.972911,-1.1524582,-0.13690105,-0.14589688,-0.53761154,-0.6308854,-0.2680393,-0.3640451,0.0960058
86,0.5741736,0.379203,"('uninfluential', 'influential')",0.004795395,-0.1646238,0.055922344,0.09167598,0.11363736,0.039129004,0.1871322,0.086346,0.1007862
37,0.5607913,0.7203831,"('fake', 'genuine')",0.2960161,0.29176018,0.010093551,0.06190832,0.1837514,0.33637673,0.2626631,0.3526071,-0.089944
6,-0.5597771,-0.23050167,"('distant', 'open')",-0.06186627,0.2900284,-1.921761,-1.6163914,0.12656565,0.014353808,-0.6042097,-0.3856277,-0.218582
54,0.556918,0.50885797,"('incapable', 'capable')",-0.147105,-0.046048693,-0.025369829,0.09132839,0.89551806,0.7522946,0.3199903,0.3266081,-0.0066178
81,0.5508628,0.3627606,"('submissive', 'aggressive')",-0.36644858,-0.61684173,1.3105131,1.3660891,-0.5801467,-0.35127598,0.2286952,0.190183,0.0385122
29,-0.5501509,-0.18504304,"('unfair', 'fair')",-0.33678442,-0.24874957,-0.36789674,-0.4419822,-0.70321554,-0.81322145,-0.4895119,-0.4222491,-0.0672628
42,0.53083414,0.9014769,"('unreliable', 'reliable')",-0.65223503,-0.41601568,0.6441238,0.8655062,-3.1466527,-2.849624,-0.6559824,-0.3746641,-0.2813183
8,-0.52646416,-0.6840847,"('unaffectionate', 'affectionate')",-0.023756646,0.058398318,-0.3781367,-0.36193317,0.37510267,0.2843075,-0.1383137,-0.175828,0.0375143
17,-0.5080465,-0.15659383,"('nasty', 'nice')",-0.13185142,-0.0990166,-1.1122245,-1.2909664,-0.6031542,-0.6926392,-0.5888191,-0.559804,-0.0290151
65,0.5064312,0.56349343,"('insecure', 'secure')",-0.78722596,-0.9058712,0.4991138,0.5366604,-0.3437248,-0.21613275,-0.0313514,-0.0054625,-0.0258889
41,0.49353796,0.4302184,"('unforgiving', 'forgiving')",-1.4321792,-1.0861262,0.56828845,0.5797498,0.26104224,0.29039612,-0.0273276,0.0535595,-0.0808871
53,0.48125422,0.057956323,"('uncreative', 'creative')",0.7260396,0.6774737,0.07308124,0.19050086,1.2298683,1.1580659,0.6275609,0.5209992,0.1065617
79,-0.47993514,-0.2115745,"('wavering', 'unwavering')",-0.83909714,-0.52709985,-1.7591485,-1.6337997,-0.25837898,-0.25210342,-0.8341399,-0.6561443,-0.1779956
87,0.47841606,0.3103901,"('unsuccessful', 'successful')",0.33478296,0.20812649,2.0940294,1.9736649,0.77905583,0.7780465,0.9215711,0.817557,0.1040141
71,0.47009146,0.5147975,"('diffident', 'self-confident')",1.0726026,1.0995735,-0.51097065,-0.17827846,0.52070713,0.30768496,0.3881077,0.4359444,-0.0478367
66,0.45272952,0.1911411,"('inactive', 'active')",0.06824455,0.1017907,1.2321138,1.1608397,1.1832032,0.9241003,0.7340728,0.5944679,0.1396049
3,0.41275406,0.27722514,"('repellent', 'pleasant')",-0.36996412,-0.48556042,1.0663472,0.9225264,0.3197333,0.189375,0.3572176,0.2258915,0.1313261
38,-0.40355548,-0.06675116,"('untruthful', 'truthful')",-0.07566118,0.13544247,-1.0153378,-0.7263248,0.121542916,0.21486226,-0.3432529,-0.1106928,-0.2325601
57,0.40113947,-0.0935695,"('unimaginative', 'imaginative')",-0.6720167,-0.66185856,-0.28341803,-0.50488096,-2.3401608,-2.3232334,-0.723614,-0.8958856,0.1722716
26,0.39791396,0.30992043,"('hardhearted', 'benevolent')",0.6616774,0.72174215,0.4463396,0.55039066,1.2219076,1.342922,0.6819596,0.7312438,-0.0492842
52,-0.38988495,-0.15057844,"('irrational', 'rational')",0.30962142,0.44862214,-0.7925182,-0.92987543,-0.1965689,-0.4345257,-0.2673377,-0.2665894,-0.0007483
40,0.37361452,0.004230872,"('stingy', 'generous')",0.3979969,0.3097977,0.6303935,0.4620499,-1.6611183,-1.6328331,-0.0647783,-0.2141887,0.1494104
51,-0.36021632,-0.30720377,"('uneducated', 'educated')",-0.656183,-0.7860392,1.1553955,1.0105642,0.9099139,0.84305906,0.2622275,0.1900951,0.0721324
24,0.3166061,0.58987397,"('dishonest', 'honest')",0.24842884,0.37508038,-0.29479223,0.1687731,0.6560525,0.9501043,0.2315738,0.5209579,-0.2893841
33,0.31595948,0.36773297,"('wrong', 'right')",1.2851276,1.3100896,0.19514978,0.23319826,-0.3682291,-0.5343993,0.357002,0.3441554,0.0128466
47,-0.31582284,-0.044403333,"('stupid', 'smart')",0.052493125,0.21058509,0.6023834,0.7862053,5.6802325,5.341183,1.5048215,1.5733925,-0.068571
13,0.2995891,0.41758025,"('impolite', 'polite')",0.3616766,0.45375645,0.3571242,0.68601644,0.0049617887,0.15937953,0.2558379,0.4291832,-0.1733453
61,-0.29037482,-0.07959339,"('illogical', 'logical')",0.041449122,0.06897826,0.3142988,0.4254402,0.18027735,0.23421746,0.0614126,0.1622606,-0.100848
32,-0.27748197,0.09414769,"('unkind', 'kind')",-0.25147885,0.041528262,0.24118708,0.5919937,0.82912326,1.0439111,0.1353374,0.4428952,-0.3075578
18,0.26338464,-0.015820261,"('disagreeable', 'welcoming')",-0.64975035,-0.6097175,-0.56391174,-0.4599129,-0.557025,-0.6311129,-0.3768256,-0.4291409,0.0523153
14,0.26109186,0.050204583,"('antisocial', 'social')",0.0426502,0.071578726,0.8322991,0.915287,-1.0048143,-0.9144363,0.0328067,0.0306585,0.0021482
34,0.2435022,0.2992679,"('mean', 'honorable')",0.21519005,0.41459402,-0.43371075,-0.14789882,6.225935,6.08361,1.5627291,1.6623933,-0.0996642
25,0.21098971,0.08172549,"('egoistic', 'altruistic')",0.78120047,0.78977394,-0.46504727,-0.42581064,1.071373,0.97524154,0.399629,0.3552326,0.0443964
85,-0.20066172,-0.2268666,"('insignificant', 'prestigious')",0.5221207,0.4580615,-0.84920466,-0.9470536,0.19869895,-0.08947083,-0.0822617,-0.2013324,0.1190707
78,-0.19226669,-0.2541884,"('nonresilient', 'resilient')",0.012889893,-0.14118397,0.6674937,0.692489,0.5228387,0.48964977,0.2527389,0.1966916,0.0560473
0,-0.15961243,-0.2490031,"('unsociable', 'sociable')",-0.6343081,-0.83752066,0.31217897,0.29291835,-0.50979775,-0.4672969,-0.2478848,-0.3152256,0.0673408
63,-0.14569941,0.17120476,"('unperceptive', 'insightful')",0.13282791,0.19581658,0.9914364,1.2363073,1.3256238,1.3502139,0.5760472,0.7383856,-0.1623384
22,0.13297088,0.09080891,"('untrustworthy', 'trustworthy')",-0.7016395,-0.73804307,0.748104,0.9927138,-1.0794985,-1.058858,-0.2250158,-0.1783446,-0.0466712
59,0.13096566,0.5129854,"('foolish', 'wise')",0.6141681,0.6895855,-1.1994656,-1.0882614,0.19574398,0.10534857,-0.064647,0.0549145,-0.1195615
69,0.12726098,0.07831348,"('lazy', 'industrious')",1.1669422,1.3254341,0.4114122,0.44983673,-0.8136458,-0.85716254,0.2229924,0.2491054,-0.026113
15,-0.120828345,-0.19052698,"('boring', 'funny')",0.29886737,0.43062082,-1.4374413,-1.3971025,0.29674792,0.23220092,-0.2406636,-0.2312019,-0.0094617
83,0.098878816,0.044944257,"('powerless', 'powerful')",0.09832491,0.12827954,-0.49718943,-0.41039795,-0.9804601,-0.9097953,-0.3201115,-0.2867424,-0.0333691
75,-0.09780013,-0.30301845,"('meek', 'impulsive')",-0.100669056,0.09880253,-1.1825541,-1.0985193,-0.47105718,-0.4477379,-0.4630201,-0.4376183,-0.0254018
48,0.0498705,-0.004657883,"('unintelligent', 'intelligent')",0.141923,-0.0894714,-0.12322036,-0.41152152,0.59148073,0.5674209,0.1650135,0.0154425,0.149571
1,-0.03692733,0.06212034,"('unfriendly', 'friendly')",0.20755976,0.24650368,-0.63016355,-0.54777956,1.6270195,1.4354308,0.2918721,0.2990688,-0.0071967
49,0.033114783,0.02018354,"('unable', 'able')",-0.37530625,-0.43458888,-0.61648643,-0.57292473,-0.2873032,-0.4216181,-0.3114953,-0.352237,0.0407417
11,-0.023011327,0.09007772,"('unhelpful', 'helpful')",0.0012923172,-0.0034358387,-0.3562364,-0.12806845,2.1631613,2.2516866,0.4463015,0.552565,-0.1062635
64,0.016764939,0.061590627,"('shy', 'confident')",0.7005709,0.59406877,1.1923797,1.1670238,-6.614704,-6.153906,-1.1762471,-1.0828056,-0.0934415
58,-0.016676553,-0.24298343,"('undiscriminating', 'discriminating')",0.5189456,0.32772583,0.8217818,0.60291445,0.10682636,0.073870234,0.3577193,0.1903818,0.1673375
