,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
39,2.0204327,1.721396,"('exploitative', 'cooperative')",0.16697916,0.047896173,1.7456939,1.6027938,-0.08363048,-0.17499872,0.9623688,0.7992718,0.163097
12,1.852491,1.9665338,"('unsupportive', 'supportive')",0.74496603,0.8170651,0.87635124,1.0447425,-1.3231524,-1.2452543,0.5376639,0.6457718,-0.1081079
56,1.79928,2.2089927,"('impractical', 'practical')",1.1845851,1.3668642,-0.054971457,0.23267445,-0.06548959,0.21292587,0.7158511,1.0053643,-0.2895132
31,-1.7335569,-1.4757656,"('evil', 'good')",-0.46738356,-0.457034,-1.277283,-1.302851,-1.4304625,-1.6140506,-1.2271714,-1.2124252,-0.0147462
16,-1.5484934,-1.566764,"('unpopular', 'popular')",-0.36854857,-0.488284,-0.050313503,-0.0780937,0.5712107,0.4349138,-0.3490362,-0.424557,0.0755208
74,1.5101907,1.4706402,"('undedicated', 'dedicated')",-0.8768006,-0.7232813,0.8451666,1.1770204,0.21753624,0.47818428,0.4240232,0.6006409,-0.1766177
27,1.4535697,1.1216035,"('hardhearted', 'softhearted')",-0.52518094,-0.41361302,-0.1319322,-0.10279227,1.6053468,1.3985355,0.6004508,0.5009334,0.0995174
46,1.416233,1.0449191,"('uncompetitive', 'competitive')",0.14336611,-0.18414214,1.2124566,1.3333117,-0.2930822,-0.13055748,0.6197433,0.5158828,0.1038605
73,1.399186,1.3965925,"('helpless', 'self-reliant')",0.4464049,0.55281186,-0.23084462,-0.2633977,-3.6877556,-3.6110976,-0.5182523,-0.4812727,-0.0369796
82,-1.3566653,-1.1840597,"('poor', 'rich')",0.039256584,0.08475717,-0.48020467,-0.1875739,6.0339136,5.987829,1.0590751,1.1752381,-0.116163
60,1.3269196,1.2383927,"('inefficient', 'efficient')",0.33459887,0.27188084,1.1322197,1.1664748,0.084203355,0.3812321,0.7194853,0.7644951,-0.0450098
4,-1.2998725,-1.1040591,"('disliked', 'liked')",-0.16086972,-0.053501293,-0.04299032,-0.22948515,-6.6108294,-6.2594447,-2.0286405,-1.9116225,-0.117018
88,-1.2524809,-1.10959,"('low', 'eminent')",-0.44798133,-0.5477819,-1.3473791,-1.1200362,0.04022651,0.24773474,-0.7519037,-0.6324183,-0.1194854
21,1.2287835,1.0585679,"('immoral', 'moral')",0.7919704,0.6989338,0.15367123,0.3286899,-0.9310659,-0.92695445,0.3108398,0.2898092,0.0210306
72,1.2263948,0.98312575,"('unambitious', 'ambitious')",0.14113107,0.24597538,0.58274144,0.51698965,-0.81902856,-0.6867104,0.2828097,0.2648451,0.0179646
43,1.218501,1.2132374,"('irresponsible', 'responsible')",0.37668037,0.5519612,0.19855969,0.4052657,0.8965862,1.0182166,0.6725818,0.7971702,-0.1245884
28,-1.1911783,-1.0125973,"('disloyal', 'loyal')",-0.45371756,-0.40258977,-0.36012375,-0.25764188,0.71612376,0.8385292,-0.322224,-0.208575,-0.113649
