,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
36,-1.7265329,-1.3270435,"('hostile', 'amicable')",-1.2986969,-1.2810316,-1.1271275,-1.1834043,-0.7957942,-0.88681054,-1.2370379,-1.1695726,-0.0674653
4,-1.7049086,-1.3807702,"('disliked', 'liked')",0.052071244,0.09302678,0.20622274,0.3547831,-6.5634823,-6.9745383,-2.0025241,-1.9768747,-0.0256494
39,1.4744352,1.518357,"('exploitative', 'cooperative')",0.3005431,0.35815322,0.2409683,0.13946515,0.40976998,0.3790657,0.6064292,0.5987603,0.0076689
67,1.3557017,1.3068831,"('doubtful', 'determined')",0.055785388,0.1762234,0.548038,0.47087067,-0.25373197,-0.2801482,0.4264483,0.4184572,0.0079911
1,-1.312467,-1.110055,"('unfriendly', 'friendly')",-1.4196671,-1.4042677,-2.4196706,-2.3307428,0.7773371,0.66601914,-1.093617,-1.0447617,-0.0488553
31,-1.2676907,-0.90104705,"('evil', 'good')",-1.0890613,-0.9463129,-1.1128427,-1.1283312,-1.1604964,-1.3540671,-1.1575227,-1.0824395,-0.0750832
78,-1.1784383,-0.97771686,"('nonresilient', 'resilient')",0.56943846,0.534068,-0.5233565,-0.41940442,0.5437326,0.6332303,-0.147156,-0.0574557,-0.0897003
5,-1.1743441,-0.9165532,"('distant', 'outgoing')",-0.7477131,-0.53155607,0.1993693,0.2321741,-0.7900681,-0.7125163,-0.628189,-0.4821129,-0.1460761
82,-1.1506582,-1.170528,"('poor', 'rich')",-0.10408352,-0.3083363,-0.105446815,-0.01380248,5.2568307,5.758776,0.9741606,1.0665274,-0.0923668
52,-1.1434209,-0.80607224,"('irrational', 'rational')",-0.65569407,-0.48549688,-0.303324,-0.37939227,-0.23318516,-0.27612212,-0.583906,-0.4867709,-0.0971351
64,-1.1406633,-1.3510002,"('shy', 'confident')",0.8093508,0.82648975,1.0877234,1.0656533,-5.1983685,-5.5059953,-1.1104894,-1.2412131,0.1307237
37,1.138162,0.8862019,"('fake', 'genuine')",0.047124974,0.054547325,0.2912023,0.3066409,0.3104151,0.21230668,0.4467261,0.3649242,0.0818019
16,-1.1218963,-1.0585926,"('unpopular', 'popular')",0.029828504,0.04481128,-0.8050598,-0.8850337,-0.08415629,-0.10665668,-0.4953209,-0.5013679,0.006047
74,1.1088148,1.2344967,"('undedicated', 'dedicated')",0.48365897,0.41446835,-0.3068026,-0.23624124,-0.11290185,-0.16250424,0.2931923,0.3125549,-0.0193626
