,dupont_male,dupont_female,tuple,de_male,de_female,nemours_male,nemours_female,inc_male,inc_female,average_male,average_female,male-female
71,1.3848037,1.6523576,"('diffident', 'self-confident')",-0.06619767,-0.012996156,-0.111458294,0.02906473,0.41644672,0.56202424,0.4058986,0.5576126,-0.151714
8,1.3390191,1.3054603,"('unaffectionate', 'affectionate')",0.21446611,0.06374377,0.48585495,0.3359382,0.5377974,0.6480306,0.6442844,0.5882932,0.0559912
63,-1.2685877,-0.928128,"('unperceptive', 'insightful')",-0.66329813,-0.65188384,-1.9918234,-2.0068517,0.97222495,1.0425996,-0.7378711,-0.636066,-0.1018051
68,-1.2404382,-1.2472292,"('dependent', 'independent')",-0.26878977,-0.33298624,-0.5515527,-0.67334986,-0.64885306,-0.5195984,-0.6774085,-0.6932909,0.0158824
9,1.235788,1.567564,"('unaffectionate', 'caring')",-0.85686177,-0.8181157,-0.58596134,-0.49464333,1.0618976,1.2913299,0.2137156,0.3865337,-0.1728181
70,-1.2328742,-1.168737,"('lethargic', 'energetic')",-0.51602113,-0.60068953,-2.5854,-2.5695279,0.91925156,0.8820619,-0.853761,-0.8642231,0.0104621
48,-1.2018133,-0.8220112,"('unintelligent', 'intelligent')",-1.1890937,-0.9264907,-2.3397183,-2.1478975,0.527767,0.65919435,-1.0507145,-0.8093013,-0.2414132
57,-1.1879051,-1.1046451,"('unimaginative', 'imaginative')",-0.41141224,-0.56919026,-2.6460326,-2.651531,-2.4011128,-2.6037767,-1.6616156,-1.7322857,0.0706701
64,-1.1587989,-0.95868725,"('shy', 'confident')",0.83496773,1.1253437,-0.7862782,-0.45575544,-6.4357753,-6.3766823,-1.8864712,-1.6664454,-0.2200258
20,1.0880343,0.79468477,"('rough', 'thoughtful')",1.073797,0.88087606,0.25927424,-0.07775427,1.3334227,1.2495885,0.9386321,0.7118487,0.2267834
53,1.0743796,1.2410449,"('uncreative', 'creative')",0.13305905,0.16058035,-0.4691285,-0.33972123,1.0159762,0.91868085,0.4385716,0.4951462,-0.0565746
3,-1.0718728,-1.0842943,"('repellent', 'pleasant')",-1.0580558,-1.0080992,-1.4000288,-1.5802288,0.35229933,0.13810399,-0.7944145,-0.8836296,0.0892151
21,-1.0512053,-0.884357,"('immoral', 'moral')",-0.45714146,-0.16645458,-2.792388,-2.5018954,-0.7415049,-0.8205413,-1.2605598,-1.093312,-0.1672478
22,-1.0506389,-1.0360917,"('untrustworthy', 'trustworthy')",-0.10778603,-0.18155597,-1.4910691,-1.4679536,-1.0315646,-1.031498,-0.9202647,-0.9292748,0.0090101
46,-1.0207198,-1.157402,"('uncompetitive', 'competitive')",-0.4437189,-0.63850754,-3.5395515,-3.6809192,-0.3037744,-0.51202726,-1.3269411,-1.497214,0.1702729
84,1.0003757,1.0833125,"('inferior', 'superior')",0.73653096,0.7557369,-0.011126889,-0.104234636,1.0018464,1.2502978,0.6819066,0.7462781,-0.0643715
33,0.99831927,1.2130244,"('wrong', 'right')",0.38793913,0.51367015,1.5052403,1.7491446,-0.725634,-0.7939614,0.5414661,0.6704694,-0.1290033
81,-0.99003017,-0.74321175,"('submissive', 'aggressive')",-0.518507,-0.24331254,-2.2321446,-1.7763017,-0.4939788,-0.5918783,-1.0586652,-0.8386761,-0.2199891
7,-0.9883507,-0.6345758,"('insensitive', 'sensitive')",-1.0278088,-0.717789,-2.8952303,-2.721141,0.56137407,0.59865206,-1.0875039,-0.8687134,-0.2187905
0,-0.97261906,-0.73326,"('unsociable', 'sociable')",-0.30895644,-0.21661109,-2.44895,-2.479915,-0.63038385,-0.5836239,-1.0902274,-1.0033524,-0.086875
5,0.96139205,1.1534514,"('distant', 'outgoing')",0.065042965,0.15770583,1.1578174,1.2335297,-0.37510824,-0.087856166,0.452286,0.6142077,-0.1619217
51,-0.8966062,-0.52368724,"('uneducated', 'educated')",0.5665941,0.92732006,-1.3958638,-1.1921728,0.30256042,0.5334719,-0.3558289,-0.063767,-0.2920619
62,-0.86565006,-0.6684555,"('incompetent', 'brilliant')",-0.3041386,-0.22216694,-2.1594403,-1.9471402,0.31974342,0.33671904,-0.7523714,-0.6252609,-0.1271105
4,-0.8497276,-0.5546281,"('disliked', 'liked')",-0.29810727,-0.29113525,0.23719679,0.24083522,-6.621275,-6.479249,-1.8829782,-1.7710443,-0.1119339
1,0.84306747,1.2614946,"('unfriendly', 'friendly')",-1.5661559,-1.3967991,-0.84994507,-0.550411,1.3497621,1.5643765,-0.0558179,0.2196653,-0.2754832
10,-0.8425193,-0.53065753,"('unsympathetic', 'sympathetic')",-1.52491,-1.4791458,-3.2970355,-3.3072956,0.22102597,0.16907434,-1.3608598,-1.287006,-0.0738538
24,-0.8141077,-0.47009996,"('dishonest', 'honest')",-1.4589404,-1.198017,-1.8590133,-1.5106335,0.93492657,1.134771,-0.7992837,-0.5109949,-0.2882888
44,-0.80144143,-1.102441,"('prejudiced', 'unprejudiced')",0.52199364,0.2757716,1.0037507,0.6245284,-1.4667093,-1.5542723,-0.1856016,-0.4391033,0.2535017
6,0.797595,0.99740934,"('distant', 'open')",0.05378726,0.086676285,1.2275497,1.2340202,0.250091,0.5253924,0.5822557,0.7108746,-0.1286189
27,-0.776105,-0.55087477,"('hardhearted', 'softhearted')",-0.29708067,-0.14755137,-0.47189862,-0.5644587,1.1709766,1.3954023,-0.0935269,0.0331294,-0.1266563
30,-0.7724051,-0.6621282,"('intolerant', 'tolerant')",-1.4232781,-1.1862074,-2.409874,-2.277164,1.2443982,1.2571819,-0.8402898,-0.7170795,-0.1232103
17,-0.75970703,-0.8489655,"('nasty', 'nice')",-0.15262385,-0.20722613,-0.16887482,-0.32497454,-0.77516276,-0.5514419,-0.4640921,-0.483152,0.0190599
29,-0.7574174,-0.504464,"('unfair', 'fair')",0.55362916,0.71860313,0.28007156,0.20997718,-0.52843505,-0.40814868,-0.1130379,0.0039919,-0.1170298
78,0.7567971,0.8705118,"('nonresilient', 'resilient')",-0.36280352,-0.09889938,-0.70596766,-0.73401856,0.42547983,0.43222824,0.0283764,0.1174555,-0.0890791
55,-0.7539106,-0.5169414,"('incompetent', 'clever')",0.15562074,0.26132116,-2.6490247,-2.5566285,0.2738488,0.22843759,-0.7433664,-0.6459528,-0.0974136
58,0.72760296,0.42461693,"('undiscriminating', 'discriminating')",0.38625258,-0.0766619,-0.8352181,-1.3156433,-0.18531895,-0.34215686,0.0233296,-0.3274613,0.3507909
43,-0.72445506,-0.5805814,"('irresponsible', 'responsible')",-0.07140874,0.06141548,-2.3131564,-2.1078947,0.7225004,0.7610308,-0.59663,-0.4665075,-0.1301225
59,-0.6778734,-0.5560229,"('foolish', 'wise')",-0.45741978,-0.46313173,0.786359,0.8249504,0.25712562,0.41048717,-0.0229521,0.0540708,-0.0770229
54,0.67420375,0.65286106,"('incapable', 'capable')",0.10998462,0.120472945,0.23224023,0.23531404,0.9673329,1.1119617,0.4959404,0.5301524,-0.034212
72,0.6582861,0.6889156,"('unambitious', 'ambitious')",0.5735562,0.60212696,-0.32068914,-0.18941309,-0.6744557,-0.7254665,0.0591744,0.0940408,-0.0348664
77,-0.65087384,-0.3305818,"('unmotivated', 'motivated')",-0.5758182,-0.24299268,-2.6351218,-2.293569,-1.1550679,-1.1110387,-1.2542205,-0.9945456,-0.2596749
14,-0.6348718,-0.31297463,"('antisocial', 'social')",0.3311916,0.46964496,-2.4243727,-2.321902,-0.57552016,-0.661652,-0.8258933,-0.7067209,-0.1191724
60,-0.6298182,-0.3833114,"('inefficient', 'efficient')",-0.4890941,-0.13691384,-2.986259,-2.6187103,0.15008,0.22699654,-0.9887728,-0.7279848,-0.260788
86,-0.629223,-0.27486566,"('uninfluential', 'influential')",-0.8038546,-0.59856147,-2.6924121,-2.5479317,-0.34660965,-0.20691434,-1.1180248,-0.9070683,-0.2109565
40,0.6164756,0.90191007,"('stingy', 'generous')",0.8628748,0.9965918,0.22056904,0.19121088,-1.5216082,-1.4118708,0.0445778,0.1694605,-0.1248827
50,-0.58611715,-0.5408546,"('clumsy', 'skillful')",0.6326926,0.77594227,0.6008262,0.45502537,0.2574804,0.3615684,0.2262205,0.2629204,-0.0366999
88,-0.5693817,-0.37415704,"('low', 'eminent')",-2.069381,-1.7421302,-1.2435555,-0.931739,0.27440405,0.46850225,-0.9019786,-0.644881,-0.2570976
31,0.5664455,0.5823756,"('evil', 'good')",-0.39624405,-0.3787898,1.54896,1.527584,-1.4552081,-1.2295662,0.0659884,0.1254009,-0.0594125
75,-0.56032425,-0.8806893,"('meek', 'impulsive')",0.534411,0.23227902,1.4840798,1.2271442,-0.3419211,-0.3716784,0.2790614,0.0517639,0.2272975
49,-0.5530785,-0.40916342,"('unable', 'able')",-0.40624148,-0.297999,-1.3275771,-1.3466234,-0.26929784,-0.13021296,-0.6390488,-0.5459997,-0.0930491
18,-0.53139186,-0.3919456,"('disagreeable', 'welcoming')",-0.33000076,-0.1409076,-0.4402493,-0.42916155,-0.6792978,-0.46422625,-0.4952349,-0.3565602,-0.1386747
74,0.5311646,0.6173081,"('undedicated', 'dedicated')",0.37760168,0.5031607,-0.7211834,-0.73659813,0.28327724,0.24187003,0.117715,0.1564352,-0.0387202
73,0.5109373,0.35902405,"('helpless', 'self-reliant')",1.3607242,1.1389644,1.5431447,1.5277165,-3.3149543,-3.48468,0.024963,-0.1147438,0.1397068
36,0.50016284,0.2545165,"('hostile', 'amicable')",-0.9889537,-1.3713516,1.4886458,0.9925458,-0.1489695,-0.07925415,0.2127213,-0.0508859,0.2636072
56,0.48744598,0.5271185,"('impractical', 'practical')",0.78038025,0.9019166,-1.5610259,-1.3524402,0.17120564,-0.066967264,-0.0304985,0.0024069,-0.0329054
82,-0.46379936,-0.51223737,"('poor', 'rich')",0.4490502,0.14457877,-0.8656468,-0.9681081,6.540567,6.505503,1.4150428,1.2924341,0.1226087
87,-0.4337641,-0.49583718,"('unsuccessful', 'successful')",0.71547866,0.64849925,-0.7870118,-0.7714008,0.47455218,0.4824234,-0.0076863,-0.0340788,0.0263925
41,-0.43334585,-0.05807816,"('unforgiving', 'forgiving')",-0.18154278,-0.15458654,-1.1224612,-1.1864203,-0.15684387,-0.13688311,-0.4735484,-0.383992,-0.0895564
23,-0.41021279,-0.280792,"('insincere', 'sincere')",-1.4308053,-1.412589,-2.3525689,-2.2746346,5.861926,5.8888736,0.4170848,0.4802145,-0.0631297
67,-0.4027442,-0.4229521,"('doubtful', 'determined')",0.8286804,0.86210924,0.30512303,0.3670041,-0.13349485,-0.27785477,0.1493911,0.1320766,0.0173145
35,0.36649612,0.30673957,"('corrupt', 'incorrupt')",0.3860136,0.27510366,3.6189218,3.3596702,-0.26874983,-0.17892422,1.0256704,0.9406473,0.0850231
19,-0.34693506,-0.2676078,"('inhospitable', 'hospitable')",-0.626556,-0.58271134,0.021618374,0.006936796,-0.19705911,0.13496932,-0.287233,-0.1771033,-0.1101297
79,0.34159023,0.17624687,"('wavering', 'unwavering')",0.27476978,0.20908111,1.5310886,1.3094255,0.060673743,0.20175788,0.5520306,0.4741278,0.0779028
34,0.32291627,0.09402529,"('mean', 'honorable')",-0.6623543,-0.6778723,-0.4536153,-0.6019103,6.1377783,6.2317834,1.3361813,1.2615066,0.0746747
52,-0.28297222,-0.38906068,"('irrational', 'rational')",0.6539945,0.4390066,1.0993117,0.7840193,-0.19038115,-0.2566816,0.3199882,0.1443209,0.1756673
39,0.28044334,0.32230672,"('exploitative', 'cooperative')",0.6844525,0.75225985,-0.2860368,-0.23468244,0.16183984,0.12459861,0.2101747,0.2411207,-0.030946
37,-0.24161327,-0.40939462,"('fake', 'genuine')",0.0038330778,-0.07242265,-0.5191014,-0.55199367,0.6305293,0.50065416,-0.0315881,-0.1332892,0.1017011
15,-0.2121215,-0.16349179,"('boring', 'funny')",-0.061967563,-0.11917458,-0.38372192,-0.29312044,0.3369438,0.4197571,-0.0802168,-0.0390074,-0.0412094
28,-0.20444824,0.21942203,"('disloyal', 'loyal')",-1.0366316,-1.30202,-1.5443327,-1.4823644,1.0992838,1.0335603,-0.4215322,-0.3828505,-0.0386817
42,-0.1892163,-0.017451432,"('unreliable', 'reliable')",0.890096,0.96861863,-0.50648135,-0.5673942,-2.9850905,-2.9763606,-0.697673,-0.6481469,-0.0495261
38,0.16924104,0.31927565,"('untruthful', 'truthful')",-0.68123686,-0.7575027,-0.42639908,-0.3814834,0.1394229,0.30468065,-0.199743,-0.1287574,-0.0709856
12,0.16662365,0.56357414,"('unsupportive', 'supportive')",-0.4760559,-0.28407955,-1.5292473,-1.3735815,-1.6734505,-1.5019855,-0.8780325,-0.6490181,-0.2290144
83,0.11735795,0.03825778,"('powerless', 'powerful')",0.38143903,0.27791956,-1.1286191,-1.3357872,-0.89014024,-0.92773753,-0.3799906,-0.4868369,0.1068463
2,0.100216165,0.35844395,"('unlikable', 'likable')",1.4906466,1.4885917,0.8390913,0.9204442,0.6403905,0.7502381,0.7675861,0.8794295,-0.1118434
66,-0.0977058,-0.07636755,"('inactive', 'active')",0.4302196,0.21225224,0.7372697,0.50641716,0.74967,0.8851644,0.4548634,0.3818666,0.0729968
61,0.056153912,0.25657117,"('illogical', 'logical')",0.48375425,0.3966101,-0.5487321,-0.5864459,0.30650702,0.26645505,0.0744208,0.0832976,-0.0088768
32,0.044364233,0.42429358,"('unkind', 'kind')",-0.6106014,-0.18354575,-1.5574367,-1.1881688,1.1607219,1.3114636,-0.240738,0.0910107,-0.3317487
16,-0.030808639,-0.18639171,"('unpopular', 'popular')",0.1554574,0.09406455,1.0708388,0.78444004,0.3863112,0.42082113,0.3954497,0.2782335,0.1172162
47,0.019348428,-0.006593328,"('stupid', 'smart')",-0.44605154,-0.39174137,-0.1809264,-0.13537045,5.3307333,5.3192534,1.180776,1.1963871,-0.0156111
