,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
80,0.8320794,0.7575301,"('dominated', 'dominating')",-1.1186917,-1.5220294,-0.1433061,-0.3822497,0.2389436
67,0.807155,0.92028064,"('doubtful', 'determined')",-0.5123734,-0.34955293,0.1473908,0.2853639,-0.1379731
56,0.8048642,1.2155209,"('impractical', 'practical')",0.13797425,0.03126675,0.4714192,0.6233938,-0.1519746
17,-0.80085224,-0.5486147,"('nasty', 'nice')",-0.75446814,-0.6335635,-0.7776602,-0.5910891,-0.1865711
76,0.7735864,0.94538826,"('anxious', 'daring')",0.18315056,0.077374294,0.4783685,0.5113813,-0.0330128
55,0.74237466,0.9652132,"('incompetent', 'clever')",0.28886673,0.06368972,0.5156207,0.5144514,0.0011693
38,-0.7315067,-0.6331244,"('untruthful', 'truthful')",-0.122129574,-0.10025924,-0.4268181,-0.3666918,-0.0601263
46,0.72792643,0.72085553,"('uncompetitive', 'competitive')",0.36213022,-0.026472323,0.5450283,0.3471916,0.1978367
65,0.710039,0.8044726,"('insecure', 'secure')",-0.22849046,-0.19706246,0.2407743,0.3037051,-0.0629308
62,0.70591223,0.9130252,"('incompetent', 'brilliant')",0.38207582,0.4016054,0.543994,0.6573153,-0.1133213
14,0.6773473,0.8606185,"('antisocial', 'social')",-0.63031983,-0.4936522,0.0235137,0.1834831,-0.1599694
29,-0.67191756,-0.84569687,"('unfair', 'fair')",-0.71921325,-0.9023607,-0.6955654,-0.8740288,0.1784634
26,-0.6662626,-0.69519156,"('hardhearted', 'benevolent')",1.3043854,1.1744075,0.3190614,0.239608,0.0794534
84,0.66380227,0.73249894,"('inferior', 'superior')",1.0350255,1.2767763,0.8494139,1.0046376,-0.1552237
30,0.6302868,0.9115727,"('intolerant', 'tolerant')",1.3554136,1.3112615,0.9928502,1.1114171,-0.1185669
20,0.62455314,0.7953787,"('rough', 'thoughtful')",1.0426636,0.9999534,0.8336084,0.897666,-0.0640576
86,-0.6066041,-0.50702214,"('uninfluential', 'influential')",0.4872982,-0.09561059,-0.059653,-0.3013164,0.2416634
57,-0.58247477,-0.36047605,"('unimaginative', 'imaginative')",-1.9689707,-2.3019266,-1.2757227,-1.3312013,0.0554786
15,-0.5798765,-0.5181186,"('boring', 'funny')",0.10204212,0.14886928,-0.2389172,-0.1846247,-0.0542925
61,0.5710404,0.6547282,"('illogical', 'logical')",0.042919174,-0.059128057,0.3069798,0.2978001,0.0091797
50,-0.5578234,-0.8315662,"('clumsy', 'skillful')",0.4025833,0.22269273,-0.0776201,-0.3044367,0.2268166
45,-0.53702813,-0.41085055,"('incompetent', 'competent')",0.29306313,-0.056875646,-0.1219825,-0.2338631,0.1118806
75,-0.50488603,-0.49455336,"('meek', 'impulsive')",-0.36380932,-0.1570345,-0.4343477,-0.3257939,-0.1085538
28,-0.50485903,-0.24847826,"('disloyal', 'loyal')",0.74599683,0.78421116,0.1205689,0.2678664,-0.1472975
24,-0.49361408,-0.3622248,"('dishonest', 'honest')",0.60342884,0.50397533,0.0549074,0.0708753,-0.0159679
11,0.46971667,0.65873253,"('unhelpful', 'helpful')",1.8870919,1.6511636,1.1784043,1.154948,0.0234563
12,-0.4678508,-0.5024304,"('unsupportive', 'supportive')",-1.2581835,-1.5894902,-0.8630171,-1.0459603,0.1829432
40,-0.4536468,-0.4085317,"('stingy', 'generous')",-1.1297754,-1.3982598,-0.7917111,-0.9033957,0.1116846
70,0.42890024,0.4420355,"('lethargic', 'energetic')",0.8694441,0.7039506,0.6491722,0.572993,0.0761792
82,-0.42275658,-0.2639384,"('poor', 'rich')",5.8901978,6.1610985,2.7337205,2.94858,-0.2148595
83,0.40744546,0.42795613,"('powerless', 'powerful')",-0.7967869,-0.85354364,-0.1946707,-0.2127938,0.0181231
64,0.40070364,0.20190248,"('shy', 'confident')",-5.522506,-5.7431283,-2.5609014,-2.770613,0.2097116
39,0.38175735,0.48199582,"('exploitative', 'cooperative')",-0.49616632,-0.22992788,-0.0572045,0.126034,-0.1832385
73,0.3802282,0.3901012,"('helpless', 'self-reliant')",-2.836229,-2.7855706,-1.2280004,-1.1977347,-0.0302657
13,0.37162498,0.61159825,"('impolite', 'polite')",-0.22644284,-0.36584592,0.0725911,0.1228762,-0.0502851
72,-0.36689124,-0.09388083,"('unambitious', 'ambitious')",-0.9462973,-0.7493197,-0.6565943,-0.4216003,-0.234994
27,-0.35259473,-0.26104724,"('hardhearted', 'softhearted')",1.6193612,1.341782,0.6333832,0.5403674,0.0930158
49,-0.3450784,-0.12965094,"('unable', 'able')",-0.10775101,0.24553135,-0.2264147,0.0579402,-0.2843549
88,-0.33882618,-0.3076723,"('low', 'eminent')",0.21024719,0.27221602,-0.0642895,-0.0177281,-0.0465614
33,-0.33566326,-0.46715423,"('wrong', 'right')",-0.882208,-0.8369113,-0.6089356,-0.6520328,0.0430972
58,0.29035106,0.23255762,"('undiscriminating', 'discriminating')",0.5474689,0.23801862,0.41891,0.2352881,0.1836219
74,-0.28910065,-0.25924048,"('undedicated', 'dedicated')",0.537212,0.031046027,0.1240557,-0.1140972,0.2381529
41,-0.27958974,-0.20937115,"('unforgiving', 'forgiving')",0.4165277,0.26018968,0.068469,0.0254093,0.0430597
43,-0.26830834,-0.0771895,"('irresponsible', 'responsible')",0.52278733,0.250568,0.1272395,0.0866892,0.0405503
69,-0.25276777,-0.4989144,"('lazy', 'industrious')",-0.47423765,-0.2980665,-0.3635027,-0.3984904,0.0349877
2,-0.21846303,-0.4702939,"('unlikable', 'likable')",0.7581656,0.66208804,0.2698513,0.0958971,0.1739542
10,-0.20971201,0.013690093,"('unsympathetic', 'sympathetic')",0.23460092,-0.12113405,0.0124445,-0.053722,0.0661665
42,-0.20829552,-0.22346179,"('unreliable', 'reliable')",-2.671191,-2.995806,-1.4397433,-1.6096339,0.1698906
44,0.16312315,0.13694167,"('prejudiced', 'unprejudiced')",-1.6490102,-1.4764067,-0.7429435,-0.6697325,-0.073211
37,-0.13761657,-0.26533377,"('fake', 'genuine')",0.55160844,0.23819825,0.2069959,-0.0135678,0.2205637
71,-0.12188317,-0.12717517,"('diffident', 'self-confident')",0.15153867,0.15906651,0.0148278,0.0159457,-0.0011179
47,0.1077428,0.3165949,"('stupid', 'smart')",5.046086,5.0763392,2.5769143,2.6964672,-0.1195529
22,0.10555898,0.11183188,"('untrustworthy', 'trustworthy')",-0.8727908,-1.2106448,-0.3836159,-0.5494065,0.1657906
78,0.092623025,0.07509473,"('nonresilient', 'resilient')",0.5878843,0.56372213,0.3402537,0.3194084,0.0208453
3,0.08764504,0.27943635,"('repellent', 'pleasant')",0.22329621,0.2031728,0.1554706,0.2413046,-0.085834
68,0.0757607,0.12602082,"('dependent', 'independent')",-0.001972116,-0.111232914,0.0368943,0.007394,0.0295003
23,-0.06483104,0.19623233,"('insincere', 'sincere')",5.1140676,5.1739416,2.5246181,2.685087,-0.1604689
0,0.054537117,0.096290424,"('unsociable', 'sociable')",-0.255484,-0.6425178,-0.1004734,-0.2731137,0.1726403
7,0.051521666,0.27674878,"('insensitive', 'sensitive')",0.5661828,0.5115244,0.3088522,0.3941366,-0.0852844
77,0.039834082,0.16537926,"('unmotivated', 'motivated')",-0.75733316,-0.5462602,-0.3587495,-0.1904405,-0.168309
87,-0.01873324,-0.19551104,"('unsuccessful', 'successful')",0.74881816,0.58314764,0.3650424,0.1938183,0.1712241
51,0.01596554,-0.050276645,"('uneducated', 'educated')",1.0667946,0.7168976,0.5413801,0.3333105,0.2080696
34,0.013020314,0.18585716,"('mean', 'honorable')",5.613099,5.8436956,2.8130598,3.0147765,-0.2017167
63,-0.004506252,0.08991937,"('unperceptive', 'insightful')",1.4987704,1.1463081,0.7471321,0.6181137,0.1290184
32,0.0016639233,0.08169888,"('unkind', 'kind')",1.0847986,0.99821264,0.5432312,0.5399557,0.0032755
