,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.5551493,-2.5606203,"('distant', 'open')",-0.3145995,-0.19372453,-1.4348744,-1.3771725,-0.0577019
79,-2.0841131,-2.3779454,"('wavering', 'unwavering')",-0.43781543,-0.32582754,-1.2609643,-1.3518865,0.0909222
36,-1.9809549,-2.234047,"('hostile', 'amicable')",-0.20430303,0.013177693,-1.092629,-1.1104347,0.0178057
31,-1.9527564,-2.1826475,"('evil', 'good')",-1.2793458,-1.3435016,-1.6160511,-1.7630745,0.1470234
60,1.9099528,2.329513,"('inefficient', 'efficient')",0.69867307,0.7270987,1.3043129,1.5283059,-0.223993
85,-1.8280369,-1.797558,"('insignificant', 'prestigious')",-0.2699958,0.026170697,-1.0490164,-0.8856936,-0.1633228
5,-1.8070059,-1.8871396,"('distant', 'outgoing')",-0.62092733,-0.4451627,-1.2139666,-1.1661512,-0.0478154
8,-1.6323445,-1.7065449,"('unaffectionate', 'affectionate')",0.39540616,0.4528987,-0.6184692,-0.6268231,0.0083539
19,-1.5971062,-1.6827867,"('inhospitable', 'hospitable')",-0.2500423,-0.23499158,-0.9235743,-0.9588891,0.0353148
66,-1.5585356,-2.0010617,"('inactive', 'active')",0.50329876,0.24540669,-0.5276184,-0.8778275,0.3502091
1,-1.5182754,-1.4309427,"('unfriendly', 'friendly')",1.4295099,1.2205569,-0.0443828,-0.1051929,0.0608101
81,1.468186,1.4817696,"('submissive', 'aggressive')",0.1653481,0.04560591,0.816767,0.7636877,0.0530793
52,-1.4515102,-1.6333895,"('irrational', 'rational')",-0.4922032,-0.4467136,-0.9718567,-1.0400516,0.0681949
9,-1.4069993,-1.4465579,"('unaffectionate', 'caring')",0.7591813,0.89002115,-0.323909,-0.2782684,-0.0456406
53,-1.3404036,-1.031451,"('uncreative', 'creative')",0.9307438,0.83797956,-0.2048299,-0.0967357,-0.1080942
18,-1.2023723,-1.2681891,"('disagreeable', 'welcoming')",-0.35241705,-0.3790631,-0.7773947,-0.8236261,0.0462314
54,-1.1706798,-1.2781931,"('incapable', 'capable')",1.0007659,1.156217,-0.0849569,-0.0609881,-0.0239688
35,-1.1222438,-1.1841601,"('corrupt', 'incorrupt')",-0.7675513,-0.46055207,-0.9448975,-0.8223561,-0.1225414
4,-1.1092473,-1.2555122,"('disliked', 'liked')",-5.461161,-5.5988145,-3.2852042,-3.4271634,0.1419592
59,-1.1032294,-1.2414899,"('foolish', 'wise')",-0.073973745,0.002322936,-0.5886016,-0.6195835,0.0309819
16,-1.0468129,-1.1810144,"('unpopular', 'popular')",0.44214326,0.4706395,-0.3023348,-0.3551875,0.0528527
48,0.9875794,1.1671528,"('unintelligent', 'intelligent')",1.1302038,1.0583935,1.0588917,1.1127732,-0.0538815
21,0.9618746,1.2114823,"('immoral', 'moral')",-0.24476954,-0.27388152,0.3585525,0.4688004,-0.1102479
25,-0.83951694,-0.86443126,"('egoistic', 'altruistic')",1.1230313,1.241995,0.1417572,0.1887819,-0.0470247
