,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,male-female
45,-0.8842452,-0.9728,"('incompetent', 'competent')",1.0936983,1.154867,-0.28141546,-0.31395638,-0.0239875,-0.0439631,0.0199756
66,-0.7289092,-0.681322,"('inactive', 'active')",-1.8331215,-1.6610603,0.10159522,0.100379854,-0.8201452,-0.7473342,-0.072811
85,-0.7249799,-0.8744921,"('insignificant', 'prestigious')",-1.7591145,-1.6945935,0.11029673,-0.054129127,-0.7912659,-0.8744049,0.083139
54,-0.7196338,-0.86050344,"('incapable', 'capable')",-0.36356363,-0.4457282,0.88603,0.93393546,-0.0657225,-0.1240987,0.0583762
15,-0.7019693,-0.640512,"('boring', 'funny')",-0.22391792,-0.060593616,0.047625884,0.24620593,-0.2927538,-0.1516332,-0.1411206
58,-0.6763779,-0.46783906,"('undiscriminating', 'discriminating')",-0.19367583,0.047506794,-0.1476147,-0.037963133,-0.3392228,-0.1527651,-0.1864577
36,-0.65694064,-0.5983949,"('hostile', 'amicable')",-1.1855557,-0.92452466,0.18193562,0.07557176,-0.5535202,-0.4824493,-0.0710709
84,0.64216447,0.7625275,"('inferior', 'superior')",0.56931454,0.63617146,0.57532454,0.75550216,0.5956012,0.7180671,-0.1224659
60,0.63402843,0.61238664,"('inefficient', 'efficient')",2.978219,2.8889313,0.29346716,0.3665497,1.3019048,1.2892892,0.0126156
5,-0.62946016,-0.46159798,"('distant', 'outgoing')",-1.039328,-0.79322994,-0.25908884,-0.107178375,-0.6426257,-0.4540021,-0.1886236
69,0.62268806,0.3941337,"('lazy', 'industrious')",-0.23436654,-0.41054454,-0.63057745,-0.80269593,-0.080752,-0.2730356,0.1922836
51,-0.6190028,-0.4078467,"('uneducated', 'educated')",-0.11061028,0.031054948,0.2903611,0.4061877,-0.1464173,0.0097987,-0.156216
24,-0.60565954,-0.5796499,"('dishonest', 'honest')",-0.09374952,0.08047198,0.65713096,0.8933774,-0.0140927,0.1313998,-0.1454925
42,0.5846841,0.42262614,"('unreliable', 'reliable')",-0.1868808,-0.34170395,-2.796248,-2.7902768,-0.7994816,-0.9031182,0.1036366
25,-0.5547444,-0.65299827,"('egoistic', 'altruistic')",-0.20878251,-0.20757142,1.2494742,1.2085099,0.1619824,0.1159801,0.0460023
32,0.53018814,0.4948912,"('unkind', 'kind')",0.7028906,0.6233454,1.2174871,1.1777632,0.8168553,0.7653333,0.051522
75,-0.50690633,-0.5190787,"('meek', 'impulsive')",-1.8507121,-1.8794664,-0.5934778,-0.5016827,-0.9836987,-0.9667426,-0.0169561
40,-0.5062053,-0.43607223,"('stingy', 'generous')",-0.6497178,-0.45733976,-2.0084095,-1.9601771,-1.0547775,-0.9511964,-0.1035811
76,-0.50334626,-0.4677757,"('anxious', 'daring')",0.36106986,0.4246927,0.14193517,0.3308636,-0.0001137,0.0959269,-0.0960406
30,0.49069285,0.57143784,"('intolerant', 'tolerant')",1.1307561,1.2132194,1.0446614,1.1121721,0.8887035,0.9656098,-0.0769063
3,-0.49033627,-0.64266974,"('repellent', 'pleasant')",-0.3494554,-0.5247352,0.06377686,-0.045101784,-0.2586716,-0.4041689,0.1454973
41,-0.45045608,-0.45562458,"('unforgiving', 'forgiving')",0.54746896,0.61620826,0.051700264,-0.0022505783,0.049571,0.0527777,-0.0032067
28,-0.44744524,-0.50298816,"('disloyal', 'loyal')",0.097055815,0.25004607,1.0067995,0.9333811,0.2188033,0.226813,-0.0080097
19,-0.44221255,-0.3912616,"('inhospitable', 'hospitable')",-0.894307,-0.7966022,-0.15896077,-0.08300727,-0.4984935,-0.4236237,-0.0748698
72,-0.441882,-0.35745817,"('unambitious', 'ambitious')",1.005054,1.1561602,-0.92294174,-0.6363327,-0.1199233,0.0541231,-0.1740464
83,0.43109152,0.58763444,"('powerless', 'powerful')",-0.22708401,-0.13581905,-1.162927,-1.0816004,-0.3196398,-0.2099284,-0.1097114
35,-0.42938817,-0.26971167,"('corrupt', 'incorrupt')",-1.520291,-1.3299387,-0.559902,-0.45398295,-0.836527,-0.6845444,-0.1519826
21,-0.41243362,-0.45675796,"('immoral', 'moral')",0.28625715,0.21111211,-0.9819946,-1.092302,-0.3693904,-0.4459826,0.0765922
52,-0.38805714,-0.49050382,"('irrational', 'rational')",-0.7828552,-0.5869359,-0.0065468187,-0.19595206,-0.3924864,-0.4244639,0.0319775
70,-0.3826007,-0.52652514,"('lethargic', 'energetic')",0.118214175,-0.15834412,0.32641527,0.40362284,0.0206762,-0.0937488,0.114425
88,-0.37862635,-0.3812545,"('low', 'eminent')",-0.5143502,-0.43218464,0.31209844,0.29146537,-0.193626,-0.1739912,-0.0196348
23,0.36818957,0.24845086,"('insincere', 'sincere')",1.2315567,1.0902374,5.975353,6.0556293,2.525033,2.4647725,0.0602605
80,0.36295474,0.3964051,"('dominated', 'dominating')",0.52976066,0.3937614,-1.6419381,-1.6116235,-0.2497409,-0.273819,0.0240781
11,-0.3260145,-0.5219754,"('unhelpful', 'helpful')",1.0370231,0.86179024,2.6708663,2.6572788,1.1272916,0.9990312,0.1282604
81,-0.3104422,-0.24780378,"('submissive', 'aggressive')",0.78939867,0.78815746,-0.740088,-0.62013143,-0.0870438,-0.0265926,-0.0604512
44,0.30378592,0.15629438,"('prejudiced', 'unprejudiced')",-0.90772355,-1.1451701,-1.3987392,-1.4931592,-0.667559,-0.827345,0.159786
64,0.29875472,0.27421352,"('shy', 'confident')",-0.48236752,-0.54347134,-6.6804986,-6.786225,-2.2880371,-2.3518276,0.0637905
79,-0.2868979,-0.30051267,"('wavering', 'unwavering')",-1.1977943,-1.0137482,0.025132023,0.13354611,-0.4865201,-0.3935716,-0.0929485
74,0.26755103,0.29857925,"('undedicated', 'dedicated')",1.4597483,1.5775117,0.020521365,-0.02138007,0.5826069,0.6182369,-0.03563
0,-0.26612145,-0.20486528,"('unsociable', 'sociable')",1.7954106,1.8903706,-0.48898348,-0.5152076,0.3467686,0.3900993,-0.0433307
71,-0.26468402,-0.30888256,"('diffident', 'self-confident')",1.4107732,1.3685704,0.20194525,0.14065468,0.4493448,0.4001142,0.0492306
46,-0.24403496,-0.39225957,"('uncompetitive', 'competitive')",0.41889694,0.11682752,-0.71418965,-0.7335665,-0.1797759,-0.3363329,0.156557
65,-0.2425356,-0.2095296,"('insecure', 'secure')",1.4063113,1.3752244,-0.1927327,-0.07843855,0.323681,0.3624187,-0.0387377
14,0.23150358,0.42485076,"('antisocial', 'social')",0.8427377,1.0879025,-1.030371,-1.0014576,0.0146234,0.1704319,-0.1558085
63,-0.2275616,-0.3972428,"('unperceptive', 'insightful')",1.183791,0.98870283,0.9188909,1.0007432,0.6250401,0.5307344,0.0943057
20,-0.22165601,-0.1182126,"('rough', 'thoughtful')",0.5604847,0.6487879,0.70314205,0.761315,0.3473236,0.4306301,-0.0833065
59,0.21180041,0.06427708,"('foolish', 'wise')",-0.44258618,-0.516744,0.45248836,0.43979946,0.0739009,-0.0042225,0.0781234
49,-0.20748132,-0.17339379,"('unable', 'able')",0.21875484,0.18194278,-0.36060753,-0.16826373,-0.1164447,-0.0532382,-0.0632065
47,0.17474496,0.13064368,"('stupid', 'smart')",0.52376187,0.5095804,5.4077697,5.5972366,2.0354255,2.0791535,-0.043728
4,0.14768153,0.15599072,"('disliked', 'liked')",-0.66777366,-0.5923251,-6.359475,-6.4504037,-2.293189,-2.2955793,0.0023903
62,-0.14406633,-0.29088002,"('incompetent', 'brilliant')",1.7200506,1.5725431,0.33826387,0.39667627,0.6380827,0.5594465,0.0786362
34,0.1349705,-0.0043173656,"('mean', 'honorable')",0.81343377,0.6642973,6.0995555,6.1433287,2.3493199,2.2677695,0.0815504
2,0.114802875,0.024025764,"('unlikable', 'likable')",0.20730619,0.19870599,0.6785249,0.61173034,0.3335447,0.278154,0.0553907
17,0.109988324,0.2069463,"('nasty', 'nice')",-0.64155847,-0.56094795,-0.6858538,-0.58341664,-0.405808,-0.3124728,-0.0933352
43,-0.10923416,-0.3369015,"('irresponsible', 'responsible')",1.763465,1.5812486,0.45224866,0.45425498,0.7021598,0.5662007,0.1359591
33,-0.10192721,-0.16839427,"('wrong', 'right')",0.10152639,0.11811345,-0.6794448,-0.68719465,-0.2266152,-0.2458252,0.01921
13,-0.085166164,-0.22630845,"('impolite', 'polite')",1.3527161,1.1710709,-0.21246874,-0.16042769,0.3516937,0.2614449,0.0902488
87,-0.0843834,-0.11178485,"('unsuccessful', 'successful')",0.7812374,0.72178227,0.22867498,0.23697378,0.3085097,0.2823237,0.026186
77,0.08109698,0.04019589,"('unmotivated', 'motivated')",-0.5428187,-0.64091355,-1.3183005,-1.408255,-0.5933408,-0.6696575,0.0763167
37,0.078263395,0.060787667,"('fake', 'genuine')",0.019624002,0.011503719,0.35701567,0.45273915,0.1516344,0.1750102,-0.0233758
26,0.07795593,0.04764194,"('hardhearted', 'benevolent')",1.7002897,1.8041337,1.6404682,1.3900802,1.1395713,1.0806186,0.0589527
7,0.048812307,0.03451141,"('insensitive', 'sensitive')",0.69334567,0.55223,0.30539685,0.25332016,0.349185,0.2800205,0.0691645
12,0.01802213,-0.09769964,"('unsupportive', 'supportive')",0.84973717,0.9272686,-1.7272395,-1.739471,-0.2864934,-0.3033007,0.0168073
38,0.013081368,-0.06557334,"('untruthful', 'truthful')",0.6026873,0.6592951,0.25067288,0.3322473,0.2888138,0.3086563,-0.0198425
50,0.005072346,-0.2584814,"('clumsy', 'skillful')",-0.28313565,-0.5427271,0.49144918,0.40306664,0.0711286,-0.132714,0.2038426
