,t_male,t_female,tuple,rowe_male,rowe_female,price_male,price_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
21,2.1252494,2.1177816,"('immoral', 'moral')",2.7581344,2.793034,1.7316113,1.6838745,0.5036871,0.40786937,-0.79846144,-0.7479923,1.2640441,1.2509134,0.0131307
51,1.9848105,1.6686642,"('uneducated', 'educated')",1.595644,1.5633552,0.46902883,0.32473963,-0.035769373,-0.17297529,0.84020233,0.645952,0.9707832,0.8059471,0.1648361
80,1.845494,1.8801792,"('dominated', 'dominating')",2.4235585,2.615503,-0.037347782,-0.012874555,1.3232788,1.3973417,-1.1859075,-1.0688007,0.8738153,0.9622698,-0.0884545
14,1.8219959,1.9086659,"('antisocial', 'social')",2.2347355,2.2638414,2.147895,2.1215842,1.3772671,1.5253892,-0.62167686,-0.48266813,1.3920432,1.4673625,-0.0753193
87,1.7305906,1.5466695,"('unsuccessful', 'successful')",0.55103326,0.4608601,0.16819112,0.09926893,1.4519346,1.4048653,0.91382337,0.99660516,0.9631145,0.9016538,0.0614607
46,1.6643497,1.6185231,"('uncompetitive', 'competitive')",1.9689323,2.01942,1.2925545,1.3565392,2.0920572,2.1175845,-0.10019881,-0.10935117,1.383539,1.400543,-0.017004
81,1.6384912,1.4128413,"('submissive', 'aggressive')",2.2729514,2.3640075,0.69676065,0.49352548,1.3599917,1.2379361,-0.78000903,-0.87839687,1.0376371,0.9259827,0.1116544
35,-1.5746201,-1.7309437,"('corrupt', 'incorrupt')",-3.3763418,-3.5582132,-1.5931224,-1.6580608,-2.2677867,-2.3566768,-0.5631383,-0.6915674,-1.8750019,-1.9990925,0.1240906
6,-1.5429186,-1.46284,"('distant', 'open')",-2.8652866,-2.9740393,-1.7574077,-1.8425047,-2.144285,-2.1723409,-0.08052671,-0.15334904,-1.6780848,-1.7210148,0.04293
31,-1.500766,-1.2862984,"('evil', 'good')",-3.0820658,-3.1872005,-1.1304743,-1.2479957,-1.7545226,-1.7437665,-1.4717312,-1.4531702,-1.787912,-1.7836863,-0.0042257
1,-1.4728692,-1.3368627,"('unfriendly', 'friendly')",-2.6026354,-2.7098048,-0.19981557,-0.31487203,-0.37015662,-0.43178928,1.6789311,1.7641921,-0.5933091,-0.6058274,0.0125183
8,-1.4551498,-1.4425443,"('unaffectionate', 'affectionate')",-1.3888047,-1.5936466,-0.024693564,-0.07085795,0.028105482,-0.01080288,0.6649497,0.69022393,-0.4351186,-0.4855256,0.050407
25,-1.3433989,-1.4195242,"('egoistic', 'altruistic')",-1.2999113,-1.4452974,0.36253434,0.33788365,-0.4752413,-0.5568428,1.2776657,1.2411718,-0.2956703,-0.3685217,0.0728514
13,1.288511,1.2473272,"('impolite', 'polite')",2.7398894,2.769784,1.3608562,1.289666,0.7872127,0.75151926,-0.18580866,-0.17090164,1.1981321,1.177479,0.0206531
70,1.2208004,1.2459729,"('lethargic', 'energetic')",2.5103064,2.6794162,0.57866436,0.67221355,1.178013,1.2998698,0.95286644,0.9992312,1.2881301,1.3793407,-0.0912106
