,t_male,t_female,tuple,rowe_male,rowe_female,price_male,price_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
46,1.7374619,1.7265799,"('uncompetitive', 'competitive')",0.8756801,1.9529109,1.4617656,1.5093406,2.0178907,2.0033588,0.2027764,-0.29140452,1.2591149,1.3801571,-0.1210422
51,1.7160925,1.3797723,"('uneducated', 'educated')",0.647203,1.7114419,0.5738044,0.79471123,-0.03205158,0.12059317,0.49009275,0.6308699,0.6790282,0.9274776,-0.2484494
87,1.6175802,1.425392,"('unsuccessful', 'successful')",0.4334804,0.45746285,0.18409054,0.45236638,1.4238743,1.5242558,0.8190207,0.88829106,0.8956093,0.9495536,-0.0539443
21,1.5095512,2.6133997,"('immoral', 'moral')",0.81386614,3.1761954,1.7579423,1.8928216,0.29490462,0.43646353,-0.98833275,-0.94752884,0.6775863,1.4342703,-0.756684
14,1.3541211,1.6042808,"('antisocial', 'social')",1.229227,1.8523574,2.238191,1.6920278,1.4906789,1.6085184,-0.6825039,-0.5991746,1.1259428,1.2316021,-0.1056593
80,1.3168103,1.7827525,"('dominated', 'dominating')",0.6242285,2.6507638,-0.14388926,0.04175187,1.1512749,1.2176038,-1.1015263,-1.0208936,0.3693796,0.9343957,-0.5650161
70,1.3042502,1.0705855,"('lethargic', 'energetic')",1.5763706,3.0165877,0.97534597,0.7801373,1.3163934,1.4661201,1.1543978,1.183943,1.2653517,1.5034748,-0.2381231
25,-1.2830638,-1.0863318,"('egoistic', 'altruistic')",-1.0568504,-1.2422628,0.23544528,0.05275338,-0.74947226,-0.94078934,1.1362381,1.1277637,-0.3435407,-0.4177733,0.0742326
48,-1.2312791,-0.6198733,"('unintelligent', 'intelligent')",-0.45336068,0.9857249,0.60765195,0.6895825,-0.6458282,-0.37419838,-0.07799017,0.13430357,-0.3601612,0.1631079,-0.5232691
6,-1.2182158,-1.06703,"('distant', 'open')",-1.9337573,-2.556218,-1.6219912,-1.3473421,-1.9151375,-2.0741076,-0.0014404543,0.17354709,-1.3381085,-1.3742301,0.0361216
18,-1.1611948,-0.83599836,"('disagreeable', 'welcoming')",-0.6394235,-0.17270267,-0.94779176,-0.83506167,-0.9415035,-0.8308797,-0.6362102,-0.6041662,-0.8652247,-0.6557618,-0.2094629
1,-1.1424751,-0.92052376,"('unfriendly', 'friendly')",-2.5246239,-2.6862988,-0.12465878,-0.24797855,-0.20941369,-0.55819994,1.4312261,1.3463036,-0.5139891,-0.6133395,0.0993504
35,-1.1099128,-1.5248108,"('corrupt', 'incorrupt')",-0.8603322,-3.6758513,-1.4016396,-1.149748,-2.1115646,-2.4381428,-0.51403034,-0.5911007,-1.1994959,-1.8759308,0.6764349
88,-1.0759418,-1.0970743,"('low', 'eminent')",-1.0112396,0.020193547,-1.2142632,-1.6130718,-0.9530152,-1.0124916,0.21350801,0.16311675,-0.8081903,-0.7078655,-0.1003248
81,1.0327402,1.657047,"('submissive', 'aggressive')",0.63041604,3.1952248,0.867676,0.5518821,1.277559,1.580463,-0.94822544,-0.6343578,0.5720332,1.2700519,-0.6980187
31,-0.9888904,-1.5546569,"('evil', 'good')",-1.3848472,-3.5333474,-1.6351097,-1.3195467,-1.6516465,-1.9513555,-1.5062244,-1.6505455,-1.4333437,-2.0018902,0.5685465
13,0.9869376,1.3719381,"('impolite', 'polite')",1.2172875,3.1048362,1.4002217,1.4706314,0.7616564,0.80367154,-0.14336716,0.055232108,0.8445472,1.3612618,-0.5167146
8,-0.9592423,-1.1620973,"('unaffectionate', 'affectionate')",-1.2173927,-1.9342129,0.11156689,0.042577006,0.15939622,-0.014557637,0.20160218,0.332065,-0.340814,-0.5472451,0.2064311
26,-0.941217,-1.1485256,"('hardhearted', 'benevolent')",-1.1374872,-0.5720819,0.71902716,0.112556614,1.276288,1.0836481,1.636644,1.3504102,0.310651,0.1652015,0.1454495
49,-0.9287036,-0.66212314,"('unable', 'able')",-1.1255368,-0.32761726,-0.2499044,-0.2128892,-0.87285495,-0.6230269,-0.46025428,-0.0924626,-0.7274508,-0.3836238,-0.343827
