,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.3680289,-2.4181876,"('unfriendly', 'friendly')",0.41322574,0.17779021,-0.5638857,-0.7772599,1.625368,1.9463458,-0.2233302,-0.2678279,0.0444977
86,-2.1431544,-2.4053872,"('uninfluential', 'influential')",0.34458938,0.45121086,0.13313341,-0.11779973,-0.2540243,-0.49295205,-0.479864,-0.641232,0.161368
45,-1.6618412,-1.9268596,"('incompetent', 'competent')",-0.06777708,-0.23556465,0.33227676,0.11843583,-0.2903439,-0.6142524,-0.4219213,-0.6645602,0.2426389
0,-1.5145847,-1.7565258,"('unsociable', 'sociable')",-0.14464554,-0.04052078,0.41659355,0.5444661,-0.7523901,-0.8250138,-0.4987567,-0.5193986,0.0206419
8,-1.3883748,-1.2480457,"('unaffectionate', 'affectionate')",-0.5278308,-0.5393498,-0.4652894,-0.65002036,0.7990967,0.8491804,-0.3955996,-0.3970588,0.0014592
57,-1.3071678,-1.7350222,"('unimaginative', 'imaginative')",0.4454748,0.39450008,-0.39879918,-0.36990875,-2.7053063,-2.8249836,-0.9914496,-1.1338537,0.1424041
82,-1.2696764,-1.2042208,"('poor', 'rich')",-0.57864714,-0.3254048,-0.44827598,-0.10736153,6.41772,6.38799,1.0302801,1.1877507,-0.1574706
9,-1.2651911,-1.3668723,"('unaffectionate', 'caring')",0.55496144,0.42456472,-0.17604622,-0.50827444,1.4190677,1.3366497,0.133198,-0.0284831,0.1616811
28,-1.2554138,-1.2951676,"('disloyal', 'loyal')",0.28817895,0.3002458,0.18620682,0.20742324,1.2429649,1.0376865,0.1154842,0.062547,0.0529372
88,-1.2333415,-1.0736272,"('low', 'eminent')",-0.48138168,-0.36376023,-1.3688169,-0.8134375,0.059984643,0.24411988,-0.7558888,-0.5016763,-0.2542125
72,-1.2151409,-1.1011636,"('unambitious', 'ambitious')",0.41443065,0.42474863,0.3360741,0.20641473,-0.5681484,-0.85180986,-0.2581961,-0.3304525,0.0722564
10,-1.132462,-1.8922145,"('unsympathetic', 'sympathetic')",-0.45290327,-0.5067914,0.103386804,-0.13608103,-0.120716766,-0.5333005,-0.4006738,-0.7670969,0.3664231
80,1.128297,0.75339705,"('dominated', 'dominating')",0.29825383,0.33562946,2.0618148,2.0515997,-0.7617123,-1.2464076,0.6816633,0.4735546,0.2081087
55,-1.117695,-1.3154249,"('incompetent', 'clever')",-0.45267373,-0.33968508,0.89140415,1.0165107,-0.0039771423,-0.2922855,-0.1707354,-0.2327212,0.0619858
23,-1.116317,-1.3407123,"('insincere', 'sincere')",-0.26967865,-0.26861727,0.019465141,-0.020854678,6.604163,6.1252112,1.3094082,1.1237568,0.1856514
54,-1.109388,-1.0674297,"('incapable', 'capable')",-0.2971814,-0.18421227,-0.4943706,-0.36787432,1.0393473,1.1785462,-0.2153982,-0.1102425,-0.1051557
73,1.0923146,1.3977396,"('helpless', 'self-reliant')",1.3735228,1.2563372,-0.033283986,0.033874184,-3.3532376,-3.103103,-0.230171,-0.103788,-0.126383
69,1.0758106,1.1989129,"('lazy', 'industrious')",1.2722182,1.2583297,0.38726288,0.18510965,-0.9105973,-0.5095942,0.4561735,0.5331895,-0.077016
31,-1.0486485,-0.96319425,"('evil', 'good')",-0.9564878,-1.3194388,-1.3956523,-1.8117473,-0.93021494,-0.78103733,-1.0827509,-1.2188544,0.1361035
48,-1.0311766,-1.3898051,"('unintelligent', 'intelligent')",0.4776738,0.4968319,-0.44439626,-0.6680802,0.14712155,-0.008387364,-0.2126944,-0.3923602,0.1796658
43,-1.0084461,-1.2929925,"('irresponsible', 'responsible')",0.7187443,0.7719382,0.4959806,0.47669786,0.667547,0.5316025,0.2184564,0.1218115,0.0966449
13,-0.987872,-1.1018004,"('impolite', 'polite')",-0.07396078,0.08176188,0.094988294,0.19213098,-0.33994654,-0.33174977,-0.3266978,-0.2899143,-0.0367835
44,0.93334585,1.2167897,"('prejudiced', 'unprejudiced')",-0.18209371,-0.11034819,-0.56066525,-0.04794591,-1.675809,-1.4579839,-0.3713055,-0.0998721,-0.2714334
53,-0.930395,-1.2464265,"('uncreative', 'creative')",0.269142,0.21477759,-0.16954981,-0.1638639,0.9732107,1.1140542,0.035602,-0.0203646,0.0559666
22,-0.90766484,-0.9404015,"('untrustworthy', 'trustworthy')",-0.8431138,-0.7457272,1.0643601,1.1112499,-0.8879676,-0.89499986,-0.3935965,-0.3674696,-0.0261269
24,-0.90157306,-1.0321305,"('dishonest', 'honest')",0.58527774,0.6450203,-0.25808373,-0.2876085,0.9593192,0.9550423,0.096235,0.0700809,0.0261541
41,-0.87687224,-0.8554677,"('unforgiving', 'forgiving')",-0.6572628,-0.7443781,0.83124214,0.70336854,0.3164936,0.16111138,-0.0965998,-0.1838415,0.0872417
6,-0.8667693,-0.8461911,"('distant', 'open')",-0.18106064,-0.30227396,-1.7872345,-2.1046333,0.18056524,0.4882902,-0.6636248,-0.691202,0.0275772
3,-0.81693524,-1.0261642,"('repellent', 'pleasant')",-0.3745248,-0.4554758,1.0945896,1.005269,0.33077428,0.19592686,0.058476,-0.070111,0.128587
50,0.81573683,0.8660384,"('clumsy', 'skillful')",0.04901936,0.013151772,0.32604304,0.20395355,0.4114552,0.40799913,0.4005636,0.3727857,0.0277779
63,-0.79624885,-1.2204087,"('unperceptive', 'insightful')",0.9667323,0.68932945,1.6836658,1.1795362,1.2401184,0.8450468,0.7735669,0.373376,0.4001909
30,-0.7259376,-0.49011594,"('intolerant', 'tolerant')",0.5662295,0.8927729,0.29334515,0.65283346,0.81591684,1.0742928,0.2373885,0.5324458,-0.2950573
37,0.7236689,0.30670786,"('fake', 'genuine')",0.36204556,0.15057929,0.14773712,-0.070236385,0.852669,0.6335497,0.5215302,0.2551501,0.2663801
51,-0.7219898,-0.8661096,"('uneducated', 'educated')",-0.25887847,-0.19444658,0.7157469,0.7640449,0.8677986,0.7578976,0.1506693,0.1153466,0.0353227
85,-0.691783,-0.30256212,"('insignificant', 'prestigious')",0.34553114,0.033851266,-0.7725477,-0.8628917,-0.075234786,0.43358397,-0.2985086,-0.1745046,-0.124004
