,texas_male,texas_female,tuple,instruments_male,instruments_female,inc_male,inc_female,average_male,average_female,male-female
39,1.5596672,1.399686,"('exploitative', 'cooperative')",0.3167798,0.2550892,0.040260732,-0.037460547,0.6389026,0.5391049,0.0997977
40,1.2685623,1.505122,"('stingy', 'generous')",0.54503226,0.7744526,-1.5882049,-1.4683983,0.0751299,0.2703921,-0.1952622
71,1.2466221,1.028516,"('diffident', 'self-confident')",1.0450814,0.8828382,0.47171026,0.3954508,0.9211379,0.768935,0.1522029
2,1.2446804,1.0107895,"('unlikable', 'likable')",0.42351156,0.31254923,0.44303522,0.4374736,0.7037423,0.5869374,0.1168049
85,1.2337775,1.3265905,"('insignificant', 'prestigious')",1.1538954,1.1060628,-0.2224799,-0.25545782,0.721731,0.7257318,-0.0040008
74,1.0913398,1.2866822,"('undedicated', 'dedicated')",0.13522238,0.13193764,0.20492554,0.2575236,0.4771626,0.5587145,-0.0815519
16,-1.0590645,-1.1569015,"('unpopular', 'popular')",0.40885597,0.22027063,0.36469355,0.19777694,-0.0951717,-0.2462846,0.1511129
32,1.0170847,0.95440346,"('unkind', 'kind')",-0.431742,-0.50463974,0.99784994,0.7971662,0.5277309,0.4156433,0.1120876
42,0.96666455,1.0883386,"('unreliable', 'reliable')",-2.0135217,-1.6893036,-2.7446406,-2.4121099,-1.2638326,-1.0043583,-0.2594743
24,0.9281198,1.2041618,"('dishonest', 'honest')",-1.2815995,-0.9717919,0.88029975,0.8537334,0.1756067,0.3620344,-0.1864277
31,-0.9152895,-0.37410346,"('evil', 'good')",0.3487643,0.5038026,-1.7170165,-1.742365,-0.7611806,-0.5375553,-0.2236253
84,0.87035006,0.7966521,"('inferior', 'superior')",1.2294245,1.1930443,1.1056571,1.027846,1.0684772,1.0058475,0.0626297
28,0.8473279,0.8528867,"('disloyal', 'loyal')",-0.50036865,-0.53850144,0.97851163,0.79994947,0.4418236,0.3714449,0.0703787
3,-0.8311973,-0.8601085,"('repellent', 'pleasant')",-0.5476852,-0.6458806,0.07174791,-0.016707992,-0.4357115,-0.5075657,0.0718542
25,0.79145336,1.0050771,"('egoistic', 'altruistic')",1.3704678,1.3587718,0.9195899,0.9175179,1.0271703,1.0937889,-0.0666186
