,automatic_male,automatic_female,tuple,data_male,data_female,processing_male,processing_female,inc_male,inc_female,average_male,average_female,male-female
82,-0.5008507,-0.5692356,"('poor', 'rich')",-0.5277122,-0.39921564,0.5764122,0.65696853,6.0963097,6.0777025,1.4110397,1.4415549,-0.0305152
70,0.50038683,0.4025329,"('lethargic', 'energetic')",-0.92493224,-0.9293398,-0.3708657,-0.293363,0.23371632,0.17024645,-0.1404237,-0.1624809,0.0220572
34,0.49335957,0.68129,"('mean', 'honorable')",-0.2788839,0.030395672,-0.18800487,-0.042329755,5.6785784,5.7754655,1.4262623,1.6112053,-0.184943
15,0.48399097,0.19997568,"('boring', 'funny')",-0.047661807,-0.19529557,-0.83319736,-1.0223197,0.43889824,0.34438148,0.0105075,-0.1683145,0.178822
52,0.45867842,0.124274865,"('irrational', 'rational')",2.3214102,1.9656286,-0.21375468,-0.5758304,0.100650564,-0.11451702,0.6667461,0.349889,0.3168571
80,0.45504913,0.4114985,"('dominated', 'dominating')",-0.26933366,-0.44642472,1.1020606,1.2265631,-1.0686786,-1.1788814,0.0547743,0.0031888,0.0515855
68,0.4449366,0.57151526,"('dependent', 'independent')",-0.37173542,-0.32499513,-0.4608186,-0.30617213,-0.48482746,-0.4532912,-0.2181112,-0.1282358,-0.0898754
1,-0.44365764,-0.6967654,"('unfriendly', 'friendly')",0.59182155,0.46764913,-0.49660656,-0.8853222,2.0770357,1.998686,0.4321482,0.2210619,0.2110863
45,0.43405718,0.07899151,"('incompetent', 'competent')",-0.44066632,-0.59479415,0.331204,0.24826735,-0.3479034,-0.44862062,-0.0058271,-0.179039,0.1732119
83,0.42850387,0.6951643,"('powerless', 'powerful')",0.23145127,0.4448979,0.10206806,0.38183182,-1.3845316,-1.2606215,-0.1556271,0.0653181,-0.2209452
24,0.419759,0.25038567,"('dishonest', 'honest')",-0.2258035,-0.49092925,-1.044936,-1.2298353,0.8213917,0.7630612,-0.0073972,-0.1768294,0.1694322
36,-0.40686712,-0.61185557,"('hostile', 'amicable')",0.30888143,0.17845906,-1.1745199,-1.5160692,0.57112086,0.40456706,-0.1753462,-0.3862247,0.2108785
44,-0.38821602,-0.17389324,"('prejudiced', 'unprejudiced')",-0.7211959,-0.542935,-0.8884691,-0.80085796,-1.547628,-1.5621742,-0.8863773,-0.7699651,-0.1164122
63,0.37444246,0.320693,"('unperceptive', 'insightful')",0.08977417,0.053944416,0.15395059,0.2683268,0.48404247,0.5295246,0.2755524,0.2931222,-0.0175698
51,0.37402242,0.36846715,"('uneducated', 'educated')",-0.31674835,-0.30752954,0.23839653,0.45903364,0.46596658,0.6282344,0.1904093,0.2870514,-0.0966421
9,-0.3578718,-0.36803773,"('unaffectionate', 'caring')",-0.06044581,-0.3149453,0.085436374,-0.14201772,1.4867861,1.3414218,0.2884762,0.1291053,0.1593709
33,-0.35620788,-0.5829318,"('wrong', 'right')",1.6366718,1.4613407,0.89581186,0.70831203,-0.37022483,-0.42848694,0.4515127,0.2895585,0.1619542
29,-0.35451144,-0.26551047,"('unfair', 'fair')",0.12794672,0.2185411,-1.0737535,-1.0744616,-0.34861112,-0.48836824,-0.4122323,-0.4024498,-0.0097825
78,-0.34597588,-0.32739714,"('nonresilient', 'resilient')",-0.7843362,-0.66161406,0.18284383,0.31309018,-0.18162586,-0.19786665,-0.2822735,-0.2184469,-0.0638266
49,0.3314356,0.47451103,"('unable', 'able')",-1.0538429,-0.8507399,-0.13412598,0.09410979,0.04857557,0.004644055,-0.2019894,-0.0693688,-0.1326206
30,0.27309018,0.2892455,"('intolerant', 'tolerant')",0.18539709,0.20782393,0.68893915,0.74572706,0.36960953,0.6602355,0.379259,0.475758,-0.096499
88,0.27117202,0.03508439,"('low', 'eminent')",-0.008471161,-0.13208643,-0.111164406,-0.30585727,0.21502978,0.19797102,0.0916416,-0.0512221,0.1428637
32,-0.24923801,-0.33173895,"('unkind', 'kind')",-0.22447167,-0.33191532,0.4066639,0.34217286,1.107646,1.0620458,0.26015,0.1851411,0.0750089
62,0.23623239,0.3883866,"('incompetent', 'brilliant')",-0.44273022,-0.17708947,0.7941004,1.1622316,-0.6174174,-0.38713753,-0.0074537,0.2465978,-0.2540515
18,-0.22182757,-0.23878905,"('disagreeable', 'welcoming')",0.5126119,0.59623975,0.13699701,0.005281523,-0.048890863,-0.001290232,0.0947226,0.0903605,0.0043621
40,0.19842091,0.071662724,"('stingy', 'generous')",0.19454,0.07828491,-0.33643425,-0.4920323,-1.674072,-1.5874231,-0.4043863,-0.4823769,0.0779906
2,-0.1955946,-0.084857635,"('unlikable', 'likable')",0.08252094,0.2404961,0.5150252,0.62674236,0.07879969,0.14407782,0.1201878,0.2316147,-0.1114269
47,-0.19499059,-0.25208017,"('stupid', 'smart')",0.3748984,0.35179308,0.40097296,0.49907225,5.476423,5.4565625,1.5143259,1.5138369,0.000489
71,-0.19108877,-0.2265843,"('diffident', 'self-confident')",1.6684849,1.4645046,-0.0370841,-0.15075961,0.5315613,0.3466406,0.4929683,0.3584503,0.134518
8,-0.17945413,-0.27206093,"('unaffectionate', 'affectionate')",0.028344043,-0.07727333,-0.44450855,-0.7198058,1.3853526,1.1780003,0.1974335,0.0272151,0.1702184
53,-0.14858504,-0.35647967,"('uncreative', 'creative')",0.6549508,0.67516357,0.15575768,0.13149858,0.9747806,0.738481,0.409226,0.2971659,0.1120601
10,0.14201257,-0.08386864,"('unsympathetic', 'sympathetic')",-1.5130755,-1.7208251,-0.37413222,-0.51723665,-0.3029157,-0.46564183,-0.5120277,-0.696893,0.1848653
27,0.12392983,0.19185005,"('hardhearted', 'softhearted')",-0.5689453,-0.6285634,-0.5127968,-0.74244434,1.7084925,1.4323123,0.1876701,0.0632886,0.1243815
21,0.094926365,0.08475249,"('immoral', 'moral')",-0.12271054,-0.016787902,0.20130879,0.43177694,-0.8693177,-0.79105014,-0.1739483,-0.0728272,-0.1011211
72,0.09109012,0.15424791,"('unambitious', 'ambitious')",-0.044881165,0.09602947,0.06134976,0.23674661,-0.51685286,-0.5020471,-0.1023235,-0.0037558,-0.0985677
37,0.07723613,-0.20368668,"('fake', 'genuine')",-0.29251203,-0.580969,-0.87327075,-1.0109054,0.7108767,0.6020349,-0.0944175,-0.2983815,0.203964
38,0.07059718,0.116998225,"('untruthful', 'truthful')",0.5953062,0.56862044,-0.11843844,-0.15246545,-0.18881515,-0.106601134,0.0896625,0.106638,-0.0169755
22,0.06074001,0.0017301925,"('untrustworthy', 'trustworthy')",0.012902986,0.036809202,0.20793338,0.22556044,-0.6561198,-0.64565694,-0.0936359,-0.0953893,0.0017534
69,-0.049978323,-0.2851376,"('lazy', 'industrious')",0.9742437,0.9694379,0.5825073,0.4666795,-0.4123492,-0.4852027,0.2736059,0.1664443,0.1071616
25,-0.047648836,-0.037163336,"('egoistic', 'altruistic')",0.72134095,0.7445369,0.27712417,0.22843611,2.0469139,2.0718274,0.7494326,0.7519093,-0.0024767
50,-0.037317377,-0.11683399,"('clumsy', 'skillful')",0.5770777,0.664802,0.37807798,0.43476337,0.16081811,0.11652258,0.2696641,0.2748135,-0.0051494
76,0.037132885,-0.046537973,"('anxious', 'daring')",-1.8639742,-1.792972,-0.3257681,-0.29328245,-0.49614757,-0.39787206,-0.6621892,-0.6326661,-0.0295231
28,-0.026955402,-0.20253853,"('disloyal', 'loyal')",-0.15370269,-0.323691,-0.13046893,-0.30572015,1.4473858,1.2834282,0.2840647,0.1128696,0.1711951
64,-0.013781179,-0.05992869,"('shy', 'confident')",-0.085264295,0.017503863,0.12461778,0.21845022,-6.95355,-6.8323483,-1.7319944,-1.6640807,-0.0679137
41,-0.0061387196,-0.065349534,"('unforgiving', 'forgiving')",0.19215488,0.18963605,0.6193169,0.52609897,-0.07187169,0.06540239,0.1833653,0.178947,0.0044183
