,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
85,1.7288849,1.7491226,"('insignificant', 'prestigious')",-0.23351051,-0.16354887,1.2559335,1.3954133,-0.64228034,-0.5774647,0.88741726,0.8419699,0.599289,0.6490985,-0.0498095
81,-1.6874515,-1.7698379,"('submissive', 'aggressive')",-0.81633896,-0.9760505,-0.59304607,-0.8823124,-0.2844374,-0.58670735,-1.3430722,-1.3235581,-0.9448692,-1.1076931,0.1628239
51,-1.6741891,-1.8239276,"('uneducated', 'educated')",-0.65160954,-0.83222085,-0.8766722,-1.1128936,-0.41397333,-0.6559329,0.10290453,0.0055706054,-0.7027079,-0.8838809,0.181173
34,-1.6723859,-1.5476574,"('mean', 'honorable')",-0.7080757,-0.6446977,0.06423776,0.2092589,0.2118577,0.38366303,6.5156503,6.629566,0.8822569,1.0060266,-0.1237697
65,-1.5936174,-1.6393235,"('insecure', 'secure')",-1.7081002,-1.8731257,0.119968355,-0.08347072,0.4195947,0.37416932,-0.5531621,-0.5024046,-0.6630633,-0.7448311,0.0817678
5,1.5060894,1.585503,"('distant', 'outgoing')",0.4738216,0.5841133,0.28778714,0.51493394,-0.21298115,-0.12628374,0.37892607,0.4554908,0.4867286,0.6027515,-0.1160229
70,-1.501797,-1.4513733,"('lethargic', 'energetic')",-0.35700044,-0.2655374,-0.23505701,-0.15467681,-0.5670064,-0.39095584,0.45582515,0.67303175,-0.4410071,-0.3179023,-0.1231048
46,-1.4875901,-1.3493501,"('uncompetitive', 'competitive')",0.2371744,0.32953644,0.013554938,-0.056836143,-0.3306518,-0.24098659,-0.91789985,-0.9371724,-0.4970825,-0.4509618,-0.0461207
86,-1.4783006,-1.5719297,"('uninfluential', 'influential')",-0.92926276,-0.9752668,0.051838905,0.023697563,-0.67706496,-0.7570443,-0.35498792,-0.2744967,-0.6775554,-0.711008,0.0334526
10,-1.4753623,-1.4978756,"('unsympathetic', 'sympathetic')",-1.147275,-1.2001053,-0.53601545,-0.6043638,-0.9303902,-0.987961,-0.49376178,-0.46618956,-0.9165609,-0.951299,0.0347381
33,1.4399865,1.4549142,"('wrong', 'right')",0.46813798,0.43994772,1.4628747,1.4368242,0.4292804,0.45952964,-0.062322035,-0.13282023,0.7475915,0.7316791,0.0159124
55,-1.3563809,-1.3749564,"('incompetent', 'clever')",-1.2209412,-1.2628422,-0.96427315,-1.0546895,-0.25245816,-0.24591027,-0.6133425,-0.5260675,-0.8814792,-0.8928932,0.011414
52,1.3348635,1.3022903,"('irrational', 'rational')",0.1726839,0.18267438,0.8128698,0.92206955,-0.40399957,-0.37444714,0.51922524,0.42958763,0.4871285,0.492435,-0.0053065
43,-1.3156362,-1.3132724,"('irresponsible', 'responsible')",-0.12511933,-0.14063276,1.0439332,1.1357497,0.22301708,0.4042828,0.5724675,0.67026156,0.0797325,0.1512778,-0.0715453
0,-1.2925799,-1.4340957,"('unsociable', 'sociable')",-1.0213491,-1.1580173,0.4279367,0.25901705,9.902567e-05,-0.04406897,-0.6449497,-0.6336975,-0.5061686,-0.6021725,0.0960039
73,1.2435374,1.3069334,"('helpless', 'self-reliant')",1.0649614,1.1405466,0.10674219,0.2607322,0.5485736,0.7400804,-3.7412536,-3.7170706,-0.1554878,-0.0537556,-0.1017322
88,-1.2224894,-1.25462,"('low', 'eminent')",-1.5772469,-1.6456083,-0.8189711,-0.80072755,-1.1300852,-1.2097715,0.091504484,0.04898294,-0.9314576,-0.9723489,0.0408913
6,1.1653639,1.2254072,"('distant', 'open')",0.17880426,0.30658612,-0.2080844,0.055891864,-0.8719614,-0.785691,0.87888736,0.94976586,0.228602,0.350392,-0.12179
68,-1.1527528,-1.1883761,"('dependent', 'independent')",-1.4083095,-1.4026537,-1.8147231,-1.8834908,-1.9284416,-1.8783386,-0.8605907,-0.875005,-1.4329636,-1.4455729,0.0126093
35,1.1316209,1.0320859,"('corrupt', 'incorrupt')",0.23623146,0.38879597,-0.91839826,-0.7203638,-0.47475263,-0.4449069,0.111690566,0.05892711,0.0172784,0.0629077,-0.0456293
11,-1.070095,-1.1099659,"('unhelpful', 'helpful')",0.45228916,0.34237015,0.528286,0.50697386,0.15601075,0.23567408,2.2633827,2.3038394,0.4659747,0.4557783,0.0101964
82,-1.0359681,-1.0898825,"('poor', 'rich')",-0.33831325,-0.37216467,0.34744334,0.3473613,0.47464955,0.39260498,6.690442,6.709406,1.2276507,1.197465,0.0301857
49,-1.0163486,-1.0255262,"('unable', 'able')",-1.3599483,-1.3135642,-0.75202686,-0.6722152,-1.130067,-1.0427972,-0.47292227,-0.28651112,-0.9462626,-0.8681228,-0.0781398
21,-1.0028003,-0.8627414,"('immoral', 'moral')",-0.739395,-0.7355283,0.59574026,0.47321597,0.15264976,0.24841408,-1.0459993,-0.92056537,-0.4079609,-0.359441,-0.0485199
83,-0.97880286,-0.97368485,"('powerless', 'powerful')",-0.76948124,-0.73802334,0.45106107,0.45632428,-1.2908086,-1.2736931,-1.5646833,-1.5950236,-0.830543,-0.8248201,-0.0057229
47,-0.97222435,-0.98389685,"('stupid', 'smart')",-0.59064686,-0.5585809,0.39366388,0.44535714,0.84844905,0.87655485,6.0351877,6.2411027,1.1428859,1.2041074,-0.0612215
