,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
6,-2.0738807,-1.3230685,"('distant', 'open')",-1.0621475,-0.7155952,0.44232452,0.7154738,-0.8979012,-0.4410633,-0.4568379
36,-2.0235739,-1.4281515,"('hostile', 'amicable')",-1.5627455,-0.889247,-0.054060936,0.27087313,-1.2134601,-0.6821752,-0.5312849
60,1.924996,1.2616979,"('inefficient', 'efficient')",1.0717227,0.82407457,0.32249084,0.11675731,1.1064033,0.7341766,0.3722267
56,1.9068674,1.1911771,"('impractical', 'practical')",0.85948175,0.7686168,0.13444029,0.006912756,0.9669298,0.6555689,0.3113609
85,-1.8309683,-1.1751322,"('insignificant', 'prestigious')",-0.1699142,0.3238449,0.4620714,0.94038844,-0.512937,0.0297004,-0.5426374
31,-1.6875336,-1.1610428,"('evil', 'good')",-1.7123272,-1.4214365,-1.2962881,-1.1577134,-1.565383,-1.246731,-0.318652
52,-1.5613307,-1.0942664,"('irrational', 'rational')",-1.2824705,-0.941641,-0.7139053,-0.38437882,-1.1859021,-0.8067621,-0.37914
81,1.5451369,1.0111567,"('submissive', 'aggressive')",1.5237308,1.299159,-0.5285941,-0.8288814,0.8467579,0.4938114,0.3529465
8,-1.5087323,-1.3168386,"('unaffectionate', 'affectionate')",-0.61084616,-0.3231075,0.63164324,0.62578267,-0.4959784,-0.3380545,-0.1579239
21,1.4117599,0.56288,"('immoral', 'moral')",0.27656418,0.13341966,-0.68312603,-0.8304374,0.335066,-0.0447126,0.3797786
62,1.3809451,0.88266236,"('incompetent', 'brilliant')",1.231579,0.9412898,0.4516794,0.24073866,1.0214012,0.6882303,0.3331709
1,-1.3782798,-1.2563685,"('unfriendly', 'friendly')",-0.20305477,0.044677608,1.5291269,1.5891789,-0.0174026,0.1258293,-0.1432319
70,1.3591182,0.7847313,"('lethargic', 'energetic')",1.7205031,1.7236794,1.2561629,1.1313225,1.4452613,1.2132444,0.2320169
