,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,male-female
12,0.34425643,0.6679116,"('unsupportive', 'supportive')",0.15224963,0.23811945,-2.2634046,-2.0973244,-0.5889662,-0.3970978,-0.1918684
46,-0.34410334,0.069583386,"('uncompetitive', 'competitive')",-0.28574085,-0.1712077,0.44484344,0.2181629,-0.0616669,0.0388462,-0.1005131
23,0.33782524,0.60290426,"('insincere', 'sincere')",-0.7086734,-0.5382691,5.991561,5.886874,1.8735709,1.9838365,-0.1102656
48,-0.33268404,-0.24848928,"('unintelligent', 'intelligent')",2.019028,2.0536494,0.7824633,0.92650527,0.8229357,0.9105551,-0.0876194
14,-0.3020012,-0.38769433,"('antisocial', 'social')",0.9088527,0.867387,0.51125467,-0.044913415,0.372702,0.1449264,0.2277756
26,0.2993772,0.1522461,"('hardhearted', 'benevolent')",0.99698853,0.80643183,0.22967446,0.67050076,0.5086801,0.5430596,-0.0343795
19,0.29379708,0.26970252,"('inhospitable', 'hospitable')",-0.47371244,-0.39193398,-1.1651102,-0.9812464,-0.4483418,-0.3678259,-0.0805159
32,0.27282998,0.42685878,"('unkind', 'kind')",-0.19160394,-0.12311422,0.78721404,0.7131497,0.28948,0.3389648,-0.0494848
75,-0.2654142,-0.2862985,"('meek', 'impulsive')",0.19124088,0.1977173,-0.5928984,-0.6009987,-0.2223573,-0.22986,0.0075027
28,0.25145686,0.12335622,"('disloyal', 'loyal')",0.043536,-0.036378104,1.2115101,1.103011,0.5021676,0.396663,0.1055046
18,0.24560805,0.03689622,"('disagreeable', 'welcoming')",-0.1887641,-0.28942063,-1.0602531,-1.1783745,-0.3344697,-0.4769663,0.1424966
64,0.24445328,0.18188494,"('shy', 'confident')",-0.15064067,-0.24021645,-5.385854,-5.7855163,-1.7640138,-1.9479493,0.1839355
40,0.24295348,0.62125754,"('stingy', 'generous')",0.17069483,0.20710285,-3.0267093,-2.651653,-0.8710203,-0.6077642,-0.2632561
69,-0.2425084,-0.50661886,"('lazy', 'industrious')",1.0201982,0.93901217,-2.020132,-1.7313917,-0.4141474,-0.4329995,0.0188521
52,-0.22647393,-0.3474998,"('irrational', 'rational')",-0.2803021,-0.32314888,-1.0615997,-0.79467607,-0.5227919,-0.4884416,-0.0343503
2,0.21163931,0.04128846,"('unlikable', 'likable')",0.3582783,0.25947347,0.37350544,0.33755723,0.3144743,0.212773,0.1017013
63,0.20038518,0.55888295,"('unperceptive', 'insightful')",0.008557556,0.09660343,0.7056784,0.713822,0.3048737,0.4564362,-0.1515625
1,-0.19350266,-0.20334113,"('unfriendly', 'friendly')",-0.26763576,-0.43314537,-0.36831102,0.15163954,-0.2764831,-0.1616157,-0.1148674
50,0.18883729,0.26315942,"('clumsy', 'skillful')",-0.53143215,-0.5871009,0.08549606,0.16228299,-0.0856996,-0.0538862,-0.0318134
5,-0.1861276,-0.23000398,"('distant', 'outgoing')",-0.54668295,-0.5554174,-1.7073827,-1.3835084,-0.8133977,-0.7229766,-0.0904211
34,-0.16558595,-0.36440852,"('mean', 'honorable')",0.47465885,0.4924193,5.4255195,5.5234437,1.9115308,1.8838181,0.0277127
79,0.13354,0.1196144,"('wavering', 'unwavering')",-1.0591745,-1.0267864,-0.852657,-0.67549044,-0.5927638,-0.5275542,-0.0652096
54,-0.125011,-0.20713104,"('incapable', 'capable')",-0.23738956,-0.18445377,0.54538226,0.72140765,0.0609939,0.1099409,-0.048947
37,-0.12102685,0.045227274,"('fake', 'genuine')",-0.37347358,-0.23053487,-0.47993636,-0.043504294,-0.3248123,-0.0762706,-0.2485417
59,0.096668206,0.28221843,"('foolish', 'wise')",-0.06932333,-0.03498643,-1.0416334,-0.59087974,-0.3380962,-0.1145492,-0.223547
55,-0.09656307,-0.07793798,"('incompetent', 'clever')",1.2937983,1.3347093,1.3888774,1.0688919,0.8620375,0.775221,0.0868165
25,0.09405431,-0.058114275,"('egoistic', 'altruistic')",0.8495538,0.6993025,0.27078593,0.30395073,0.404798,0.3150463,0.0897517
7,-0.083126664,0.015597367,"('insensitive', 'sensitive')",-0.533092,-0.4254004,0.6221209,0.538349,0.0019674,0.0428486,-0.0408812
22,-0.082525,0.035034623,"('untrustworthy', 'trustworthy')",-0.029412495,0.046011,-0.54645914,-0.5184513,-0.2194655,-0.1458019,-0.0736636
67,0.061986122,0.19863617,"('doubtful', 'determined')",-0.6617264,-0.6012385,-0.33370283,-0.20234057,-0.3111477,-0.2016476,-0.1095001
86,0.056495156,0.14710987,"('uninfluential', 'influential')",0.21575774,0.21999376,-0.16601546,0.01146096,0.0354125,0.1261882,-0.0907757
85,0.055015355,0.036929503,"('insignificant', 'prestigious')",0.6185907,0.46119532,-2.8642008,-2.3058522,-0.7301982,-0.6025758,-0.1276224
70,-0.041102774,0.469714,"('lethargic', 'energetic')",-0.40310192,-0.27326602,1.1316999,1.0984471,0.2291651,0.4316317,-0.2024666
21,-0.033178985,0.022611016,"('immoral', 'moral')",0.74762523,0.82333106,0.8935949,0.33238813,0.5360137,0.3927767,0.143237
53,-0.02855924,-0.19374174,"('uncreative', 'creative')",0.20410225,0.1854612,0.3244749,0.40495628,0.1666726,0.1322252,0.0344474
20,0.023790404,-0.015394852,"('rough', 'thoughtful')",1.8317823,1.945738,0.44596887,0.54929924,0.7671805,0.8265475,-0.059367
43,0.022882946,0.1701853,"('irresponsible', 'responsible')",-0.23331687,-0.15936252,0.55952454,0.65264034,0.1163635,0.2211544,-0.1047909
88,-0.010156987,-0.024335463,"('low', 'eminent')",-0.08424439,-0.07611437,-0.45071545,-0.5104549,-0.1817056,-0.2036349,0.0219293
