,emerson_male,emerson_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,male-female
75,1.0107405,0.9900918,"('meek', 'impulsive')",0.20301482,0.14083126,-0.21583486,-0.20672478,0.3326402,0.3080661,0.0245741
55,-0.97466606,-1.1211857,"('incompetent', 'clever')",-1.3567829,-1.2546101,-0.36138403,-0.43221647,-0.897611,-0.9360041,0.0383931
40,0.9610192,0.8891513,"('stingy', 'generous')",0.19793145,0.16008288,-2.0045335,-2.085536,-0.2818609,-0.345434,0.0635731
21,-0.9596824,-0.81443876,"('immoral', 'moral')",-0.9664041,-0.79440504,-0.9092619,-0.98351437,-0.9451161,-0.8641194,-0.0809967
28,-0.9394807,-1.0948159,"('disloyal', 'loyal')",-0.5346122,-0.5732194,0.7564685,0.6664537,-0.2392082,-0.3338605,0.0946523
29,-0.8859777,-0.8653247,"('unfair', 'fair')",-0.46185526,-0.53527695,-0.7987758,-0.73759735,-0.7155363,-0.712733,-0.0028033
0,-0.8348805,-0.98813397,"('unsociable', 'sociable')",-0.93358916,-0.9059883,-0.23040637,-0.36174616,-0.666292,-0.7519561,0.0856641
84,0.83392626,0.75152904,"('inferior', 'superior')",0.43387792,0.36104858,0.4714882,0.452375,0.5797641,0.5216509,0.0581132
12,0.8256293,0.963006,"('unsupportive', 'supportive')",0.05907157,0.118198454,-1.6612238,-1.662016,-0.258841,-0.1936039,-0.0652371
44,-0.8137677,-0.89058805,"('prejudiced', 'unprejudiced')",-1.0596229,-1.1050614,-1.6665802,-1.6468728,-1.1799903,-1.2141741,0.0341838
60,-0.776053,-1.0009577,"('inefficient', 'efficient')",-0.16884506,-0.090624854,-0.7578882,-0.8848661,-0.5675954,-0.6588162,0.0912208
24,0.7598723,0.83245784,"('dishonest', 'honest')",-0.44940457,-0.38235557,0.26719806,0.21989964,0.1925553,0.223334,-0.0307787
35,0.74289054,0.96881706,"('corrupt', 'incorrupt')",0.23770432,0.07263185,-0.3878692,-0.40941077,0.1975752,0.2106794,-0.0131042
71,0.69153726,0.85045224,"('diffident', 'self-confident')",0.70171654,0.6792262,0.26823443,0.2600641,0.5538294,0.5965809,-0.0427515
72,0.6623069,0.47412783,"('unambitious', 'ambitious')",0.45891264,0.40106073,-0.79830843,-0.86060786,0.107637,0.0048602,0.1027768
61,-0.64995384,-0.5765505,"('illogical', 'logical')",-0.52885246,-0.4337203,-0.51501083,-0.45307338,-0.5646057,-0.4877814,-0.0768243
16,-0.63949287,-0.60733265,"('unpopular', 'popular')",-0.24533653,-0.28624827,0.23078912,0.29009366,-0.2180134,-0.2011624,-0.016851
47,-0.63826656,-0.57302105,"('stupid', 'smart')",-0.2375248,-0.20337617,4.7271986,4.7496233,1.2838024,1.3244087,-0.0406063
22,-0.6344715,-0.58316356,"('untrustworthy', 'trustworthy')",-1.2825482,-1.1300592,-0.9651077,-0.9179537,-0.9607091,-0.8770588,-0.0836503
59,0.6267748,1.0168804,"('foolish', 'wise')",0.7396989,0.64761865,0.024575684,0.0599453,0.4636831,0.5748148,-0.1111317
42,-0.59966195,-0.672373,"('unreliable', 'reliable')",-1.7741027,-1.8159397,-2.8853848,-2.9981394,-1.7530499,-1.8288174,0.0757675
8,0.57198715,0.7454151,"('unaffectionate', 'affectionate')",0.27719054,0.30547333,0.678676,0.70535856,0.5092846,0.5854157,-0.0761311
88,0.5718861,0.6109098,"('low', 'eminent')",0.5604034,0.55259615,0.11503136,0.12159034,0.4157736,0.4283655,-0.0125919
37,0.5646667,0.69154525,"('fake', 'genuine')",0.09349186,0.11446694,0.04781065,0.026767598,0.2353231,0.2775933,-0.0422702
51,0.56198543,0.4715799,"('uneducated', 'educated')",0.00016715378,0.030193012,0.34067875,0.32315266,0.3009438,0.2749752,0.0259686
76,-0.5584963,-0.605386,"('anxious', 'daring')",-1.3316416,-1.2817988,-0.4922012,-0.5539679,-0.794113,-0.8137176,0.0196046
45,-0.5473883,-0.70649046,"('incompetent', 'competent')",-1.3708991,-1.3814127,-0.35909355,-0.35546854,-0.759127,-0.8144573,0.0553303
3,-0.5273141,-0.67789584,"('repellent', 'pleasant')",-0.9499297,-0.9470849,0.45052525,0.4472819,-0.3422395,-0.3925663,0.0503268
50,0.51748574,0.54191536,"('clumsy', 'skillful')",-0.2266984,-0.34825373,0.12669009,0.12014665,0.1391591,0.1046028,0.0345563
27,-0.5133335,-0.3160034,"('hardhearted', 'softhearted')",-0.38553667,-0.22096261,0.95784104,1.0719199,0.019657,0.178318,-0.158661
70,0.5091319,0.5025209,"('lethargic', 'energetic')",-0.7182348,-0.56864095,0.34720236,0.33216006,0.0460332,0.08868,-0.0426468
58,0.49707088,0.61742073,"('undiscriminating', 'discriminating')",0.43626943,0.46881667,0.34410477,0.3910644,0.425815,0.4924339,-0.0666189
36,0.45935377,0.7937874,"('hostile', 'amicable')",0.1953903,0.20054355,-0.016045976,0.13472919,0.2128994,0.3763534,-0.163454
10,-0.45186138,-0.33352688,"('unsympathetic', 'sympathetic')",-1.7698439,-1.5189874,-0.06758575,-0.06529867,-0.763097,-0.639271,-0.123826
9,0.42436963,0.6646339,"('unaffectionate', 'caring')",0.14891733,0.29178512,1.0553081,1.1112878,0.542865,0.6892356,-0.1463706
17,-0.41769737,-0.54144096,"('nasty', 'nice')",-0.81375694,-0.8175295,-0.13202797,-0.12921864,-0.4544941,-0.496063,0.0415689
68,-0.40480113,-0.39969388,"('dependent', 'independent')",-1.2892605,-1.3335221,-1.9629501,-1.960479,-1.2190039,-1.2312317,0.0122278
48,-0.39460903,-0.459106,"('unintelligent', 'intelligent')",0.18975042,0.24777052,-0.5048011,-0.5431564,-0.2365532,-0.2514973,0.0149441
80,-0.38776726,-0.64485466,"('dominated', 'dominating')",-0.69961643,-0.7199971,-0.3592823,-0.61298585,-0.482222,-0.6592792,0.1770572
41,0.37770164,0.27900273,"('unforgiving', 'forgiving')",-0.8729226,-0.765922,0.28386357,0.28016916,-0.0704525,-0.0689167,-0.0015358
15,0.36634335,0.47500274,"('boring', 'funny')",0.50037,0.500973,0.5747733,0.5900371,0.4804956,0.5220043,-0.0415087
87,-0.33876145,-0.3504373,"('unsuccessful', 'successful')",-0.3764636,-0.42137104,0.5402247,0.4771549,-0.0583335,-0.0982178,0.0398843
31,-0.3154471,-0.10632199,"('evil', 'good')",0.46089664,0.31575364,-0.67465705,-0.54418045,-0.1764025,-0.1115829,-0.0648196
19,0.30719888,0.598228,"('inhospitable', 'hospitable')",0.29056323,0.39214182,0.09909983,0.12824523,0.2322873,0.3728717,-0.1405844
63,0.30714822,0.38390163,"('unperceptive', 'insightful')",-0.48895082,-0.40357023,0.3273922,0.35097462,0.0485299,0.1104353,-0.0619054
52,0.282416,0.614853,"('irrational', 'rational')",0.03432049,0.07845047,-0.19318415,-0.057441767,0.0411841,0.2119539,-0.1707698
18,0.28108644,0.3371774,"('disagreeable', 'welcoming')",-0.21312015,-0.26168638,-0.89977425,-0.9127816,-0.2772693,-0.2790969,0.0018276
62,-0.254005,-0.6519363,"('incompetent', 'brilliant')",-0.4359583,-0.49249277,-0.4223581,-0.58889264,-0.3707738,-0.5777739,0.2070001
57,-0.24891655,-0.150276,"('unimaginative', 'imaginative')",-0.039459914,0.075737834,-2.9731383,-2.9548702,-1.0871716,-1.0098028,-0.0773688
43,0.23694743,0.27350783,"('irresponsible', 'responsible')",-0.92523277,-0.87066686,-0.026442464,-0.09059174,-0.2382426,-0.2292503,-0.0089923
38,-0.23490553,-0.1797006,"('untruthful', 'truthful')",-0.16109349,-0.13896897,-0.103546835,-0.08439259,-0.1665153,-0.1343541,-0.0321612
81,-0.2286963,-0.34315735,"('submissive', 'aggressive')",-0.087034896,0.01513128,-0.6012091,-0.7493367,-0.3056468,-0.3591209,0.0534741
11,-0.22092476,-0.28179064,"('unhelpful', 'helpful')",-0.30887,-0.3077907,1.9688305,1.86644,0.4796786,0.4256196,0.054059
7,-0.20981592,-0.33642918,"('insensitive', 'sensitive')",-0.7088689,-0.7093272,0.22212104,0.21119413,-0.2321879,-0.2781874,0.0459995
20,0.20516805,0.08969432,"('rough', 'thoughtful')",-0.30493447,-0.36154518,0.23422788,0.22916132,0.0448205,-0.0142298,0.0590503
69,0.20484021,0.4786843,"('lazy', 'industrious')",0.92410314,0.8904592,-0.54250157,-0.42041042,0.1954806,0.3162444,-0.1207638
5,0.19026336,0.38312975,"('distant', 'outgoing')",0.94635284,0.87811255,-0.14223635,-0.08640885,0.33146,0.3916111,-0.0601511
32,-0.18719622,-0.08905293,"('unkind', 'kind')",-0.45727843,-0.39430842,0.89960104,0.84040534,0.0850421,0.1190147,-0.0339726
86,0.18505041,0.22617416,"('uninfluential', 'influential')",0.51554435,0.70892185,0.027455714,0.06410982,0.2426835,0.3330686,-0.0903851
33,0.17876479,0.37345085,"('wrong', 'right')",0.9001025,0.89684135,-0.5620533,-0.44719386,0.1722713,0.2743661,-0.1020948
67,0.17391264,0.14214173,"('doubtful', 'determined')",0.054848872,-0.048384458,-0.21632093,-0.23483796,0.0041469,-0.0470269,0.0511738
46,-0.16374716,-0.13725437,"('uncompetitive', 'competitive')",-1.1253164,-0.910517,-0.9599485,-1.0602555,-0.7496707,-0.7026757,-0.046995
25,-0.13183357,-0.022783995,"('egoistic', 'altruistic')",0.9651318,0.94227076,1.4407697,1.405389,0.7580226,0.7749586,-0.016936
53,0.13140851,0.32481658,"('uncreative', 'creative')",0.28272396,0.22121844,0.37115797,0.3477917,0.2617635,0.2979422,-0.0361787
1,0.12961486,0.17032304,"('unfriendly', 'friendly')",0.9309299,0.87516797,1.7985446,1.7931228,0.9530298,0.9462046,0.0068252
56,-0.09860048,-0.32338303,"('impractical', 'practical')",0.28500763,0.26619777,-0.60717756,-0.83877814,-0.1402568,-0.2986545,0.1583977
23,-0.09576429,-0.32350287,"('insincere', 'sincere')",-1.045828,-1.049283,5.088113,5.1294074,1.3155069,1.2522071,0.0632998
4,0.08979734,0.2289679,"('disliked', 'liked')",0.43441346,0.46891108,-6.5495996,-6.555416,-2.0084629,-1.9525124,-0.0559505
54,-0.07438029,0.035243757,"('incapable', 'capable')",-0.4416061,-0.39013273,0.8514632,0.896852,0.1118256,0.1806543,-0.0688287
64,-0.062824816,-0.05246485,"('shy', 'confident')",-0.9234777,-0.9847525,-6.065395,-6.268171,-2.3505658,-2.4351295,0.0845637
82,0.03720995,-0.0667683,"('poor', 'rich')",-0.23578316,-0.21050665,5.5224586,5.5797744,1.7746285,1.7674998,0.0071287
2,0.032761898,0.09359478,"('unlikable', 'likable')",0.06299609,0.049214453,0.7110785,0.6398724,0.2689455,0.2608939,0.0080516
14,-0.029571632,-0.33670187,"('antisocial', 'social')",-0.013536582,-0.09211225,-0.34800544,-0.50525206,-0.1303712,-0.3113554,0.1809842
6,-0.025645763,0.29874712,"('distant', 'open')",0.7000852,0.70422065,0.11318976,0.23913863,0.2625431,0.4140355,-0.1514924
30,-0.022428675,-0.093626596,"('intolerant', 'tolerant')",-0.49629718,-0.36679366,0.18860844,0.2127443,-0.1100391,-0.0825587,-0.0274804
83,0.02038889,-0.13212092,"('powerless', 'powerful')",0.025978725,0.033860426,-1.5794872,-1.668744,-0.5110399,-0.5890015,0.0779616
66,0.015727116,0.3236757,"('inactive', 'active')",-0.32732615,-0.3145227,0.6015951,0.6923548,0.0966654,0.2338359,-0.1371705
