,ebay_male,ebay_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-1.98054,-1.9225023,"('unsympathetic', 'sympathetic')",0.016599879,-0.07187532,-0.9819701,-0.9971888,0.0152187
21,-1.8891463,-1.7274117,"('immoral', 'moral')",-0.6504326,-0.7601528,-1.2697895,-1.2437823,-0.0260072
51,-1.8246007,-1.6863282,"('uneducated', 'educated')",0.67200595,0.5822835,-0.5762974,-0.5520223,-0.0242751
68,-1.7111132,-1.7781876,"('dependent', 'independent')",-0.5593754,-0.7230273,-1.1352444,-1.2506075,0.1153631
18,-1.4718012,-1.4563836,"('disagreeable', 'welcoming')",-0.6311163,-0.6943893,-1.0514587,-1.0753864,0.0239277
86,-1.4615378,-1.1929051,"('uninfluential', 'influential')",-0.035651475,-0.08262602,-0.7485946,-0.6377655,-0.1108291
85,1.3181611,1.3206505,"('insignificant', 'prestigious')",0.014742387,0.17550725,0.6664518,0.7480788,-0.081627
28,-1.3139603,-1.1170317,"('disloyal', 'loyal')",0.6716266,0.7993294,-0.3211668,-0.1588511,-0.1623157
65,-1.3040652,-1.2265414,"('insecure', 'secure')",-0.000694409,-0.0559195,-0.6523798,-0.6412305,-0.0111493
6,1.2854942,1.276207,"('distant', 'open')",0.029372584,0.15865076,0.6574334,0.7174289,-0.0599955
73,1.2667141,1.2842746,"('helpless', 'self-reliant')",-3.098776,-3.0468097,-0.916031,-0.8812675,-0.0347635
71,1.2443691,1.1989099,"('diffident', 'self-confident')",0.78440815,0.8464294,1.0143887,1.0226697,-0.008281
3,-1.235218,-1.1588675,"('repellent', 'pleasant')",0.4370285,0.28995043,-0.3990948,-0.4344585,0.0353637
45,-1.2302952,-1.1176995,"('incompetent', 'competent')",0.08270119,0.059872616,-0.573797,-0.5289134,-0.0448836
22,-1.2136385,-1.2319868,"('untrustworthy', 'trustworthy')",-0.8737207,-0.92219895,-1.0436796,-1.0770929,0.0334133
36,1.1621592,1.2303944,"('hostile', 'amicable')",-0.3695885,-0.24741098,0.3962854,0.4914917,-0.0952063
14,-1.1337899,-0.9645838,"('antisocial', 'social')",-0.6902175,-0.5412428,-0.9120037,-0.7529133,-0.1590904
57,-1.0303118,-0.8908249,"('unimaginative', 'imaginative')",-2.7003582,-2.6158442,-1.865335,-1.7533345,-0.1120005
69,0.97577536,0.86105514,"('lazy', 'industrious')",-1.1190109,-0.9839216,-0.0716178,-0.0614332,-0.0101846
55,-0.9748406,-0.8835699,"('incompetent', 'clever')",0.59473497,0.44068655,-0.1900528,-0.2214417,0.0313889
87,0.9687689,0.8646778,"('unsuccessful', 'successful')",0.9604192,1.0286733,0.964594,0.9466755,0.0179185
5,0.94686466,0.9243465,"('distant', 'outgoing')",-0.65065837,-0.44561502,0.1481031,0.2393657,-0.0912626
35,0.9153699,0.8568875,"('corrupt', 'incorrupt')",-0.7230128,-0.50075936,0.0961786,0.1780641,-0.0818855
81,-0.91408557,-1.0076703,"('submissive', 'aggressive')",-0.66981524,-0.77847284,-0.7919504,-0.8930715,0.1011211
30,-0.8816674,-0.68912446,"('intolerant', 'tolerant')",0.72215307,0.77250737,-0.0797572,0.0416915,-0.1214487
33,0.8797063,0.8412852,"('wrong', 'right')",-0.921404,-0.81137025,-0.0208488,0.0149575,-0.0358063
15,0.8761605,1.1004547,"('boring', 'funny')",0.012880554,0.17274953,0.4445205,0.6366021,-0.1920816
77,-0.8603678,-0.8676989,"('unmotivated', 'motivated')",-1.133015,-1.243404,-0.9966914,-1.0555515,0.0588601
37,-0.859642,-0.93406427,"('fake', 'genuine')",0.46352404,0.40378708,-0.198059,-0.2651386,0.0670796
19,-0.8472092,-0.7646425,"('inhospitable', 'hospitable')",-0.3760545,-0.22725393,-0.6116319,-0.4959482,-0.1156837
64,-0.83719033,-0.6871238,"('shy', 'confident')",-7.061509,-6.929881,-3.9493496,-3.8085024,-0.1408472
70,-0.8358671,-1.0145313,"('lethargic', 'energetic')",1.0982606,0.892508,0.1311968,-0.0610116,0.1922084
49,-0.8256485,-0.73943406,"('unable', 'able')",-0.020767542,-0.08053109,-0.423208,-0.4099826,-0.0132254
82,-0.8163524,-0.7868757,"('poor', 'rich')",6.8382187,6.6843014,3.0109332,2.9487128,0.0622204
48,-0.8007927,-0.63795865,"('unintelligent', 'intelligent')",0.62241596,0.6295958,-0.0891884,-0.0041814,-0.085007
23,-0.7582254,-0.77049136,"('insincere', 'sincere')",6.0996757,6.096441,2.6707251,2.6629748,0.0077503
0,-0.7550969,-0.67494535,"('unsociable', 'sociable')",-0.3789221,-0.43875802,-0.5670095,-0.5568517,-0.0101578
26,0.7229655,0.8702356,"('hardhearted', 'benevolent')",1.2388628,1.7247531,0.9809141,1.2974944,-0.3165803
9,0.7037992,0.77865756,"('unaffectionate', 'caring')",0.93155026,1.1074739,0.8176748,0.9430657,-0.1253909
88,-0.6467644,-0.42125553,"('low', 'eminent')",-0.13261634,0.0036810413,-0.3896904,-0.2087872,-0.1809032
39,0.6311076,0.6709449,"('exploitative', 'cooperative')",0.09312208,0.23279232,0.3621148,0.4518686,-0.0897538
1,0.61313003,0.82161057,"('unfriendly', 'friendly')",1.235034,1.4600165,0.924082,1.1408136,-0.2167316
41,-0.6121349,-0.4810614,"('unforgiving', 'forgiving')",-0.5149677,-0.34687734,-0.5635513,-0.4139694,-0.1495819
83,0.6053543,0.6011824,"('powerless', 'powerful')",-0.5229808,-0.5886337,0.0411867,0.0062743,0.0349124
25,0.5842678,0.6455474,"('egoistic', 'altruistic')",1.2733879,1.3499255,0.9288279,0.9977365,-0.0689086
27,0.5493736,0.32840183,"('hardhearted', 'softhearted')",1.114888,1.0520797,0.8321308,0.6902407,0.1418901
80,-0.54236996,-0.7504351,"('dominated', 'dominating')",-0.86820513,-0.9603572,-0.7052876,-0.8553962,0.1501086
34,0.5400294,0.35703206,"('mean', 'honorable')",6.2212186,6.1402893,3.3806241,3.2486606,0.1319635
76,0.5356276,0.49846637,"('anxious', 'daring')",0.8727303,0.77274114,0.7041789,0.6356038,0.0685751
8,0.47071066,0.53325796,"('unaffectionate', 'affectionate')",0.40893465,0.56483245,0.4398227,0.5490452,-0.1092225
32,-0.46071807,-0.4634983,"('unkind', 'kind')",0.8262445,0.98686355,0.1827632,0.2616826,-0.0789194
54,0.43311855,0.18408696,"('incapable', 'capable')",1.1903869,1.1372061,0.8117527,0.6606465,0.1511062
24,-0.43143857,-0.24493003,"('dishonest', 'honest')",0.54060733,0.74890065,0.0545844,0.2519853,-0.1974009
13,-0.4142149,-0.4868966,"('impolite', 'polite')",-0.30502307,-0.3579267,-0.359619,-0.4224117,0.0627927
75,0.39811957,0.32708803,"('meek', 'impulsive')",-0.39060694,-0.42761254,0.0037563,-0.0502623,0.0540186
46,-0.38091412,-0.53922343,"('uncompetitive', 'competitive')",-0.1995048,-0.3326044,-0.2902095,-0.4359139,0.1457044
11,-0.37206835,-0.49668294,"('unhelpful', 'helpful')",1.9252694,1.9885833,0.7766005,0.7459502,0.0306503
56,-0.35820428,-0.3150999,"('impractical', 'practical')",0.061146915,0.20866205,-0.1485287,-0.0532189,-0.0953098
62,-0.33899164,-0.42017865,"('incompetent', 'brilliant')",0.7889424,0.6549728,0.2249754,0.1173971,0.1075783
43,-0.33389738,-0.40254614,"('irresponsible', 'responsible')",0.73484355,0.7695211,0.2004731,0.1834875,0.0169856
72,-0.31471947,-0.49168277,"('unambitious', 'ambitious')",-0.45670488,-0.5162474,-0.3857122,-0.5039651,0.1182529
67,-0.30087596,-0.25302166,"('doubtful', 'determined')",-0.9283652,-0.76801413,-0.6146206,-0.5105179,-0.1041027
59,0.27117568,0.3167393,"('foolish', 'wise')",-0.06847364,0.18170479,0.101351,0.249222,-0.147871
20,0.2583516,0.13995732,"('rough', 'thoughtful')",1.3850509,1.3316858,0.8217012,0.7358215,0.0858797
84,0.23892666,0.19931202,"('inferior', 'superior')",0.69989896,0.7571351,0.4694128,0.4782236,-0.0088108
44,0.23727763,-0.1108312,"('prejudiced', 'unprejudiced')",-1.116136,-1.1596024,-0.4394292,-0.6352168,0.1957876
38,-0.23230785,-0.27414718,"('untruthful', 'truthful')",-0.4263276,-0.26071647,-0.3293177,-0.2674318,-0.0618859
66,0.22147031,0.035298117,"('inactive', 'active')",0.72157216,0.6943248,0.4715212,0.3648115,0.1067097
7,-0.21923785,-0.1762833,"('insensitive', 'sensitive')",0.9046496,0.8394402,0.3427059,0.3315785,0.0111274
47,0.20512748,0.11074329,"('stupid', 'smart')",5.5532765,5.563364,2.8792019,2.8370538,0.0421481
4,-0.1853929,0.10551931,"('disliked', 'liked')",-7.1768055,-6.980785,-3.6810992,-3.4376328,-0.2434664
12,-0.18383004,-0.1568414,"('unsupportive', 'supportive')",-1.8496505,-1.7355342,-1.0167403,-0.9461878,-0.0705525
29,-0.18319348,-0.21580712,"('unfair', 'fair')",-0.38142657,-0.4516683,-0.28231,-0.3337377,0.0514277
61,0.17850906,0.28564364,"('illogical', 'logical')",0.3131429,0.344093,0.245826,0.3148683,-0.0690423
16,0.17220262,0.28477347,"('unpopular', 'popular')",0.32603067,0.31718326,0.2491166,0.3009784,-0.0518618
53,-0.1649425,-0.07955333,"('uncreative', 'creative')",0.78727216,0.78401023,0.3111648,0.3522285,-0.0410637
74,-0.14823264,-0.058591478,"('undedicated', 'dedicated')",0.090290114,0.23149443,-0.0289713,0.0864515,-0.1154228
42,-0.14232756,-0.27144614,"('unreliable', 'reliable')",-2.504621,-2.6487222,-1.3234743,-1.4600842,0.1366099
79,0.14197066,0.1658815,"('wavering', 'unwavering')",-0.2086287,-0.12918127,-0.033329,0.0183501,-0.0516791
58,0.13807507,0.08616413,"('undiscriminating', 'discriminating')",0.2534905,0.2382593,0.1957828,0.1622117,0.0335711
17,-0.13626473,-0.04248684,"('nasty', 'nice')",-0.66660225,-0.5739906,-0.4014335,-0.3082387,-0.0931948
63,0.120357625,0.044388384,"('unperceptive', 'insightful')",1.2215619,1.1302619,0.6709598,0.5873252,0.0836346
60,-0.10849069,-0.050514005,"('inefficient', 'efficient')",0.56657284,0.4354386,0.2290411,0.1924623,0.0365788
50,0.04796791,0.0055216216,"('clumsy', 'skillful')",0.4238016,0.36225846,0.2358848,0.18389,0.0519948
78,0.047615558,-0.22286217,"('nonresilient', 'resilient')",0.52797997,0.26855555,0.2877977,0.0228467,0.264951
40,-0.046497304,-0.05953053,"('stingy', 'generous')",-1.9012117,-1.8790842,-0.9738545,-0.9693074,-0.0045471
2,-0.033818968,0.003084913,"('unlikable', 'likable')",0.27460465,0.39201936,0.1203928,0.1975521,-0.0771593
52,-0.026670402,0.16292287,"('irrational', 'rational')",-0.7575734,-0.546685,-0.3921219,-0.1918811,-0.2002408
31,0.0038524214,0.24404079,"('evil', 'good')",-1.3396817,-1.2942259,-0.6679147,-0.5250926,-0.1428221
