,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
57,-1.8437562,-1.8085213,"('unimaginative', 'imaginative')",0.42971233,0.43248147,-2.5181117,-2.5921254,-1.3107185,-1.3227217,0.0120032
10,-1.7230098,-1.2654285,"('unsympathetic', 'sympathetic')",0.59199566,0.624429,-0.034462433,-0.074587256,-0.3884922,-0.2385289,-0.1499633
86,-1.6964017,-1.6716831,"('uninfluential', 'influential')",0.9507701,0.92969185,0.12987398,0.03909667,-0.2052525,-0.2342982,0.0290457
35,1.642123,1.5256261,"('corrupt', 'incorrupt')",-1.9062803,-1.8844754,-0.62671584,-0.42687535,-0.2969577,-0.2619082,-0.0350495
0,-1.5632267,-1.1380585,"('unsociable', 'sociable')",1.9920032,1.8944384,-0.33800966,-0.27356783,0.0302556,0.1609373,-0.1306817
1,-1.2748245,-1.608036,"('unfriendly', 'friendly')",0.39954445,0.35906854,1.483402,1.6322839,0.2027073,0.1277721,0.0749352
58,-1.2585461,-1.4358637,"('undiscriminating', 'discriminating')",-0.07625126,-0.12363663,-0.016540214,-0.3085645,-0.4504459,-0.6226883,0.1722424
27,-1.2372676,-1.2150339,"('hardhearted', 'softhearted')",0.35681438,0.3483469,1.3482623,1.2387829,0.1559364,0.124032,0.0319044
3,-1.2163627,-1.1118206,"('repellent', 'pleasant')",-0.61269003,-0.63359094,0.012821607,-0.0785884,-0.6054104,-0.608,0.0025896
43,-1.1513848,-0.71430314,"('irresponsible', 'responsible')",1.5880603,1.6127465,0.6624595,0.8147939,0.3663783,0.5710791,-0.2047008
41,-1.1123005,-0.8402545,"('unforgiving', 'forgiving')",0.7198142,0.9478147,-0.022932101,-0.013225044,-0.1384728,0.0314451,-0.1699179
59,1.0771227,1.0371956,"('foolish', 'wise')",-0.7467097,-0.7390039,0.08744628,0.15575348,0.1392864,0.1513151,-0.0120287
17,-1.0651326,-1.1396055,"('nasty', 'nice')",-0.550414,-0.58904636,-0.56594956,-0.64421004,-0.7271654,-0.790954,0.0637886
69,1.0571933,1.0935388,"('lazy', 'industrious')",-0.5019144,-0.51502395,-0.638773,-0.6140099,-0.0278314,-0.0118317,-0.0159997
77,-1.0236247,-1.1024325,"('unmotivated', 'motivated')",0.2141381,0.06935781,-1.0194914,-1.154655,-0.6096594,-0.7292432,0.1195838
20,-0.90222627,-0.8366887,"('rough', 'thoughtful')",-0.2021216,-0.23908913,0.9407271,0.93946606,-0.0545402,-0.0454372,-0.009103
45,-0.8816942,-0.90071565,"('incompetent', 'competent')",1.2581187,1.1095765,-0.11800316,-0.19056615,0.0861405,0.0060982,0.0800423
72,-0.8659446,-0.820955,"('unambitious', 'ambitious')",-0.562507,-0.63966626,-0.87762225,-0.8750317,-0.7686912,-0.7785509,0.0098597
70,-0.8515359,-0.7409903,"('lethargic', 'energetic')",0.55091286,0.63440686,0.9905336,0.94715595,0.2299702,0.2801908,-0.0502206
61,-0.84569544,-0.62670714,"('illogical', 'logical')",0.67675006,0.72484976,0.3065193,0.3257038,0.045858,0.1412821,-0.0954241
