,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
14,-0.84549713,-0.45972022,"('antisocial', 'social')",1.9716945,1.9222492,-0.7093107,-0.6385774,0.1389622,0.2746505,-0.1356883
21,-0.8439649,-0.59966636,"('immoral', 'moral')",1.6100832,1.6496953,-0.47646895,-0.54466814,0.0965498,0.1684536,-0.0719038
60,-0.8328761,-0.51509374,"('inefficient', 'efficient')",2.7742188,2.5617604,0.86249685,0.7159091,0.9346132,0.9208585,0.0137547
48,-0.80840975,-0.9020639,"('unintelligent', 'intelligent')",0.7141089,0.68901384,0.6233497,0.57485026,0.1763496,0.1206001,0.0557495
81,-0.77808076,-0.41464397,"('submissive', 'aggressive')",1.1257461,0.951675,-0.16252796,-0.26248682,0.0617125,0.0915147,-0.0298022
83,-0.7740689,-0.84360415,"('powerless', 'powerful')",-0.15295877,-0.20449132,-1.1258059,-1.2522444,-0.6842779,-0.7667799,0.082502
5,0.72659886,0.65790665,"('distant', 'outgoing')",0.043904677,0.052464493,0.059124045,0.101637445,0.2765425,0.2706695,0.005873
7,-0.71726024,-0.7001496,"('insensitive', 'sensitive')",0.5360672,0.37814018,0.7465929,0.53219074,0.1884666,0.0700604,0.1184062
65,-0.7066658,-0.46544373,"('insecure', 'secure')",0.19932869,0.18394995,0.14322776,0.19482838,-0.1213698,-0.0288885,-0.0924813
39,0.7051987,0.94078374,"('exploitative', 'cooperative')",1.4845139,1.5142059,0.2596332,0.27908552,0.8164486,0.9113584,-0.0949098
37,0.6688391,0.66314703,"('fake', 'genuine')",0.06825742,0.0737841,0.36389032,0.3986796,0.3669956,0.3785369,-0.0115413
23,-0.66513675,-0.8756463,"('insincere', 'sincere')",0.5906411,0.44901818,5.913585,5.59907,1.9463631,1.7241473,0.2222158
28,-0.64477766,-0.72782564,"('disloyal', 'loyal')",-0.066428505,-0.17853197,1.0575819,1.051568,0.1154586,0.0484035,0.0670551
82,0.6311499,0.28740925,"('poor', 'rich')",0.96196747,0.80844456,6.4735355,6.3008223,2.6888844,2.4655587,0.2233257
79,0.5784338,0.4255703,"('wavering', 'unwavering')",-1.1977955,-1.0040451,-0.016345179,0.03906803,-0.2119023,-0.1798023,-0.0321
63,-0.5732827,-0.50064796,"('unperceptive', 'insightful')",0.9821363,0.9928497,1.6795026,1.4644347,0.6961188,0.6522121,0.0439067
15,0.56963944,0.5419898,"('boring', 'funny')",0.7065847,0.6975142,0.19972655,0.1950816,0.4919836,0.4781952,0.0137884
26,-0.55649394,-0.44908935,"('hardhearted', 'benevolent')",0.5952896,0.69894695,0.7803921,1.1829076,0.2730626,0.4775884,-0.2045258
71,0.54495794,0.48156816,"('diffident', 'self-confident')",1.7295693,1.5612463,0.40894252,0.3727006,0.8944899,0.8051717,0.0893182
78,-0.5189108,-0.7476499,"('nonresilient', 'resilient')",0.95538795,0.8596647,0.7971807,0.5202291,0.4112193,0.210748,0.2004713
47,-0.4921193,-0.34704646,"('stupid', 'smart')",0.8563585,0.915025,5.531892,5.504674,1.965377,2.0242174,-0.0588404
73,0.49201274,0.7187984,"('helpless', 'self-reliant')",0.26854867,0.22677705,-3.42702,-3.3502774,-0.8888195,-0.8015673,-0.0872522
40,-0.49029723,-0.6184453,"('stingy', 'generous')",0.049419206,0.022636142,-1.4697121,-1.5669428,-0.6368634,-0.7209173,0.0840539
85,0.48796058,0.50683075,"('insignificant', 'prestigious')",-1.0649707,-0.86751586,0.035502013,0.15847638,-0.1805027,-0.0674029,-0.1130998
80,-0.48006478,-0.35643744,"('dominated', 'dominating')",0.46222484,0.34583455,-1.02049,-0.9966655,-0.34611,-0.3357561,-0.0103539
6,0.45735362,0.5033181,"('distant', 'open')",-0.022924848,0.016274977,0.48971033,0.5431447,0.3080464,0.3542459,-0.0461995
13,-0.4538976,-0.13103034,"('impolite', 'polite')",2.2543786,2.2505817,0.2713822,0.31982976,0.6906211,0.813127,-0.1225059
32,-0.44217852,-0.17797342,"('unkind', 'kind')",0.61361486,0.72247344,1.0320837,1.1909677,0.4011734,0.5784892,-0.1773158
54,0.43270108,0.23104493,"('incapable', 'capable')",0.7825242,0.76245517,1.013858,1.0034888,0.7430278,0.665663,0.0773648
11,-0.4313666,-0.45501623,"('unhelpful', 'helpful')",0.5069988,0.3025764,2.4490898,2.367175,0.841574,0.7382451,0.1033289
9,-0.4236432,-0.29633677,"('unaffectionate', 'caring')",0.27439654,0.22825664,0.9476683,0.99232227,0.2661405,0.3080807,-0.0419402
88,-0.4151558,-0.40945697,"('low', 'eminent')",-0.70355666,-0.5388296,-0.05694183,0.03925639,-0.3918848,-0.3030101,-0.0888747
30,-0.4051332,-0.3223209,"('intolerant', 'tolerant')",1.609268,1.4876274,1.0753703,1.1239519,0.759835,0.7630862,-0.0032512
66,0.4028462,0.42829284,"('inactive', 'active')",-0.28350538,-0.2766087,0.84956187,0.88230306,0.3229676,0.3446624,-0.0216948
44,0.38223904,0.57656205,"('prejudiced', 'unprejudiced')",-0.86321205,-0.7890487,-1.6661967,-1.4079468,-0.7157232,-0.5401445,-0.1755787
75,0.36325926,0.15082145,"('meek', 'impulsive')",-1.4351326,-1.2536259,-0.64484435,-0.5448291,-0.5722392,-0.5492112,-0.023028
34,0.36052728,0.15989348,"('mean', 'honorable')",0.69509435,0.63338566,6.5682416,6.2984314,2.5412877,2.3639035,0.1773842
2,0.34552038,0.6391322,"('unlikable', 'likable')",1.2827976,1.4657681,0.53990793,0.8206252,0.7227419,0.9751752,-0.2524333
50,0.33856252,0.06676993,"('clumsy', 'skillful')",-1.5175912,-1.3795552,0.089670986,0.027788445,-0.3631192,-0.4283323,0.0652131
38,0.31782377,0.20435746,"('untruthful', 'truthful')",-0.08453226,-0.1126894,0.4750214,0.42268702,0.2361043,0.1714517,0.0646526
24,0.311067,0.3525337,"('dishonest', 'honest')",1.0893041,1.0343671,1.0806205,1.1042151,0.8269972,0.830372,-0.0033748
74,-0.30405003,-0.1662295,"('undedicated', 'dedicated')",0.6305573,0.7074147,0.07680467,0.24960132,0.1344373,0.2635955,-0.1291582
76,-0.27438188,-0.17586553,"('anxious', 'daring')",1.2326298,1.234978,0.6755322,0.6237717,0.5445934,0.5609614,-0.016368
33,0.23341107,0.14613384,"('wrong', 'right')",-0.29656804,-0.28633967,-0.87117505,-0.8376328,-0.311444,-0.3259462,0.0145022
25,0.22843155,0.022847658,"('egoistic', 'altruistic')",0.28973675,0.31477296,1.1746345,1.1920645,0.5642676,0.509895,0.0543726
55,0.22548662,0.22619319,"('incompetent', 'clever')",1.7752526,1.7481291,0.28160217,0.2140447,0.7607804,0.7294557,0.0313247
53,-0.22451073,-0.55235386,"('uncreative', 'creative')",-0.23895258,-0.14866321,0.8905744,0.8743706,0.1423704,0.0577845,0.0845859
67,0.20731544,0.5555702,"('doubtful', 'determined')",0.11416747,0.07345192,-0.30877712,-0.21308902,0.0042353,0.1386444,-0.1344091
84,0.19483389,0.36678153,"('inferior', 'superior')",-0.15001023,-0.060746554,0.8839008,0.94923306,0.3095748,0.4184227,-0.1088479
49,-0.19276677,-0.24100438,"('unable', 'able')",0.051862873,0.16847105,-0.04632772,-0.060027085,-0.0624105,-0.0441868,-0.0182237
29,0.18177453,0.40940735,"('unfair', 'fair')",-0.5339849,-0.5130467,-0.5750315,-0.6081715,-0.3090806,-0.2372703,-0.0718103
36,-0.16487761,-0.32920673,"('hostile', 'amicable')",-1.6163731,-1.4520886,-0.37635458,-0.20980194,-0.7192017,-0.6636991,-0.0555026
42,0.16408649,0.3771448,"('unreliable', 'reliable')",0.50014937,0.5350176,-2.4475691,-2.4429953,-0.5944444,-0.5102776,-0.0841668
46,-0.15660587,-0.33284435,"('uncompetitive', 'competitive')",1.8130875,1.7447684,-0.11988143,-0.25401923,0.5122001,0.3859682,0.1262319
18,0.13328165,-0.062037587,"('disagreeable', 'welcoming')",-0.21638405,0.022521198,-0.4580943,-0.36851007,-0.1803989,-0.1360088,-0.0443901
64,-0.12278185,0.34290826,"('shy', 'confident')",-0.36431497,-0.3849117,-6.0323772,-5.8543434,-2.173158,-1.965449,-0.207709
68,-0.116699874,-0.1599493,"('dependent', 'independent')",-0.040816434,-0.20891593,-0.18763588,-0.41835535,-0.1150507,-0.2624069,0.1473562
22,-0.099689655,-0.05985778,"('untrustworthy', 'trustworthy')",0.6244433,0.6426823,-0.9822122,-0.964189,-0.1524862,-0.1271215,-0.0253647
31,0.097505175,0.03791389,"('evil', 'good')",-1.7639604,-1.6294063,-1.3139461,-1.2645494,-0.9934671,-0.952014,-0.0414531
62,-0.095815286,-0.08030403,"('incompetent', 'brilliant')",1.4084018,1.4188182,0.4755119,0.4312531,0.5960328,0.5899224,0.0061104
12,0.087669075,0.16654576,"('unsupportive', 'supportive')",1.0890173,1.1212759,-1.3220335,-1.205235,-0.0484491,0.0275289,-0.075978
52,0.08647662,0.00065521616,"('irrational', 'rational')",-1.0292848,-0.9040868,-0.643834,-0.50413996,-0.5288808,-0.4691905,-0.0596903
51,-0.084557995,-0.18597427,"('uneducated', 'educated')",0.7893332,0.7402175,0.6559526,0.5088413,0.4535759,0.3543615,0.0992144
16,0.06272891,-0.07215218,"('unpopular', 'popular')",-0.8876085,-0.79158753,0.5339981,0.4757804,-0.0969605,-0.1293198,0.0323593
8,0.043457046,-0.074540645,"('unaffectionate', 'affectionate')",-0.5442998,-0.30036604,0.21128495,0.45875946,-0.0965193,0.0279509,-0.1244702
19,0.037927795,-0.03572828,"('inhospitable', 'hospitable')",-0.56785834,-0.49096453,0.10668112,0.12649444,-0.1410831,-0.1333995,-0.0076836
4,-0.021615405,-0.0869136,"('disliked', 'liked')",-0.32195556,-0.35273758,-5.8732514,-5.9122677,-2.0722742,-2.1173062,0.045032
87,0.0087258145,0.12411483,"('unsuccessful', 'successful')",0.97448826,0.7499243,0.8006459,0.82303184,0.59462,0.5656903,0.0289297
56,-0.004385814,0.23437272,"('impractical', 'practical')",1.9009017,1.8402348,0.4715069,0.40888146,0.7893409,0.8278296,-0.0384887
