,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,male-female
39,1.6558756,1.6691457,"('exploitative', 'cooperative')",1.0613163,1.1028409,0.23983777,0.21371894,0.9856764,0.9952351,-0.0095587
1,-1.5406358,-1.6057438,"('unfriendly', 'friendly')",0.6705576,1.0503901,1.4784989,1.677672,0.2028069,0.3741061,-0.1712992
53,-1.4691995,-1.5086378,"('uncreative', 'creative')",0.9677503,1.0474538,0.571186,0.8628755,0.0232456,0.1338972,-0.1106516
57,-1.416965,-1.3435735,"('unimaginative', 'imaginative')",-0.19820261,-0.19140312,-2.818194,-2.4707706,-1.4777872,-1.3352491,-0.1425381
78,-1.3955123,-1.1947962,"('nonresilient', 'resilient')",0.9508768,0.9660859,0.04885781,0.2834578,-0.1319259,0.0182492,-0.1501751
6,-1.2970417,-1.1829805,"('distant', 'open')",-0.6533245,-0.13248417,-0.13281912,0.19191718,-0.6943951,-0.3745159,-0.3198792
10,-1.2530605,-1.2744904,"('unsympathetic', 'sympathetic')",-1.0604932,-1.1307571,-0.71347547,-0.55655277,-1.0090098,-0.9872667,-0.0217431
73,1.1862447,1.193659,"('helpless', 'self-reliant')",-0.04962107,0.06981237,-3.4176428,-3.0480204,-0.7603397,-0.5948497,-0.16549
87,1.1857278,1.1693041,"('unsuccessful', 'successful')",0.7309522,0.5635958,0.74111074,0.67841595,0.8859303,0.803772,0.0821583
8,-1.1680105,-0.9377938,"('unaffectionate', 'affectionate')",-0.15546338,0.15318951,0.4581775,0.8354924,-0.2884321,0.0169627,-0.3053948
44,1.029172,0.7917718,"('prejudiced', 'unprejudiced')",-0.85698247,-0.7224034,-1.2852715,-1.524132,-0.3710274,-0.4849212,0.1138938
27,-1.0197706,-0.85046387,"('hardhearted', 'softhearted')",-0.13707389,0.10199693,0.76850086,1.1406937,-0.1294479,0.1307422,-0.2601901
21,1.0031782,0.48527536,"('immoral', 'moral')",0.84729755,0.44661528,-0.21213868,-0.7578456,0.5461124,0.058015,0.4880974
9,-0.99599904,-0.88218915,"('unaffectionate', 'caring')",0.30170837,0.5397409,0.93646705,1.2089274,0.0807255,0.2888264,-0.2081009
56,0.96019775,0.4677426,"('impractical', 'practical')",0.7607291,0.19189058,0.21570596,-0.17214422,0.6455443,0.1624963,0.483048
31,-0.93410164,-0.67350644,"('evil', 'good')",-0.5506997,-0.08631274,-1.1095237,-0.8794299,-0.864775,-0.5464164,-0.3183586
86,-0.93029386,-0.88010204,"('uninfluential', 'influential')",-0.21835087,-0.227706,-0.31499916,-0.17588693,-0.4878813,-0.4278983,-0.059983
5,-0.9240398,-0.81958777,"('distant', 'outgoing')",-0.28066766,0.03456896,-0.42119884,-0.20480844,-0.5419687,-0.3299424,-0.2120263
66,-0.86304665,-0.6626454,"('inactive', 'active')",-1.494947,-1.2482908,0.63398093,0.8953936,-0.5746709,-0.3385142,-0.2361567
62,0.77947074,0.7394364,"('incompetent', 'brilliant')",0.22921169,0.19605741,-0.050017238,-0.20917515,0.3195551,0.2421062,0.0774489
36,-0.73525864,-0.9068141,"('hostile', 'amicable')",-0.39232057,-0.30895522,0.5516503,0.43872356,-0.1919763,-0.2590152,0.0670389
2,0.73426044,0.46944073,"('unlikable', 'likable')",0.44689843,0.4383785,1.0308414,0.93798494,0.7373335,0.6152681,0.1220654
26,-0.73120666,-0.64217824,"('hardhearted', 'benevolent')",0.38551414,0.5392591,1.5698609,1.6889052,0.4080561,0.528662,-0.1206059
0,-0.71757454,-0.93167096,"('unsociable', 'sociable')",0.08656338,-0.31519902,-0.29879218,-0.64949846,-0.3099344,-0.6321228,0.3221884
58,-0.69899195,-0.62372303,"('undiscriminating', 'discriminating')",0.4457796,0.5786536,-0.017880876,0.20529091,-0.0903644,0.0534072,-0.1437716
60,0.6895844,0.6628524,"('inefficient', 'efficient')",0.99893045,0.56575525,-0.10635023,-0.21082531,0.5273882,0.3392608,0.1881274
71,-0.64057577,-0.407564,"('diffident', 'self-confident')",0.77682406,0.8126267,0.44219753,0.53559667,0.1928153,0.3135531,-0.1207378
67,0.58554006,0.5400678,"('doubtful', 'determined')",0.60723376,0.38565028,-0.4111199,-0.7758603,0.2605513,0.0499526,0.2105987
40,-0.585037,-0.37434807,"('stingy', 'generous')",-0.9280653,-0.6201384,-2.1697302,-1.673364,-1.2276108,-0.8892835,-0.3383273
30,0.58410996,0.27986503,"('intolerant', 'tolerant')",1.3374856,1.0592818,1.3283868,0.8711154,1.0833275,0.7367541,0.3465734
76,0.57722455,0.036877945,"('anxious', 'daring')",-0.5650372,-0.8044939,0.1872864,-0.17814422,0.0664913,-0.3152534,0.3817447
46,-0.5653224,-0.6205035,"('uncompetitive', 'competitive')",-0.37977305,-0.5575025,-0.5782497,-0.4514221,-0.5077817,-0.5431427,0.035361
85,0.54657346,0.6349441,"('insignificant', 'prestigious')",0.26514557,0.43018588,0.96742755,1.0732658,0.5930489,0.7127986,-0.1197497
72,-0.50620437,-0.30478308,"('unambitious', 'ambitious')",-1.0855424,-1.1047465,-1.5815428,-1.3756299,-1.0577633,-0.9283865,-0.1293768
7,-0.50158614,-0.5642112,"('insensitive', 'sensitive')",0.14392042,-0.015881967,0.28421822,0.37045142,-0.0244825,-0.0698806,0.0453981
42,0.4657101,0.31685004,"('unreliable', 'reliable')",-1.4239609,-1.5931234,-3.4096696,-3.1893904,-1.4559735,-1.4885546,0.0325811
29,0.46474802,0.42593905,"('unfair', 'fair')",-0.8176023,-0.9169906,-0.62992585,-0.77570033,-0.3275934,-0.4222506,0.0946572
65,0.4515975,0.20681795,"('insecure', 'secure')",0.3253976,-0.028402448,-0.4136326,-0.6343749,0.1211208,-0.1519865,0.2731073
50,-0.43845215,-0.47417524,"('clumsy', 'skillful')",0.016937181,0.020316299,-0.02573596,0.20216066,-0.1490837,-0.0838994,-0.0651843
22,0.42396155,0.22040674,"('untrustworthy', 'trustworthy')",-0.23959379,-0.34171516,-0.974341,-1.0450547,-0.2633244,-0.3887877,0.1254633
34,-0.41274863,-0.33261704,"('mean', 'honorable')",0.21943927,0.08363728,5.973378,5.707069,1.9266896,1.8193631,0.1073265
69,-0.38020015,0.09830379,"('lazy', 'industrious')",-0.100489944,0.11691615,-0.6829348,-0.4729181,-0.387875,-0.0858994,-0.3019756
18,-0.37970406,-0.6480941,"('disagreeable', 'welcoming')",-0.27351514,-0.32221034,-0.3512668,-0.53785765,-0.3348287,-0.5027207,0.167892
79,-0.37922925,-0.7222154,"('wavering', 'unwavering')",-0.96295184,-0.94793224,0.11820716,0.034197588,-0.4079913,-0.5453167,0.1373254
14,0.37608814,0.19542596,"('antisocial', 'social')",0.20324947,-0.002212841,-0.31460792,-0.78572625,0.0882432,-0.1975044,0.2857476
74,0.35826856,0.050654918,"('undedicated', 'dedicated')",-0.16801506,-0.31016588,0.11185753,0.30341798,0.1007037,0.0146357,0.086068
55,0.3581309,0.31615907,"('incompetent', 'clever')",0.36929396,0.018724836,0.033444412,-0.10466613,0.2536231,0.0767393,0.1768838
12,-0.3564792,-0.20921133,"('unsupportive', 'supportive')",-0.5259828,-0.31230858,-1.9886117,-1.5139382,-0.9570246,-0.678486,-0.2785386
28,-0.35577077,-0.4528505,"('disloyal', 'loyal')",-0.15539388,-0.36711627,1.2566556,1.0348283,0.248497,0.0716205,0.1768765
70,-0.3415798,-0.48081073,"('lethargic', 'energetic')",-1.1509303,-1.2081418,0.34619316,0.34709898,-0.3821056,-0.4472845,0.0651789
64,0.32916906,0.48453924,"('shy', 'confident')",-0.6048175,-0.6170198,-6.276487,-5.9424925,-2.1840452,-2.024991,-0.1590542
24,0.32785085,0.08318268,"('dishonest', 'honest')",-1.4383509,-1.482329,0.599504,0.4433499,-0.170332,-0.3185988,0.1482668
38,-0.29231587,-0.44301003,"('untruthful', 'truthful')",-0.82360244,-0.89632547,-0.030142657,-0.1624005,-0.3820203,-0.5005786,0.1185583
81,0.27843913,-0.060172915,"('submissive', 'aggressive')",-0.27972528,-0.7257134,-0.50618905,-0.7791153,-0.1691584,-0.5216672,0.3525088
52,0.27778706,0.13671428,"('irrational', 'rational')",0.58281547,0.7031637,0.1885906,0.052894592,0.349731,0.2975909,0.0521401
84,0.2713441,0.36754978,"('inferior', 'superior')",0.7714029,0.7146844,0.90230006,0.9785998,0.648349,0.6869446,-0.0385956
59,0.26859355,0.15572819,"('foolish', 'wise')",0.38235986,0.6217574,0.203315,0.32676327,0.2847561,0.368083,-0.0833269
47,-0.25714928,-0.4488654,"('stupid', 'smart')",0.52167106,0.36077642,5.368203,4.92272,1.8775749,1.6115437,0.2660312
80,0.25383323,0.17122498,"('dominated', 'dominating')",-0.8893477,-0.9812379,-1.3747417,-1.506196,-0.6700854,-0.7720696,0.1019842
82,-0.24023196,-0.7423328,"('poor', 'rich')",0.53526205,0.10376703,6.4903064,5.9149184,2.2617788,1.7587843,0.5029945
33,0.23326534,0.42791256,"('wrong', 'right')",-0.0780784,0.16235691,-0.8466524,-0.6717913,-0.2304885,-0.027174,-0.2033145
37,-0.22865978,-0.22105925,"('fake', 'genuine')",-0.7575053,-0.60947883,-0.15847135,0.1014436,-0.3815455,-0.2430315,-0.138514
77,-0.22729674,-0.1843805,"('unmotivated', 'motivated')",0.7900483,0.45994303,-1.2003314,-1.3034759,-0.2125266,-0.3426378,0.1301112
54,-0.2244671,-0.7030689,"('incapable', 'capable')",0.648514,0.53430563,1.1609327,1.0780835,0.5283265,0.3031067,0.2252198
88,-0.21500897,-0.66970414,"('low', 'eminent')",0.07681996,-0.29640275,0.7696568,0.44976652,0.2104893,-0.1721135,0.3826028
4,-0.21110374,-0.025305139,"('disliked', 'liked')",-0.8583632,-0.7283393,-5.9276314,-5.5466394,-2.3323661,-2.1000946,-0.2322715
48,-0.21085322,-0.25002936,"('unintelligent', 'intelligent')",0.65742373,0.5306203,0.48195177,0.42826927,0.3095074,0.2362867,0.0732207
43,-0.19728549,-0.47017747,"('irresponsible', 'responsible')",-0.5293808,-0.6362753,0.29385537,0.14514914,-0.1442703,-0.3204345,0.1761642
68,-0.19667707,-0.2686264,"('dependent', 'independent')",-0.5555653,-0.6898468,-0.8025315,-0.7602104,-0.5182579,-0.5728945,0.0546366
15,0.19415078,0.17014758,"('boring', 'funny')",0.35579547,0.3366812,0.542706,0.32677105,0.3642174,0.2778666,0.0863508
3,0.18356502,0.02602407,"('repellent', 'pleasant')",-0.042326033,-0.062270157,0.21378252,0.1187343,0.1183405,0.0274961,0.0908444
25,-0.18258467,-0.40459937,"('egoistic', 'altruistic')",0.14611778,0.058470108,1.568473,1.3939815,0.5106687,0.3492841,0.1613846
19,-0.17071317,-0.20831323,"('inhospitable', 'hospitable')",-0.41713563,-0.3205831,0.09071903,0.21609154,-0.1657099,-0.1042683,-0.0614416
13,-0.14320973,-0.22973368,"('impolite', 'polite')",0.09929517,-0.07735672,-0.25756258,-0.485542,-0.1004924,-0.2642108,0.1637184
51,0.12685074,0.12820138,"('uneducated', 'educated')",-0.2513258,-0.51685405,0.8108705,0.80090773,0.2287985,0.1374183,0.0913802
17,0.092914954,0.030720998,"('nasty', 'nice')",-0.19147913,-0.1601199,-0.2908955,-0.5408998,-0.1298199,-0.2234329,0.093613
61,0.08332278,0.115133315,"('illogical', 'logical')",1.0109168,0.9165896,0.1884062,-0.019531593,0.4275486,0.3373971,0.0901515
75,-0.08021934,-0.09022792,"('meek', 'impulsive')",-0.82620835,-0.7744061,-0.34665453,-0.24445969,-0.4176941,-0.3696979,-0.0479962
63,-0.067009985,-0.109906465,"('unperceptive', 'insightful')",0.052759457,0.07727309,0.6238577,0.8918356,0.2032024,0.2864007,-0.0831983
16,-0.052456535,-0.21058232,"('unpopular', 'popular')",0.2768073,0.1363267,0.8958079,0.5842243,0.3733862,0.1699895,0.2033967
83,0.052317478,0.1585052,"('powerless', 'powerful')",0.16279796,0.06878546,-1.0185609,-0.9619824,-0.2678152,-0.2448972,-0.022918
49,0.047139972,-0.2525823,"('unable', 'able')",0.45913678,0.32187304,0.0033937478,-0.10113289,0.1698902,-0.0106141,0.1805043
32,0.037680387,-0.5661204,"('unkind', 'kind')",-0.29873973,-0.5930247,1.1532423,1.0132405,0.2973943,-0.0486349,0.3460292
35,-0.025179513,-0.20175368,"('corrupt', 'incorrupt')",-0.3426679,-0.16508168,-0.065671876,-0.06428692,-0.1445064,-0.1437074,-0.000799
23,0.021435283,-0.44627866,"('insincere', 'sincere')",0.8606978,0.55549645,5.806288,5.3087506,2.2294736,1.8059894,0.4234842
45,0.015021283,0.003881096,"('incompetent', 'competent')",-0.2780745,-0.47257078,-0.4816046,-0.69485205,-0.2482193,-0.3878473,0.139628
11,-0.013417991,-0.2091994,"('unhelpful', 'helpful')",1.070972,0.87947536,2.1113126,2.0773547,1.0562889,0.9158769,0.140412
20,-0.004776649,-0.09635015,"('rough', 'thoughtful')",0.66469103,0.46880892,0.56990016,0.55583954,0.4099382,0.3094328,0.1005054
41,0.0034239562,-0.24059124,"('unforgiving', 'forgiving')",-0.20732602,-0.33384728,0.40659133,0.109721094,0.0675631,-0.1549058,0.2224689
