,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
16,-1.761111,-1.7912282,"('unpopular', 'popular')",-0.016686946,-0.21293502,0.2344306,0.18197608,-0.5144558,-0.6073957,0.0929399
6,-1.741426,-1.5509088,"('distant', 'open')",-1.200717,-1.1161137,0.01926864,0.42443576,-0.9742914,-0.7475289,-0.2267625
4,-1.637491,-1.5935767,"('disliked', 'liked')",-0.49879935,-0.50035894,-6.8503265,-6.8542666,-2.995539,-2.982734,-0.012805
36,-1.5567582,-2.233562,"('hostile', 'amicable')",-1.7503129,-2.4388218,0.19568937,0.034973264,-1.0371273,-1.5458035,0.5086762
0,-1.5334966,-1.4834921,"('unsociable', 'sociable')",-0.21705651,-0.22452852,-0.8287796,-0.9032793,-0.8597776,-0.8704333,0.0106557
62,1.4782538,1.5395776,"('incompetent', 'brilliant')",0.6325038,0.6918465,-0.09494097,0.06536226,0.6719389,0.7655954,-0.0936565
39,1.3002665,1.6182668,"('exploitative', 'cooperative')",-0.054377295,0.28290814,0.22077858,0.4149444,0.4888893,0.7720398,-0.2831505
5,-1.2060993,-1.075533,"('distant', 'outgoing')",-0.76234865,-0.60827434,-0.5792321,-0.038413897,-0.8492266,-0.5740738,-0.2751528
41,-1.1493181,-0.7010507,"('unforgiving', 'forgiving')",-0.030544164,-0.037017018,0.016827885,-0.14741123,-0.3876781,-0.2951597,-0.0925184
60,1.1321229,1.1879573,"('inefficient', 'efficient')",0.87263334,1.3453292,-0.07176109,-0.117288865,0.6443317,0.8053326,-0.1610009
76,1.0605348,1.0532138,"('anxious', 'daring')",0.4384843,0.5527498,0.37323797,0.19911735,0.6240857,0.6016937,0.022392
80,1.0520948,1.2608361,"('dominated', 'dominating')",0.41259497,0.67651784,-0.9796041,-1.0114546,0.1616952,0.3086331,-0.1469379
33,1.0504613,0.7632096,"('wrong', 'right')",1.0677476,0.89216757,-0.70687556,-0.35041407,0.4704444,0.4349877,0.0354567
73,0.961113,1.2880766,"('helpless', 'self-reliant')",0.7000844,0.8212746,-3.1318288,-2.6348784,-0.4902105,-0.1751757,-0.3150348
81,0.9426707,0.7759554,"('submissive', 'aggressive')",1.5393077,1.2198373,-0.39343822,-0.92510796,0.69618,0.3568949,0.3392851
31,-0.90255076,-1.3682803,"('evil', 'good')",-1.1123819,-1.3934151,-1.1665848,-1.0040833,-1.0605059,-1.2552595,0.1947536
56,0.8741761,1.1462098,"('impractical', 'practical')",0.39559516,0.7722391,-0.577035,-0.57331854,0.2309121,0.4483768,-0.2174647
72,0.8574239,1.0107244,"('unambitious', 'ambitious')",0.6426206,0.8359961,-0.90051955,-0.48270482,0.1998417,0.4546719,-0.2548302
74,0.8555003,0.8241221,"('undedicated', 'dedicated')",0.77266645,0.98259,-0.21072327,-0.2932904,0.4724811,0.5044739,-0.0319928
65,0.821972,0.47243813,"('insecure', 'secure')",0.21737197,0.23328649,-0.16704297,-0.100119755,0.290767,0.2018683,0.0888987
85,-0.814888,-1.1056695,"('insignificant', 'prestigious')",0.41921413,-0.032823548,0.33588678,0.47248492,-0.019929,-0.2220027,0.2020737
88,0.7807867,0.51418805,"('low', 'eminent')",0.35468322,0.06649056,0.11378848,0.091630965,0.4164195,0.2241032,0.1923163
19,-0.77818125,-0.8657754,"('inhospitable', 'hospitable')",-1.6644354,-1.4715271,-0.17765248,0.022401348,-0.8734231,-0.7716337,-0.1017894
45,-0.7445959,-0.38065886,"('incompetent', 'competent')",-0.37463617,-0.112515524,-0.52561724,-0.744777,-0.5482831,-0.4126505,-0.1356326
61,0.740104,0.45073807,"('illogical', 'logical')",0.5563432,0.46305954,0.060470477,0.022789236,0.4523059,0.3121956,0.1401103
11,0.70016915,0.8399345,"('unhelpful', 'helpful')",0.92205995,1.2408636,1.7653301,1.9275103,1.1291864,1.3361028,-0.2069164
12,0.6848694,0.82170385,"('unsupportive', 'supportive')",0.8676,1.2354137,-1.9946601,-1.7221893,-0.1473969,0.1116427,-0.2590396
9,0.6795218,0.9798082,"('unaffectionate', 'caring')",0.5643955,0.9203334,0.7206898,1.3914319,0.654869,1.0971912,-0.4423222
63,-0.67791456,-0.34192833,"('unperceptive', 'insightful')",0.88392556,1.2985805,0.7785156,1.0341642,0.3281755,0.6636055,-0.33543
87,0.6769728,0.46301073,"('unsuccessful', 'successful')",1.0005518,0.74247223,0.509575,0.6476196,0.7290332,0.6177009,0.1113323
53,0.6498831,1.2822465,"('uncreative', 'creative')",0.4090874,0.68741393,0.5612651,0.8222773,0.5400785,0.9306459,-0.3905674
15,-0.64960504,-1.054118,"('boring', 'funny')",-0.7093512,-0.9738354,0.21513577,0.20972916,-0.3812735,-0.6060747,0.2248012
24,0.64519614,1.1743234,"('dishonest', 'honest')",0.03322264,0.28121245,0.52842075,0.76585126,0.4022799,0.7404624,-0.3381825
