,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
37,0.61335176,0.7214173,"('fake', 'genuine')",0.14708653,0.46602118,0.3172,0.675427,0.3592128,0.6209551,-0.2617423
44,-0.6048248,-0.9395736,"('prejudiced', 'unprejudiced')",-0.5549774,-0.7795784,-1.1554228,-1.479167,-0.7717417,-1.0661063,0.2943646
2,0.6040592,0.21916457,"('unlikable', 'likable')",1.1078643,0.6935512,0.6088934,0.28680938,0.7736057,0.3998417,0.373764
55,0.6029366,0.97325027,"('incompetent', 'clever')",-0.0005329866,0.093897596,-0.01655025,-0.19526082,0.1952845,0.290629,-0.0953445
71,0.54083943,0.7021673,"('diffident', 'self-confident')",1.2166854,1.550438,0.144499,0.31079036,0.6340079,0.8544652,-0.2204573
48,0.51975834,0.5886408,"('unintelligent', 'intelligent')",0.87729454,1.0054402,0.22026332,0.20634046,0.5391054,0.6001405,-0.0610351
51,-0.51947254,-0.35935906,"('uneducated', 'educated')",-0.5470565,-0.43714193,0.2609465,0.13603196,-0.2685275,-0.2201564,-0.0483711
49,-0.50483334,-0.44476476,"('unable', 'able')",-0.16961576,0.11670534,-0.503047,0.2558088,-0.3924987,-0.0240835,-0.3684152
25,0.50472987,0.4498679,"('egoistic', 'altruistic')",1.0571195,1.0865549,1.6781235,1.5976771,1.0799909,1.0447,0.0352909
17,-0.49128374,-0.8212766,"('nasty', 'nice')",-0.29352814,-0.04742027,-0.56402606,-0.62967473,-0.4496126,-0.4994572,0.0498446
30,0.48470193,0.9281338,"('intolerant', 'tolerant')",1.2369529,1.4976859,1.0150226,0.9823883,0.9122259,1.1360693,-0.2238434
1,-0.47995377,-0.17137611,"('unfriendly', 'friendly')",0.51312697,0.56995595,1.1956416,1.6074555,0.4096049,0.6686784,-0.2590735
13,-0.4726276,-0.7501185,"('impolite', 'polite')",-0.34908837,-0.3955556,-0.3852396,-0.57322186,-0.4023185,-0.5729653,0.1706468
69,0.46713302,0.0631878,"('lazy', 'industrious')",0.7215788,0.82280934,-0.6557302,-0.50584626,0.1776605,0.126717,0.0509435
82,-0.44701183,0.18118402,"('poor', 'rich')",0.0113358125,0.17122146,6.2844315,6.5421195,1.9495851,2.298175,-0.3485899
59,0.43260115,0.6293689,"('foolish', 'wise')",0.87491274,1.0846946,-0.04182517,0.5322676,0.4218963,0.7487771,-0.3268808
67,-0.4262066,-0.7090187,"('doubtful', 'determined')",-0.086007655,0.047803648,-0.7070951,-0.86734563,-0.4064364,-0.5095202,0.1030838
20,0.4254288,0.6946592,"('rough', 'thoughtful')",0.062185958,0.43672878,0.93615615,1.0310401,0.4745903,0.7208093,-0.246219
27,-0.3784542,0.016262935,"('hardhearted', 'softhearted')",-0.3198166,0.45571044,1.0941517,1.7337414,0.1319603,0.7352382,-0.6032779
78,-0.3719966,-0.3526691,"('nonresilient', 'resilient')",0.3582928,0.62357956,0.2088242,0.43413964,0.0650401,0.2350167,-0.1699766
43,0.36150157,0.656945,"('irresponsible', 'responsible')",-0.21060488,-0.11218343,0.33233663,0.16746242,0.1610778,0.237408,-0.0763302
52,-0.3340742,-0.62786865,"('irrational', 'rational')",-0.19128817,-0.48600894,-0.26146495,-0.056171678,-0.2622758,-0.3900164,0.1277406
23,0.32820332,0.5386378,"('insincere', 'sincere')",0.95823485,1.1639466,5.837519,6.1797166,2.3746525,2.6274338,-0.2527813
79,0.3278798,-0.23264562,"('wavering', 'unwavering')",-0.92041266,-1.4243174,0.05640469,0.019030433,-0.1787094,-0.5459775,0.3672681
40,-0.32248515,0.45035022,"('stingy', 'generous')",0.2974623,0.7270214,-1.7872018,-1.3365217,-0.6040749,-0.05305,-0.5510249
7,0.3216955,0.885779,"('insensitive', 'sensitive')",0.91628534,1.5138516,0.8377518,1.1933944,0.6919109,1.197675,-0.5057641
21,0.3215367,0.340641,"('immoral', 'moral')",1.0222322,1.1330217,-0.40984663,-0.71170664,0.3113074,0.2539854,0.057322
35,-0.30267668,-0.28049904,"('corrupt', 'incorrupt')",-1.1885521,-1.1392982,-0.3728483,-0.13514122,-0.621359,-0.5183128,-0.1030462
68,-0.28908497,0.08855109,"('dependent', 'independent')",-1.0329984,-0.67239314,-0.82556885,-0.34818667,-0.7158841,-0.3106762,-0.4052079
50,-0.28276265,-0.37684447,"('clumsy', 'skillful')",0.10362593,0.14474797,0.12201001,0.4674254,-0.0190422,0.078443,-0.0974852
58,-0.2763419,-0.10003418,"('undiscriminating', 'discriminating')",0.6571132,0.71144265,-0.06901113,0.115177244,0.1039201,0.2421952,-0.1382751
28,-0.26774186,0.07492603,"('disloyal', 'loyal')",-0.19471374,0.09614301,0.50631547,0.8584903,0.01462,0.3431865,-0.3285665
42,-0.2500198,0.15994567,"('unreliable', 'reliable')",-0.056664705,0.15216443,-3.0960572,-2.8430543,-1.1342472,-0.843648,-0.2905992
84,0.23940009,0.5125735,"('inferior', 'superior')",0.9354658,1.1843965,0.6784807,1.0952709,0.6177822,0.930747,-0.3129648
8,-0.20639099,-0.30319843,"('unaffectionate', 'affectionate')",-0.4019174,-0.5068324,0.44065693,0.87665147,-0.0558838,0.0222069,-0.0780907
14,-0.19073568,0.124377996,"('antisocial', 'social')",0.6300878,1.0881369,-0.40880036,-0.59175575,0.0101839,0.2069197,-0.1967358
75,-0.18990143,-0.09211992,"('meek', 'impulsive')",0.054145668,-0.27335492,-0.018842332,-0.2788349,-0.0515327,-0.2147699,0.1632372
77,-0.18522543,-0.20900583,"('unmotivated', 'motivated')",0.735686,1.0370078,-1.0351768,-1.1626115,-0.1615721,-0.1115365,-0.0500356
18,-0.17435819,-0.24267654,"('disagreeable', 'welcoming')",-0.44480234,-0.3907802,-0.5377212,-0.25855577,-0.3856273,-0.2973375,-0.0882898
34,-0.16525108,0.052200586,"('mean', 'honorable')",0.26121923,0.34390774,6.070823,6.281707,2.0555971,2.2259383,-0.1703412
66,-0.15649292,-0.28703046,"('inactive', 'active')",-0.89733404,-1.0250006,0.83909166,0.7330304,-0.0715784,-0.1930002,0.1214218
26,0.15136372,0.11059173,"('hardhearted', 'benevolent')",0.7245815,0.56954664,1.2591858,1.1008555,0.7117103,0.5936646,0.1180457
10,-0.15134719,0.123950556,"('unsympathetic', 'sympathetic')",-0.3595532,-0.29696688,-0.24550745,-0.46733743,-0.252136,-0.2134512,-0.0386848
22,-0.13263512,0.10591978,"('untrustworthy', 'trustworthy')",-0.19431424,0.12093174,-0.8413403,-0.83477205,-0.3894299,-0.2026402,-0.1867897
57,0.13056234,0.49496543,"('unimaginative', 'imaginative')",0.34324417,0.27460283,-2.5015416,-2.7504983,-0.6759117,-0.66031,-0.0156017
86,-0.098780476,-0.016392194,"('uninfluential', 'influential')",-0.34081683,-0.31071562,-0.46996152,-0.69565254,-0.3031863,-0.3409201,0.0377338
38,0.09519326,-0.18006137,"('untruthful', 'truthful')",0.52816224,0.34757608,-0.22074063,0.011395931,0.134205,0.0596369,0.0745681
3,0.09489241,0.14077559,"('repellent', 'pleasant')",1.0460078,1.2209922,0.8787498,0.3218096,0.6732167,0.5611924,0.1120243
54,0.09060101,-0.16007456,"('incapable', 'capable')",-0.057866864,-0.2535266,1.0893258,1.3451242,0.37402,0.3105077,0.0635123
29,-0.079542294,-0.07875459,"('unfair', 'fair')",-0.05688359,0.34350944,-0.37119162,-0.36410803,-0.1692058,-0.0331177,-0.1360881
64,-0.0778562,-0.3251596,"('shy', 'confident')",0.6335375,0.54563916,-6.3249707,-6.820859,-1.9230965,-2.2001265,0.27703
32,0.06526574,0.33506376,"('unkind', 'kind')",0.29076546,0.56422657,0.8803723,0.7350292,0.4121345,0.5447732,-0.1326387
70,-0.055654377,0.5011447,"('lethargic', 'energetic')",0.31153882,0.63408744,0.7772716,0.7533642,0.3443853,0.6295321,-0.2851468
47,-0.026610374,0.12716848,"('stupid', 'smart')",0.16022184,0.39597505,5.365992,5.4280963,1.8332012,1.9837465,-0.1505453
83,0.013856128,-0.19000551,"('powerless', 'powerful')",0.3976199,0.40250286,-1.0053391,-0.88769555,-0.1979544,-0.2250661,0.0271117
46,0.010129601,0.19376177,"('uncompetitive', 'competitive')",0.9277119,0.78554857,-0.36912695,-0.77636516,0.1895715,0.0676484,0.1219231
