,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-1.1767402,-1.267794,"('unfriendly', 'friendly')",0.9121143,0.7313518,-0.1323129,-0.2682211,0.1359082
51,-1.1307195,-0.9988772,"('uneducated', 'educated')",0.4276934,0.28114086,-0.3515131,-0.3588682,0.0073551
9,-1.1126902,-0.9981405,"('unaffectionate', 'caring')",0.6600988,0.555307,-0.2262957,-0.2214168,-0.0048789
38,-1.0616139,-1.0428467,"('untruthful', 'truthful')",-0.49747488,-0.57370085,-0.7795444,-0.8082738,0.0287294
43,-1.0542731,-0.94378746,"('irresponsible', 'responsible')",0.65082514,0.42034602,-0.201724,-0.2617207,0.0599967
52,1.046952,1.0665246,"('irrational', 'rational')",-0.2634714,-0.06139891,0.3917403,0.5025629,-0.1108226
85,0.9992902,1.1185014,"('insignificant', 'prestigious')",-0.6189929,-0.43714216,0.1901487,0.3406796,-0.1505309
8,-0.99858224,-0.9154912,"('unaffectionate', 'affectionate')",0.17035866,0.20849662,-0.4141118,-0.3534973,-0.0606145
41,-0.9757204,-0.79837054,"('unforgiving', 'forgiving')",-0.36655718,-0.47183424,-0.6711388,-0.6351024,-0.0360364
78,-0.9404723,-0.8670423,"('nonresilient', 'resilient')",0.1387114,-0.18944249,-0.4008805,-0.5282424,0.1273619
3,-0.93790627,-0.92261356,"('repellent', 'pleasant')",0.6695509,0.77357787,-0.1341777,-0.0745178,-0.0596599
59,0.92532074,0.8692315,"('foolish', 'wise')",-0.018899165,0.0024287999,0.4532108,0.4358302,0.0173806
35,0.92169935,0.8111653,"('corrupt', 'incorrupt')",-0.8492441,-0.77962965,0.0362276,0.0157678,0.0204598
33,0.9194243,0.9260355,"('wrong', 'right')",-0.8352381,-0.6907349,0.0420931,0.1176503,-0.0755572
53,-0.89528924,-0.95667386,"('uncreative', 'creative')",0.22700834,-0.0041124695,-0.3341404,-0.4803932,0.1462528
75,0.88830084,0.88946533,"('meek', 'impulsive')",-0.84778863,-0.59666854,0.0202561,0.1463984,-0.1261423
15,0.8492929,0.8798286,"('boring', 'funny')",-0.0959357,0.034646176,0.3766786,0.4572374,-0.0805588
70,-0.8444141,-0.78912574,"('lethargic', 'energetic')",0.332685,0.06974818,-0.2558646,-0.3596888,0.1038242
13,-0.8325064,-0.90061176,"('impolite', 'polite')",-0.6380333,-0.93635964,-0.7352698,-0.9184857,0.1832159
12,-0.7819053,-0.68076605,"('unsupportive', 'supportive')",-1.9755298,-2.2264233,-1.3787175,-1.4535947,0.0748772
56,-0.7643007,-0.703618,"('impractical', 'practical')",-0.10885254,-0.24529555,-0.4365766,-0.4744568,0.0378802
65,-0.7515496,-0.7122142,"('insecure', 'secure')",0.18798651,0.16508037,-0.2817816,-0.2735669,-0.0082147
6,0.73888624,0.5456329,"('distant', 'open')",-1.0085588,-1.0103161,-0.1348363,-0.2323416,0.0975053
48,-0.70743686,-0.56572956,"('unintelligent', 'intelligent')",1.0723081,0.9263432,0.1824356,0.1803068,0.0021288
22,-0.700392,-0.7703641,"('untrustworthy', 'trustworthy')",-0.5948844,-0.7014026,-0.6476382,-0.7358834,0.0882452
24,-0.6423597,-0.46863005,"('dishonest', 'honest')",0.63720924,0.5498842,-0.0025752,0.0406271,-0.0432023
4,0.6391742,0.6000679,"('disliked', 'liked')",-6.924543,-7.065734,-3.1426845,-3.2328329,0.0901484
71,0.57485443,0.51271075,"('diffident', 'self-confident')",0.24363014,-0.064882174,0.4092423,0.2239143,0.185328
47,-0.5734881,-0.44339627,"('stupid', 'smart')",5.1144834,5.316595,2.2704976,2.4365995,-0.1661019
5,0.5638097,0.4449181,"('distant', 'outgoing')",-1.0196279,-0.99064434,-0.2279091,-0.2728631,0.044954
88,-0.5164007,-0.42247874,"('low', 'eminent')",-0.39289033,-0.40790364,-0.4546455,-0.4151912,-0.0394543
83,-0.51285297,-0.22935674,"('powerless', 'powerful')",-0.76308006,-0.60147506,-0.6379665,-0.4154159,-0.2225506
76,-0.49905568,-0.41937724,"('anxious', 'daring')",0.02967761,-0.009287954,-0.234689,-0.2143326,-0.0203564
20,-0.49438858,-0.623268,"('rough', 'thoughtful')",1.1482674,0.97528213,0.3269394,0.1760071,0.1509323
61,-0.47825298,-0.49853906,"('illogical', 'logical')",0.69033986,0.41880634,0.1060434,-0.0398664,0.1459098
49,-0.44984972,-0.26929584,"('unable', 'able')",-0.2672645,-0.24345958,-0.3585571,-0.2563777,-0.1021794
36,0.431075,0.508248,"('hostile', 'amicable')",-0.7971279,-0.6603812,-0.1830264,-0.0760666,-0.1069598
54,-0.42099392,-0.34309697,"('incapable', 'capable')",0.5270268,0.61747766,0.0530164,0.1371903,-0.0841739
17,-0.41516507,-0.47349945,"('nasty', 'nice')",-0.5681437,-0.50570434,-0.4916544,-0.4896019,-0.0020525
31,0.4097303,0.09192201,"('evil', 'good')",-1.323832,-1.2913214,-0.4570509,-0.5996997,0.1426488
72,-0.39357352,-0.23735224,"('unambitious', 'ambitious')",-0.4807602,-0.25663868,-0.4371669,-0.2469954,-0.1901715
79,0.3785777,0.3661498,"('wavering', 'unwavering')",-0.69009507,-0.5888763,-0.1557587,-0.1113632,-0.0443955
40,0.36393702,0.38322604,"('stingy', 'generous')",-1.8418449,-2.0405474,-0.7389539,-0.8286607,0.0897068
27,0.3529719,0.019908845,"('hardhearted', 'softhearted')",1.0520844,0.82413214,0.7025282,0.4220205,0.2805077
82,-0.3363818,-0.35041928,"('poor', 'rich')",5.957676,5.8871727,2.810647,2.7683768,0.0422702
37,-0.32981005,-0.36249512,"('fake', 'genuine')",0.15709606,0.01527087,-0.086357,-0.1736121,0.0872551
66,0.28822315,0.29714662,"('inactive', 'active')",-0.10567221,-0.054327726,0.0912755,0.1214094,-0.0301339
42,0.27189863,0.028052665,"('unreliable', 'reliable')",-2.8271577,-3.1916935,-1.2776296,-1.5818205,0.3041909
74,-0.26071534,-0.08202036,"('undedicated', 'dedicated')",-0.2514726,-0.3983047,-0.256094,-0.2401625,-0.0159315
50,0.2433654,0.016405247,"('clumsy', 'skillful')",-0.05759728,-0.27552155,0.0928841,-0.1295581,0.2224422
67,-0.21139261,-0.20553404,"('doubtful', 'determined')",-0.36602587,-0.1643598,-0.2887092,-0.1849469,-0.1037623
26,0.20078506,0.35982025,"('hardhearted', 'benevolent')",1.6687962,1.6677027,0.9347906,1.0137615,-0.0789709
80,-0.1522793,0.15414444,"('dominated', 'dominating')",-0.3812216,-0.34300792,-0.2667505,-0.0944317,-0.1723188
58,-0.14207865,0.122411184,"('undiscriminating', 'discriminating')",0.04879146,-0.13682073,-0.0466436,-0.0072048,-0.0394388
30,-0.12683748,0.1361735,"('intolerant', 'tolerant')",0.8126093,0.9471719,0.3428859,0.5416727,-0.1987868
84,-0.109981254,-0.19342549,"('inferior', 'superior')",0.99131197,0.8539947,0.4406654,0.3302846,0.1103808
29,0.10531203,0.03910321,"('unfair', 'fair')",-0.028159447,-0.0569532,0.0385763,-0.008925,0.0475013
2,0.1022876,0.19035426,"('unlikable', 'likable')",0.7166904,0.9050604,0.409489,0.5477073,-0.1382183
68,-0.09991063,-0.32771358,"('dependent', 'independent')",-0.8313839,-1.0645429,-0.4656473,-0.6961282,0.2304809
25,-0.09719566,-0.3105198,"('egoistic', 'altruistic')",0.89488626,0.94143057,0.3988453,0.3154554,0.0833899
34,-0.08861858,-0.11765521,"('mean', 'honorable')",5.239308,5.1483793,2.5753446,2.515362,0.0599826
64,-0.07079704,-0.23569056,"('shy', 'confident')",-5.629244,-5.755616,-2.8500204,-2.9956534,0.145633
16,-0.06887707,-0.15888508,"('unpopular', 'popular')",-0.10848706,-0.06304798,-0.0886821,-0.1109665,0.0222844
39,-0.05294121,0.05532664,"('exploitative', 'cooperative')",0.5335886,0.50048476,0.2403237,0.2779057,-0.037582
18,0.04546824,-0.08441107,"('disagreeable', 'welcoming')",-0.9369232,-0.9450273,-0.4457275,-0.5147192,0.0689917
87,-0.033433847,0.2687865,"('unsuccessful', 'successful')",0.87655556,0.8613697,0.4215609,0.5650781,-0.1435172
19,0.002211833,0.10377918,"('inhospitable', 'hospitable')",-0.5583743,-0.6307129,-0.2780812,-0.2634669,-0.0146143
