,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
20,-0.65305525,-0.7326464,"('rough', 'thoughtful')",0.117395476,0.17078686,1.1514701,1.2889259,1.2780669,1.3764911,0.4734693,0.5258893,-0.05242
36,-0.64768445,-0.58358127,"('hostile', 'amicable')",1.6340089,1.4723495,-0.9381928,-1.0684756,0.42922097,0.4875585,0.1193382,0.0769628,0.0423754
14,-0.63407415,-0.5338614,"('antisocial', 'social')",1.096431,1.2116815,1.2865335,1.3598046,-0.732679,-0.7090482,0.2540528,0.3321441,-0.0780913
30,-0.625651,-0.49764434,"('intolerant', 'tolerant')",-0.17161848,-0.063206054,-0.28256962,-0.39226642,0.7680663,0.83896637,-0.0779432,-0.0285376,-0.0494056
0,-0.61710197,-0.551407,"('unsociable', 'sociable')",-0.33110988,-0.3453096,0.46832904,0.4483049,-0.48502514,-0.43607426,-0.241227,-0.2211215,-0.0201055
39,0.61490464,0.56073153,"('exploitative', 'cooperative')",0.79496986,0.93072677,1.2102613,1.3549647,-0.09208754,-0.018985603,0.6320121,0.7068594,-0.0748473
23,-0.61407316,-0.4600364,"('insincere', 'sincere')",-0.20182326,-0.06582967,-0.0676083,-0.07346864,5.856433,5.775158,1.243232,1.2939558,-0.0507238
65,-0.59723926,-0.58996534,"('insecure', 'secure')",-1.0973817,-1.0301796,0.5582792,0.7087148,-0.31409493,-0.26983032,-0.3626092,-0.2953151,-0.0672941
75,0.5889169,0.49854013,"('meek', 'impulsive')",-0.040063348,-0.11753774,-0.7943194,-0.79386306,-0.68129885,-0.60299885,-0.2316912,-0.2539649,0.0222737
87,0.5634238,0.5077751,"('unsuccessful', 'successful')",1.3649485,1.3245441,1.4607702,1.4693252,0.73016095,0.9174159,1.0298259,1.0547651,-0.0249392
49,-0.5613077,-0.52100545,"('unable', 'able')",-1.4247124,-1.3212446,-0.7332893,-0.7408335,-0.31914154,-0.2835801,-0.7596127,-0.7166659,-0.0429468
47,-0.5515087,-0.48309737,"('stupid', 'smart')",0.5735902,0.659837,0.46477833,0.5585011,5.736205,5.7828298,1.5557662,1.6295177,-0.0737515
55,-0.54751074,-0.5504962,"('incompetent', 'clever')",-1.5695583,-1.4920683,0.48812765,0.6114097,-0.10082567,-0.06987732,-0.4324417,-0.375258,-0.0571837
82,-0.5219998,-0.526826,"('poor', 'rich')",-0.76129216,-0.7722939,-0.616039,-0.57119167,6.2627034,6.284278,1.0908432,1.1034915,-0.0126483
27,-0.5178376,-0.49521226,"('hardhearted', 'softhearted')",-0.36511317,-0.3342769,-0.04019973,-0.13020527,1.6305716,1.5071054,0.1768553,0.1368527,0.0400026
83,-0.5175599,-0.479213,"('powerless', 'powerful')",1.0696092,1.0375205,0.008700594,0.055849664,-0.8543937,-0.8360824,-0.073411,-0.0554813,-0.0179297
64,0.50762975,0.47028172,"('shy', 'confident')",0.5126735,0.5692506,1.3992289,1.6028799,-6.8795476,-6.7904615,-1.1150038,-1.0370123,-0.0779915
68,-0.5011796,-0.6975774,"('dependent', 'independent')",-1.7894181,-1.8327483,0.21213922,0.24841516,-0.48796698,-0.4710715,-0.6416064,-0.6882455,0.0466391
9,-0.4701899,-0.30104965,"('unaffectionate', 'caring')",1.7433125,1.6815746,0.38882542,0.33826935,1.2894022,1.3794823,0.7378376,0.7745692,-0.0367316
84,0.464033,0.54140794,"('inferior', 'superior')",0.46542448,0.455366,0.6946911,0.665372,0.73772275,0.8193616,0.5904678,0.6203769,-0.0299091
7,0.4603275,0.56898457,"('insensitive', 'sensitive')",0.04724383,0.14615537,0.52261543,0.51173973,1.0905734,1.04941,0.5301901,0.5690724,-0.0388823
5,-0.4554226,-0.31255552,"('distant', 'outgoing')",1.3876665,1.3902528,-0.9125188,-0.9546933,-0.23940817,-0.10558387,-0.0549208,0.004355,-0.0592758
22,-0.4316004,-0.34420228,"('untrustworthy', 'trustworthy')",-0.7769946,-0.63258684,0.875905,1.0436612,-0.9768672,-0.88247603,-0.3273893,-0.203901,-0.1234883
19,-0.39609227,-0.26557657,"('inhospitable', 'hospitable')",0.0024230853,0.021851473,-1.1956803,-1.2757322,-0.15329856,-0.11875369,-0.435662,-0.4095527,-0.0261093
72,-0.39184922,-0.4920128,"('unambitious', 'ambitious')",0.10911496,0.15192248,0.34916335,0.47901672,-0.7900151,-0.71434534,-0.1808965,-0.1438547,-0.0370418
80,0.38982272,0.24002254,"('dominated', 'dominating')",-0.8018368,-0.7744029,2.0376709,1.9765599,-1.1094393,-1.2264193,0.1290544,0.05394,0.0751144
33,0.37737942,0.5339973,"('wrong', 'right')",2.0498981,2.0043838,0.30316794,0.28656757,-0.4230215,-0.3645293,0.576856,0.6151049,-0.0382489
18,-0.35531244,-0.28652272,"('disagreeable', 'welcoming')",-0.25996962,-0.18977407,-0.522749,-0.4986731,-0.30963004,-0.15241486,-0.3619153,-0.2818462,-0.0800691
16,-0.33922532,-0.484739,"('unpopular', 'popular')",0.22053465,0.10120912,-0.040729523,-0.011079267,0.5803873,0.6225778,0.1052418,0.0569922,0.0482496
74,0.3206318,0.3791089,"('undedicated', 'dedicated')",0.7025803,0.78163445,1.1584334,1.2090107,0.43792662,0.47448775,0.654893,0.7110605,-0.0561675
51,-0.3178594,-0.4287259,"('uneducated', 'educated')",-0.64501715,-0.6296038,0.62681365,0.54069793,0.46108165,0.463134,0.0312547,-0.0136244,0.0448791
70,-0.2996729,-0.2900272,"('lethargic', 'energetic')",-0.6717704,-0.5317484,0.8027151,0.84421194,0.87621063,0.82787716,0.1768706,0.2125784,-0.0357078
54,-0.29181153,-0.3004467,"('incapable', 'capable')",1.4487065,1.3839173,0.08934902,-0.0076352526,0.9298622,1.0578691,0.5440266,0.5334261,0.0106005
35,0.27756986,0.34521458,"('corrupt', 'incorrupt')",0.2978484,0.30005643,-1.0904808,-1.0225719,-0.06690673,-0.033592574,-0.1454923,-0.1027234,-0.0427689
8,-0.27129477,-0.28654575,"('unaffectionate', 'affectionate')",0.957721,0.8575804,0.00079871714,-0.08295425,0.61491185,0.7306762,0.3255342,0.3046891,0.0208451
13,0.26871777,0.21640949,"('impolite', 'polite')",-0.46508488,-0.36788854,0.09893154,0.21719489,-0.21458697,-0.30433556,-0.0780056,-0.0596549,-0.0183507
78,0.25999773,0.3029578,"('nonresilient', 'resilient')",1.5210737,1.4327765,2.2375908,2.204722,0.448528,0.56616604,1.1167976,1.1266556,-0.009858
67,0.2568683,0.31604856,"('doubtful', 'determined')",-0.060973525,-0.04781887,0.5794146,0.5580297,-0.7774702,-0.7598506,-0.0005402,0.0166022,-0.0171424
76,-0.23853576,-0.33219284,"('anxious', 'daring')",-0.875505,-0.83066505,0.7874076,0.85160094,0.13315263,0.18383855,-0.0483701,-0.0318546,-0.0165155
81,-0.22797441,-0.11643697,"('submissive', 'aggressive')",-0.4289275,-0.5021541,1.2451406,1.1944602,-0.9917774,-0.99816376,-0.1008847,-0.1055737,0.004689
2,-0.21610305,-0.044299006,"('unlikable', 'likable')",2.4360602,2.5177016,1.4677956,1.5028843,0.4625739,0.656506,1.0375817,1.1581982,-0.1206165
71,0.18687952,0.25164673,"('diffident', 'self-confident')",2.3969393,2.3267999,0.86171126,0.73209393,0.82246894,0.7739762,1.0669998,1.0211293,0.0458705
17,-0.18119414,-0.19531758,"('nasty', 'nice')",-0.4159999,-0.40695953,-1.0666696,-1.0448726,-0.63478,-0.57147825,-0.5746609,-0.554657,-0.0200039
21,-0.14492492,0.08047429,"('immoral', 'moral')",0.04408176,0.11458883,0.46861583,0.5270767,-0.8123963,-0.7638544,-0.1111559,-0.0104286,-0.1007273
79,-0.1410634,-0.12717225,"('wavering', 'unwavering')",0.5697558,0.45759064,-0.91094375,-1.041426,-0.09769816,-0.04295671,-0.1449874,-0.1884911,0.0435037
56,0.13732105,0.20469412,"('impractical', 'practical')",-0.35995555,-0.2394033,0.20823357,0.31411725,-0.29587948,-0.31440488,-0.0775701,-0.0087492,-0.0688209
25,-0.1028122,-0.11212401,"('egoistic', 'altruistic')",0.68923366,0.7108952,0.1276057,0.06772022,1.5244249,1.6856695,0.559613,0.5880402,-0.0284272
60,-0.053051222,0.014597256,"('inefficient', 'efficient')",-1.0887111,-0.94185895,0.81357116,0.9907916,-0.131678,-0.07582058,-0.1149673,-0.0030727,-0.1118946
42,-0.052611127,0.1009745,"('unreliable', 'reliable')",0.9155832,0.8363517,1.6234895,1.6321496,-2.689888,-2.6040637,-0.0508566,-0.008647,-0.0422096
53,-0.050409302,0.085224956,"('uncreative', 'creative')",1.4625869,1.396957,0.47169122,0.41170478,1.3015954,1.3347228,0.7963661,0.8071524,-0.0107863
34,-0.03582842,-0.082815066,"('mean', 'honorable')",0.38988113,0.39581004,0.386541,0.33291772,6.382227,6.4031425,1.7807052,1.7622638,0.0184414
58,0.02530438,-0.12792279,"('undiscriminating', 'discriminating')",1.7381668,1.5177172,1.2393354,1.1655084,0.20590465,0.15509208,0.8021778,0.6775987,0.1245791
12,-0.01423007,0.18616246,"('unsupportive', 'supportive')",1.3804182,1.4944193,1.4169548,1.4688481,-1.6356657,-1.5345099,0.2868693,0.40373,-0.1168607
77,-0.0019679368,-0.089150295,"('unmotivated', 'motivated')",0.8175683,0.8661022,1.1895889,1.2244009,-1.191196,-1.0122837,0.2034984,0.2472673,-0.0437689
