,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.083899,-1.7920367,"('unfriendly', 'friendly')",2.0675616,1.9575479,0.17912188,0.09985976,1.683835,1.8673398,0.4616549,0.5331777,-0.0715228
48,-1.6478709,-1.5749701,"('unintelligent', 'intelligent')",-1.4484996,-1.4476821,-0.6219528,-0.62405235,0.20523064,0.2569261,-0.8782731,-0.8474446,-0.0308285
88,-1.4571851,-1.3107532,"('low', 'eminent')",-1.2408516,-1.214295,-1.5827303,-1.6622652,-0.048217934,-0.01670868,-1.0822462,-1.0510056,-0.0312406
31,-1.430093,-1.1691898,"('evil', 'good')",0.44703883,0.35851943,-1.1343753,-1.1598163,-0.8672246,-0.79898447,-0.7461635,-0.6923678,-0.0537957
6,-1.23299,-0.9031957,"('distant', 'open')",0.870407,0.8589929,-1.1848495,-1.1668984,0.4867593,0.58564556,-0.2651683,-0.1563639,-0.1088044
29,-1.1685841,-1.0793645,"('unfair', 'fair')",-0.054274157,-0.023315787,-0.043965243,0.005666241,-0.4660439,-0.5432869,-0.4332169,-0.4100752,-0.0231417
45,-1.1538918,-1.0300413,"('incompetent', 'competent')",-1.00816,-0.95414907,-0.31320685,-0.28971106,-0.404614,-0.30846348,-0.7199681,-0.6455913,-0.0743768
28,-1.1531048,-1.0484995,"('disloyal', 'loyal')",0.19877952,0.1675924,0.09267703,0.007294029,1.2657425,1.237784,0.1010236,0.0910428,0.0099808
40,-1.1421776,-0.9881454,"('stingy', 'generous')",1.7000971,1.7603099,0.955971,1.0237385,-1.6950891,-1.4931479,-0.0452996,0.0756888,-0.1209884
38,-1.1096978,-0.8868578,"('untruthful', 'truthful')",0.9072333,0.8690771,-0.7512389,-0.7421979,-0.22256498,-0.14794882,-0.2940671,-0.2269818,-0.0670853
52,-1.0743291,-0.859502,"('irrational', 'rational')",1.2444639,1.2106954,-1.0759854,-1.0779574,-0.07215561,0.054448932,-0.2445016,-0.1680788,-0.0764228
69,1.061628,0.93598247,"('lazy', 'industrious')",1.7903264,1.7352799,0.8385941,0.91248655,-0.6884922,-0.51416045,0.750514,0.7673971,-0.0168831
66,1.0397396,0.7516043,"('inactive', 'active')",2.076788,1.8620392,2.3376698,2.1653962,1.41419,1.3273993,1.7170968,1.5266098,0.190487
15,-0.99038327,-0.8568346,"('boring', 'funny')",0.09417231,0.14200482,-1.2982295,-1.3148777,0.079512924,0.115031615,-0.5287319,-0.478669,-0.0500629
43,-0.9888657,-0.9986147,"('irresponsible', 'responsible')",0.24803594,0.40408823,0.6589109,0.7277741,0.6174717,0.6204092,0.1338882,0.1884142,-0.054526
57,-0.9812307,-0.8835083,"('unimaginative', 'imaginative')",-0.35973164,-0.45236,-0.36029664,-0.37161186,-2.7817564,-2.6652987,-1.1207538,-1.0931947,-0.0275591
26,-0.9439282,-0.7881799,"('hardhearted', 'benevolent')",1.970517,1.975675,0.6603682,0.68895787,1.5385123,1.7126858,0.8063674,0.8972847,-0.0909173
11,-0.9129642,-0.7133467,"('unhelpful', 'helpful')",-0.5838323,-0.51197505,-0.5764309,-0.50523865,1.705749,1.7630521,-0.0918696,0.0081229,-0.0999925
41,-0.90021,-0.50976145,"('unforgiving', 'forgiving')",0.7417144,0.836551,0.4591918,0.45075947,0.18911858,0.18467629,0.1224537,0.2405563,-0.1181026
59,-0.8969546,-0.70708525,"('foolish', 'wise')",1.6292101,1.6169875,-1.01609,-0.90599537,0.30970085,0.48912337,0.0064666,0.1232576,-0.116791
37,0.8099821,0.7121242,"('fake', 'genuine')",-0.6172671,-0.63141656,0.16628239,0.2190631,0.5606018,0.58398014,0.2298998,0.2209377,0.0089621
24,-0.80325294,-0.6381799,"('dishonest', 'honest')",-0.28386417,-0.0881936,-1.0787299,-1.070812,0.55776876,0.580998,-0.4020195,-0.3040469,-0.0979726
3,-0.777898,-0.67136604,"('repellent', 'pleasant')",-0.9841206,-0.87958723,1.2063452,1.2984654,0.34163228,0.32469308,-0.0535103,0.0180513,-0.0715616
10,-0.7756433,-0.5406005,"('unsympathetic', 'sympathetic')",-1.4480288,-1.4708217,0.029604342,0.00786219,0.048658513,-0.057522066,-0.5363523,-0.5152705,-0.0210818
46,0.75006497,0.6204813,"('uncompetitive', 'competitive')",0.082279816,0.12512624,1.966326,2.0638041,-0.61064225,-0.56896996,0.5470071,0.5601104,-0.0131033
63,-0.7308214,-0.5055139,"('unperceptive', 'insightful')",1.2012718,1.1997231,2.2092328,2.2264469,1.0693834,1.2033794,0.9372666,1.031009,-0.0937424
61,-0.7236106,-0.7009266,"('illogical', 'logical')",1.3830335,1.3514467,0.300186,0.21591368,0.5304674,0.49216762,0.3725191,0.3396504,0.0328687
50,0.71391785,0.7308699,"('clumsy', 'skillful')",0.96042466,0.94618034,0.52755404,0.6005537,0.23813039,0.4493178,0.6100067,0.6817304,-0.0717237
44,-0.70948,-0.78346014,"('prejudiced', 'unprejudiced')",-0.7748075,-0.71080375,-0.7259199,-0.69302523,-1.570859,-1.5706834,-0.9452666,-0.9394932,-0.0057734
86,-0.70615655,-0.6480861,"('uninfluential', 'influential')",-0.47373918,-0.52277654,0.54652613,0.49857634,0.18623021,0.14908063,-0.1117849,-0.1308014,0.0190165
62,-0.7010199,-0.53702,"('incompetent', 'brilliant')",-0.42325458,-0.209629,0.19894385,0.3053226,-0.17740439,0.05420816,-0.2756838,-0.0967796,-0.1789042
85,-0.6988194,-0.6686821,"('insignificant', 'prestigious')",2.663121,2.4638782,0.2578224,0.16620722,0.27089724,0.4782975,0.6232553,0.6099252,0.0133301
73,0.691598,0.6613909,"('helpless', 'self-reliant')",1.4456792,1.4159306,0.019513104,0.03346066,-3.545026,-3.4192371,-0.347059,-0.3271137,-0.0199453
4,-0.6792383,-0.596485,"('disliked', 'liked')",0.425687,0.40471005,-0.24001664,-0.35417032,-6.9330006,-6.7466025,-1.8566421,-1.8231369,-0.0335052
32,-0.6777786,-0.55016214,"('unkind', 'kind')",-0.2865566,-0.25149837,0.55447716,0.6572419,0.91263664,0.9515555,0.1256946,0.2017842,-0.0760896
