,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.2898424,-2.3953457,"('unsympathetic', 'sympathetic')",2.4619834,2.0477781,0.36514184,0.35637528,0.1790943,0.0029359,0.1761584
28,-2.0371063,-1.8637625,"('disloyal', 'loyal')",0.6703093,0.61508715,1.1405864,1.0801766,-0.0754035,-0.0561663,-0.0192372
23,-2.020645,-1.7208914,"('insincere', 'sincere')",1.6428634,1.7449768,6.2027926,6.2864075,1.9416704,2.1034977,-0.1618273
0,-1.9450003,-1.9793777,"('unsociable', 'sociable')",2.0150332,1.7090036,0.28887704,0.24675858,0.1196367,-0.0078719,0.1275086
57,-1.8298831,-2.2972417,"('unimaginative', 'imaginative')",1.0784009,0.8001992,-2.7213283,-2.807454,-1.1576035,-1.4348323,0.2772288
35,1.80278,1.8543582,"('corrupt', 'incorrupt')",-2.8295164,-2.4945107,-1.2350317,-1.2847751,-0.7539227,-0.6416425,-0.1122802
13,-1.7786839,-1.1508536,"('impolite', 'polite')",2.0095026,2.0474591,-0.42985174,-0.37176394,-0.0663443,0.1749472,-0.2412915
1,-1.7439595,-1.7492739,"('unfriendly', 'friendly')",-1.8596066,-1.8893639,0.49960107,0.47653508,-1.034655,-1.0540342,0.0193792
11,-1.685385,-1.5154332,"('unhelpful', 'helpful')",0.77055943,0.89260143,1.8740556,2.2272396,0.3197434,0.5348026,-0.2150592
53,-1.6789526,-1.6383637,"('uncreative', 'creative')",-1.2546893,-1.2744067,0.08748737,0.06172043,-0.9487182,-0.95035,0.0016318
86,-1.6459829,-2.1086857,"('uninfluential', 'influential')",1.2662934,0.7993393,0.005891815,-0.19702804,-0.1245992,-0.5021248,0.3775256
69,1.621604,1.5918928,"('lazy', 'industrious')",-0.96653813,-0.9787178,-1.5968838,-1.5231165,-0.3139393,-0.3033138,-0.0106255
43,-1.5267239,-1.4227705,"('irresponsible', 'responsible')",1.6302248,1.5274833,0.6777486,0.87317246,0.2604165,0.3259618,-0.0655453
45,-1.5125791,-1.5521576,"('incompetent', 'competent')",2.0800393,2.0203433,-0.19725505,-0.054099683,0.1234017,0.1380287,-0.014627
32,-1.4926075,-1.1277447,"('unkind', 'kind')",0.50501376,0.69239604,0.6655841,0.7274219,-0.1073365,0.0973577,-0.2046942
73,1.4286728,1.5117757,"('helpless', 'self-reliant')",-0.18052946,-0.06137316,-3.4770782,-3.309569,-0.7429783,-0.6197221,-0.1232562
46,-1.4176944,-1.5418069,"('uncompetitive', 'competitive')",2.2497742,1.8038069,-0.1955007,-0.12819938,0.212193,0.0446002,0.1675928
7,-1.4117987,-1.3134975,"('insensitive', 'sensitive')",0.98587143,0.91359884,0.53690153,0.6406517,0.0369914,0.080251,-0.0432596
