,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,average_male,average_female,male-female
48,-1.3879983,-1.6532903,"('unintelligent', 'intelligent')",1.0025003,0.8083842,0.4660883,0.4908257,0.0268634,-0.1180268,0.1448902
56,-1.3729038,-0.881948,"('impractical', 'practical')",2.0632784,2.2876763,-0.83370394,-0.46554193,-0.0477764,0.3133955,-0.3611719
60,-1.3710614,-1.2114726,"('inefficient', 'efficient')",3.6546667,3.4543319,0.3167331,0.52040243,0.8667794,0.9210873,-0.0543079
63,-1.3285623,-1.1440679,"('unperceptive', 'insightful')",0.28088802,0.37639576,0.5851777,0.7895522,-0.1541655,0.0072934,-0.1614589
3,-1.3125654,-1.2695129,"('repellent', 'pleasant')",0.96278423,0.8198109,0.9760184,0.9747637,0.2087457,0.1750206,0.0337251
24,-1.303966,-1.0269275,"('dishonest', 'honest')",0.57763284,0.6081361,0.40268797,0.43958077,-0.1078817,0.0069298,-0.1148115
30,-1.2919574,-0.93845004,"('intolerant', 'tolerant')",2.2203898,2.3255258,0.39625776,0.7020167,0.4415634,0.6963641,-0.2548007
14,-1.2904133,-1.3186206,"('antisocial', 'social')",2.7079058,2.4844086,0.022423098,0.10559811,0.4799719,0.4237954,0.0561765
59,1.2329879,1.4294562,"('foolish', 'wise')",-0.7980634,-0.3909159,-0.4140457,-0.3440723,0.0069596,0.2314893,-0.2245297
38,-1.216298,-1.0466232,"('untruthful', 'truthful')",-0.3124952,-0.10482928,-0.66074765,-0.4293293,-0.729847,-0.5269273,-0.2029197
65,-1.1920109,-0.93872917,"('insecure', 'secure')",1.4858801,1.3092084,0.24054083,0.2998523,0.1781367,0.2234438,-0.0453071
72,-1.178077,-1.3825941,"('unambitious', 'ambitious')",0.077317506,-0.10092602,-0.3380492,-0.48868656,-0.4796029,-0.6574022,0.1777993
61,-1.1547635,-0.9730266,"('illogical', 'logical')",0.5041837,0.5610036,0.52019733,0.44130573,-0.0434608,0.0097609,-0.0532217
41,-1.140168,-1.112395,"('unforgiving', 'forgiving')",0.31065795,0.12804973,0.09525249,-0.02467537,-0.2447525,-0.3363402,0.0915877
55,-1.1217761,-1.3140458,"('incompetent', 'clever')",3.4918544,3.1297517,0.70810914,0.6917449,1.0260625,0.8358169,0.1902456
21,-1.1112734,-0.9650146,"('immoral', 'moral')",1.9421945,1.6908021,-0.11472949,-0.0146732535,0.2387305,0.2370381,0.0016924
82,-1.1076529,-0.79471254,"('poor', 'rich')",-0.05393405,0.35437486,5.875355,6.151596,1.571256,1.9037528,-0.3324968
85,1.097182,0.78050524,"('insignificant', 'prestigious')",-2.9159858,-3.0421484,-1.3050462,-1.3433312,-1.0412833,-1.2016581,0.1603748
76,-1.0952727,-1.0403533,"('anxious', 'daring')",0.9240242,0.84302676,-0.053535145,0.116112515,-0.0749279,-0.0270713,-0.0478566
9,-1.0478787,-1.1065135,"('unaffectionate', 'caring')",-0.5211166,-0.65785056,1.1594579,1.0817064,-0.1365125,-0.2275525,0.09104
88,-1.0337203,-0.920965,"('low', 'eminent')",-0.35731363,-0.0672057,-0.586626,-0.4283036,-0.65922,-0.4721581,-0.1870619
62,-0.92837566,-0.79180133,"('incompetent', 'brilliant')",2.496983,2.5011559,0.4123543,0.6197155,0.6603205,0.7763567,-0.1160362
12,-0.92536783,-1.0639397,"('unsupportive', 'supportive')",0.8855724,0.7766725,-1.9088951,-1.8440858,-0.6495636,-0.710451,0.0608874
81,-0.8779776,-0.82482064,"('submissive', 'aggressive')",2.7884223,2.6227107,-0.59172416,-0.38380772,0.4395735,0.4713608,-0.0317873
75,0.8678152,0.58684564,"('meek', 'impulsive')",-1.593308,-1.6085545,-1.1153494,-1.1368196,-0.6136141,-0.7195094,0.1058953
49,-0.82327306,-0.8925816,"('unable', 'able')",-0.07610692,-0.04151715,-0.21133944,-0.20271501,-0.3702398,-0.3789379,0.0086981
25,0.79333854,0.72383636,"('egoistic', 'altruistic')",-0.54819435,-0.66544557,0.93700045,0.88956964,0.3940482,0.3159868,0.0780614
22,-0.73181784,-0.6602531,"('untrustworthy', 'trustworthy')",0.3173296,0.08914752,-0.37573606,-0.3692339,-0.2634081,-0.3134465,0.0500384
44,0.64031357,0.7839719,"('prejudiced', 'unprejudiced')",-0.81045,-0.7965946,-1.6070491,-1.5106335,-0.5923952,-0.5077521,-0.0846431
77,-0.618959,-0.8691201,"('unmotivated', 'motivated')",0.5842596,0.30385792,-0.34223548,-0.35262573,-0.125645,-0.3059626,0.1803176
52,0.59460866,0.5031059,"('irrational', 'rational')",-2.2124755,-2.045458,-0.49049246,-0.49040326,-0.7027864,-0.6775851,-0.0252013
47,-0.5937137,-0.35984594,"('stupid', 'smart')",0.7039189,0.6615748,5.1203837,5.089137,1.7435296,1.7969553,-0.0534257
36,0.5794169,0.30635878,"('hostile', 'amicable')",-2.7917025,-2.7860303,-0.62842625,-0.8777422,-0.9469039,-1.1191379,0.172234
17,-0.5516727,-0.3795271,"('nasty', 'nice')",-0.18833788,0.12406132,-0.8700112,-0.8387754,-0.5366739,-0.364747,-0.1719269
68,-0.54796237,-0.54268336,"('dependent', 'independent')",0.3537747,0.31905732,-1.0201756,-1.0429788,-0.4047877,-0.4222016,0.0174139
54,-0.52340674,-0.6651251,"('incapable', 'capable')",-0.3116052,-0.22223206,0.7229227,0.74932206,-0.0373631,-0.0460117,0.0086486
33,0.5223981,0.40658092,"('wrong', 'right')",-0.6614506,-0.7353734,-0.621111,-0.7289562,-0.2533878,-0.3525829,0.0991951
31,0.5166363,0.5389113,"('evil', 'good')",-2.858382,-2.637195,-1.7016824,-1.7919993,-1.3478093,-1.296761,-0.0510483
15,0.4786926,0.4076355,"('boring', 'funny')",-0.31881708,-0.21732408,-0.3666743,-0.37027287,-0.0689329,-0.0599871,-0.0089458
66,0.44726706,0.13431343,"('inactive', 'active')",-0.5656128,-0.9680598,-0.03622442,-0.33690938,-0.0515234,-0.3902186,0.3386952
70,-0.42452657,-0.48473474,"('lethargic', 'energetic')",2.4078307,2.314701,0.6589987,0.7809287,0.8807677,0.8702983,0.0104694
80,0.41541058,0.06663876,"('dominated', 'dominating')",1.6355449,1.1857462,-0.13766208,-0.27234665,0.6377645,0.3266794,0.3110851
4,0.4114167,0.4395084,"('disliked', 'liked')",-1.7727597,-1.3909683,-7.9389515,-7.708438,-3.1000983,-2.8866326,-0.2134657
8,-0.40105778,-0.53072923,"('unaffectionate', 'affectionate')",-0.77766734,-0.9544296,0.6045515,0.48730984,-0.1913912,-0.3326164,0.1412252
2,0.3915708,0.5698642,"('unlikable', 'likable')",0.6216231,0.6187717,0.11035526,0.2155541,0.3745164,0.4680633,-0.0935469
29,-0.3629805,-0.36485386,"('unfair', 'fair')",-0.98591775,-0.92101496,-0.650986,-0.7421732,-0.6666281,-0.676014,0.0093859
51,-0.34891522,-0.3633542,"('uneducated', 'educated')",1.67123,1.861014,0.6598151,0.65047485,0.6607099,0.7160449,-0.055335
67,0.33810046,0.657031,"('doubtful', 'determined')",0.74581176,1.1396792,-0.58149993,-0.3914997,0.1674708,0.4684035,-0.3009327
87,0.3353601,0.2113995,"('unsuccessful', 'successful')",1.2575543,1.1606295,0.78494817,0.8133432,0.7926208,0.7284575,0.0641633
78,-0.30966306,-0.68579346,"('nonresilient', 'resilient')",0.29937127,0.02482233,0.9056526,0.7829873,0.2984536,0.0406721,0.2577815
5,0.25576815,0.38237357,"('distant', 'outgoing')",-2.2999551,-1.9772455,-1.3734747,-1.2758585,-1.1392206,-0.9569101,-0.1823105
18,-0.2530727,-0.1893715,"('disagreeable', 'welcoming')",-0.43728346,-0.49289358,-0.78490216,-0.76635736,-0.4917528,-0.4828742,-0.0088786
37,-0.23827419,-0.08602601,"('fake', 'genuine')",0.62382984,0.66658175,0.2179049,0.26878738,0.2011535,0.2831144,-0.0819609
26,-0.22971833,-0.50692827,"('hardhearted', 'benevolent')",1.1102386,1.1277373,1.312458,1.3373908,0.7309928,0.6527332,0.0782596
64,-0.22226134,-0.12826289,"('shy', 'confident')",0.61508375,0.5988914,-6.2109437,-5.9913154,-1.9393738,-1.840229,-0.0991448
79,0.21487182,0.13943833,"('wavering', 'unwavering')",-1.808899,-1.7107642,-0.603579,-0.6859817,-0.7325354,-0.7524358,0.0199004
34,-0.20594183,-0.14946792,"('mean', 'honorable')",0.5474539,0.3964503,5.2526693,5.374096,1.8647272,1.8736928,-0.0089656
42,-0.19796802,0.18428957,"('unreliable', 'reliable')",0.18000256,0.45848998,-3.4574335,-3.1289067,-1.1584663,-0.828709,-0.3297573
50,0.1891289,0.3906061,"('clumsy', 'skillful')",-0.5731035,-0.33758196,0.0043994263,0.15343757,-0.1265251,0.0688206,-0.1953457
39,-0.18465865,0.06465885,"('exploitative', 'cooperative')",1.4280246,1.5793923,0.6217794,0.6912102,0.6217151,0.7784204,-0.1567053
40,0.1828728,-0.09709771,"('stingy', 'generous')",-0.1468589,-0.4375356,-2.5840752,-2.6119704,-0.8493538,-1.0488679,0.1995141
27,0.15716994,-0.2277118,"('hardhearted', 'softhearted')",-0.34565336,-0.6370002,0.8906639,0.6187897,0.2340602,-0.0819741,0.3160343
84,0.13973872,0.21353438,"('inferior', 'superior')",0.20182292,0.182444,0.8106132,0.91187763,0.3840583,0.435952,-0.0518937
16,-0.13512209,-0.1328066,"('unpopular', 'popular')",-1.2474669,-1.2156146,-0.27474016,-0.20394781,-0.552443,-0.5174563,-0.0349867
71,0.12444208,0.06536787,"('diffident', 'self-confident')",0.21326572,0.30686492,-0.0004889965,0.03616736,0.1124063,0.1361334,-0.0237271
74,-0.09275398,-0.17254353,"('undedicated', 'dedicated')",1.547955,1.5045242,-0.19898036,-0.20245558,0.4187402,0.3765084,0.0422318
6,0.0852901,0.1943152,"('distant', 'open')",-3.2097752,-2.865245,-1.3559767,-1.3816686,-1.4934872,-1.3508662,-0.142621
83,-0.079651274,-0.31607333,"('powerless', 'powerful')",0.4290495,0.2301659,-0.8970405,-0.8926869,-0.1825474,-0.3261981,0.1436507
19,0.07934688,0.2514927,"('inhospitable', 'hospitable')",-1.4767603,-1.1792979,-1.031681,-0.81980336,-0.8096981,-0.5825362,-0.2271619
58,0.05268632,-0.52713585,"('undiscriminating', 'discriminating')",0.48217267,0.033771697,-0.24940972,-0.20746163,0.0951498,-0.2336086,0.3287584
20,0.015032545,-0.3441721,"('rough', 'thoughtful')",1.0427647,0.78304064,0.8434522,0.86353993,0.6337498,0.4341362,0.1996136
