,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,male-female
73,1.576788,1.5272357,"('helpless', 'self-reliant')",0.3836645,0.3941157,-3.2849724,-3.0934489,-0.4415067,-0.3906991,-0.0508076
45,-1.3381587,-1.3471054,"('incompetent', 'competent')",-0.7317343,-0.7659273,-0.6778351,-0.8629987,-0.9159093,-0.9920105,0.0761012
0,-1.3179214,-1.196195,"('unsociable', 'sociable')",0.22557315,0.25432986,-0.49635854,-0.5894236,-0.5295689,-0.5104296,-0.0191393
3,-1.2743537,-1.0486598,"('repellent', 'pleasant')",-0.9484868,-0.78680056,0.638556,0.79907,-0.5280948,-0.3454635,-0.1826313
66,1.1940768,0.8497017,"('inactive', 'active')",-0.1145557,-0.3667186,0.52659273,0.23035644,0.5353713,0.2377799,0.2975914
77,-1.1011249,-1.1444241,"('unmotivated', 'motivated')",-0.47294995,-0.5111198,-1.5872955,-1.4818821,-1.0537901,-1.0458086,-0.0079815
47,-1.0860094,-0.95757174,"('stupid', 'smart')",0.28140575,0.20843555,5.335932,5.1432586,1.5104427,1.4647074,0.0457353
29,-1.0437039,-1.0382662,"('unfair', 'fair')",-1.0764778,-1.1107807,-0.6293129,-0.6430492,-0.9164982,-0.9306987,0.0142005
85,0.98181796,0.7469757,"('insignificant', 'prestigious')",0.006205246,0.049892172,-0.4360576,-0.46862346,0.1839885,0.1094148,0.0745737
82,-0.97260916,-1.0941085,"('poor', 'rich')",-0.37601513,-0.5389214,6.3024826,5.92558,1.6512861,1.43085,0.2204361
33,0.95825976,0.8425028,"('wrong', 'right')",0.45894763,0.43561795,-0.66226816,-0.60030025,0.2516464,0.2259402,0.0257062
49,-0.93746054,-0.74573946,"('unable', 'able')",-0.31687948,-0.21332783,-0.5210093,-0.48018926,-0.5917831,-0.4797522,-0.1120309
39,0.93408036,1.188772,"('exploitative', 'cooperative')",0.67304313,0.79607844,0.5955277,0.850036,0.7342171,0.9449622,-0.2107451
42,0.9339251,0.8018571,"('unreliable', 'reliable')",0.118606225,0.04519075,-3.0658514,-2.9355588,-0.6711067,-0.6961703,0.0250636
78,-0.92981595,-1.1586944,"('nonresilient', 'resilient')",-0.47908676,-0.7160336,-0.66528416,-0.8142495,-0.6913956,-0.8963258,0.2049302
40,0.8890081,0.7058766,"('stingy', 'generous')",0.75417006,0.53170997,-2.3269227,-2.421393,-0.2279148,-0.3946021,0.1666873
55,-0.87177026,-0.77786666,"('incompetent', 'clever')",-0.24312423,-0.21135713,0.068347715,0.10851829,-0.3488489,-0.2935685,-0.0552804
16,-0.8486049,-0.9200683,"('unpopular', 'popular')",-0.70167047,-0.66587555,0.22545715,0.13986257,-0.441606,-0.4820271,0.0404211
22,-0.84368557,-0.7424829,"('untrustworthy', 'trustworthy')",-0.5602243,-0.5521554,-0.7246135,-0.64192504,-0.7095078,-0.6455211,-0.0639867
26,0.8197753,0.78734046,"('hardhearted', 'benevolent')",1.5478488,1.6358224,1.1890804,1.2330799,1.1855682,1.2187476,-0.0331794
2,0.77971697,0.8651315,"('unlikable', 'likable')",1.2161925,1.1169115,0.7649061,0.9074213,0.9202719,0.9631548,-0.0428829
64,0.77256244,0.66005456,"('shy', 'confident')",-0.37030178,-0.43702644,-6.0267315,-5.7603555,-1.8748236,-1.8457758,-0.0290478
69,0.7651508,0.6641593,"('lazy', 'industrious')",0.45955443,0.42649823,-1.0252526,-0.9617198,0.0664842,0.0429792,0.023505
23,-0.75529,-0.6487347,"('insincere', 'sincere')",-0.09074061,-0.1062776,5.935541,5.670063,1.6965035,1.6383502,0.0581533
